cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2550ps,other_out_2550ps,margin_2550ps,correct_2550ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3350ps,other_out_3350ps,margin_3350ps,correct_3350ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,merr0,merr1,dp0,dn0,output_delta_net_0,dp1,dn1,output_delta_net_1,max_abs_output_delta_signal,max_output_delta_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta,sum_d_readout_out0_signed,sum_d_readout_out1_signed,d_output_bias_out0_signed,d_output_bias_out1_signed
61,initial_eval,61,1,False,False,0.175666,0.17932,-0.00365313,0.215378,0.211608,0.215365,0.211595,0.179563,0.175902,False,0.19387995,0.175666,0.17932,-0.00365313,False,0.175781,0.179438,-0.00365768,False,0.175857,0.179518,-0.00366024,False,0.0863096,0.241792,0.27736,0.148773,0.247982,0.215356,0.199654,0.133813,0.00187376,0.00191301,7.76471e-10,1.2,,,,,,,,,,,,,,,,,,,,,
62,initial_eval,62,1,False,False,0.179516,0.179328,0.000187948,0.215388,0.215578,0.215375,0.215565,0.179573,0.179758,True,0.282842625,0.179516,0.179328,0.000187948,True,0.179634,0.179447,0.000186649,True,0.179713,0.179527,0.000185915,True,0.08203,0.405599,0.394167,0.173139,0.384138,0.142556,0.412841,0.268271,0.00187366,0.00187173,1.2,7.76471e-10,,,,,,,,,,,,,,,,,,,,,
63,initial_eval,63,1,False,False,0.176941,0.172518,0.00442258,0.208391,0.212924,0.208381,0.212911,0.172768,0.17718,True,0.3316285,0.176941,0.172518,0.00442258,True,0.177057,0.17264,0.00441689,True,0.177135,0.172721,0.00441345,True,0.306762,0.236775,0.145135,0.56106,0.770112,0.239122,0.139169,0.254893,0.00194779,0.00189912,7.76471e-10,1.2,,,,,,,,,,,,,,,,,,,,,
64,train,0,0,True,True,0.179326,0.179512,-0.000186538,0.215387,0.215576,0.215375,0.215564,0.179571,0.179756,False,0.44785974999999995,0.179326,0.179512,-0.000186538,False,0.179446,0.179631,-0.00018561,False,0.179526,0.179711,-0.000185081,False,0.741245,0.57729,0.633202,0.77011,0.107267,0.142146,0.109099,0.502519,0.00187366,0.00187174,0.53723,0.551788,-5.90269e-12,0.0082623,0.0126024,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,-0.0047636,-0.00457706,0.00450679,6.67575e-07,0.00450679,2.8361e-06,-0.0287019,0.008523369000000001,-6.58303e-07,-6.67575e-07
65,train,32,1,True,True,0.179513,0.174513,0.00499973,0.210411,0.215578,0.210398,0.215566,0.174742,0.179758,True,0.3103241375,0.179513,0.174513,0.00499973,True,0.179632,0.174624,0.0050083,True,0.179712,0.174699,0.00501322,True,0.0938811,0.456305,0.374484,0.163556,0.490971,0.26999,0.367252,0.266154,0.00192582,0.00187172,1.20487,-0.000493036,0.118262,0.00876233,0.120105,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.00118307,-0.00381666,0.00441333,6.67572e-07,0.00441333,2.83609e-06,0.009264815999999999,-0.02670392,-6.583e-07,-6.67572e-07
66,train,1,0,True,True,0.174479,0.175668,-0.00118856,0.2104,0.211626,0.210388,0.211616,0.174723,0.175915,False,0.383877,0.174479,0.175668,-0.00118856,False,0.174598,0.175788,-0.00119021,False,0.174678,0.175869,-0.00119133,False,0.632611,0.475342,0.540965,0.624457,0.124163,0.08,0.282379,0.311099,0.00192592,0.00191279,-0.00060172,1.16798,0.122333,0.123228,0.00876232,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,-0.00313303,-0.00194447,0.00326578,6.6757e-07,0.00326578,2.83608e-06,-0.021194299999999996,0.006908637,-6.58298e-07,-6.6757e-07
67,train,33,1,True,True,0.175649,0.172547,0.00310217,0.208405,0.211624,0.208393,0.21161,0.172786,0.175905,True,0.2686391125,0.175649,0.172547,0.00310217,True,0.175775,0.172663,0.00311144,True,0.175858,0.172741,0.00311642,True,0.361298,0.0966629,0.122031,0.492813,0.349183,0.300039,0.218776,0.20831,0.00194766,0.00191285,-0.00280505,1.20946,0.00134106,0.017477,0.00826226,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.00311623,1.40606e-05,0.00369166,6.67567e-07,0.00369166,2.83607e-06,0.006630912,-0.01857679,-6.58295e-07,-6.67567e-07
68,train,2,0,True,True,0.172548,0.175648,-0.00310039,0.208408,0.211623,0.208397,0.211613,0.172789,0.175906,False,0.29886775000000004,0.172548,0.175648,-0.00310039,False,0.172665,0.175774,-0.00310961,False,0.172744,0.175858,-0.00311487,False,0.460496,0.315118,0.428067,0.491527,0.139719,0.324761,0.106536,0.124718,0.00194761,0.00191281,-0.00280569,1.20946,1.46966e-05,0.00826229,0.0116037,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,-0.00312748,-2.70857e-05,0.00308013,6.67564e-07,0.00308013,2.83606e-06,-0.01899824,0.006288059,-6.58293e-07,-6.67564e-07
69,train,34,1,True,True,0.175645,0.172515,0.00312983,0.2084,0.211617,0.20839,0.211607,0.172773,0.175901,True,0.247402075,0.175645,0.172515,0.00312983,True,0.17577,0.172641,0.00312907,True,0.175854,0.172725,0.00312862,True,0.0838406,0.400537,0.39741,0.10904,0.266488,0.131902,0.385266,0.204733,0.00194769,0.00191288,-0.00280527,1.20946,1.60991e-07,0.017477,0.00826226,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.00312822,-1.61061e-06,0.00316439,6.67562e-07,0.00316439,2.83605e-06,0.006213084,-0.018368440000000003,-6.5829e-07,-6.67562e-07
70,train,3,0,True,True,0.172513,0.175641,-0.00312774,0.208397,0.211615,0.208387,0.211604,0.17277,0.175898,False,0.34778837500000004,0.172513,0.175641,-0.00312774,False,0.172639,0.175767,-0.00312794,False,0.172722,0.17585,-0.00312797,False,0.465983,0.392788,0.363332,0.423047,0.177356,0.430341,0.224457,0.305003,0.00194772,0.00191291,-0.00280482,1.20946,1.75805e-09,0.00826229,0.0116037,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,-0.00312784,-1.00801e-07,0.00312388,6.67559e-07,0.00312388,2.83603e-06,-0.0209071,0.007406368,-6.58287e-07,-6.67559e-07
71,train,35,1,True,True,0.175644,0.172513,0.00313157,0.208402,0.21162,0.208393,0.21161,0.172773,0.175903,True,0.28502317499999996,0.175644,0.172513,0.00313157,True,0.175771,0.17264,0.00313059,True,0.175855,0.172725,0.00312996,True,0.497202,0.08,0.0873754,0.571344,0.284368,0.089561,0.410277,0.260058,0.00194767,0.00191285,-0.002801,1.20946,0.121622,0.00876232,0.122441,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.00313009,-1.48316e-06,0.00363668,6.67556e-07,0.00363668,2.83602e-06,0.006360288,-0.019833700000000003,-6.58285e-07,-6.67556e-07
72,train,4,0,True,True,0.172508,0.175639,-0.0031303,0.208396,0.211614,0.208386,0.211604,0.172768,0.175897,False,0.383445,0.172508,0.175639,-0.0031303,False,0.172635,0.175765,-0.0031297,False,0.17272,0.175849,-0.00312931,False,0.584164,0.47028,0.462056,0.628547,0.255224,0.176976,0.145681,0.344632,0.00194774,0.00191292,-0.00280453,1.20946,0.00133326,0.00826229,0.0116047,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,-0.00312909,1.21978e-06,0.00323127,6.67554e-07,0.00323127,2.83601e-06,-0.02082233,0.006605011,-6.58282e-07,-6.67554e-07
73,train,36,1,True,True,0.175643,0.172518,0.00312517,0.208402,0.211614,0.208391,0.211602,0.172775,0.175897,True,0.46690665,0.175643,0.172518,0.00312517,True,0.175767,0.172643,0.00312412,True,0.17585,0.172727,0.00312329,True,0.16197,0.684524,0.770102,0.221052,0.0829502,0.459844,0.75628,0.598531,0.00194768,0.00191294,-0.00280923,1.20946,1.46111e-05,0.017477,0.00826226,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.00312307,-2.10797e-06,0.00367416,6.67551e-07,0.00367416,2.836e-06,0.006805407,-0.022346010000000003,-6.58279e-07,-6.67551e-07
74,train,5,0,True,True,0.172508,0.175637,-0.00312906,0.208394,0.211611,0.208384,0.211601,0.172766,0.175895,False,0.37133174999999996,0.172508,0.175637,-0.00312906,False,0.172634,0.175763,-0.00312872,False,0.172719,0.175847,-0.00312849,False,0.543454,0.493438,0.523504,0.44525,0.181826,0.385814,0.148522,0.248846,0.00194776,0.00191295,-0.00280484,1.20946,0.132307,0.129887,0.00584575,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,-0.00312805,1.01777e-06,0.00315875,6.67548e-07,0.00315875,2.83599e-06,-0.020604289999999997,0.006662853000000001,-6.58277e-07,-6.67548e-07
75,train,37,1,True,True,0.175647,0.172521,0.00312627,0.208403,0.211617,0.208391,0.211606,0.172775,0.175902,True,0.33589074999999996,0.175647,0.172521,0.00312627,True,0.175772,0.172646,0.00312619,True,0.175855,0.172728,0.00312635,True,0.102989,0.509698,0.564957,0.103372,0.107356,0.134907,0.770113,0.393734,0.00194769,0.00191289,-0.00280582,1.20946,0.00145041,0.017477,0.00826226,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.00312841,2.13398e-06,0.00314551,6.67546e-07,0.00314551,2.83598e-06,0.0055474750000000005,-0.01865902,-6.58274e-07,-6.67546e-07
76,train,6,0,True,True,0.172506,0.175636,-0.00313037,0.208395,0.211613,0.208386,0.211603,0.172767,0.175896,False,0.543639875,0.172506,0.175636,-0.00313037,False,0.172634,0.175763,-0.00312972,False,0.172719,0.175848,-0.00312924,False,0.676339,0.66374,0.770114,0.650108,0.375466,0.351668,0.149631,0.712053,0.00194774,0.00191292,-0.00280471,1.20946,1.58949e-05,0.00826229,0.0116036,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,-0.00312863,1.74214e-06,0.00339367,6.67543e-07,0.00339367,2.83597e-06,-0.02278157,0.0068755710000000005,-6.58271e-07,-6.67543e-07
77,train,38,1,True,True,0.175631,0.172502,0.00312946,0.208389,0.211606,0.208379,0.211596,0.172761,0.17589,True,0.382305125,0.175631,0.172502,0.00312946,True,0.175758,0.172629,0.00312904,True,0.175842,0.172713,0.00312872,True,0.370735,0.363315,0.391723,0.528047,0.377254,0.374888,0.202841,0.449638,0.00194782,0.001913,-0.00280469,1.20946,1.74123e-07,0.017477,0.00826226,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.00312921,-2.51037e-07,0.00354336,6.6754e-07,0.00354336,2.83596e-06,0.00754079,-0.02199323,-6.58269e-07,-6.6754e-07
78,train,7,0,True,True,0.172505,0.175635,-0.00313035,0.208393,0.211611,0.208383,0.211601,0.172765,0.175894,False,0.42723375,0.172505,0.175635,-0.00313035,False,0.172632,0.175762,-0.0031298,False,0.172717,0.175846,-0.00312932,False,0.580763,0.423695,0.455836,0.753179,0.370996,0.391278,0.100993,0.34113,0.00194777,0.00191295,-0.00280458,1.20946,1.90196e-09,0.00826229,0.0116037,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,-0.00312863,1.72154e-06,0.00296101,6.67538e-07,0.00296101,2.83594e-06,-0.020978609999999998,0.006666190999999999,-6.58266e-07,-6.67538e-07
79,train,39,1,True,True,0.175645,0.172522,0.00312311,0.208409,0.211618,0.208395,0.211604,0.172779,0.1759,True,0.20175882499999997,0.175645,0.172522,0.00312311,True,0.17577,0.172649,0.00312141,True,0.175853,0.172732,0.00312097,True,0.0808779,0.279686,0.34867,0.0841486,0.0901021,0.181483,0.39448,0.154623,0.00194764,0.00191292,-0.00281011,1.20946,7.23074e-12,0.017477,0.00826226,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.00312353,4.26292e-07,0.00298509,6.67535e-07,0.00298509,2.83593e-06,0.005102673,-0.015447289999999999,-6.58264e-07,-6.67535e-07
80,train,8,0,True,True,0.172503,0.175633,-0.00313027,0.208391,0.211613,0.208381,0.211599,0.172763,0.175893,False,0.41991187500000005,0.172503,0.175633,-0.00313027,False,0.17263,0.175761,-0.00313049,False,0.172715,0.175845,-0.0031301,False,0.464831,0.474401,0.515151,0.632988,0.357854,0.426654,0.152887,0.334529,0.00194779,0.00191296,-0.00280399,1.20946,0.132308,0.129888,0.0058457,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,-0.00312922,1.046e-06,0.00304232,6.67532e-07,0.00304232,2.83592e-06,-0.02144767,0.006680446999999999,-6.58261e-07,-6.67532e-07
81,train,40,1,True,True,0.175644,0.172521,0.00312295,0.20841,0.211617,0.208398,0.211602,0.17278,0.175899,True,0.21241474999999999,0.175644,0.172521,0.00312295,True,0.175769,0.172648,0.00312124,True,0.175852,0.172732,0.00311972,True,0.133549,0.283897,0.37404,0.08,0.19023,0.105815,0.336074,0.195713,0.00194761,0.00191293,-0.00281267,1.20947,0.00145042,0.017477,0.00826226,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.00312323,2.80226e-07,0.00260811,6.6753e-07,0.00260811,2.83591e-06,0.005696379,-0.01609062,-6.58258e-07,-6.6753e-07
82,train,9,0,True,True,0.172501,0.175631,-0.00312929,0.20839,0.21161,0.208379,0.211599,0.172761,0.175892,False,0.5125391,0.172501,0.175631,-0.00312929,False,0.172628,0.175759,-0.00313042,False,0.172713,0.175843,-0.00313058,False,0.715184,0.569406,0.590993,0.770114,0.328889,0.269307,0.0863048,0.770115,0.00194782,0.00191297,-0.00280287,1.20946,0.132304,0.129889,0.00584556,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,-0.00312953,-2.4059e-07,0.0031509,6.67527e-07,0.0031509,2.8359e-06,-0.020858550000000003,0.006511512999999999,-6.58256e-07,-6.67527e-07
83,train,41,1,True,True,0.175642,0.172517,0.00312547,0.208408,0.211616,0.208397,0.211601,0.172778,0.175897,True,0.24675849999999996,0.175642,0.172517,0.00312547,True,0.175768,0.172645,0.00312256,True,0.17585,0.17273,0.00312062,True,0.105732,0.36215,0.325922,0.165835,0.384943,0.156351,0.267067,0.206068,0.00194762,0.00191294,-0.00281267,1.20947,0.00145038,0.017477,0.00826226,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.00312317,-2.30696e-06,0.0029766,6.67524e-07,0.0029766,2.83589e-06,0.0060734330000000005,-0.01705175,-6.58253e-07,-6.67524e-07
84,train,10,0,True,True,0.172505,0.175633,-0.00312826,0.208392,0.21161,0.208378,0.2116,0.172762,0.175893,False,0.34533500000000006,0.172505,0.175633,-0.00312826,False,0.172631,0.17576,-0.00312927,False,0.172714,0.175845,-0.00313027,False,0.460057,0.36972,0.432466,0.52793,0.162337,0.257971,0.106189,0.44601,0.00194782,0.00191295,-0.00280175,1.20946,0.132304,0.129889,0.00584556,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,-0.00312879,-5.36744e-07,0.00284385,6.67521e-07,0.00284385,2.83588e-06,-0.0190885,0.006088474,-6.5825e-07,-6.67521e-07
85,train,42,1,True,True,0.175654,0.172528,0.00312615,0.208416,0.211623,0.208398,0.211608,0.172783,0.175906,True,0.18587850000000003,0.175654,0.172528,0.00312615,True,0.175777,0.172654,0.00312347,True,0.175859,0.172736,0.00312302,True,0.212831,0.207436,0.26523,0.224674,0.113793,0.145288,0.128915,0.188861,0.00194761,0.00191286,-0.00280894,1.20946,0.00145038,0.017477,0.00826226,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.00312475,-1.39406e-06,0.00202263,6.67519e-07,0.00202263,2.83586e-06,0.005526106,-0.014089029999999999,-6.58248e-07,-6.67519e-07
86,train,11,0,True,True,0.172497,0.175625,-0.00312812,0.208384,0.2116,0.208369,0.211589,0.172753,0.175883,False,0.40108024999999997,0.172497,0.175625,-0.00312812,False,0.172623,0.175751,-0.00312851,False,0.172706,0.175835,-0.00312944,False,0.521068,0.418723,0.488581,0.608506,0.171098,0.317522,0.128222,0.554922,0.00194793,0.00191307,-0.00280208,1.20946,0.132309,0.129892,0.00584576,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,-0.00312842,-3.08172e-07,0.00295267,6.67516e-07,0.00295267,2.83585e-06,-0.01987253,0.006116576,-6.58245e-07,-6.67516e-07
87,train,43,1,True,True,0.175643,0.172516,0.00312768,0.208409,0.211621,0.208399,0.211607,0.172779,0.175901,True,0.27282999999999996,0.175643,0.172516,0.00312768,True,0.17577,0.172645,0.00312479,True,0.175853,0.17273,0.00312314,True,0.11078,0.257738,0.13034,0.399908,0.770115,0.240898,0.097806,0.175055,0.0019476,0.00191288,-0.00281067,1.20946,0.00145043,0.017477,0.00826226,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.00312594,-1.74693e-06,0.00345825,6.67513e-07,0.00345825,2.83584e-06,0.005579009,-0.0171574,-6.58242e-07,-6.67513e-07
88,train,12,0,True,True,0.172501,0.175629,-0.00312848,0.20839,0.211607,0.208375,0.211594,0.172759,0.175888,False,0.49262754999999997,0.172501,0.175629,-0.00312848,False,0.172628,0.175757,-0.00312872,False,0.172712,0.175841,-0.00312905,False,0.685667,0.646988,0.616585,0.599858,0.0876884,0.560507,0.109723,0.634004,0.00194785,0.00191301,-0.00280336,1.20946,0.132306,0.12989,0.00584567,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,-0.0031283,1.79916e-07,0.00318207,6.67511e-07,0.00318207,2.83583e-06,-0.02055997,0.005867732,-6.5824e-07,-6.67511e-07
89,train,44,1,True,True,0.175628,0.1725,0.00312848,0.208392,0.211608,0.208383,0.211595,0.172763,0.175888,True,0.32688025,0.175628,0.1725,0.00312848,True,0.175756,0.172629,0.00312711,True,0.17584,0.172714,0.00312581,True,0.463514,0.106965,0.08,0.646135,0.52235,0.243356,0.304203,0.248519,0.00194777,0.00191301,-0.00280432,1.20946,0.121211,0.00876232,0.122451,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0031262,-2.27759e-06,0.00339622,6.67508e-07,0.00339622,2.83582e-06,0.006266905,-0.01926014,-6.58237e-07,-6.67508e-07
90,train,13,0,True,True,0.172501,0.175629,-0.00312868,0.208391,0.211608,0.208378,0.211599,0.172761,0.175891,False,0.41943698749999997,0.172501,0.175629,-0.00312868,False,0.172628,0.175757,-0.00312872,False,0.172713,0.175842,-0.00312946,False,0.599362,0.50374,0.580641,0.650401,0.0920689,0.244312,0.18933,0.495641,0.00194782,0.00191297,-0.00280263,1.20946,0.13192,0.129889,0.0058463,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,-0.0031285,1.73541e-07,0.00285529,6.67505e-07,0.00285529,2.83581e-06,-0.01914405,0.006180682,-6.58235e-07,-6.67505e-07
91,train,45,1,True,True,0.17565,0.17252,0.00312948,0.208415,0.211632,0.208403,0.211616,0.172783,0.17591,True,0.16899925000000002,0.17565,0.17252,0.00312948,True,0.175778,0.17265,0.00312872,True,0.175862,0.172735,0.00312754,True,0.229949,0.132228,0.173526,0.267329,0.185581,0.149795,0.08,0.133586,0.00194755,0.00191278,-0.00280742,1.20946,0.00144617,0.017477,0.00826226,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.00312996,4.81165e-07,0.00177864,6.67503e-07,0.00177864,2.8358e-06,0.004719780999999999,-0.012918619999999999,-6.58232e-07,-6.67503e-07
92,train,14,0,True,True,0.172488,0.175617,-0.00312831,0.208376,0.211593,0.208367,0.211584,0.172749,0.175877,False,0.5126675,0.172488,0.175617,-0.00312831,False,0.172616,0.175744,-0.00312812,False,0.172701,0.175829,-0.00312797,False,0.423736,0.592923,0.632225,0.63737,0.432503,0.537697,0.160092,0.684794,0.00194794,0.00191313,-0.00280455,1.20946,0.132309,0.129892,0.00584585,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,-0.00312794,3.68354e-07,0.00322974,6.675e-07,0.00322974,2.83578e-06,-0.02176008,0.006357269,-6.58229e-07,-6.675e-07
93,train,46,1,True,True,0.175619,0.172491,0.00312836,0.208382,0.211598,0.208373,0.211589,0.172753,0.175881,True,0.31425375,0.175619,0.172491,0.00312836,True,0.175748,0.172619,0.00312817,True,0.175833,0.172705,0.00312799,True,0.099258,0.348219,0.354446,0.303381,0.520741,0.456976,0.180046,0.250963,0.00194788,0.00191307,-0.00280104,1.20946,0.121216,0.00876232,0.122454,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.00312782,-5.44489e-07,0.00331736,6.67497e-07,0.00331736,2.83577e-06,0.006549032999999999,-0.01974506,-6.58227e-07,-6.67497e-07
94,train,15,0,True,True,0.172502,0.17563,-0.00312847,0.208393,0.21161,0.208384,0.211601,0.172764,0.175892,False,0.456683375,0.172502,0.17563,-0.00312847,False,0.17263,0.175759,-0.00312825,False,0.172716,0.175844,-0.00312809,False,0.618181,0.572318,0.6045,0.673188,0.185134,0.114966,0.123926,0.761254,0.00194775,0.00191294,-0.002805,1.20946,0.131918,0.129887,0.00584648,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,-0.00312807,3.96354e-07,0.00278969,6.67495e-07,0.00278969,2.83576e-06,-0.01815077,0.005485353,-6.58224e-07,-6.67495e-07
95,train,47,1,True,True,0.175638,0.172508,0.00312955,0.208399,0.211616,0.208391,0.211608,0.172771,0.175899,True,0.2682082,0.175638,0.172508,0.00312955,True,0.175766,0.172637,0.00312908,True,0.175851,0.172722,0.00312877,True,0.162354,0.228891,0.0978166,0.426085,0.770112,0.161678,0.13612,0.162609,0.00194768,0.00191287,-0.00280499,1.20946,0.00144614,0.017477,0.00826226,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.00312838,-1.17816e-06,0.0029382,6.67492e-07,0.0029382,2.83575e-06,0.004841293,-0.015155410000000001,-6.58221e-07,-6.67492e-07
96,train,16,0,True,True,0.172483,0.175611,-0.0031284,0.208371,0.211589,0.208362,0.211579,0.172744,0.175872,False,0.30304525,0.172483,0.175611,-0.0031284,False,0.172611,0.175739,-0.00312824,False,0.172696,0.175824,-0.00312811,False,0.22759,0.408197,0.427667,0.31717,0.305109,0.211941,0.203672,0.323016,0.001948,0.00191318,-0.00280422,1.20946,1.58481e-05,0.00826229,0.0116037,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,-0.00312808,3.2802e-07,0.00268622,6.67489e-07,0.00268622,2.83574e-06,-0.016861590000000003,0.006526950000000001,-6.58219e-07,-6.67489e-07
97,train,48,1,True,True,0.175632,0.172503,0.00312867,0.208396,0.211613,0.208388,0.211605,0.172767,0.175895,True,0.253805,0.175632,0.172503,0.00312867,True,0.175761,0.172632,0.00312843,True,0.175847,0.172718,0.00312824,True,0.08,0.351668,0.279981,0.202821,0.554981,0.115102,0.24642,0.199467,0.00194771,0.0019129,-0.00280132,1.20946,0.121626,0.00876232,0.122444,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.00312845,-2.22313e-07,0.00283735,6.67487e-07,0.00283735,2.83573e-06,0.0058646620000000005,-0.01631486,-6.58216e-07,-6.67487e-07
98,train,17,0,True,True,0.172489,0.175617,-0.00312825,0.20838,0.211597,0.208372,0.211588,0.172752,0.175879,False,0.489279625,0.172489,0.175617,-0.00312825,False,0.172617,0.175745,-0.00312807,False,0.172703,0.175831,-0.00312792,False,0.640951,0.717267,0.770113,0.685167,0.108697,0.284195,0.178522,0.529325,0.0019479,0.00191308,-0.00280462,1.20946,0.00133331,0.00826229,0.0116047,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,-0.00312789,3.65646e-07,0.00294936,6.67484e-07,0.00294936,2.83572e-06,-0.01945692,0.005710428,-6.58213e-07,-6.67484e-07
99,train,49,1,True,True,0.175609,0.172481,0.00312818,0.208372,0.211588,0.208363,0.211579,0.172744,0.175871,True,0.49324425,0.175609,0.172481,0.00312818,True,0.175738,0.17261,0.00312799,True,0.175823,0.172695,0.00312785,True,0.437398,0.585711,0.328765,0.48025,0.766049,0.770115,0.148938,0.428728,0.00194799,0.00191318,-0.00280451,1.20946,1.46116e-05,0.017477,0.00826226,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.00312784,-3.43504e-07,0.00323203,6.67481e-07,0.00323203,2.83571e-06,0.006326173000000001,-0.02224543,-6.58211e-07,-6.67481e-07
100,train,18,0,True,True,0.172476,0.175604,-0.00312818,0.208363,0.21158,0.208354,0.21157,0.172736,0.175864,False,0.6504158750000001,0.172476,0.175604,-0.00312818,False,0.172603,0.175731,-0.00312797,False,0.172688,0.175816,-0.00312781,False,0.396961,0.770113,0.770113,0.710292,0.629719,0.710614,0.445404,0.770111,0.00194809,0.00191327,-0.00280428,1.20946,0.13232,0.129896,0.00584601,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,-0.00312775,4.35191e-07,0.00322798,6.67479e-07,0.00322798,2.83569e-06,-0.02250337,0.0064329769999999994,-6.58208e-07,-6.67479e-07
101,train,50,1,True,True,0.175626,0.172498,0.00312836,0.208391,0.211608,0.20838,0.2116,0.172761,0.17589,True,0.25741375,0.175626,0.172498,0.00312836,True,0.175755,0.172627,0.00312823,True,0.175841,0.172712,0.00312895,True,0.121863,0.439552,0.500355,0.112137,0.08,0.123707,0.406674,0.275022,0.0019478,0.00191296,-0.00280297,1.20946,0.00145055,0.017477,0.00826226,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.00312957,1.20888e-06,0.00301558,6.67476e-07,0.00301558,2.83568e-06,0.004852362999999999,-0.01606772,-6.58206e-07,-6.67476e-07
102,train,19,0,True,True,0.17248,0.175608,-0.00312822,0.20837,0.211587,0.208361,0.211578,0.172742,0.17587,False,0.531151625,0.17248,0.175608,-0.00312822,False,0.172608,0.175736,-0.00312804,False,0.172694,0.175821,-0.0031279,False,0.770115,0.613438,0.73708,0.770115,0.288301,0.178341,0.121709,0.770114,0.00194801,0.00191319,-0.00280441,1.20946,0.132312,0.129894,0.00584609,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,-0.00312781,4.03998e-07,0.00266355,6.67473e-07,0.00266355,2.83567e-06,-0.0177385,0.005565468999999999,-6.58203e-07,-6.67473e-07
