readout_time_ns,tau_act_ns,tau_score_ns,accuracy,correct,total,time_over_tau_act,time_over_tau_score
2.96,0.2,0.35,0.9135,1827,2000,14.799999999999999,8.457142857142857
2.97,0.2,0.35,0.9135,1827,2000,14.85,8.485714285714288
2.98,0.2,0.35,0.9135,1827,2000,14.899999999999999,8.514285714285714
2.99,0.2,0.35,0.9135,1827,2000,14.950000000000001,8.542857142857144
3.0,0.2,0.35,0.9135,1827,2000,15.0,8.571428571428571
0.0,0.2,0.5,0.0925,185,2000,0.0,0.0
0.01,0.2,0.5,0.116,232,2000,0.049999999999999996,0.02
0.02,0.2,0.5,0.14,280,2000,0.09999999999999999,0.04
0.03,0.2,0.5,0.28,560,2000,0.15,0.06
0.04,0.2,0.5,0.3775,755,2000,0.19999999999999998,0.08
0.05,0.2,0.5,0.458,916,2000,0.25,0.1
0.06,0.2,0.5,0.5,1000,2000,0.3,0.12
0.07,0.2,0.5,0.524,1048,2000,0.35000000000000003,0.14
0.08,0.2,0.5,0.539,1078,2000,0.39999999999999997,0.16
0.09,0.2,0.5,0.5565,1113,2000,0.44999999999999996,0.18
0.1,0.2,0.5,0.565,1130,2000,0.5,0.2
0.11,0.2,0.5,0.5735,1147,2000,0.5499999999999999,0.22
0.12,0.2,0.5,0.587,1174,2000,0.6,0.24
0.13,0.2,0.5,0.5955,1191,2000,0.65,0.26
0.14,0.2,0.5,0.6055,1211,2000,0.7000000000000001,0.28
0.15,0.2,0.5,0.6205,1241,2000,0.7499999999999999,0.3
0.16,0.2,0.5,0.635,1270,2000,0.7999999999999999,0.32
0.17,0.2,0.5,0.6515,1303,2000,0.85,0.34
0.18,0.2,0.5,0.668,1336,2000,0.8999999999999999,0.36
0.19,0.2,0.5,0.68,1360,2000,0.95,0.38
0.2,0.2,0.5,0.693,1386,2000,1.0,0.4
0.21,0.2,0.5,0.709,1418,2000,1.0499999999999998,0.42
0.22,0.2,0.5,0.726,1452,2000,1.0999999999999999,0.44
0.23,0.2,0.5,0.735,1470,2000,1.15,0.46
0.24,0.2,0.5,0.7425,1485,2000,1.2,0.48
0.25,0.2,0.5,0.7575,1515,2000,1.25,0.5
0.26,0.2,0.5,0.775,1550,2000,1.3,0.52
0.27,0.2,0.5,0.783,1566,2000,1.35,0.54
0.28,0.2,0.5,0.7925,1585,2000,1.4000000000000001,0.56
0.29,0.2,0.5,0.8005,1601,2000,1.4499999999999997,0.58
0.3,0.2,0.5,0.81,1620,2000,1.4999999999999998,0.6
0.31,0.2,0.5,0.8175,1635,2000,1.5499999999999998,0.62
0.32,0.2,0.5,0.8255,1651,2000,1.5999999999999999,0.64
0.33,0.2,0.5,0.8345,1669,2000,1.65,0.66
0.34,0.2,0.5,0.8385,1677,2000,1.7,0.68
0.35000000000000003,0.2,0.5,0.843,1686,2000,1.75,0.7000000000000001
0.36,0.2,0.5,0.847,1694,2000,1.7999999999999998,0.72
0.37,0.2,0.5,0.853,1706,2000,1.8499999999999999,0.74
0.38,0.2,0.5,0.8575,1715,2000,1.9,0.76
0.39,0.2,0.5,0.8615,1723,2000,1.95,0.78
0.4,0.2,0.5,0.866,1732,2000,2.0,0.8
0.41000000000000003,0.2,0.5,0.8685,1737,2000,2.05,0.8200000000000001
0.42,0.2,0.5,0.871,1742,2000,2.0999999999999996,0.84
0.43,0.2,0.5,0.874,1748,2000,2.15,0.86
0.44,0.2,0.5,0.8775,1755,2000,2.1999999999999997,0.88
0.45,0.2,0.5,0.88,1760,2000,2.25,0.9
0.46,0.2,0.5,0.882,1764,2000,2.3,0.92
0.47000000000000003,0.2,0.5,0.8835,1767,2000,2.35,0.9400000000000001
0.48,0.2,0.5,0.8865,1773,2000,2.4,0.96
0.49,0.2,0.5,0.89,1780,2000,2.4499999999999997,0.98
0.5,0.2,0.5,0.8905,1781,2000,2.5,1.0
0.51,0.2,0.5,0.8925,1785,2000,2.55,1.02
0.52,0.2,0.5,0.8935,1787,2000,2.6,1.04
0.53,0.2,0.5,0.8945,1789,2000,2.65,1.06
0.54,0.2,0.5,0.898,1796,2000,2.7,1.08
0.55,0.2,0.5,0.9,1800,2000,2.75,1.1
0.56,0.2,0.5,0.901,1802,2000,2.8000000000000003,1.12
0.5700000000000001,0.2,0.5,0.9015,1803,2000,2.85,1.1400000000000001
0.58,0.2,0.5,0.902,1804,2000,2.8999999999999995,1.16
0.59,0.2,0.5,0.902,1804,2000,2.9499999999999997,1.18
0.6,0.2,0.5,0.9025,1805,2000,2.9999999999999996,1.2
0.61,0.2,0.5,0.9025,1805,2000,3.05,1.22
0.62,0.2,0.5,0.9025,1805,2000,3.0999999999999996,1.24
0.63,0.2,0.5,0.9025,1805,2000,3.15,1.26
0.64,0.2,0.5,0.902,1804,2000,3.1999999999999997,1.28
0.65,0.2,0.5,0.9025,1805,2000,3.25,1.3
0.66,0.2,0.5,0.903,1806,2000,3.3,1.32
0.67,0.2,0.5,0.903,1806,2000,3.35,1.34
0.68,0.2,0.5,0.9045,1809,2000,3.4,1.36
0.6900000000000001,0.2,0.5,0.904,1808,2000,3.45,1.3800000000000001
0.7000000000000001,0.2,0.5,0.9045,1809,2000,3.5,1.4000000000000001
0.71,0.2,0.5,0.906,1812,2000,3.55,1.42
0.72,0.2,0.5,0.906,1812,2000,3.5999999999999996,1.44
0.73,0.2,0.5,0.906,1812,2000,3.65,1.46
0.74,0.2,0.5,0.9065,1813,2000,3.6999999999999997,1.48
0.75,0.2,0.5,0.9065,1813,2000,3.75,1.5
0.76,0.2,0.5,0.908,1816,2000,3.8,1.52
0.77,0.2,0.5,0.908,1816,2000,3.85,1.54
0.78,0.2,0.5,0.9085,1817,2000,3.9,1.56
0.79,0.2,0.5,0.909,1818,2000,3.95,1.58
0.8,0.2,0.5,0.9095,1819,2000,4.0,1.6
0.81,0.2,0.5,0.91,1820,2000,4.05,1.62
0.8200000000000001,0.2,0.5,0.91,1820,2000,4.1,1.6400000000000001
0.8300000000000001,0.2,0.5,0.9105,1821,2000,4.15,1.6600000000000001
0.84,0.2,0.5,0.9105,1821,2000,4.199999999999999,1.68
0.85,0.2,0.5,0.91,1820,2000,4.25,1.7
0.86,0.2,0.5,0.9105,1821,2000,4.3,1.72
0.87,0.2,0.5,0.9105,1821,2000,4.35,1.74
0.88,0.2,0.5,0.911,1822,2000,4.3999999999999995,1.76
0.89,0.2,0.5,0.9105,1821,2000,4.45,1.78
0.9,0.2,0.5,0.91,1820,2000,4.5,1.8
0.91,0.2,0.5,0.91,1820,2000,4.55,1.82
0.92,0.2,0.5,0.91,1820,2000,4.6,1.84
0.93,0.2,0.5,0.9095,1819,2000,4.65,1.86
0.9400000000000001,0.2,0.5,0.909,1818,2000,4.7,1.8800000000000001
0.9500000000000001,0.2,0.5,0.909,1818,2000,4.75,1.9000000000000001
0.96,0.2,0.5,0.909,1818,2000,4.8,1.92
0.97,0.2,0.5,0.909,1818,2000,4.85,1.94
0.98,0.2,0.5,0.9095,1819,2000,4.8999999999999995,1.96
0.99,0.2,0.5,0.9095,1819,2000,4.949999999999999,1.98
1.0,0.2,0.5,0.9095,1819,2000,5.0,2.0
1.01,0.2,0.5,0.9095,1819,2000,5.05,2.02
1.02,0.2,0.5,0.9095,1819,2000,5.1,2.04
1.03,0.2,0.5,0.91,1820,2000,5.1499999999999995,2.06
1.04,0.2,0.5,0.9095,1819,2000,5.2,2.08
1.05,0.2,0.5,0.91,1820,2000,5.25,2.1
1.06,0.2,0.5,0.91,1820,2000,5.3,2.12
1.07,0.2,0.5,0.9105,1821,2000,5.35,2.14
1.08,0.2,0.5,0.911,1822,2000,5.4,2.16
1.09,0.2,0.5,0.911,1822,2000,5.45,2.18
1.1,0.2,0.5,0.9115,1823,2000,5.5,2.2
1.11,0.2,0.5,0.9115,1823,2000,5.55,2.22
1.12,0.2,0.5,0.9115,1823,2000,5.6000000000000005,2.24
1.1300000000000001,0.2,0.5,0.911,1822,2000,5.65,2.2600000000000002
1.1400000000000001,0.2,0.5,0.911,1822,2000,5.7,2.2800000000000002
1.1500000000000001,0.2,0.5,0.911,1822,2000,5.75,2.3000000000000003
1.16,0.2,0.5,0.911,1822,2000,5.799999999999999,2.32
1.17,0.2,0.5,0.911,1822,2000,5.85,2.34
1.18,0.2,0.5,0.911,1822,2000,5.8999999999999995,2.36
1.19,0.2,0.5,0.9115,1823,2000,5.949999999999999,2.38
1.2,0.2,0.5,0.9115,1823,2000,5.999999999999999,2.4
1.21,0.2,0.5,0.9115,1823,2000,6.05,2.42
1.22,0.2,0.5,0.9115,1823,2000,6.1,2.44
1.23,0.2,0.5,0.9115,1823,2000,6.1499999999999995,2.46
1.24,0.2,0.5,0.9115,1823,2000,6.199999999999999,2.48
1.25,0.2,0.5,0.9115,1823,2000,6.25,2.5
1.26,0.2,0.5,0.9115,1823,2000,6.3,2.52
1.27,0.2,0.5,0.9115,1823,2000,6.35,2.54
1.28,0.2,0.5,0.9115,1823,2000,6.3999999999999995,2.56
1.29,0.2,0.5,0.9115,1823,2000,6.45,2.58
1.3,0.2,0.5,0.9115,1823,2000,6.5,2.6
1.31,0.2,0.5,0.912,1824,2000,6.55,2.62
1.32,0.2,0.5,0.912,1824,2000,6.6,2.64
1.33,0.2,0.5,0.912,1824,2000,6.65,2.66
1.34,0.2,0.5,0.9125,1825,2000,6.7,2.68
1.35,0.2,0.5,0.9125,1825,2000,6.75,2.7
1.36,0.2,0.5,0.9125,1825,2000,6.8,2.72
1.37,0.2,0.5,0.9125,1825,2000,6.8500000000000005,2.74
1.3800000000000001,0.2,0.5,0.9125,1825,2000,6.9,2.7600000000000002
1.3900000000000001,0.2,0.5,0.9125,1825,2000,6.95,2.7800000000000002
1.4000000000000001,0.2,0.5,0.9125,1825,2000,7.0,2.8000000000000003
1.41,0.2,0.5,0.9125,1825,2000,7.049999999999999,2.82
1.42,0.2,0.5,0.9125,1825,2000,7.1,2.84
1.43,0.2,0.5,0.9125,1825,2000,7.1499999999999995,2.86
1.44,0.2,0.5,0.9125,1825,2000,7.199999999999999,2.88
1.45,0.2,0.5,0.9125,1825,2000,7.249999999999999,2.9
1.46,0.2,0.5,0.912,1824,2000,7.3,2.92
1.47,0.2,0.5,0.912,1824,2000,7.35,2.94
1.48,0.2,0.5,0.9115,1823,2000,7.3999999999999995,2.96
1.49,0.2,0.5,0.9115,1823,2000,7.449999999999999,2.98
1.5,0.2,0.5,0.9115,1823,2000,7.5,3.0
1.51,0.2,0.5,0.9115,1823,2000,7.55,3.02
1.52,0.2,0.5,0.9115,1823,2000,7.6,3.04
1.53,0.2,0.5,0.9115,1823,2000,7.6499999999999995,3.06
1.54,0.2,0.5,0.9115,1823,2000,7.7,3.08
1.55,0.2,0.5,0.9115,1823,2000,7.75,3.1
1.56,0.2,0.5,0.9115,1823,2000,7.8,3.12
1.57,0.2,0.5,0.9115,1823,2000,7.85,3.14
1.58,0.2,0.5,0.9115,1823,2000,7.9,3.16
1.59,0.2,0.5,0.9115,1823,2000,7.95,3.18
1.6,0.2,0.5,0.9115,1823,2000,8.0,3.2
1.61,0.2,0.5,0.9115,1823,2000,8.05,3.22
1.62,0.2,0.5,0.9115,1823,2000,8.1,3.24
1.6300000000000001,0.2,0.5,0.9115,1823,2000,8.15,3.2600000000000002
1.6400000000000001,0.2,0.5,0.9115,1823,2000,8.2,3.2800000000000002
1.6500000000000001,0.2,0.5,0.9115,1823,2000,8.25,3.3000000000000003
1.6600000000000001,0.2,0.5,0.9115,1823,2000,8.3,3.3200000000000003
1.67,0.2,0.5,0.9115,1823,2000,8.35,3.34
1.68,0.2,0.5,0.9115,1823,2000,8.399999999999999,3.36
1.69,0.2,0.5,0.912,1824,2000,8.45,3.38
1.7,0.2,0.5,0.912,1824,2000,8.5,3.4
1.71,0.2,0.5,0.912,1824,2000,8.549999999999999,3.42
1.72,0.2,0.5,0.912,1824,2000,8.6,3.44
1.73,0.2,0.5,0.9125,1825,2000,8.649999999999999,3.46
1.74,0.2,0.5,0.9125,1825,2000,8.7,3.48
1.75,0.2,0.5,0.9125,1825,2000,8.75,3.5
1.76,0.2,0.5,0.9125,1825,2000,8.799999999999999,3.52
1.77,0.2,0.5,0.9125,1825,2000,8.85,3.54
1.78,0.2,0.5,0.9125,1825,2000,8.9,3.56
1.79,0.2,0.5,0.9125,1825,2000,8.95,3.58
1.8,0.2,0.5,0.9125,1825,2000,9.0,3.6
1.81,0.2,0.5,0.9125,1825,2000,9.049999999999999,3.62
1.82,0.2,0.5,0.9125,1825,2000,9.1,3.64
1.83,0.2,0.5,0.9125,1825,2000,9.15,3.66
1.84,0.2,0.5,0.9125,1825,2000,9.2,3.68
1.85,0.2,0.5,0.9125,1825,2000,9.25,3.7
1.86,0.2,0.5,0.9125,1825,2000,9.3,3.72
1.87,0.2,0.5,0.9125,1825,2000,9.35,3.74
1.8800000000000001,0.2,0.5,0.9125,1825,2000,9.4,3.7600000000000002
1.8900000000000001,0.2,0.5,0.9125,1825,2000,9.45,3.7800000000000002
1.9000000000000001,0.2,0.5,0.9125,1825,2000,9.5,3.8000000000000003
1.9100000000000001,0.2,0.5,0.9125,1825,2000,9.55,3.8200000000000003
1.92,0.2,0.5,0.9125,1825,2000,9.6,3.84
1.93,0.2,0.5,0.9125,1825,2000,9.649999999999999,3.86
1.94,0.2,0.5,0.9125,1825,2000,9.7,3.88
1.95,0.2,0.5,0.9125,1825,2000,9.75,3.9
1.96,0.2,0.5,0.9125,1825,2000,9.799999999999999,3.92
1.97,0.2,0.5,0.9125,1825,2000,9.85,3.94
1.98,0.2,0.5,0.9125,1825,2000,9.899999999999999,3.96
1.99,0.2,0.5,0.9125,1825,2000,9.95,3.98
2.0,0.2,0.5,0.9125,1825,2000,10.0,4.0
2.0100000000000002,0.2,0.5,0.9125,1825,2000,10.05,4.0200000000000005
2.02,0.2,0.5,0.9125,1825,2000,10.1,4.04
2.0300000000000002,0.2,0.5,0.9125,1825,2000,10.15,4.0600000000000005
2.04,0.2,0.5,0.9125,1825,2000,10.2,4.08
2.05,0.2,0.5,0.9125,1825,2000,10.249999999999998,4.1
2.06,0.2,0.5,0.9125,1825,2000,10.299999999999999,4.12
2.07,0.2,0.5,0.9125,1825,2000,10.349999999999998,4.14
2.08,0.2,0.5,0.9125,1825,2000,10.4,4.16
2.09,0.2,0.5,0.9125,1825,2000,10.45,4.18
2.1,0.2,0.5,0.9125,1825,2000,10.5,4.2
2.11,0.2,0.5,0.9125,1825,2000,10.549999999999999,4.22
2.12,0.2,0.5,0.9125,1825,2000,10.6,4.24
2.13,0.2,0.5,0.913,1826,2000,10.649999999999999,4.26
2.14,0.2,0.5,0.913,1826,2000,10.7,4.28
2.15,0.2,0.5,0.913,1826,2000,10.749999999999998,4.3
2.16,0.2,0.5,0.913,1826,2000,10.8,4.32
2.17,0.2,0.5,0.913,1826,2000,10.85,4.34
2.18,0.2,0.5,0.913,1826,2000,10.9,4.36
2.19,0.2,0.5,0.913,1826,2000,10.95,4.38
2.2,0.2,0.5,0.913,1826,2000,11.0,4.4
2.21,0.2,0.5,0.913,1826,2000,11.049999999999999,4.42
2.22,0.2,0.5,0.913,1826,2000,11.1,4.44
2.23,0.2,0.5,0.913,1826,2000,11.149999999999999,4.46
2.24,0.2,0.5,0.913,1826,2000,11.200000000000001,4.48
2.25,0.2,0.5,0.913,1826,2000,11.25,4.5
2.2600000000000002,0.2,0.5,0.913,1826,2000,11.3,4.5200000000000005
2.27,0.2,0.5,0.913,1826,2000,11.35,4.54
2.2800000000000002,0.2,0.5,0.913,1826,2000,11.4,4.5600000000000005
2.29,0.2,0.5,0.913,1826,2000,11.45,4.58
2.3000000000000003,0.2,0.5,0.913,1826,2000,11.5,4.6000000000000005
2.31,0.2,0.5,0.913,1826,2000,11.549999999999999,4.62
2.32,0.2,0.5,0.913,1826,2000,11.599999999999998,4.64
2.33,0.2,0.5,0.913,1826,2000,11.65,4.66
2.34,0.2,0.5,0.913,1826,2000,11.7,4.68
2.35,0.2,0.5,0.913,1826,2000,11.75,4.7
2.36,0.2,0.5,0.913,1826,2000,11.799999999999999,4.72
2.37,0.2,0.5,0.913,1826,2000,11.85,4.74
2.38,0.2,0.5,0.913,1826,2000,11.899999999999999,4.76
2.39,0.2,0.5,0.913,1826,2000,11.95,4.78
2.4,0.2,0.5,0.913,1826,2000,11.999999999999998,4.8
2.41,0.2,0.5,0.913,1826,2000,12.05,4.82
2.42,0.2,0.5,0.913,1826,2000,12.1,4.84
2.43,0.2,0.5,0.913,1826,2000,12.15,4.86
2.44,0.2,0.5,0.913,1826,2000,12.2,4.88
2.45,0.2,0.5,0.913,1826,2000,12.25,4.9
2.46,0.2,0.5,0.913,1826,2000,12.299999999999999,4.92
2.47,0.2,0.5,0.913,1826,2000,12.35,4.94
2.48,0.2,0.5,0.913,1826,2000,12.399999999999999,4.96
2.49,0.2,0.5,0.913,1826,2000,12.450000000000001,4.98
2.5,0.2,0.5,0.913,1826,2000,12.5,5.0
2.5100000000000002,0.2,0.5,0.913,1826,2000,12.55,5.0200000000000005
2.52,0.2,0.5,0.913,1826,2000,12.6,5.04
2.5300000000000002,0.2,0.5,0.913,1826,2000,12.65,5.0600000000000005
2.54,0.2,0.5,0.913,1826,2000,12.7,5.08
2.5500000000000003,0.2,0.5,0.913,1826,2000,12.75,5.1000000000000005
2.56,0.2,0.5,0.913,1826,2000,12.799999999999999,5.12
2.57,0.2,0.5,0.913,1826,2000,12.849999999999998,5.14
2.58,0.2,0.5,0.913,1826,2000,12.9,5.16
2.59,0.2,0.5,0.913,1826,2000,12.95,5.18
2.6,0.2,0.5,0.913,1826,2000,13.0,5.2
2.61,0.2,0.5,0.913,1826,2000,13.049999999999999,5.22
2.62,0.2,0.5,0.913,1826,2000,13.1,5.24
2.63,0.2,0.5,0.913,1826,2000,13.149999999999999,5.26
2.64,0.2,0.5,0.913,1826,2000,13.2,5.28
2.65,0.2,0.5,0.9135,1827,2000,13.249999999999998,5.3
2.66,0.2,0.5,0.9135,1827,2000,13.3,5.32
2.67,0.2,0.5,0.9135,1827,2000,13.35,5.34
2.68,0.2,0.5,0.9135,1827,2000,13.4,5.36
2.69,0.2,0.5,0.9135,1827,2000,13.45,5.38
2.7,0.2,0.5,0.9135,1827,2000,13.5,5.4
2.71,0.2,0.5,0.9135,1827,2000,13.549999999999999,5.42
2.72,0.2,0.5,0.9135,1827,2000,13.6,5.44
2.73,0.2,0.5,0.9135,1827,2000,13.649999999999999,5.46
2.74,0.2,0.5,0.9135,1827,2000,13.700000000000001,5.48
2.75,0.2,0.5,0.9135,1827,2000,13.75,5.5
2.7600000000000002,0.2,0.5,0.9135,1827,2000,13.8,5.5200000000000005
2.77,0.2,0.5,0.9135,1827,2000,13.85,5.54
2.7800000000000002,0.2,0.5,0.9135,1827,2000,13.9,5.5600000000000005
2.79,0.2,0.5,0.9135,1827,2000,13.95,5.58
2.8000000000000003,0.2,0.5,0.9135,1827,2000,14.0,5.6000000000000005
2.81,0.2,0.5,0.9135,1827,2000,14.049999999999999,5.62
2.82,0.2,0.5,0.9135,1827,2000,14.099999999999998,5.64
2.83,0.2,0.5,0.9135,1827,2000,14.15,5.66
2.84,0.2,0.5,0.9135,1827,2000,14.2,5.68
2.85,0.2,0.5,0.9135,1827,2000,14.25,5.7
2.86,0.2,0.5,0.9135,1827,2000,14.299999999999999,5.72
2.87,0.2,0.5,0.9135,1827,2000,14.35,5.74
2.88,0.2,0.5,0.9135,1827,2000,14.399999999999999,5.76
2.89,0.2,0.5,0.9135,1827,2000,14.45,5.78
2.9,0.2,0.5,0.9135,1827,2000,14.499999999999998,5.8
2.91,0.2,0.5,0.9135,1827,2000,14.55,5.82
2.92,0.2,0.5,0.9135,1827,2000,14.6,5.84
2.93,0.2,0.5,0.9135,1827,2000,14.65,5.86
2.94,0.2,0.5,0.9135,1827,2000,14.7,5.88
2.95,0.2,0.5,0.9135,1827,2000,14.75,5.9
2.96,0.2,0.5,0.9135,1827,2000,14.799999999999999,5.92
2.97,0.2,0.5,0.9135,1827,2000,14.85,5.94
2.98,0.2,0.5,0.9135,1827,2000,14.899999999999999,5.96
2.99,0.2,0.5,0.9135,1827,2000,14.950000000000001,5.98
3.0,0.2,0.5,0.9135,1827,2000,15.0,6.0
0.0,0.2,0.75,0.0925,185,2000,0.0,0.0
0.01,0.2,0.75,0.116,232,2000,0.049999999999999996,0.013333333333333334
0.02,0.2,0.75,0.1395,279,2000,0.09999999999999999,0.02666666666666667
0.03,0.2,0.75,0.279,558,2000,0.15,0.04
0.04,0.2,0.75,0.3765,753,2000,0.19999999999999998,0.05333333333333334
0.05,0.2,0.75,0.455,910,2000,0.25,0.06666666666666667
0.06,0.2,0.75,0.4985,997,2000,0.3,0.08
0.07,0.2,0.75,0.5225,1045,2000,0.35000000000000003,0.09333333333333334
0.08,0.2,0.75,0.5385,1077,2000,0.39999999999999997,0.10666666666666667
0.09,0.2,0.75,0.556,1112,2000,0.44999999999999996,0.12
0.1,0.2,0.75,0.5645,1129,2000,0.5,0.13333333333333333
0.11,0.2,0.75,0.572,1144,2000,0.5499999999999999,0.14666666666666667
0.12,0.2,0.75,0.5845,1169,2000,0.6,0.16
0.13,0.2,0.75,0.5935,1187,2000,0.65,0.17333333333333334
0.14,0.2,0.75,0.6035,1207,2000,0.7000000000000001,0.18666666666666668
0.15,0.2,0.75,0.6165,1233,2000,0.7499999999999999,0.19999999999999998
0.16,0.2,0.75,0.6315,1263,2000,0.7999999999999999,0.21333333333333335
0.17,0.2,0.75,0.645,1290,2000,0.85,0.22666666666666668
0.18,0.2,0.75,0.661,1322,2000,0.8999999999999999,0.24
0.19,0.2,0.75,0.675,1350,2000,0.95,0.25333333333333335
0.2,0.2,0.75,0.689,1378,2000,1.0,0.26666666666666666
0.21,0.2,0.75,0.7025,1405,2000,1.0499999999999998,0.27999999999999997
0.22,0.2,0.75,0.7205,1441,2000,1.0999999999999999,0.29333333333333333
0.23,0.2,0.75,0.729,1458,2000,1.15,0.3066666666666667
0.24,0.2,0.75,0.7375,1475,2000,1.2,0.32
0.25,0.2,0.75,0.746,1492,2000,1.25,0.3333333333333333
0.26,0.2,0.75,0.761,1522,2000,1.3,0.3466666666666667
0.27,0.2,0.75,0.7765,1553,2000,1.35,0.36000000000000004
0.28,0.2,0.75,0.783,1566,2000,1.4000000000000001,0.37333333333333335
0.29,0.2,0.75,0.793,1586,2000,1.4499999999999997,0.38666666666666666
0.3,0.2,0.75,0.8005,1601,2000,1.4999999999999998,0.39999999999999997
0.31,0.2,0.75,0.8095,1619,2000,1.5499999999999998,0.41333333333333333
0.32,0.2,0.75,0.8165,1633,2000,1.5999999999999999,0.4266666666666667
0.33,0.2,0.75,0.8225,1645,2000,1.65,0.44
0.34,0.2,0.75,0.8325,1665,2000,1.7,0.45333333333333337
0.35000000000000003,0.2,0.75,0.8375,1675,2000,1.75,0.46666666666666673
0.36,0.2,0.75,0.841,1682,2000,1.7999999999999998,0.48
0.37,0.2,0.75,0.845,1690,2000,1.8499999999999999,0.49333333333333335
0.38,0.2,0.75,0.8485,1697,2000,1.9,0.5066666666666667
0.39,0.2,0.75,0.8545,1709,2000,1.95,0.52
0.4,0.2,0.75,0.858,1716,2000,2.0,0.5333333333333333
0.41000000000000003,0.2,0.75,0.862,1724,2000,2.05,0.5466666666666667
0.42,0.2,0.75,0.8655,1731,2000,2.0999999999999996,0.5599999999999999
0.43,0.2,0.75,0.8685,1737,2000,2.15,0.5733333333333334
0.44,0.2,0.75,0.8705,1741,2000,2.1999999999999997,0.5866666666666667
0.45,0.2,0.75,0.8725,1745,2000,2.25,0.6
0.46,0.2,0.75,0.8765,1753,2000,2.3,0.6133333333333334
0.47000000000000003,0.2,0.75,0.878,1756,2000,2.35,0.6266666666666667
0.48,0.2,0.75,0.8805,1761,2000,2.4,0.64
0.49,0.2,0.75,0.8825,1765,2000,2.4499999999999997,0.6533333333333333
0.5,0.2,0.75,0.8835,1767,2000,2.5,0.6666666666666666
0.51,0.2,0.75,0.8865,1773,2000,2.55,0.68
0.52,0.2,0.75,0.89,1780,2000,2.6,0.6933333333333334
0.53,0.2,0.75,0.8905,1781,2000,2.65,0.7066666666666667
0.54,0.2,0.75,0.8915,1783,2000,2.7,0.7200000000000001
0.55,0.2,0.75,0.8925,1785,2000,2.75,0.7333333333333334
0.56,0.2,0.75,0.8935,1787,2000,2.8000000000000003,0.7466666666666667
0.5700000000000001,0.2,0.75,0.8945,1789,2000,2.85,0.7600000000000001
0.58,0.2,0.75,0.8985,1797,2000,2.8999999999999995,0.7733333333333333
0.59,0.2,0.75,0.9,1800,2000,2.9499999999999997,0.7866666666666666
0.6,0.2,0.75,0.901,1802,2000,2.9999999999999996,0.7999999999999999
0.61,0.2,0.75,0.901,1802,2000,3.05,0.8133333333333334
0.62,0.2,0.75,0.902,1804,2000,3.0999999999999996,0.8266666666666667
0.63,0.2,0.75,0.902,1804,2000,3.15,0.84
0.64,0.2,0.75,0.902,1804,2000,3.1999999999999997,0.8533333333333334
0.65,0.2,0.75,0.9025,1805,2000,3.25,0.8666666666666667
0.66,0.2,0.75,0.9025,1805,2000,3.3,0.88
0.67,0.2,0.75,0.9015,1803,2000,3.35,0.8933333333333334
0.68,0.2,0.75,0.902,1804,2000,3.4,0.9066666666666667
0.6900000000000001,0.2,0.75,0.9025,1805,2000,3.45,0.92
0.7000000000000001,0.2,0.75,0.9015,1803,2000,3.5,0.9333333333333335
0.71,0.2,0.75,0.9025,1805,2000,3.55,0.9466666666666667
0.72,0.2,0.75,0.903,1806,2000,3.5999999999999996,0.96
0.73,0.2,0.75,0.903,1806,2000,3.65,0.9733333333333333
0.74,0.2,0.75,0.904,1808,2000,3.6999999999999997,0.9866666666666667
0.75,0.2,0.75,0.9045,1809,2000,3.75,1.0
0.76,0.2,0.75,0.9045,1809,2000,3.8,1.0133333333333334
0.77,0.2,0.75,0.9045,1809,2000,3.85,1.0266666666666666
0.78,0.2,0.75,0.906,1812,2000,3.9,1.04
0.79,0.2,0.75,0.906,1812,2000,3.95,1.0533333333333335
0.8,0.2,0.75,0.906,1812,2000,4.0,1.0666666666666667
0.81,0.2,0.75,0.906,1812,2000,4.05,1.08
0.8200000000000001,0.2,0.75,0.9065,1813,2000,4.1,1.0933333333333335
0.8300000000000001,0.2,0.75,0.907,1814,2000,4.15,1.1066666666666667
0.84,0.2,0.75,0.908,1816,2000,4.199999999999999,1.1199999999999999
0.85,0.2,0.75,0.908,1816,2000,4.25,1.1333333333333333
0.86,0.2,0.75,0.9085,1817,2000,4.3,1.1466666666666667
0.87,0.2,0.75,0.909,1818,2000,4.35,1.16
0.88,0.2,0.75,0.909,1818,2000,4.3999999999999995,1.1733333333333333
0.89,0.2,0.75,0.9095,1819,2000,4.45,1.1866666666666668
0.9,0.2,0.75,0.91,1820,2000,4.5,1.2
0.91,0.2,0.75,0.91,1820,2000,4.55,1.2133333333333334
0.92,0.2,0.75,0.9105,1821,2000,4.6,1.2266666666666668
0.93,0.2,0.75,0.9105,1821,2000,4.65,1.24
0.9400000000000001,0.2,0.75,0.9105,1821,2000,4.7,1.2533333333333334
0.9500000000000001,0.2,0.75,0.9105,1821,2000,4.75,1.2666666666666668
0.96,0.2,0.75,0.91,1820,2000,4.8,1.28
0.97,0.2,0.75,0.9105,1821,2000,4.85,1.2933333333333332
0.98,0.2,0.75,0.9105,1821,2000,4.8999999999999995,1.3066666666666666
0.99,0.2,0.75,0.911,1822,2000,4.949999999999999,1.32
1.0,0.2,0.75,0.9105,1821,2000,5.0,1.3333333333333333
1.01,0.2,0.75,0.91,1820,2000,5.05,1.3466666666666667
1.02,0.2,0.75,0.91,1820,2000,5.1,1.36
1.03,0.2,0.75,0.91,1820,2000,5.1499999999999995,1.3733333333333333
