cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2550ps,other_out_2550ps,margin_2550ps,correct_2550ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3350ps,other_out_3350ps,margin_3350ps,correct_3350ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,merr0,merr1,merr0_bar,merr1_bar
68,train,2,0,True,True,0.221904,0.160889,0.061015,0.259111,0.196372,0.25885,0.175034,0.222046,0.161,True,0.29886775000000004,0.221904,0.160889,0.061015,True,0.222008,0.160991,0.0610169,True,0.222037,0.161003,0.0610341,True,0.460496,0.315118,0.428067,0.491527,0.139719,0.324761,0.106536,0.124718,0.00151554,0.00240151,9.33305e-05,1.20113,1.15016,0.177626,0.0347461,4.62536e-07,1.02118
69,train,34,1,True,True,0.156225,0.189311,-0.0330864,0.225609,0.191573,0.225255,0.149088,0.189436,0.156335,False,0.247402075,0.156225,0.189311,-0.0330864,False,0.156327,0.189415,-0.0330887,False,0.156337,0.189434,-0.033097,False,0.0838406,0.400537,0.39741,0.10904,0.266488,0.131902,0.385266,0.204733,0.00177811,0.00293535,6.99034e-05,1.20101,1.15016,0.0329564,0.212856,1.02118,2.9161e-07
70,train,3,0,True,True,0.218177,0.156982,0.0611949,0.255278,0.192352,0.254211,0.151343,0.218289,0.157093,True,0.34778837500000004,0.218177,0.156982,0.0611949,True,0.21828,0.157084,0.0611959,True,0.218293,0.157095,0.0611974,True,0.465983,0.392788,0.363332,0.423047,0.177356,0.430341,0.224457,0.305003,0.00154706,0.00287959,6.39619e-05,1.20101,1.15016,0.172505,0.0337927,5.06475e-07,1.02118
71,train,35,1,True,True,0.153722,0.21667,-0.0629483,0.253729,0.188997,0.252253,0.13179,0.216782,0.153832,False,0.28502317499999996,0.153722,0.21667,-0.0629483,False,0.153824,0.216773,-0.0629494,False,0.153834,0.216785,-0.0629514,False,0.497202,0.08,0.0873754,0.571344,0.284368,0.089561,0.410277,0.260058,0.00156077,0.00344876,6.85148e-05,1.20098,1.15016,0.0328829,0.247329,1.02118,2.15913e-07
72,train,4,0,True,True,0.209871,0.156142,0.0537288,0.24674,0.191487,0.233842,0.135112,0.209981,0.156252,True,0.383445,0.209871,0.156142,0.0537288,True,0.209973,0.156244,0.0537295,True,0.209985,0.156255,0.0537303,True,0.584164,0.47028,0.462056,0.628547,0.255224,0.176976,0.145681,0.344632,0.00170267,0.00333645,6.6185e-05,1.20097,1.15016,0.163228,0.0344531,6.12598e-07,1.02118
73,train,36,1,True,True,0.147204,0.174805,-0.027601,0.210686,0.182291,0.20353,0.103533,0.174916,0.147314,False,0.46690777499999997,0.147204,0.174805,-0.027601,False,0.147306,0.174907,-0.0276015,False,0.147316,0.174919,-0.0276031,False,0.16197,0.684524,0.770111,0.221052,0.0829502,0.459844,0.75628,0.598531,0.00200277,0.00484718,1.19991,1.06752e-05,1.15016,0.032842,0.19107,1.02118,3.77313e-07
74,train,5,0,True,True,0.202605,0.176683,0.0259224,0.239271,0.212617,0.1817,0.118692,0.202714,0.176791,True,0.37133174999999996,0.202605,0.176683,0.0259224,True,0.202708,0.176785,0.0259227,True,0.202717,0.176794,0.0259233,True,0.543454,0.493438,0.523504,0.44525,0.181826,0.385814,0.148522,0.248846,0.00229453,0.00397847,7.06364e-05,1.20101,1.15016,0.194327,0.033158,3.61309e-07,1.02118
75,train,37,1,True,True,0.18159,0.162138,0.0194511,0.197657,0.217664,0.162864,0.110471,0.162248,0.181698,True,0.335890875,0.18159,0.162138,0.0194511,True,0.181692,0.162241,0.0194515,True,0.181701,0.16225,0.0194504,True,0.102989,0.509698,0.564957,0.103372,0.107356,0.134907,0.770114,0.393734,0.0026252,0.00440554,7.30518e-05,1.20102,1.15016,0.0334003,0.179204,1.02118,4.5053e-07
76,train,6,0,True,True,0.193635,0.173049,0.020586,0.230049,0.20888,0.147442,0.101444,0.193743,0.173157,True,0.543639875,0.193635,0.173049,0.020586,True,0.193737,0.173151,0.0205861,True,0.193746,0.17316,0.0205861,True,0.676339,0.66374,0.770114,0.650108,0.375466,0.351668,0.149631,0.712053,0.00297744,0.00499875,1.20024,4.30598e-05,1.15016,0.191316,0.0329316,3.76056e-07,1.02118
77,train,38,1,True,True,0.168056,0.211258,-0.0432019,0.248166,0.203745,0.152876,0.0734711,0.211366,0.168165,False,0.382305125,0.168056,0.211258,-0.0432019,False,0.168159,0.211361,-0.0432022,False,0.168168,0.21137,-0.0432023,False,0.370735,0.363315,0.391723,0.528047,0.377254,0.374888,0.202841,0.449638,0.0028429,0.00879049,1.19996,7.76457e-10,1.15016,0.0332729,0.242136,1.02118,2.24582e-07
78,train,7,0,True,True,0.207074,0.167562,0.0395125,0.243865,0.203236,0.128481,0.0727646,0.207182,0.16767,True,0.42723375,0.207074,0.167562,0.0395125,True,0.207177,0.167664,0.0395128,True,0.207186,0.167673,0.0395125,True,0.580763,0.423695,0.455836,0.753179,0.370996,0.391278,0.100993,0.34113,0.00356852,0.00897217,1.19996,7.76457e-10,1.15016,0.18568,0.0343361,4.07291e-07,1.02118
79,train,39,1,True,True,0.192882,0.184647,0.00823545,0.220808,0.229276,0.114088,0.0756079,0.184755,0.19299,True,0.20175882499999997,0.192882,0.184647,0.00823545,True,0.192985,0.18475,0.00823539,True,0.192993,0.184758,0.0082349,True,0.0808779,0.279686,0.34867,0.0841486,0.0901021,0.181483,0.39448,0.154623,0.00420659,0.00828785,1.19995,7.76462e-10,1.15016,0.0331868,0.198008,1.02118,3.44826e-07
80,train,8,0,True,True,0.21876,0.164261,0.054499,0.255876,0.199841,0.125937,0.0600755,0.218867,0.16437,True,0.41991187500000005,0.21876,0.164261,0.054499,True,0.218863,0.164363,0.0544995,True,0.218871,0.164372,0.0544986,True,0.464831,0.474401,0.515151,0.632988,0.357854,0.426654,0.152887,0.334529,0.00366655,0.0151961,1.19998,7.76441e-10,1.15016,0.181822,0.0336898,4.31958e-07,1.02118
81,train,40,1,True,True,0.179749,0.184566,-0.00481701,0.220725,0.215772,0.112907,0.0617118,0.184674,0.179858,False,0.21241474999999999,0.179749,0.184566,-0.00481701,False,0.179852,0.184669,-0.00481702,False,0.17986,0.184677,-0.00481697,False,0.133549,0.283897,0.37404,0.08,0.19023,0.105815,0.336074,0.195713,0.00426946,0.0137773,1.19998,7.76443e-10,1.15016,0.0331094,0.197994,1.02118,3.44886e-07
82,train,9,0,True,True,0.218544,0.161586,0.0569575,0.255654,0.197089,0.12788,0.0489992,0.218651,0.161695,True,0.5125391,0.218544,0.161586,0.0569575,True,0.218646,0.161688,0.0569579,True,0.218654,0.161697,0.056957,True,0.715184,0.569406,0.590993,0.770114,0.328889,0.269307,0.0863048,0.770115,0.0035912,0.157993,1.19999,7.76428e-10,1.15024,0.178507,0.0336959,4.55752e-07,1.02118
83,train,41,1,True,True,0.15977,0.178176,-0.0184056,0.214154,0.195222,0.114213,0.0403142,0.178284,0.159879,False,0.24675849999999996,0.15977,0.178176,-0.0184056,False,0.159873,0.178278,-0.0184058,False,0.159882,0.178287,-0.0184055,False,0.105732,0.36215,0.325922,0.165835,0.384943,0.156351,0.267067,0.206068,0.00420001,0.275611,1.2,7.76425e-10,1.15024,0.0330284,0.195282,1.02118,3.56878e-07
84,train,10,0,True,True,0.238029,0.158914,0.0791147,0.275675,0.19434,0.121863,0.0350342,0.238135,0.159023,True,0.34533500000000006,0.238029,0.158914,0.0791147,True,0.238131,0.159016,0.0791151,True,0.238139,0.159025,0.0791137,True,0.460057,0.36972,0.432466,0.52793,0.162337,0.257971,0.106189,0.44601,0.00383551,0.313571,1.2,7.76424e-10,1.15024,0.175063,0.0335014,4.83509e-07,1.02118
85,train,42,1,True,True,0.125286,0.140748,-0.0154617,0.175648,0.159733,0.0890096,0.0182258,0.140857,0.125396,False,0.18587850000000003,0.125286,0.140748,-0.0154617,False,0.125388,0.14085,-0.0154619,False,0.125398,0.14086,-0.015462,False,0.212831,0.207436,0.26523,0.224674,0.113793,0.145288,0.128915,0.188861,0.0061555,0.328559,1.2,7.76426e-10,1.15051,0.0329911,0.142334,1.02118,1.17448e-06
86,train,11,0,True,True,0.237376,0.157331,0.0800454,0.275004,0.192711,0.126614,0.032686,0.237482,0.157439,True,0.40108024999999997,0.237376,0.157331,0.0800454,True,0.237479,0.157433,0.0800458,True,0.237486,0.157442,0.0800444,True,0.521068,0.418723,0.488581,0.608506,0.171098,0.317522,0.128222,0.554922,0.00363993,0.322203,1.2,7.76423e-10,1.15024,0.173242,0.0325209,4.9963e-07,1.02118
87,train,43,1,True,True,0.133282,0.230977,-0.0976952,0.26843,0.167963,0.117272,0.0201043,0.231084,0.133391,False,0.2728295,0.133282,0.230977,-0.0976952,False,0.133384,0.23108,-0.0976962,False,0.133393,0.231087,-0.0976943,False,0.11078,0.257738,0.13034,0.399908,0.770111,0.240898,0.097806,0.175055,0.00404607,0.3277,1.2,7.76424e-10,1.15024,0.0329399,0.251897,1.02118,2.08852e-07
88,train,12,0,True,True,0.232781,0.15565,0.0771313,0.270284,0.190982,0.112704,0.027556,0.232888,0.155759,True,0.49262754999999997,0.232781,0.15565,0.0771313,True,0.232884,0.155752,0.0771319,True,0.232892,0.155761,0.0771305,True,0.685667,0.646988,0.616585,0.599858,0.0876884,0.560507,0.109723,0.634004,0.00428049,0.326033,1.2,7.76424e-10,1.15024,0.170719,0.0348777,5.23889e-07,1.02118
89,train,44,1,True,True,0.162567,0.23461,-0.0720435,0.272163,0.198098,0.109493,0.0326912,0.234717,0.162675,False,0.32688025,0.162567,0.23461,-0.0720435,False,0.162669,0.234713,-0.0720437,False,0.162678,0.23472,-0.0720426,False,0.463514,0.106965,0.08,0.646135,0.52235,0.243356,0.304203,0.248519,0.00446273,0.322156,1.2,7.76424e-10,1.15024,0.0328737,0.237244,1.02118,2.33451e-07
90,train,13,0,True,True,0.231579,0.157351,0.0742273,0.269048,0.192732,0.0950097,0.0186432,0.231685,0.15746,True,0.41943698749999997,0.231579,0.157351,0.0742273,True,0.231681,0.157453,0.0742277,True,0.231689,0.157462,0.0742264,True,0.599362,0.50374,0.580641,0.650401,0.0920689,0.244312,0.18933,0.495641,0.0055344,0.326921,1.2,7.76425e-10,1.15024,0.17299,0.0349892,5.01951e-07,1.02118
91,train,45,1,True,True,0.119438,0.139337,-0.0198992,0.174196,0.153712,0.063064,0.0159458,0.139446,0.119547,False,0.16899925000000002,0.119438,0.139337,-0.0198992,False,0.11954,0.139439,-0.0198996,False,0.119549,0.139449,-0.0198996,False,0.229949,0.132228,0.173526,0.267329,0.185581,0.149795,0.08,0.133586,0.0128483,0.329744,1.2,7.7643e-10,1.15049,0.0329475,0.140709,1.02118,1.2657e-06
92,train,14,0,True,True,0.232498,0.164722,0.067776,0.269992,0.200315,0.0999945,0.0242279,0.232604,0.16483,True,0.5126675,0.232498,0.164722,0.067776,True,0.2326,0.164824,0.0677763,True,0.232608,0.164833,0.0677751,True,0.423736,0.592923,0.632225,0.63737,0.432503,0.537697,0.160092,0.684794,0.00510979,0.326109,1.2,7.76425e-10,1.15024,0.182602,0.0324824,4.26727e-07,1.02118
93,train,46,1,True,True,0.163677,0.193462,-0.0297854,0.229872,0.19924,0.0977124,0.0194036,0.19357,0.163785,False,0.31425375,0.163677,0.193462,-0.0297854,False,0.163779,0.193565,-0.0297856,False,0.163788,0.193573,-0.0297852,False,0.099258,0.348219,0.354446,0.303381,0.520741,0.456976,0.180046,0.250963,0.00529545,0.326669,1.2,7.76425e-10,1.15024,0.0331293,0.198419,1.02118,3.43081e-07
94,train,15,0,True,True,0.231814,0.154195,0.077619,0.26929,0.189485,0.0884564,0.0118174,0.231921,0.154304,True,0.456683375,0.231814,0.154195,0.077619,True,0.231917,0.154297,0.0776194,True,0.231924,0.154306,0.0776181,True,0.618181,0.572318,0.6045,0.673188,0.185134,0.114966,0.123926,0.761254,0.00622027,0.328001,1.2,7.76426e-10,1.15024,0.168713,0.0338965,5.44974e-07,1.02118
95,train,47,1,True,True,0.149631,0.223903,-0.0742722,0.261161,0.18479,0.0696788,0.0137255,0.224009,0.149739,False,0.26820845,0.149631,0.223903,-0.0742722,False,0.149733,0.224006,-0.0742725,False,0.149742,0.224013,-0.074271,False,0.162354,0.228891,0.0978166,0.426085,0.770114,0.161678,0.13612,0.162609,0.0098783,0.32827,1.2,7.76429e-10,1.15024,0.0328599,0.251362,1.02118,2.09653e-07
96,train,16,0,True,True,0.202852,0.162141,0.040711,0.239526,0.197661,0.0857153,0.0143945,0.20296,0.16225,True,0.30304525,0.202852,0.162141,0.040711,True,0.202955,0.162244,0.0407113,True,0.202964,0.162253,0.0407108,True,0.22759,0.408197,0.427667,0.31717,0.305109,0.211941,0.203672,0.323016,0.00656387,0.327292,-4.10283e-09,1.19994,1.15024,0.179208,0.0347459,4.50503e-07,1.02118
97,train,48,1,True,True,0.177005,0.162908,0.0140979,0.198449,0.21295,0.070643,0.0207448,0.163016,0.177113,True,0.253805,0.177005,0.162908,0.0140979,True,0.177108,0.16301,0.014098,True,0.177116,0.163019,0.014097,True,0.08,0.351668,0.279981,0.202821,0.554981,0.115102,0.24642,0.199467,0.00957321,0.326598,1.2,7.76429e-10,1.15024,0.0330976,0.180164,1.02118,4.43532e-07
98,train,17,0,True,True,0.237099,0.152211,0.0848881,0.27472,0.187444,0.0885379,0.0121141,0.237206,0.15232,True,0.4892795,0.237099,0.152211,0.0848881,True,0.237202,0.152313,0.0848885,True,0.23721,0.152323,0.0848871,True,0.640951,0.717267,0.770112,0.685167,0.108697,0.284195,0.178522,0.529325,0.00621063,0.328029,1.2,7.76426e-10,1.15024,0.165964,0.0331025,5.76849e-07,1.02118
99,train,49,1,True,True,0.176539,0.239242,-0.062703,0.276922,0.21247,0.0847007,0.0141584,0.239349,0.176647,False,0.493244125,0.176539,0.239242,-0.062703,False,0.176642,0.239345,-0.0627032,False,0.17665,0.239353,-0.0627027,False,0.437398,0.585711,0.328765,0.48025,0.766049,0.770114,0.148938,0.428728,0.00670155,0.327231,-3.07764e-09,1.19994,1.15024,0.032806,0.243469,1.02118,2.22287e-07
100,train,18,0,True,True,0.238379,0.200317,0.0380622,0.276035,0.236919,0.050759,0.0191533,0.238486,0.200424,True,0.65041625,0.238379,0.200317,0.0380622,True,0.238482,0.20042,0.0380623,True,0.23849,0.200427,0.0380623,True,0.396961,0.770114,0.770114,0.710292,0.629719,0.710614,0.445404,0.770112,0.126462,0.326265,7.76485e-10,1.19999,1.15033,0.198693,0.0350973,3.41928e-07,1.02118
101,train,50,1,True,True,0.163047,0.234125,-0.0710771,0.271664,0.198593,0.0543286,0.0101644,0.234231,0.163156,False,0.25741375,0.163047,0.234125,-0.0710771,False,0.16315,0.234227,-0.0710774,False,0.163158,0.234234,-0.0710761,False,0.121863,0.439552,0.500355,0.112137,0.08,0.123707,0.406674,0.275022,0.0566664,0.32818,7.7649e-10,1.19999,1.15032,0.034067,0.252015,1.02118,2.08675e-07
102,train,19,0,True,True,0.253395,0.157871,0.0955239,0.29146,0.193267,0.041301,0.00801686,0.253501,0.15798,True,0.53115125,0.253395,0.157871,0.0955239,True,0.253498,0.157973,0.0955244,True,0.253505,0.157982,0.0955227,True,0.770114,0.613438,0.73708,0.770114,0.288301,0.178341,0.121709,0.770113,0.265141,0.328433,1.2,7.76443e-10,1.15032,0.173685,0.0350232,4.95611e-07,1.02118
103,train,51,1,True,True,0.192302,0.140639,0.0516635,0.175536,0.22868,0.0200729,0.0106339,0.140748,0.192409,True,0.208235925,0.192302,0.140639,0.0516635,True,0.192405,0.140741,0.0516639,True,0.192413,0.14075,0.0516623,True,0.0934422,0.186428,0.10577,0.280885,0.673256,0.147746,0.0947575,0.0836027,0.327541,0.328451,1.2,7.76472e-10,1.15033,0.0329653,0.148924,1.02118,9.09594e-07
104,train,20,0,True,True,0.267779,0.156721,0.111058,0.306233,0.192085,0.0500515,0.00804149,0.267885,0.15683,True,0.5292487499999999,0.267779,0.156721,0.111058,True,0.267882,0.156824,0.111058,True,0.267889,0.156833,0.111056,True,0.75562,0.482195,0.633557,0.770114,0.106731,0.619649,0.159538,0.706586,0.139273,0.328486,1.2,7.76436e-10,1.15033,0.172145,0.0325083,5.09896e-07,1.02118
105,train,52,1,True,True,0.146828,0.144594,0.00223381,0.179607,0.181906,0.030394,0.0115139,0.144704,0.146937,True,0.19452275,0.146828,0.144594,0.00223381,True,0.146931,0.144697,0.00223397,True,0.14694,0.144706,0.00223372,True,0.08,0.25617,0.274205,0.152513,0.299029,0.186263,0.182402,0.1256,0.32601,0.328687,1.2,7.76469e-10,1.15033,0.0329278,0.147129,1.02118,9.69004e-07
106,train,21,0,True,True,0.268157,0.155481,0.112677,0.306621,0.190808,0.0554035,0.00788754,0.268262,0.155589,True,0.3978995,0.268157,0.155481,0.112677,True,0.26826,0.155583,0.112677,True,0.268267,0.155592,0.112675,True,0.618181,0.473595,0.444862,0.551244,0.122733,0.505327,0.128291,0.338963,0.0349216,0.328579,7.76491e-10,1.19998,1.15033,0.170527,0.0326244,5.2584e-07,1.02118
107,train,53,1,True,True,0.15727,0.269916,-0.112646,0.308427,0.192649,0.0517658,0.00852789,0.270021,0.157379,False,0.36896112499999995,0.15727,0.269916,-0.112646,False,0.157372,0.270018,-0.112646,False,0.157381,0.270025,-0.112644,False,0.490344,0.306697,0.332631,0.596352,0.292771,0.227785,0.206721,0.498388,0.107548,0.328357,1.2,7.76435e-10,1.15032,0.0329043,0.267547,1.02118,1.87974e-07
108,train,22,0,True,True,0.264076,0.170256,0.0938202,0.30243,0.206007,0.0376794,0.00800052,0.264181,0.170364,True,0.512520375,0.264076,0.170256,0.0938202,True,0.264178,0.170358,0.0938205,True,0.264185,0.170367,0.0938185,True,0.572917,0.476237,0.588594,0.770112,0.330766,0.770112,0.260624,0.330801,0.297182,0.327948,1.2,7.76448e-10,1.15032,0.18859,0.0359927,3.90523e-07,1.02118
109,train,54,1,True,True,0.157565,0.23093,-0.0733647,0.268382,0.192953,0.0294648,0.0106903,0.231036,0.157674,False,0.2491034375,0.157565,0.23093,-0.0733647,False,0.157667,0.231032,-0.0733651,False,0.157676,0.23104,-0.0733635,False,0.0908635,0.402777,0.436154,0.113948,0.189068,0.119883,0.402171,0.237963,0.325467,0.328299,1.2,7.76472e-10,1.15032,0.0332951,0.23234,1.02118,2.43118e-07
110,train,23,0,True,True,0.273338,0.185287,0.0880512,0.311941,0.221466,0.0296271,0.00619846,0.273443,0.185394,True,0.49321425,0.273338,0.185287,0.0880512,True,0.273441,0.185389,0.0880513,True,0.273447,0.185397,0.0880502,True,0.770113,0.473998,0.604056,0.755224,0.421596,0.138322,0.137644,0.644761,0.325063,0.328558,7.76472e-10,1.2,1.15032,0.198095,0.0349505,3.44457e-07,1.02118
111,train,55,1,True,True,0.157497,0.228484,-0.0709874,0.265869,0.192883,0.0300158,0.00897683,0.22859,0.157605,False,0.288436375,0.157497,0.228484,-0.0709874,False,0.157599,0.228587,-0.0709878,False,0.157608,0.228594,-0.0709862,False,0.10672,0.473012,0.469743,0.127738,0.256922,0.143785,0.435427,0.294144,0.325329,0.32844,7.76472e-10,1.2,1.15032,0.033707,0.251806,1.02118,2.08987e-07
112,train,24,0,True,True,0.27369,0.159801,0.113889,0.312302,0.195253,0.0272063,0.00694241,0.273795,0.15991,True,0.35681999999999997,0.27369,0.159801,0.113889,True,0.273793,0.159903,0.113889,True,0.273799,0.159912,0.113887,True,0.516789,0.262486,0.42709,0.516068,0.296973,0.399473,0.14388,0.291801,0.325231,0.328498,1.2,7.76472e-10,1.15032,0.176223,0.034882,4.73778e-07,1.02118
113,train,56,1,True,True,0.189453,0.227191,-0.0377381,0.26454,0.22575,0.024146,0.00809406,0.227298,0.18956,False,0.3319903,0.189453,0.227191,-0.0377381,False,0.189556,0.227294,-0.0377382,False,0.189563,0.227301,-0.0377378,False,0.0835114,0.48009,0.460324,0.210826,0.454942,0.2032,0.440416,0.322613,0.325797,0.328059,7.76472e-10,1.2,1.15032,0.0330286,0.227409,1.02118,2.53727e-07
114,train,25,0,True,True,0.274383,0.159914,0.114469,0.313014,0.195369,0.0217116,0.00705093,0.274488,0.160022,True,0.560572375,0.274383,0.159914,0.114469,True,0.274486,0.160016,0.11447,True,0.274492,0.160025,0.114467,True,0.50609,0.566316,0.698648,0.753646,0.289464,0.770113,0.251963,0.648339,0.325628,0.328359,1.2,7.76472e-10,1.15032,0.176363,0.0348421,4.72635e-07,1.02118
115,train,57,1,True,True,0.187511,0.234936,-0.0474249,0.272497,0.223753,0.0222394,0.00800383,0.235042,0.187618,False,0.36300319999999997,0.187511,0.234936,-0.0474249,False,0.187613,0.235038,-0.0474251,False,0.187621,0.235046,-0.0474246,False,0.0818106,0.48645,0.483783,0.251085,0.484802,0.354263,0.420878,0.340954,0.325828,0.3279,7.76472e-10,1.2,1.15032,0.033013,0.237678,1.02118,2.32634e-07
116,train,26,0,True,True,0.275136,0.181212,0.0939232,0.313786,0.217277,0.0107987,0.00572701,0.27524,0.18132,True,0.5604003750000001,0.275136,0.181212,0.0939232,True,0.275238,0.181315,0.0939232,True,0.275245,0.181323,0.0939218,True,0.436849,0.770113,0.681453,0.713739,0.770114,0.151298,0.22418,0.735457,0.326733,0.32876,7.76472e-10,1.2,1.15032,0.196986,0.03505,3.49245e-07,1.02118
117,train,58,1,True,True,0.177423,0.236413,-0.0589903,0.274016,0.213379,0.0285577,0.0226101,0.236519,0.177531,False,0.30504495000000004,0.177423,0.236413,-0.0589903,False,0.177526,0.236516,-0.0589905,False,0.177534,0.236523,-0.0589894,False,0.0908086,0.483583,0.467344,0.172846,0.377791,0.10718,0.425727,0.31508,0.326632,0.32772,7.76472e-10,1.2,1.15032,0.0335768,0.252102,1.02118,2.08546e-07
118,train,27,0,True,True,0.276472,0.146491,0.129982,0.315159,0.181558,0.0120706,0.00636333,0.276577,0.1466,True,0.5420527500000001,0.276472,0.146491,0.129982,True,0.276575,0.146593,0.129982,True,0.276582,0.146602,0.12998,True,0.770112,0.770114,0.770114,0.770114,0.241903,0.12439,0.119561,0.770114,0.326595,0.329459,7.76472e-10,1.2,1.15033,0.157856,0.035112,6.97825e-07,1.02118
119,train,59,1,True,True,0.178925,0.160214,0.0187115,0.195678,0.214924,0.012838,0.00754271,0.160322,0.179033,True,0.235791625,0.178925,0.160214,0.0187115,True,0.179028,0.160316,0.0187117,True,0.179036,0.160325,0.0187109,True,0.082853,0.247884,0.142691,0.288773,0.750944,0.118654,0.138684,0.11585,0.327859,0.329106,7.76472e-10,1.2,1.15032,0.0326535,0.176266,1.02118,4.73429e-07
120,train,28,0,True,True,0.28448,0.149545,0.134935,0.32338,0.184701,0.0201435,0.0062384,0.284585,0.149654,True,0.36707737499999993,0.28448,0.149545,0.134935,True,0.284583,0.149647,0.134935,True,0.284589,0.149656,0.134933,True,0.52447,0.365733,0.453304,0.600734,0.118889,0.344019,0.136189,0.393281,0.325741,0.329269,1.2,7.76472e-10,1.15033,0.162215,0.0330432,6.27009e-07,1.02118
121,train,60,1,True,True,0.118784,0.129614,-0.0108299,0.164189,0.15304,0.0174937,0.0111608,0.129724,0.118894,False,0.1511760125,0.118784,0.129614,-0.0108299,False,0.118886,0.129716,-0.0108301,False,0.118896,0.129726,-0.0108301,False,0.209429,0.0830459,0.168639,0.236886,0.0841124,0.264663,0.0826328,0.08,0.328455,0.331008,1.2,7.76472e-10,1.14961,0.0327479,0.135609,1.02118,1.67537e-06
122,train,29,0,True,True,0.282478,0.14409,0.138388,0.321325,0.179087,0.0223578,0.00765288,0.282583,0.144199,True,0.36093624999999996,0.282478,0.14409,0.138388,True,0.282581,0.144192,0.138389,True,0.282587,0.144201,0.138386,True,0.531274,0.502889,0.534256,0.557204,0.152056,0.089561,0.157529,0.362721,0.325583,0.329424,7.76472e-10,1.2,1.15033,0.154796,0.0322088,7.58127e-07,1.02118
123,train,61,1,True,True,0.129488,0.139696,-0.0102086,0.174566,0.164058,0.0145818,0.0107259,0.139806,0.129597,False,0.19387995,0.129488,0.139696,-0.0102086,False,0.12959,0.139799,-0.0102088,False,0.129599,0.139808,-0.0102087,False,0.0863096,0.241792,0.27736,0.148773,0.247982,0.215356,0.199654,0.133813,0.328294,0.329832,1.2,7.76472e-10,1.15036,0.0325978,0.141075,1.02118,1.24389e-06
124,train,30,0,True,True,0.285214,0.143325,0.14189,0.324134,0.1783,0.0276318,0.00746292,0.285319,0.143434,True,0.4866560000000001,0.285214,0.143325,0.14189,True,0.285317,0.143427,0.14189,True,0.285324,0.143436,0.141887,True,0.743989,0.637715,0.708511,0.703339,0.198008,0.152937,0.1903,0.558449,0.32516,0.32951,1.2,7.76472e-10,1.15033,0.153555,0.0324912,7.85721e-07,1.02118
125,train,62,1,True,True,0.181885,0.239545,-0.05766,0.277232,0.217967,0.046788,0.0234933,0.23965,0.181992,False,0.282842625,0.181885,0.239545,-0.05766,False,0.181987,0.239647,-0.0576601,False,0.181995,0.239654,-0.0576593,False,0.08203,0.405599,0.394167,0.173139,0.384138,0.142556,0.412841,0.268271,0.194331,0.327765,1.2,7.76438e-10,1.15032,0.0325685,0.243876,1.02118,2.21597e-07
126,train,31,0,True,True,0.251092,0.189914,0.0611773,0.289094,0.226224,0.0355972,0.00531892,0.251197,0.190021,True,0.315127875,0.251092,0.189914,0.0611773,True,0.251194,0.190017,0.0611773,True,0.251201,0.190025,0.0611767,True,0.291619,0.360851,0.342939,0.426903,0.444661,0.192956,0.107367,0.353727,0.310185,0.328934,7.76473e-10,1.2,1.15033,0.198297,0.0352037,3.43598e-07,1.02118
127,train,63,1,True,True,0.191044,0.260921,-0.0698761,0.299189,0.227387,0.0278592,0.00581366,0.261025,0.191152,False,0.331628375,0.191044,0.260921,-0.0698761,False,0.191147,0.261023,-0.0698759,False,0.191155,0.26103,-0.0698747,False,0.306762,0.236775,0.145135,0.56106,0.770111,0.239122,0.139169,0.254893,0.325378,0.329174,1.2,7.76472e-10,1.15032,0.0338638,0.273052,1.02118,1.81645e-07
128,train,0,0,True,True,0.283043,0.142828,0.140214,0.321905,0.17779,0.028481,0.00800324,0.283147,0.142937,True,0.44785987499999996,0.283043,0.142828,0.140214,True,0.283145,0.142931,0.140215,True,0.283152,0.14294,0.140212,True,0.741245,0.57729,0.633202,0.770111,0.107267,0.142146,0.109099,0.502519,0.325129,0.329427,7.76472e-10,1.2,1.15033,0.152553,0.0357701,8.09541e-07,1.02118
129,train,32,1,True,True,0.211295,0.233095,-0.0217994,0.270606,0.248204,0.0418928,0.0189873,0.233201,0.211402,False,0.3103241375,0.211295,0.233095,-0.0217994,False,0.211398,0.233198,-0.0217994,False,0.211405,0.233205,-0.0217993,False,0.0938811,0.456305,0.374484,0.163556,0.490971,0.26999,0.367252,0.266154,0.259545,0.327775,7.76477e-10,1.19999,1.15032,0.0325505,0.235218,1.02118,2.37344e-07
130,train,1,0,True,True,0.283863,0.147551,0.136312,0.322747,0.182649,0.0268904,0.00814365,0.283967,0.14766,True,0.383877,0.283863,0.147551,0.136312,True,0.283965,0.147653,0.136312,True,0.283972,0.147662,0.136309,True,0.632611,0.475342,0.540965,0.624457,0.124163,0.08,0.282379,0.311099,0.325241,0.328961,7.76472e-10,1.2,1.15033,0.159374,0.0350278,6.71376e-07,1.02118
