cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2000ps,other_out_2000ps,margin_2000ps,correct_2000ps,target_out_2500ps,other_out_2500ps,margin_2500ps,correct_2500ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3500ps,other_out_3500ps,margin_3500ps,correct_3500ps,target_out_4050ps,other_out_4050ps,margin_4050ps,correct_4050ps,target_out_4500ps,other_out_4500ps,margin_4500ps,correct_4500ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10
53,train,5,0,True,True,0.1163,0.0871304,0.0291694,0.14954,0.120685,-0.000476871,0.0441877,0.116288,0.0874783,True,0.0542479875,0.1163,0.0871304,0.0291694,True,0.116297,0.0873552,0.0289416,True,0.116294,0.0874718,0.0288225,True,0.116291,0.0874807,0.0288103,True,0.116288,0.0874783,0.0288095,True,0.116285,0.0874763,0.0288089,True,0.0672821,0.0607917,0.065653,0.0281002,0.0292638,0.0477308,0.0629743,0.072188,0.335852,0.234399,-3.54664e-05,1.2
54,train,6,1,True,True,0.11663,0.0863854,0.0302448,0.0476075,0.151348,-0.00124012,0.092888,0.0863765,0.117308,True,0.24915,0.11663,0.0863854,0.0302448,True,0.117032,0.0863832,0.0306486,True,0.117239,0.0863813,0.0308573,True,0.117311,0.0863789,0.0309325,True,0.117308,0.0863765,0.0309316,True,0.117305,0.0863745,0.0309309,True,0.261572,0.25553,0.211408,0.280846,0.236469,0.230273,0.261572,0.25553,0.813186,0.00573807,1.2,-3.33485e-05
55,train,7,1,True,True,0.116234,0.0858918,0.0303421,0.0471923,0.150939,-0.00120275,0.0929361,0.0858829,0.116911,True,0.24899887499999995,0.116234,0.0858918,0.0303421,True,0.116635,0.0858896,0.0307453,True,0.116841,0.0858877,0.0309538,True,0.116914,0.0858853,0.0310289,True,0.116911,0.0858829,0.0310281,True,0.116908,0.085881,0.0310274,True,0.261435,0.255362,0.211277,0.280674,0.236335,0.23011,0.261436,0.255362,0.830583,0.00573327,1.2,-2.37635e-05
56,train,8,1,True,True,0.084801,0.100978,-0.0161772,0.11861,0.118282,-0.00423554,0.0440023,0.100968,0.0851474,False,0.0804511125,0.084801,0.100978,-0.0161772,False,0.0850247,0.100976,-0.0159511,False,0.0851407,0.100973,-0.0158327,False,0.0851497,0.100971,-0.0158209,False,0.0851474,0.100968,-0.0158205,False,0.0851454,0.100966,-0.0158201,False,0.0832935,0.108807,0.0884005,0.0454234,0.0593464,0.0545601,0.110899,0.092879,0.339344,0.236907,-1.37937e-05,1.2
57,train,9,1,True,True,0.11603,0.0736576,0.0423727,0.0457956,0.150731,-0.00108071,0.0932033,0.07365,0.116703,True,0.248692,0.11603,0.0736576,0.0423727,True,0.116432,0.0736557,0.042776,True,0.116638,0.0736541,0.0429843,True,0.116706,0.073652,0.0430541,True,0.116703,0.07365,0.0430529,True,0.1167,0.0736483,0.0430519,True,0.261158,0.255021,0.211011,0.280326,0.236062,0.229778,0.261159,0.255021,0.886913,0.00570676,1.2,3.02591e-07
58,train,10,1,True,True,0.115814,0.0754828,0.0403307,0.0452637,0.150507,-0.00103096,0.0932587,0.075475,0.116484,True,0.24853825,0.115814,0.0754828,0.0403307,True,0.116215,0.0754809,0.0407337,True,0.116421,0.0754792,0.0409418,True,0.116487,0.0754771,0.0410101,True,0.116484,0.075475,0.041009,True,0.116481,0.0754733,0.0410081,True,0.261019,0.25485,0.210878,0.280152,0.235925,0.229613,0.261019,0.25485,0.907235,0.00570129,1.2,3.02591e-07
59,train,11,1,True,True,0.115501,0.0803749,0.0351266,0.0449475,0.150184,-0.000999198,0.0932585,0.0803666,0.11617,True,0.24838412499999996,0.115501,0.0803749,0.0351266,True,0.115902,0.0803728,0.0355288,True,0.116108,0.080371,0.0357366,True,0.116173,0.0803688,0.0358046,True,0.11617,0.0803666,0.0358037,True,0.116168,0.0803648,0.0358028,True,0.260879,0.254679,0.210745,0.279977,0.235787,0.229447,0.26088,0.254679,0.918578,0.00570131,1.2,3.02591e-07
60,train,0,0,True,True,0.112604,0.08357,0.0290342,0.1467,0.117016,0.0211067,0.0441969,0.112783,0.0839178,True,0.0336834875,0.112604,0.08357,0.0290342,True,0.112724,0.0837947,0.0289289,True,0.112784,0.0839111,0.0288727,True,0.112786,0.0839201,0.0288661,True,0.112783,0.0839178,0.0288653,True,0.112781,0.0839159,0.0288647,True,0.0235138,0.0800304,-1.86431e-25,0.0803741,-2.18477e-25,0.037188,0.0220414,0.0263202,0.332944,0.234365,-1.38229e-06,1.2
61,train,1,0,True,True,0.106899,0.0826936,0.0242057,0.140404,0.116111,0.0262705,0.0454066,0.106899,0.0830401,True,0.059595320000000014,0.106899,0.0826936,0.0242057,True,0.106905,0.0829174,0.0239881,True,0.106905,0.0830335,0.0238713,True,0.106902,0.0830424,0.0238595,True,0.106899,0.0830401,0.0238588,True,0.106897,0.0830383,0.0238583,True,0.0823205,0.0878898,-7.06348e-74,0.157358,0.00958656,0.0718129,0.0403239,0.0274709,0.338296,0.220364,1.3037e-07,1.2
62,train,2,0,True,True,0.0851676,0.0815952,0.00357233,0.0677484,0.114983,-0.00191919,0.0449107,0.0851588,0.0819455,True,0.141892,0.0851676,0.0815952,0.00357233,True,0.0851654,0.0818212,0.00334425,True,0.0851635,0.0819385,0.00322496,True,0.0851612,0.0819478,0.00321341,True,0.0851588,0.0819455,0.00321332,True,0.0851569,0.0819436,0.00321324,True,0.191362,0.129207,0.13462,0.153943,0.105748,0.132732,0.137679,0.149845,0.356529,0.224627,3.08031e-07,1.2
63,train,3,0,True,True,0.111905,0.0805505,0.0313542,0.145761,0.113904,0.0143614,0.0434696,0.111961,0.0808982,True,0.045327125,0.111905,0.0805505,0.0313542,True,0.111948,0.0807749,0.0311735,True,0.111966,0.0808912,0.0310743,True,0.111964,0.0809004,0.0310637,True,0.111961,0.0808982,0.0310628,True,0.111958,0.0808963,0.0310621,True,0.0387056,0.0679952,0.0393215,0.0608965,0.0152428,0.0525722,0.043334,0.0445492,0.33462,0.243905,3.02596e-07,1.2
64,train,4,0,True,True,0.102664,0.0795629,0.023101,0.13451,0.112887,0.000302633,0.0431985,0.102653,0.0799107,True,0.058162975000000006,0.102664,0.0795629,0.023101,True,0.102661,0.0797873,0.0228741,True,0.102659,0.0799037,0.0227554,True,0.102656,0.0799129,0.0227433,True,0.102653,0.0799107,0.0227427,True,0.102651,0.0799089,0.0227422,True,0.0718314,0.0368749,0.0927276,0.0288736,0.0425279,0.0504715,0.074792,0.0672049,0.336316,0.247336,3.0261e-07,1.2
65,train,5,0,True,True,0.107023,0.0786254,0.0283976,0.139979,0.111921,0.00144766,0.0429312,0.107012,0.0789731,True,0.0527888375,0.107023,0.0786254,0.0283976,True,0.10702,0.0788497,0.0281707,True,0.107018,0.078966,0.028052,True,0.107015,0.0789753,0.0280398,True,0.107012,0.0789731,0.028039,True,0.10701,0.0789713,0.0280383,True,0.066389,0.0586596,0.0640132,0.0267366,0.0275628,0.0466516,0.0613642,0.0709337,0.335834,0.250655,3.02603e-07,1.2
66,train,6,1,True,True,0.109571,0.0779948,0.0315761,0.0439871,0.144064,-0.000841757,0.0901312,0.0779868,0.110226,True,0.247281,0.109571,0.0779948,0.0315761,True,0.109962,0.0779928,0.0319687,True,0.110163,0.0779911,0.0321715,True,0.110229,0.0779889,0.0322399,True,0.110226,0.0779868,0.032239,True,0.110223,0.077985,0.0322383,True,0.259876,0.253457,0.209789,0.278728,0.234802,0.228263,0.259876,0.253457,0.95216,0.00602806,1.2,3.02599e-07
67,train,7,1,True,True,0.109144,0.07211,0.037034,0.0437045,0.143625,-0.000808797,0.0899551,0.0721026,0.109799,True,0.24712124999999996,0.109144,0.07211,0.037034,True,0.109535,0.0721082,0.0374264,True,0.109736,0.0721066,0.0376291,True,0.109802,0.0721046,0.0376972,True,0.109799,0.0721026,0.0376961,True,0.109796,0.072101,0.0376953,True,0.25973,0.25328,0.20965,0.278547,0.234659,0.228092,0.259731,0.253281,0.962675,0.00604763,1.2,3.02599e-07
68,train,8,1,True,True,0.076736,0.0915312,-0.0147951,0.110015,0.109974,-0.00344789,0.0424513,0.0915218,0.0770837,False,0.0787403625,0.076736,0.0915312,-0.0147951,False,0.0769602,0.0915289,-0.0145687,False,0.0770765,0.0915268,-0.0144504,False,0.0770858,0.0915243,-0.0144385,False,0.0770837,0.0915218,-0.0144381,False,0.0770819,0.0915197,-0.0144378,False,0.0826143,0.105351,0.0873892,0.0431757,0.0574528,0.0531905,0.108814,0.0919354,0.339622,0.256465,3.02631e-07,1.2
69,train,9,1,True,True,0.108639,0.0682915,0.040347,0.0428615,0.143106,-0.00071821,0.0898022,0.0682845,0.109293,True,0.24679825,0.108639,0.0682915,0.040347,True,0.10903,0.0682898,0.0407404,True,0.109232,0.0682883,0.0409435,True,0.109296,0.0682864,0.0410093,True,0.109293,0.0682845,0.0410082,True,0.10929,0.0682829,0.0410072,True,0.259435,0.252924,0.20937,0.278182,0.23437,0.227746,0.259435,0.252924,0.989901,0.00606474,1.2,3.026e-07
70,train,10,1,True,True,0.108342,0.075161,0.033181,0.0424915,0.1428,-0.000676113,0.0896722,0.0751532,0.108995,True,0.24663675000000002,0.108342,0.075161,0.033181,True,0.108733,0.0751591,0.0335741,True,0.108935,0.0751574,0.0337773,True,0.108998,0.0751553,0.0338422,True,0.108995,0.0751532,0.0338413,True,0.108992,0.0751515,0.0338405,True,0.259287,0.252746,0.20923,0.277999,0.234225,0.227574,0.259287,0.252746,1.00145,0.00607937,1.2,3.026e-07
71,train,11,1,True,True,0.108003,0.0745295,0.0334739,0.0422138,0.142451,-0.000642884,0.0895198,0.0745219,0.108656,True,0.246473625,0.108003,0.0745295,0.0334739,True,0.108395,0.0745277,0.0338672,True,0.108596,0.074526,0.0340705,True,0.108659,0.0745239,0.034135,True,0.108656,0.0745219,0.0341341,True,0.108654,0.0745202,0.0341333,True,0.259137,0.252566,0.209088,0.277815,0.234079,0.2274,0.259138,0.252566,1.00993,0.00609661,1.2,3.02601e-07
72,train,0,0,True,True,0.10497,0.0752629,0.0297068,0.138823,0.108454,0.0224634,0.042172,0.10514,0.0756094,True,0.03279935,0.10497,0.0752629,0.0297068,True,0.105083,0.0754862,0.0295969,True,0.10514,0.0756021,0.0295382,True,0.105143,0.0756115,0.0295313,True,0.10514,0.0756094,0.0295305,True,0.105137,0.0756077,0.0295298,True,0.0220998,0.0797668,-1.85587e-25,0.0791885,-2.17561e-25,0.0354295,0.021085,0.0248252,0.332665,0.259773,3.02606e-07,1.2
73,train,1,0,True,True,0.0996043,0.0746301,0.0249742,0.132866,0.107801,0.00989149,0.0419789,0.0996008,0.0749765,True,0.058055471250000004,0.0996043,0.0746301,0.0249742,True,0.0996078,0.0748533,0.0247546,True,0.0996063,0.0749692,0.0246371,True,0.0996036,0.0749785,0.0246251,True,0.0996008,0.0749765,0.0246244,True,0.0995986,0.0749748,0.0246238,True,0.0795368,0.0867394,-7.07825e-74,0.157154,0.00788697,0.0689681,0.0389606,0.0251979,0.335906,0.262002,3.02615e-07,1.2
74,train,2,0,True,True,0.0789126,0.0739981,0.00491457,0.0637193,0.10717,-0.00146808,0.0429636,0.0789045,0.074362,True,0.138691625,0.0789126,0.0739981,0.00491457,True,0.0789107,0.0742322,0.00467841,True,0.0789089,0.0743541,0.0045548,True,0.0789067,0.0743641,0.00454262,True,0.0789045,0.074362,0.00454249,True,0.0789027,0.0743603,0.00454239,True,0.189133,0.125214,0.131769,0.149772,0.101582,0.1306,0.133904,0.147559,0.359345,0.25038,3.02667e-07,1.2
75,train,3,0,True,True,0.104323,0.0732026,0.0311205,0.137958,0.106332,0.0172793,0.0415158,0.104381,0.0735501,True,0.04403018750000001,0.104323,0.0732026,0.0311205,True,0.104368,0.0734266,0.0309413,True,0.104386,0.0735427,0.0308429,True,0.104384,0.0735522,0.0308322,True,0.104381,0.0735501,0.0308313,True,0.104379,0.0735485,0.0308306,True,0.0377666,0.0669318,0.0381102,0.058894,0.0142266,0.0505004,0.0428218,0.0429901,0.334106,0.267209,3.02607e-07,1.2
76,train,4,0,True,True,0.09497,0.0725264,0.0224436,0.12657,0.105635,0.00186772,0.0413844,0.0949603,0.0728738,True,0.05664949999999999,0.09497,0.0725264,0.0224436,True,0.0949676,0.0727502,0.0222174,True,0.0949655,0.0728664,0.0220991,True,0.0949629,0.0728758,0.022087,True,0.0949603,0.0728738,0.0220864,True,0.0949581,0.0728722,0.0220859,True,0.0709859,0.034365,0.0911027,0.0267739,0.0411842,0.0493086,0.0736405,0.0658352,0.336412,0.268668,3.02624e-07,1.2
77,train,5,0,True,True,0.0994065,0.0718732,0.0275333,0.132187,0.104962,0.00341364,0.0410818,0.0993963,0.0722207,True,0.051257500000000004,0.0994065,0.0718732,0.0275333,True,0.099404,0.072097,0.027307,True,0.0994018,0.0722132,0.0271886,True,0.099399,0.0722227,0.0271763,True,0.0993963,0.0722207,0.0271756,True,0.099394,0.0722191,0.027175,True,0.0654042,0.0564004,0.0622171,0.0253031,0.0258742,0.0455976,0.0597093,0.0695541,0.335887,0.271916,3.02615e-07,1.2
78,train,6,1,True,True,0.104326,0.0710128,0.0333132,0.0411226,0.138665,-0.000459429,0.0872502,0.0710055,0.10498,True,0.24531362499999998,0.104326,0.0710128,0.0333132,True,0.104717,0.071011,0.0337064,True,0.104919,0.0710094,0.0339094,True,0.104983,0.0710075,0.0339753,True,0.10498,0.0710055,0.0339744,True,0.104978,0.0710039,0.0339736,True,0.258071,0.251289,0.20808,0.276506,0.233036,0.226167,0.258071,0.251289,1.04088,0.00636623,1.2,3.02606e-07
79,train,7,1,True,True,0.103922,0.0658871,0.0380352,0.0409169,0.138248,-0.000429608,0.087008,0.0658804,0.104575,True,0.24514475,0.103922,0.0658871,0.0380352,True,0.104313,0.0658855,0.0384276,True,0.104514,0.065884,0.0386301,True,0.104578,0.0658822,0.0386957,True,0.104575,0.0658804,0.0386947,True,0.104573,0.0658789,0.0386938,True,0.257915,0.251104,0.207933,0.276315,0.232884,0.225987,0.257916,0.251104,1.04751,0.0063965,1.2,3.02607e-07
80,train,8,1,True,True,0.0702741,0.0843079,-0.0140338,0.102992,0.103313,-0.00265573,0.0410498,0.0842992,0.0706215,False,0.0769682625,0.0702741,0.0843079,-0.0140338,False,0.0704978,0.0843058,-0.013808,False,0.0706139,0.0843039,-0.01369,False,0.0706234,0.0843015,-0.0136781,False,0.0706215,0.0842992,-0.0136777,False,0.0706199,0.0842973,-0.0136774,False,0.0820644,0.101697,0.086277,0.0408936,0.0556132,0.0518146,0.106504,0.0908823,0.339972,0.272352,3.02649e-07,1.2
81,train,9,1,True,True,0.103336,0.0691173,0.0342185,0.0403109,0.137641,-0.000352749,0.0866819,0.0691102,0.103984,True,0.24480650000000004,0.103336,0.0691173,0.0342185,True,0.103725,0.0691156,0.034609,True,0.103925,0.069114,0.0348105,True,0.103987,0.0691121,0.0348749,True,0.103984,0.0691102,0.0348739,True,0.103982,0.0691086,0.0348732,True,0.257603,0.250733,0.207638,0.275934,0.232579,0.225629,0.257603,0.250733,1.06245,0.00643775,1.2,3.02608e-07
82,train,10,1,True,True,0.103008,0.0667484,0.0362601,0.0400182,0.137303,-0.000313691,0.0864647,0.0667415,0.103655,True,0.24463449999999998,0.103008,0.0667484,0.0362601,True,0.103397,0.0667467,0.03665,True,0.103596,0.0667452,0.0368511,True,0.103658,0.0667433,0.0369144,True,0.103655,0.0667415,0.0369134,True,0.103653,0.06674,0.0369126,True,0.257444,0.250544,0.207489,0.27574,0.232424,0.225447,0.257444,0.250544,1.07069,0.00646554,1.2,3.02608e-07
83,train,11,1,True,True,0.102637,0.0662665,0.0363703,0.0398079,0.136919,-0.000283546,0.0862159,0.0662596,0.103281,True,0.244463625,0.102637,0.0662665,0.0363703,True,0.103024,0.0662648,0.0367589,True,0.103223,0.0662633,0.0369594,True,0.103284,0.0662615,0.0370224,True,0.103281,0.0662596,0.0370214,True,0.103279,0.0662582,0.0370206,True,0.257286,0.250357,0.20734,0.275547,0.23227,0.225266,0.257286,0.250357,1.07587,0.00649769,1.2,3.02609e-07
84,train,0,0,True,True,0.0979514,0.0686385,0.0293129,0.131592,0.101628,0.0231689,0.0401127,0.0981201,0.0689859,True,0.0318288875,0.0979514,0.0686385,0.0293129,True,0.0980637,0.0688621,0.0292015,True,0.0981202,0.0689782,0.029142,True,0.0981228,0.0689878,0.029135,True,0.0981201,0.0689859,0.0291342,True,0.0981179,0.0689843,0.0291335,True,0.0206827,0.0793313,-2.53811e-25,0.0777249,-2.99468e-25,0.0335342,0.020067,0.023291,0.332776,0.281857,3.02617e-07,1.2
85,train,1,0,True,True,0.09303,0.0681252,0.0249047,0.12609,0.101097,0.0111947,0.0399753,0.0930266,0.0684714,True,0.056468386249999995,0.09303,0.0681252,0.0249047,True,0.0930333,0.068348,0.0246853,True,0.0930317,0.0684637,0.024568,True,0.0930292,0.0684733,0.0245558,True,0.0930266,0.0684714,0.0245552,True,0.0930245,0.0684699,0.0245546,True,0.0766106,0.0855532,-9.68028e-74,0.15682,0.00615269,0.0660456,0.037637,0.022928,0.335975,0.283205,3.02628e-07,1.2
86,train,2,0,True,True,0.0730983,0.0677993,0.00529898,0.0604832,0.100787,-0.00102239,0.0415939,0.0730907,0.0681684,True,0.13526682499999998,0.0730983,0.0677993,0.00529898,True,0.0730964,0.0680365,0.00505991,True,0.0730948,0.0681599,0.00493488,True,0.0730928,0.0681703,0.00492243,True,0.0730907,0.0681684,0.0049223,True,0.0730891,0.0681669,0.00492219,True,0.186684,0.120942,0.128583,0.145481,0.0972706,0.128209,0.130016,0.144949,0.363343,0.26659,3.0269e-07,1.2
87,train,3,0,True,True,0.0976211,0.0670619,0.0305593,0.131069,0.100002,0.0197513,0.039594,0.0976856,0.0674092,True,0.042667212499999996,0.0976211,0.0670619,0.0305593,True,0.0976695,0.0672853,0.0303842,True,0.0976892,0.0674014,0.0302879,True,0.0976883,0.067411,0.0302773,True,0.0976856,0.0674092,0.0302764,True,0.0976834,0.0674076,0.0302758,True,0.0367251,0.0657196,0.0367961,0.0567396,0.0132167,0.0484212,0.0423582,0.0413612,0.333709,0.286831,3.02618e-07,1.2
88,train,4,0,True,True,0.088241,0.0665469,0.0216942,0.119688,0.0994713,0.00332571,0.0397048,0.088232,0.066894,True,0.055058687499999995,0.088241,0.0665469,0.0216942,True,0.0882388,0.0667702,0.0214686,True,0.0882368,0.0668862,0.0213507,True,0.0882344,0.0668958,0.0213386,True,0.088232,0.066894,0.021338,True,0.08823,0.0668925,0.0213375,True,0.069941,0.0318156,0.0892896,0.024635,0.0398631,0.048133,0.0724525,0.0643397,0.336556,0.285856,3.02639e-07,1.2
89,train,5,0,True,True,0.0928601,0.0660423,0.0268178,0.12552,0.0989511,0.00713665,0.0336384,0.0928505,0.0663892,True,0.04964133750000001,0.0928601,0.0660423,0.0268178,True,0.0928577,0.0662656,0.0265922,True,0.0928556,0.0663815,0.0264741,True,0.0928531,0.066391,0.026462,True,0.0928505,0.0663892,0.0264613,True,0.0928484,0.0663877,0.0264607,True,0.0642215,0.054009,0.0602569,0.023802,0.0242009,0.0445789,0.0580144,0.0680471,0.337183,0.325752,3.02628e-07,1.2
90,train,6,1,True,True,0.0994264,0.0649565,0.0344698,0.0386122,0.133604,0.0012482,0.0565163,0.0649499,0.100087,True,0.243249375,0.0994264,0.0649565,0.0344698,True,0.0998075,0.0649549,0.0348526,True,0.100004,0.0649535,0.0350503,True,0.10009,0.0649517,0.035138,True,0.100087,0.0649499,0.035137,True,0.100085,0.0649484,0.0351362,True,0.256158,0.249029,0.206281,0.274181,0.231172,0.223986,0.256159,0.249029,1.10245,0.0216122,1.2,3.02614e-07
91,train,7,1,True,True,0.09898,0.0652027,0.0337774,0.0384478,0.133145,0.00128627,0.0561931,0.065196,0.0996422,True,0.24307287500000002,0.09898,0.0652027,0.0337774,True,0.0993617,0.065201,0.0341607,True,0.0995582,0.0651995,0.0343586,True,0.0996449,0.0651978,0.0344472,True,0.0996422,0.065196,0.0344462,True,0.0996399,0.0651945,0.0344455,True,0.255994,0.248836,0.206127,0.273983,0.231012,0.2238,0.255995,0.248836,1.10668,0.0232462,1.2,3.02615e-07
92,train,8,1,True,True,0.0646264,0.077897,-0.0132706,0.0970421,0.0974918,-0.00186857,0.0399817,0.077889,0.0649736,False,0.07511878749999999,0.0646264,0.077897,-0.0132706,False,0.0648497,0.077895,-0.0130453,False,0.0649657,0.0778933,-0.0129276,False,0.0649754,0.0778911,-0.0129157,False,0.0649736,0.077889,-0.0129154,False,0.0649722,0.0778872,-0.0129151,False,0.0814815,0.0978538,0.085066,0.0385783,0.0538396,0.050436,0.103974,0.0897211,0.340382,0.283428,3.0267e-07,1.2
93,train,9,1,True,True,0.0982981,0.0607172,0.037581,0.0379704,0.132445,1.21871e-05,0.0832746,0.0607109,0.0989452,True,0.24271737499999999,0.0982981,0.0607172,0.037581,True,0.0986814,0.0607156,0.0379658,True,0.0988787,0.0607143,0.0381644,True,0.0989479,0.0607126,0.0382353,True,0.0989452,0.0607109,0.0382342,True,0.0989429,0.0607095,0.0382334,True,0.255663,0.248448,0.205817,0.273583,0.23069,0.223426,0.255664,0.248448,1.11587,0.0069054,1.2,3.02616e-07
94,train,10,1,True,True,0.0979216,0.0635497,0.0343719,0.0377553,0.132057,4.63077e-05,0.0830071,0.0635432,0.0985685,True,0.24254025,0.0979216,0.0635497,0.0343719,True,0.0983045,0.0635481,0.0347564,True,0.0985016,0.0635467,0.0349549,True,0.0985713,0.0635449,0.0350263,True,0.0985685,0.0635432,0.0350254,True,0.0985663,0.0635417,0.0350246,True,0.255498,0.248255,0.205662,0.273384,0.230529,0.223241,0.255498,0.248255,1.12071,0.00694522,1.2,3.02617e-07
95,train,11,1,True,True,0.0975354,0.0631142,0.0344212,0.0375779,0.131659,7.57574e-05,0.0827375,0.0631077,0.098184,True,0.24236137499999996,0.0975354,0.0631142,0.0344212,True,0.0979186,0.0631126,0.034806,True,0.0981159,0.0631112,0.0350047,True,0.0981867,0.0631095,0.0350772,True,0.098184,0.0631077,0.0350762,True,0.0981818,0.0631063,0.0350754,True,0.255331,0.24806,0.205506,0.273183,0.230367,0.223053,0.255331,0.24806,1.12412,0.00698587,1.2,3.02617e-07
96,train,0,0,True,True,0.0913864,0.0629329,0.0284535,0.124824,0.0957461,0.023466,0.038273,0.0915526,0.0632801,True,0.03076815,0.0913864,0.0629329,0.0284535,True,0.0914967,0.0631561,0.0283406,True,0.0915525,0.0632721,0.0282804,True,0.0915551,0.0632819,0.0282733,True,0.0915526,0.0632801,0.0282725,True,0.0915506,0.0632787,0.0282719,True,0.0192753,0.0787158,-1.81214e-25,0.0759686,-2.12608e-25,0.0314962,0.0189716,0.0217177,0.333133,0.298469,3.02631e-07,1.2
97,train,1,0,True,True,0.0868984,0.0624818,0.0244167,0.119783,0.0952791,0.0124152,0.0382199,0.0868967,0.0628277,True,0.05483913,0.0868984,0.0624818,0.0244167,True,0.0869027,0.0627041,0.0241986,True,0.0869015,0.0628197,0.0240818,True,0.0868991,0.0628295,0.0240697,True,0.0868967,0.0628277,0.024069,True,0.0868948,0.0628263,0.0240685,True,0.0735609,0.0843355,-6.91146e-74,0.156353,0.00438984,0.0630467,0.0363623,0.0206648,0.336091,0.298936,3.02642e-07,1.2
98,train,2,0,True,True,0.0675789,0.0623011,0.00527782,0.057594,0.0951177,-0.000568223,0.0408791,0.067572,0.0626683,True,0.1316277375,0.0675789,0.0623011,0.00527782,True,0.0675772,0.0625369,0.00504035,True,0.0675757,0.0626594,0.00491628,True,0.0675739,0.06267,0.00490384,True,0.067572,0.0626683,0.00490371,True,0.0675705,0.0626669,0.0049036,True,0.184073,0.116393,0.125059,0.141078,0.0928189,0.125561,0.126031,0.142008,0.36916,0.274629,3.0272e-07,1.2
99,train,3,0,True,True,0.0914861,0.0615783,0.0299079,0.12477,0.0943494,0.0219089,0.0378368,0.0915599,0.0619253,True,0.041240775,0.0914861,0.0615783,0.0299079,True,0.0915401,0.0618013,0.0297388,True,0.0915629,0.0619172,0.0296457,True,0.0915624,0.0619271,0.0296353,True,0.0915599,0.0619253,0.0296345,True,0.0915578,0.0619239,0.0296338,True,0.0355861,0.0643436,0.0353726,0.0544617,0.0122146,0.046335,0.0419539,0.0396587,0.333424,0.301986,3.02631e-07,1.2
100,train,4,0,True,True,0.0821342,0.061132,0.0210022,0.113454,0.0938892,0.00464655,0.0380536,0.0821258,0.061479,True,0.053391499999999995,0.0821342,0.061132,0.0210022,True,0.0821322,0.061355,0.0207772,True,0.0821303,0.0614708,0.0206595,True,0.0821281,0.0614807,0.0206474,True,0.0821258,0.061479,0.0206468,True,0.0821239,0.0614776,0.0206463,True,0.0687086,0.0292312,0.0872702,0.0224592,0.0385691,0.0469494,0.0712283,0.062716,0.336741,0.30038,3.02656e-07,1.2
101,train,5,0,True,True,0.0870214,0.0606882,0.0263332,0.119595,0.0934318,0.00792759,0.0375523,0.0870125,0.0610352,True,0.0479293375,0.0870214,0.0606882,0.0263332,True,0.0870192,0.0609112,0.0261081,True,0.0870173,0.061027,0.0259902,True,0.0870149,0.0610369,0.0259779,True,0.0870125,0.0610352,0.0259772,True,0.0870105,0.0610339,0.0259766,True,0.0628553,0.0514725,0.0581226,0.022234,0.0225453,0.0435111,0.0562838,0.0664101,0.336093,0.304196,3.02642e-07,1.2
102,train,6,1,True,True,0.0951332,0.0570837,0.0380494,0.0362536,0.12919,0.00028663,0.0810954,0.0570779,0.0957938,True,0.2410915,0.0951332,0.0570837,0.0380494,True,0.0955195,0.0570823,0.0384372,True,0.0957183,0.057081,0.0386372,True,0.0957964,0.0570794,0.038717,True,0.0957938,0.0570779,0.0387159,True,0.0957916,0.0570766,0.038715,True,0.254143,0.246678,0.204396,0.271758,0.229213,0.221723,0.254143,0.246678,1.14646,0.00724493,1.2,3.02622e-07
103,train,7,1,True,True,0.0947206,0.0573201,0.0374005,0.0361072,0.128765,0.00177004,0.0533536,0.0573142,0.0953952,True,0.240907875,0.0947206,0.0573201,0.0374005,True,0.0951072,0.0573187,0.0377886,True,0.0953061,0.0573174,0.0379887,True,0.0953979,0.0573158,0.0380821,True,0.0953952,0.0573142,0.038081,True,0.0953931,0.0573129,0.0380802,True,0.25397,0.246479,0.204235,0.271552,0.229046,0.221531,0.253971,0.246479,1.14952,0.076876,1.2,3.02623e-07
104,train,8,1,True,True,0.0593698,0.0729338,-0.013564,0.0917876,0.0920706,-0.00107507,0.0390846,0.0729263,0.0597155,False,0.073185825,0.0593698,0.0729338,-0.013564,False,0.0595918,0.0729319,-0.0133401,False,0.0597073,0.0729303,-0.013223,False,0.0597172,0.0729283,-0.0132111,False,0.0597155,0.0729263,-0.0132107,False,0.0597142,0.0729246,-0.0132104,False,0.0807751,0.0938307,0.0837592,0.0362318,0.0521482,0.0490594,0.101228,0.0884542,0.340863,0.292112,3.02691e-07,1.2
105,train,9,1,True,True,0.0940564,0.056814,0.0372424,0.0357113,0.128081,0.000381766,0.0802843,0.0568081,0.0947195,True,0.24053875000000002,0.0940564,0.056814,0.0372424,True,0.0944433,0.0568125,0.0376308,True,0.0946423,0.0568112,0.0378311,True,0.0947221,0.0568097,0.0379125,True,0.0947195,0.0568081,0.0379114,True,0.0947174,0.0568068,0.0379106,True,0.253624,0.246078,0.203912,0.271138,0.22871,0.221146,0.253624,0.246078,1.15453,0.00738072,1.2,3.02624e-07
