cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,act18,act19,act20,act21,act22,act23,act24,act25,act26,act27,act28,act29,act30,act31,lose0,lose1,lead01,lead10,bwd_signal
48,initial_eval,48,1,False,False,0.0814145,0.0824989,-0.00108435,0.115562,0.114445,0.000379941,0.00033575,0.0825054,0.0814211,False,0.27847712812500003,0.0814145,0.0824989,-0.00108435,False,0.08,0.351668,0.279981,0.202821,0.08,0.08,0.08,0.508844,0.374532,0.485841,0.312553,0.126397,0.144785,0.257703,0.230209,0.447111,0.16518,0.384128,0.238473,0.625685,0.0881789,0.264423,0.287092,0.366201,0.148552,0.359845,0.442458,0.603903,0.186866,0.284279,0.0800132,0.343546,0.336508,0.336494,1.13974,1.13971,
49,initial_eval,49,1,False,False,0.108835,0.109496,-0.00066167,0.143379,0.142694,-0.00340409,-0.00338161,0.109502,0.10884,False,0.4416180625,0.108835,0.109496,-0.00066167,False,0.437398,0.585711,0.328765,0.48025,0.394351,0.55264,0.406865,0.741314,0.47441,0.439654,0.314929,0.460786,0.408343,0.640349,0.242689,0.546889,0.413626,0.447758,0.537395,0.770217,0.205224,0.403282,0.279123,0.406121,0.263634,0.308333,0.49696,0.573909,0.770218,0.239658,0.409359,0.151618,0.33576,0.335762,1.13949,1.13949,
50,initial_eval,50,1,False,False,0.0972582,0.0988677,-0.00160952,0.132426,0.130768,6.84456e-05,3.42514e-05,0.0988735,0.097264,False,0.31765800937500005,0.0972582,0.0988677,-0.00160952,False,0.121863,0.439552,0.500355,0.112137,0.123061,0.135361,0.227347,0.626489,0.452932,0.566555,0.56882,0.0850332,0.0993251,0.132626,0.131386,0.225556,0.251829,0.114398,0.402673,0.113069,0.288308,0.451576,0.357185,0.63204,0.148381,0.340087,0.482893,0.48189,0.379328,0.402234,0.256607,0.51416,0.336241,0.336234,1.13986,1.13987,
51,initial_eval,51,1,False,False,0.0566509,0.0579101,-0.00125926,0.0902049,0.0888948,0.00781067,0.00779889,0.0579169,0.0566572,False,0.17798735624999998,0.0566509,0.0579101,-0.00125926,False,0.0934422,0.186428,0.10577,0.280885,0.0938269,0.0977766,0.128652,0.287646,0.188172,0.276712,0.109967,0.137287,0.118466,0.365373,0.172647,0.302222,0.08,0.283752,0.08,0.582261,0.138693,0.0812031,0.155331,0.0823028,0.08,0.183231,0.305833,0.293151,0.117163,0.0849358,0.116649,0.085817,0.339345,0.339369,1.13993,1.13993,
52,initial_eval,52,1,False,False,0.055942,0.0555992,0.000342816,0.0878168,0.0881636,0.0055633,0.00564225,0.0556061,0.0559485,True,0.20938278437499996,0.055942,0.0555992,0.000342816,True,0.08,0.25617,0.274205,0.152513,0.08,0.08,0.08,0.381006,0.260263,0.409216,0.305836,0.101872,0.144969,0.188314,0.175385,0.329333,0.121057,0.147301,0.17805,0.256047,0.213747,0.190663,0.241953,0.287203,0.101692,0.246129,0.357172,0.417779,0.0975959,0.191099,0.0957582,0.257921,0.338172,0.338198,1.13991,1.1399,
53,initial_eval,53,1,False,False,0.107317,0.106614,0.000703173,0.14041,0.14113,-0.00120934,-0.00118714,0.106619,0.107322,True,0.37221130625000004,0.107317,0.106614,0.000703173,True,0.490344,0.306697,0.332631,0.596352,0.502088,0.450262,0.708113,0.448643,0.311159,0.419665,0.373778,0.375039,0.510307,0.770218,0.383602,0.761997,0.368557,0.183356,0.760615,0.289737,0.19005,0.13857,0.200582,0.172177,0.357367,0.0907345,0.770219,0.0903189,0.0985885,0.169891,0.0922309,0.196873,0.336117,0.336117,1.13927,1.13927,
54,initial_eval,54,1,False,False,0.0818151,0.0822705,-0.000455414,0.115327,0.114857,0.00188877,0.00186972,0.082277,0.0818215,False,0.27120846562499995,0.0818151,0.0822705,-0.000455414,False,0.0908635,0.402777,0.436154,0.113948,0.0911744,0.0943664,0.119319,0.57726,0.330937,0.431779,0.494162,0.278401,0.266994,0.135124,0.13336,0.237556,0.212269,0.16143,0.324666,0.21556,0.150056,0.384367,0.226999,0.538504,0.152969,0.199946,0.478734,0.295041,0.0914506,0.396473,0.106803,0.509228,0.336697,0.33669,1.13993,1.13993,
55,initial_eval,55,1,False,False,0.0926485,0.0937797,-0.00113123,0.127185,0.12602,0.0011128,0.00106029,0.0937856,0.0926544,False,0.30365615625000003,0.0926485,0.0937797,-0.00113123,False,0.10672,0.473012,0.469743,0.127738,0.107485,0.115336,0.176709,0.67128,0.363828,0.489778,0.533222,0.335322,0.32,0.154144,0.148387,0.275556,0.252521,0.197466,0.411847,0.286241,0.110742,0.422739,0.102435,0.595164,0.19118,0.196934,0.564543,0.279932,0.145145,0.438796,0.088495,0.564557,0.336479,0.336464,1.13967,1.13968,
56,initial_eval,56,1,False,False,0.104342,0.106091,-0.00174855,0.139866,0.138065,-0.00216751,-0.00220389,0.106096,0.104348,False,0.36974891249999997,0.104342,0.106091,-0.00174855,False,0.0835114,0.48009,0.460324,0.210826,0.0836119,0.0846437,0.0927092,0.680754,0.444071,0.544597,0.522268,0.260647,0.200184,0.268744,0.238933,0.462667,0.265872,0.390436,0.400745,0.582166,0.230082,0.458533,0.507604,0.609238,0.217881,0.40297,0.603285,0.629988,0.112054,0.474821,0.257832,0.569877,0.335987,0.335979,1.13963,1.13964,
57,initial_eval,57,1,False,False,0.115437,0.116976,-0.00153908,0.151074,0.149491,-0.00294885,-0.00296813,0.116981,0.115442,False,0.40579976874999996,0.115437,0.116976,-0.00153908,False,0.0818106,0.48645,0.483783,0.251085,0.0818624,0.0823944,0.0865532,0.689268,0.476962,0.593358,0.549548,0.174259,0.108528,0.324271,0.279621,0.545556,0.284635,0.419558,0.424256,0.626814,0.394945,0.483417,0.71222,0.635334,0.227983,0.53576,0.60558,0.770215,0.165671,0.495165,0.332006,0.576724,0.335881,0.335877,1.13962,1.13962,
58,initial_eval,58,1,False,False,0.0989376,0.100729,-0.00179147,0.134344,0.132498,-0.000875022,-0.000904032,0.100735,0.0989433,False,0.33548570625000007,0.0989376,0.100729,-0.00179147,False,0.0908086,0.483583,0.467344,0.172846,0.091118,0.0942939,0.119121,0.685431,0.425924,0.608653,0.518858,0.322876,0.278405,0.21636,0.197544,0.415333,0.261902,0.23172,0.423382,0.417129,0.147872,0.417405,0.190101,0.573813,0.217146,0.327512,0.595909,0.524366,0.0808091,0.460908,0.117638,0.559432,0.336161,0.336154,1.1399,1.13991,
59,initial_eval,59,1,False,False,0.0641,0.0662022,-0.00210219,0.0987635,0.0965932,0.00605642,0.00605415,0.0662091,0.0641068,False,0.20345556875,0.0641,0.0662022,-0.00210219,False,0.082853,0.247884,0.142691,0.288773,0.0829347,0.083773,0.0895319,0.369914,0.239635,0.363331,0.152902,0.127495,0.128037,0.376252,0.171947,0.343778,0.110305,0.31062,0.154214,0.648492,0.137164,0.107931,0.153285,0.133464,0.0948936,0.226968,0.339774,0.38346,0.08,0.118205,0.08,0.140071,0.33816,0.33818,1.13993,1.13993,
60,initial_eval,60,1,False,False,0.0511153,0.0492559,0.00185942,0.0731754,0.0741274,0.00970807,0.00973758,0.0492532,0.0511125,True,0.166077096875,0.0511153,0.0492559,0.00185942,True,0.209429,0.0830459,0.168639,0.236886,0.213134,0.121576,0.282553,0.149255,0.114025,0.21629,0.183075,0.196496,0.235521,0.304688,0.129157,0.25,0.0866121,0.08,0.0961921,0.08,0.223061,0.10792,0.268197,0.133441,0.0840021,0.08,0.314953,0.08,0.204631,0.0879878,0.202906,0.0907941,0.341562,0.341532,1.13993,1.13993,
61,initial_eval,61,1,False,False,0.0496637,0.0481986,0.00146509,0.0800029,0.0802853,0.00781201,0.00790363,0.0481995,0.0496609,True,0.20643015312499996,0.0496637,0.0481986,0.00146509,True,0.0863096,0.241792,0.27736,0.148773,0.0864902,0.0883441,0.102837,0.361759,0.220638,0.367723,0.309504,0.226238,0.256319,0.183156,0.17131,0.294667,0.118245,0.136673,0.173658,0.219703,0.167826,0.177783,0.194304,0.267167,0.114309,0.174105,0.384019,0.274307,0.166847,0.190306,0.165645,0.257648,0.339182,0.339225,1.1399,1.1399,
62,initial_eval,62,1,False,False,0.087134,0.0883483,-0.00121427,0.121589,0.120338,-0.00151616,-0.0015798,0.0883547,0.0871404,False,0.3220135062500001,0.087134,0.0883483,-0.00121427,False,0.08203,0.405599,0.394167,0.173139,0.0820881,0.0826846,0.0873475,0.581038,0.360638,0.474181,0.445336,0.385014,0.31319,0.216763,0.197862,0.401556,0.211846,0.339383,0.289498,0.494679,0.150791,0.390852,0.393434,0.509443,0.20064,0.257337,0.574024,0.418849,0.239826,0.385408,0.294638,0.471151,0.336093,0.336077,1.13942,1.13944,
63,initial_eval,63,1,False,False,0.0758278,0.0776677,-0.0018399,0.110584,0.108688,0.00370405,0.0037099,0.0776742,0.0758343,False,0.29001146875,0.0758278,0.0776677,-0.0018399,False,0.306762,0.236775,0.145135,0.56106,0.313252,0.164239,0.305191,0.355043,0.232121,0.366814,0.155744,0.203177,0.219141,0.751805,0.213972,0.463555,0.231074,0.357544,0.436342,0.708727,0.197093,0.190201,0.159118,0.266024,0.169139,0.168004,0.518579,0.288136,0.134852,0.15085,0.124026,0.186872,0.337139,0.337149,1.13991,1.13992,
64,train,0,0,True,True,0.107002,0.107055,-5.28844e-05,0.140804,0.140861,-0.000404623,-0.000391683,0.107007,0.10706,False,0.35007525624999997,0.107002,0.107055,-5.28844e-05,False,0.741245,0.57729,0.633202,0.770217,0.515351,0.501125,0.497816,0.443546,0.480223,0.264143,0.38716,0.511851,0.129693,0.443627,0.368702,0.08,0.659615,0.181302,0.420209,0.169106,0.187826,0.118194,0.285991,0.10759,0.473663,0.120928,0.196637,0.190528,0.159575,0.124835,0.367472,0.0937462,0.336235,0.336237,0.67878,1.19999,0.0338241
65,train,32,1,True,True,0.088452,0.0900178,-0.00156575,0.12331,0.121696,-0.000519375,-0.00059447,0.090024,0.0884583,False,0.312840128125,0.088452,0.0900178,-0.00156575,False,0.0938811,0.456305,0.374484,0.163556,0.0942784,0.0983571,0.130241,0.648914,0.370846,0.50901,0.422448,0.283891,0.331411,0.203546,0.18742,0.389111,0.222315,0.365019,0.361142,0.574206,0.226109,0.346505,0.0842089,0.491954,0.192799,0.26728,0.554573,0.423095,0.199805,0.372002,0.0955886,0.476583,0.336279,0.336262,-1.26783e-05,1.2,1.04498
66,train,1,0,True,True,0.103302,0.104571,-0.00126924,0.136998,0.1383,-0.00170527,-0.00190266,0.103307,0.104576,False,0.37851913437499995,0.103302,0.104571,-0.00126924,False,0.632611,0.475342,0.540965,0.624457,0.532959,0.404768,0.527404,0.182714,0.381266,0.531271,0.225959,0.320039,0.401902,0.25045,0.562338,0.350222,0.531428,0.329745,0.126704,0.770216,0.0872333,0.260504,0.08,0.11615,0.410278,0.743052,0.339245,0.422181,0.151549,0.231893,0.202146,0.365621,0.336062,0.336011,1.2,0.257989,1.04498
67,train,33,1,True,True,0.0660214,0.0690918,-0.00307045,0.101744,0.0985764,0.0038336,0.00413041,0.0690988,0.0660284,False,0.262343790625,0.0660214,0.0690918,-0.00307045,False,0.361298,0.0966629,0.122031,0.492813,0.36935,0.255372,0.440624,0.167484,0.152304,0.229162,0.128877,0.170781,0.217669,0.657676,0.236131,0.450889,0.177076,0.196524,0.30891,0.331354,0.277509,0.215976,0.299056,0.326205,0.156775,0.0962734,0.481897,0.116627,0.177789,0.222362,0.161297,0.300247,0.337218,0.337354,4.82297e-07,1.2,1.04498
68,train,2,0,True,True,0.092358,0.0871302,0.00522773,0.125721,0.120335,-0.000567294,-0.000168429,0.092364,0.0871366,True,0.31487056562499993,0.092358,0.0871302,0.00522773,True,0.460496,0.315118,0.428067,0.491527,0.392037,0.271189,0.405475,0.209157,0.23843,0.246879,0.308781,0.243992,0.494294,0.14141,0.10738,0.705333,0.368529,0.169229,0.175716,0.447187,0.572448,0.0992514,0.371486,0.121474,0.0913314,0.363564,0.426089,0.186606,0.480168,0.10104,0.561203,0.0809713,0.33621,0.336315,-4.89328e-05,1.2,0.0188506
69,train,34,1,True,True,0.0761262,0.0791909,-0.00306466,0.112153,0.108994,0.00227973,0.00262107,0.0791974,0.0761329,False,0.24957533750000005,0.0761262,0.0791909,-0.00306466,False,0.0838406,0.400537,0.39741,0.10904,0.0839505,0.085079,0.0939007,0.574262,0.265296,0.334711,0.449108,0.244907,0.139264,0.128355,0.128011,0.224444,0.196248,0.201574,0.268285,0.295213,0.11425,0.407172,0.102181,0.549742,0.126488,0.194129,0.433179,0.281621,0.118332,0.383241,0.089971,0.482669,0.336832,0.33695,4.82252e-07,1.2,1.04498
70,train,3,0,True,True,0.0893641,0.0863553,0.00300878,0.122637,0.119536,-0.000155675,7.32503e-05,0.0893703,0.0863617,True,0.32757898437499994,0.0893641,0.0863553,0.00300878,True,0.465983,0.392788,0.363332,0.423047,0.47703,0.228961,0.402298,0.557893,0.34561,0.433899,0.40948,0.209674,0.257239,0.08,0.132978,0.642667,0.357297,0.33216,0.266193,0.270908,0.234137,0.142071,0.7278,0.153227,0.214825,0.266786,0.130531,0.245669,0.373773,0.0992605,0.571234,0.273777,0.336286,0.336349,-4.39472e-05,1.2,0.0182835
71,train,35,1,True,True,0.0855269,0.0899967,-0.00446977,0.123288,0.118682,0.000103678,0.000328376,0.0900028,0.0855333,False,0.30026484687499994,0.0855269,0.0899967,-0.00446977,False,0.497202,0.08,0.0873754,0.571344,0.509143,0.294626,0.32644,0.145178,0.145499,0.267626,0.0885767,0.0994008,0.110552,0.765986,0.34909,0.505111,0.214784,0.250548,0.305551,0.354147,0.08,0.406628,0.223712,0.540858,0.181435,0.197208,0.547039,0.302073,0.0978592,0.417262,0.129482,0.516739,0.336388,0.336459,-2.30937e-05,1.2,1.04498
72,train,4,0,True,True,0.0952581,0.0941631,0.00109493,0.128711,0.127586,-0.000756362,-0.000701938,0.095264,0.0941693,True,0.33860806875,0.0952581,0.0941631,0.00109493,True,0.584164,0.47028,0.462056,0.628547,0.438766,0.446053,0.509929,0.350546,0.429114,0.28292,0.136575,0.28563,0.428221,0.226434,0.461859,0.122889,0.493254,0.300336,0.26919,0.190287,0.106529,0.141304,0.770217,0.0827657,0.318614,0.494475,0.209852,0.263201,0.12677,0.0868065,0.52512,0.192754,0.33616,0.336173,0.0279963,1.2,0.0183689
73,train,36,1,True,True,0.118941,0.12032,-0.00137861,0.15452,0.1531,0.0125372,0.0125188,0.120324,0.118946,False,0.5114880312499999,0.118941,0.12032,-0.00137861,False,0.16197,0.684524,0.770214,0.221052,0.164316,0.188401,0.356227,0.770216,0.770214,0.770216,0.770216,0.457767,0.634356,0.282848,0.250076,0.484889,0.46179,0.22815,0.763316,0.176763,0.592997,0.693067,0.770216,0.770216,0.39996,0.467027,0.770216,0.670502,0.158672,0.770214,0.166793,0.770216,0.334404,0.334392,1.19999,0.542803,0.0323597
74,train,5,0,True,True,0.107083,0.102311,0.00477222,0.140888,0.135973,-0.00126723,-0.00116214,0.107089,0.102317,True,0.3531300875000001,0.107083,0.102311,0.00477222,True,0.543454,0.493438,0.523504,0.44525,0.488092,0.6556,0.479745,0.136544,0.135291,0.554743,0.11038,0.183959,0.619264,0.32677,0.127119,0.096,0.465294,0.0874157,0.191103,0.269907,0.0813026,0.518277,0.0822035,0.251686,0.256907,0.598363,0.147066,0.732996,0.465958,0.429166,0.598472,0.204893,0.336092,0.336118,0.170283,1.2,0.0264424
75,train,37,1,True,True,0.111513,0.116432,-0.00491913,0.150518,0.145454,0.000824334,0.000811853,0.116436,0.111517,False,0.36725252812500003,0.111513,0.116432,-0.00491913,False,0.102989,0.509698,0.564957,0.103372,0.103647,0.110402,0.163206,0.65539,0.561671,0.770217,0.574607,0.646924,0.770217,0.120537,0.121834,0.21,0.287517,0.0939384,0.309316,0.125504,0.165061,0.624091,0.146906,0.681102,0.298966,0.201292,0.729858,0.240638,0.0975135,0.770215,0.120279,0.770216,0.336424,0.336424,0.201263,1.2,1.04498
76,train,6,0,True,True,0.108187,0.126593,-0.0184058,0.142026,0.160976,-0.00325329,-0.00398904,0.108192,0.126597,False,0.53306213125,0.108187,0.126593,-0.0184058,False,0.676339,0.66374,0.770215,0.650108,0.686974,0.770215,0.770215,0.587454,0.547423,0.144511,0.747018,0.08,0.317423,0.723438,0.289618,0.458444,0.702395,0.0993212,0.759796,0.496284,0.765427,0.649134,0.628951,0.57136,0.465774,0.132167,0.422561,0.32283,0.710292,0.502641,0.760737,0.185183,0.33585,0.335691,1.2,0.148174,1.04432
77,train,38,1,True,True,0.0701466,0.0965098,-0.0263633,0.129997,0.10283,-0.00190921,0.00109231,0.0965154,0.0701538,False,0.37883130000000004,0.0701466,0.0965098,-0.0263633,False,0.370735,0.363315,0.391723,0.528047,0.379057,0.459839,0.579631,0.524434,0.0976506,0.08,0.382561,0.399747,0.342638,0.597636,0.580676,0.767326,0.35789,0.194289,0.579381,0.328763,0.156805,0.162045,0.535362,0.214292,0.253271,0.148678,0.58888,0.173076,0.739005,0.247113,0.336931,0.261805,0.335898,0.336635,4.82206e-07,1.2,1.04498
78,train,7,0,True,True,0.0901346,0.0750045,0.0151301,0.123429,0.107837,-0.00163454,0.000448577,0.0901407,0.0750114,True,0.41839884375,0.0901346,0.0750045,0.0151301,True,0.580763,0.423695,0.455836,0.753179,0.521841,0.509469,0.580823,0.345629,0.272172,0.125884,0.400076,0.330289,0.340613,0.145762,0.317762,0.770219,0.505842,0.732131,0.233635,0.600243,0.532366,0.235888,0.244301,0.0916183,0.379247,0.678349,0.244507,0.770218,0.222615,0.4034,0.542401,0.0979897,0.33597,0.336451,4.8222e-07,1.2,0.0186322
79,train,39,1,True,True,0.0603855,0.0579009,0.00248458,0.0901988,0.092761,0.00565078,0.00563133,0.0579081,0.0603924,True,0.21723498437500002,0.0603855,0.0579009,0.00248458,True,0.0808779,0.279686,0.34867,0.0841486,0.080903,0.0811609,0.0831773,0.412486,0.263453,0.320324,0.39243,0.318392,0.286503,0.0940228,0.100885,0.136889,0.135849,0.129146,0.131767,0.133173,0.163859,0.333662,0.264679,0.434906,0.107991,0.120603,0.369399,0.162099,0.13169,0.364964,0.16253,0.441194,0.337932,0.337902,1.2,4.82359e-07,0.00895738
80,train,8,0,True,True,0.0785176,0.0682767,0.0102409,0.111459,0.100902,0.00127183,0.00288373,0.0785242,0.0682838,True,0.33598256249999986,0.0785176,0.0682767,0.0102409,True,0.464831,0.474401,0.515151,0.632988,0.465348,0.526375,0.425929,0.207718,0.219433,0.199178,0.334718,0.543423,0.256871,0.352962,0.151889,0.154444,0.481781,0.544419,0.296158,0.132723,0.48093,0.247485,0.241888,0.173408,0.308501,0.111058,0.162904,0.770219,0.190204,0.342251,0.232827,0.109027,0.336455,0.336932,4.82254e-07,1.2,0.0123973
81,train,40,1,True,True,0.0590492,0.0609542,-0.00190499,0.0933507,0.0913822,0.00464339,0.00528471,0.0609614,0.0590562,False,0.24000172500000005,0.0590492,0.0609542,-0.00190499,False,0.133549,0.283897,0.37404,0.08,0.135082,0.150816,0.258723,0.418123,0.363119,0.406944,0.421931,0.264674,0.361043,0.0883009,0.0963644,0.115778,0.157805,0.117313,0.241491,0.0868769,0.179544,0.252924,0.333865,0.369477,0.143225,0.118791,0.441535,0.137037,0.284249,0.284976,0.21133,0.367232,0.337431,0.337698,4.82354e-07,1.2,1.04498
82,train,9,0,True,True,0.0965769,0.0838741,0.0127028,0.130063,0.116975,-0.00254974,-0.000920889,0.0965824,0.0838804,True,0.51509074375,0.0965769,0.0838741,0.0127028,True,0.715184,0.569406,0.590993,0.770218,0.561008,0.770219,0.770218,0.433593,0.770219,0.641968,0.550427,0.770219,0.594233,0.601746,0.770219,0.719333,0.654373,0.476083,0.595714,0.111994,0.487301,0.138987,0.41593,0.168177,0.770219,0.484931,0.770218,0.194638,0.281304,0.0891948,0.137349,0.107288,0.335841,0.336178,-1.45454e-06,1.2,0.0183154
83,train,41,1,True,True,0.0555799,0.0584246,-0.00284469,0.090741,0.0877993,0.0052969,0.00617083,0.0584319,0.0555869,False,0.248988528125,0.0555799,0.0584246,-0.00284469,False,0.105732,0.36215,0.325922,0.165835,0.106469,0.11403,0.172539,0.522875,0.278977,0.383018,0.365976,0.269524,0.321656,0.206689,0.14966,0.270444,0.180777,0.255566,0.301417,0.409498,0.12813,0.253332,0.1269,0.371258,0.146056,0.148371,0.460007,0.231184,0.123457,0.269043,0.0815159,0.359625,0.337599,0.337993,4.82379e-07,1.2,1.04498
84,train,10,0,True,True,0.0783174,0.0668923,0.0114251,0.111253,0.0994749,0.00015742,0.00193995,0.0783241,0.0668997,True,0.343722209375,0.0783174,0.0668923,0.0114251,True,0.460057,0.36972,0.432466,0.52793,0.470935,0.51121,0.53356,0.448583,0.218795,0.357123,0.489873,0.360305,0.460981,0.619718,0.193532,0.347556,0.395839,0.34323,0.46856,0.198825,0.350369,0.157369,0.180249,0.170386,0.29802,0.0981267,0.354282,0.494897,0.108629,0.176049,0.271289,0.130647,0.336243,0.336726,4.82255e-07,1.2,0.0183528
85,train,42,1,True,True,0.0474587,0.0469067,0.000552008,0.0787757,0.0748466,0.00905557,0.00992874,0.046911,0.0474561,True,0.21003337187500007,0.0474587,0.0469067,0.000552008,True,0.212831,0.207436,0.26523,0.224674,0.216633,0.159741,0.254752,0.315768,0.233752,0.337436,0.295399,0.2342,0.29092,0.287844,0.206267,0.348889,0.154485,0.0902649,0.262403,0.105304,0.127529,0.119367,0.140396,0.155353,0.15162,0.143162,0.469049,0.210417,0.114584,0.12314,0.114105,0.148117,0.339358,0.340176,4.82583e-07,1.2,1.04498
86,train,11,0,True,True,0.0881459,0.0725192,0.0156267,0.121381,0.105276,-0.00209729,0.000388743,0.0881522,0.0725263,True,0.44348415625,0.0881459,0.0725192,0.0156267,True,0.521068,0.418723,0.488581,0.608506,0.533692,0.598134,0.721021,0.598606,0.267423,0.266263,0.555128,0.59705,0.657362,0.770218,0.14393,0.172222,0.464333,0.403158,0.649156,0.453406,0.456862,0.111254,0.339422,0.100237,0.326429,0.397693,0.507431,0.737611,0.338074,0.271087,0.461679,0.255734,0.335886,0.336447,4.82225e-07,1.2,0.0179584
87,train,43,1,True,True,0.0538427,0.0669097,-0.013067,0.0994934,0.0860004,0.0049038,0.00672631,0.0669166,0.0538495,False,0.24969252812499998,0.0538427,0.0669097,-0.013067,False,0.11078,0.257738,0.13034,0.399908,0.111661,0.0985022,0.120511,0.383105,0.278906,0.408307,0.138539,0.148909,0.137423,0.529537,0.25829,0.517555,0.143549,0.369086,0.235624,0.770217,0.200593,0.08,0.238139,0.08,0.143238,0.278578,0.449947,0.490023,0.159567,0.0820354,0.158466,0.0810873,0.337522,0.338452,4.82309e-07,1.2,1.04498
88,train,12,0,True,True,0.0944252,0.0696659,0.0247593,0.127852,0.102333,-0.00170856,0.000716133,0.0944309,0.0696731,True,0.4657736531249999,0.0944252,0.0696659,0.0247593,True,0.685667,0.646988,0.616585,0.599858,0.697358,0.770218,0.770219,0.733999,0.492699,0.370903,0.44668,0.189541,0.232945,0.568543,0.280194,0.418,0.617329,0.181462,0.695972,0.132339,0.182555,0.410314,0.441598,0.393707,0.462864,0.0908699,0.435267,0.411455,0.645064,0.352551,0.77022,0.160793,0.335957,0.33653,4.82211e-07,1.2,0.0166406
89,train,44,1,True,True,0.0599427,0.0728166,-0.0128739,0.105583,0.0923051,0.00167007,0.00366895,0.0728234,0.05995,False,0.31183467499999995,0.0599427,0.0728166,-0.0128739,False,0.463514,0.106965,0.08,0.646135,0.474491,0.160539,0.263688,0.181275,0.188172,0.320324,0.08,0.0842096,0.08,0.770219,0.310503,0.631111,0.230354,0.299946,0.397671,0.523434,0.200391,0.34346,0.14899,0.507601,0.158065,0.282289,0.484314,0.456142,0.193306,0.335637,0.133814,0.44215,0.336668,0.337359,4.82277e-07,1.2,1.04498
90,train,13,0,True,True,0.0906868,0.06928,0.0214068,0.123999,0.101936,-0.00182655,0.000240783,0.0906928,0.0692877,True,0.4427583875000001,0.0906868,0.06928,0.0214068,True,0.599362,0.50374,0.580641,0.650401,0.614227,0.657414,0.66661,0.450742,0.417276,0.388318,0.578172,0.283159,0.0814724,0.184849,0.232374,0.468444,0.550714,0.477008,0.462373,0.512687,0.495342,0.217742,0.418747,0.300323,0.419554,0.413218,0.255757,0.770217,0.314162,0.19032,0.762551,0.250352,0.335956,0.336435,4.82219e-07,1.2,0.0165222
91,train,45,1,True,True,0.0470842,0.0452,0.00188421,0.0717396,0.067588,0.0113095,0.0122976,0.0451975,0.0470816,True,0.18530987499999999,0.0470842,0.0452,0.00188421,True,0.229949,0.132228,0.173526,0.267329,0.234241,0.142762,0.235887,0.215093,0.2032,0.28292,0.188759,0.161172,0.187485,0.346676,0.192004,0.333556,0.116324,0.115092,0.168953,0.166505,0.150847,0.102262,0.171589,0.122611,0.114217,0.156501,0.383811,0.237959,0.109293,0.0877959,0.108888,0.0904811,0.34137,0.343068,1.2,4.82578e-07,0.00768925
92,train,14,0,True,True,0.0877917,0.0741597,0.013632,0.121015,0.106966,-0.00275867,-0.000613732,0.087798,0.0741668,True,0.522920428125,0.0877917,0.0741597,0.013632,True,0.423736,0.592923,0.632225,0.63737,0.433574,0.534574,0.622723,0.770218,0.52722,0.407247,0.722167,0.12475,0.0864417,0.770219,0.507004,0.676222,0.546871,0.376162,0.770218,0.556386,0.705625,0.479979,0.728994,0.587968,0.432986,0.516842,0.69072,0.675988,0.230543,0.351081,0.309751,0.304726,0.33583,0.336284,4.82226e-07,1.2,0.0121266
93,train,46,1,True,True,0.0618096,0.0669781,-0.00516842,0.0995645,0.0942331,0.00225106,0.0035225,0.0669853,0.061817,False,0.30999147500000007,0.0618096,0.0669781,-0.00516842,False,0.099258,0.348219,0.354446,0.303381,0.0998092,0.105468,0.149702,0.504227,0.322005,0.494018,0.399146,0.124567,0.239571,0.3964,0.282868,0.548444,0.217045,0.223064,0.405573,0.444129,0.379582,0.21933,0.456061,0.330097,0.17975,0.30572,0.536109,0.527168,0.221567,0.205048,0.224904,0.273051,0.336734,0.337148,4.82309e-07,1.2,1.04498
94,train,15,0,True,True,0.0828755,0.0666054,0.0162701,0.115949,0.0991781,-0.00134493,0.00101299,0.0828819,0.0666128,True,0.48831809375,0.0828755,0.0666054,0.0162701,True,0.618181,0.572318,0.6045,0.673188,0.633585,0.596683,0.707517,0.770218,0.476466,0.538843,0.689927,0.285447,0.341166,0.770219,0.498408,0.749554,0.590287,0.244393,0.770219,0.298306,0.250263,0.299201,0.262357,0.345688,0.495225,0.36531,0.737473,0.378855,0.213742,0.22478,0.442526,0.181334,0.336042,0.336623,4.8224e-07,1.2,0.0171797
95,train,47,1,True,True,0.046929,0.0584155,-0.0114864,0.0907328,0.0777419,0.00730928,0.00931088,0.0584226,0.0469264,False,0.23632796875000003,0.046929,0.0584155,-0.0114864,False,0.162354,0.228891,0.0978166,0.426085,0.164711,0.184701,0.229135,0.34449,0.191433,0.332742,0.100718,0.120906,0.114233,0.565641,0.217028,0.496,0.143719,0.359109,0.235148,0.764388,0.16703,0.108215,0.188308,0.132355,0.129483,0.198074,0.419281,0.325674,0.0904285,0.109376,0.0897139,0.125308,0.338351,0.33981,4.82379e-07,1.2,1.04498
