cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,dp0,dn0,output_delta_net_0,dp1,dn1,output_delta_net_1,max_abs_output_delta_signal,max_output_delta_node
68,train,2,0,True,True,0.0690455,0.0621522,0.00689329,0.258275,0.247421,0.0852521,0.100746,0.0431834,0.0429614,True,0.40224437500000004,0.0690455,0.0621522,0.00689329,True,0.769845,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.00662597,0.0050516,3.36617e-08,1.19999,1.2,0.000944102,0.00160152,-0.000657421,0.00160152,0.000944102,0.000657421,0.000657421,0.00160152
69,train,10,1,True,True,0.0620675,0.0647373,-0.0026698,0.247702,0.243509,0.088486,0.102924,0.0422912,0.0430429,False,0.433850625,0.0620675,0.0647373,-0.0026698,False,0.570861,0.286918,0.151123,0.745713,0.587416,0.423773,0.323946,0.381055,0.00621677,0.00489039,1.19999,3.36687e-08,1.2,0.000801242,0.000944475,-0.000143233,0.000944475,0.000801242,0.000143233,0.000143233,0.000944475
70,train,3,0,True,True,0.0672161,0.0630601,0.004156,0.254713,0.248171,0.0884494,0.102174,0.0428934,0.0432482,True,0.5017733750000001,0.0672161,0.0630601,0.004156,True,0.432994,0.769846,0.642077,0.551152,0.555077,0.08,0.410254,0.572787,0.0062211,0.00494467,1.19999,3.36586e-08,1.2,1.04435,0.000401055,1.04395,0.000401055,1.04435,-1.04395,1.04395,1.04435
71,train,11,1,True,True,0.0588921,0.0700456,-0.0111535,0.257359,0.239843,0.0863354,0.0950804,0.0434622,0.0419312,False,0.41236612500000003,0.0588921,0.0700456,-0.0111535,False,0.248555,0.648563,0.26177,0.516055,0.769845,0.300008,0.152067,0.402066,0.00648264,0.00552786,3.36483e-08,1.19999,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
72,train,4,0,True,True,0.0699208,0.0642524,0.00566843,0.26245,0.253505,0.0829511,0.0958841,0.0436777,0.0435762,True,0.6073778750000001,0.0699208,0.0642524,0.00566843,True,0.608103,0.769845,0.769846,0.645065,0.08,0.769846,0.446472,0.769846,0.00695412,0.00545466,3.36382e-08,1.19999,1.2,0.000944102,0.00160152,-0.000657421,0.00160152,0.000944102,0.000657421,0.000657421,0.00160152
73,train,12,1,True,True,0.0594238,0.0622654,-0.00284162,0.239142,0.234694,0.079626,0.092802,0.0413165,0.0420271,False,0.2552052,0.0594238,0.0622654,-0.00284162,False,0.378788,0.261629,0.298443,0.334778,0.105769,0.343042,0.0995206,0.219672,0.00749562,0.00574703,1.19999,3.37242e-08,1.2,0.000801242,0.000944475,-0.000143234,0.000944475,0.000801242,0.000143234,0.000143234,0.000944475
74,train,5,0,True,True,0.0689978,0.0627895,0.00620825,0.258786,0.249005,0.0824593,0.0951847,0.0433574,0.0430683,True,0.545476,0.0689978,0.0627895,0.00620825,True,0.769846,0.769842,0.608496,0.769846,0.409298,0.234623,0.168272,0.633585,0.00702884,0.00551825,1.19999,3.36675e-08,1.2,1.04435,0.000401055,1.04395,0.000401055,1.04435,-1.04395,1.04395,1.04435
75,train,13,1,True,True,0.0595657,0.0690521,-0.00948645,0.255691,0.240789,0.0788212,0.0863826,0.0430789,0.0419472,False,0.339744875,0.0595657,0.0690521,-0.00948645,False,0.123025,0.60824,0.471227,0.161069,0.263738,0.119865,0.661443,0.309352,0.0076408,0.00647654,3.36669e-08,1.19999,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
76,train,6,0,True,True,0.0720673,0.0637193,0.00834807,0.267117,0.253935,0.0780812,0.0903867,0.0443004,0.0435518,True,0.5985944999999999,0.0720673,0.0637193,0.00834807,True,0.541098,0.769844,0.769842,0.700954,0.34338,0.769844,0.123952,0.769842,0.00777982,0.00600027,3.3611e-08,1.19999,1.2,0.000944102,0.00160152,-0.000657421,0.00160152,0.000944102,0.000657421,0.000657421,0.00160152
77,train,14,1,True,True,0.0633982,0.0654169,-0.00201872,0.25062,0.247445,0.070071,0.0819807,0.0417739,0.0428095,False,0.317506575,0.0633982,0.0654169,-0.00201872,False,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.769845,0.26136,0.00975153,0.00710324,1.19999,3.36807e-08,1.2,0.000801242,0.000944475,-0.000143234,0.000944475,0.000801242,0.000143234,0.000143234,0.000944475
78,train,7,0,True,True,0.07022,0.0626805,0.00753948,0.261633,0.249749,0.0778077,0.0892175,0.0437618,0.0431319,True,0.472466125,0.07022,0.0626805,0.00753948,True,0.699473,0.769843,0.606274,0.719964,0.405065,0.148888,0.112166,0.318056,0.0078326,0.00613152,1.19999,3.36643e-08,1.2,1.04435,0.000401055,1.04395,0.000401055,1.04435,-1.04395,1.04395,1.04435
79,train,15,1,True,True,0.0604476,0.0696366,-0.009189,0.257988,0.243537,0.069213,0.076389,0.0428136,0.0418305,False,0.258585,0.0604476,0.0696366,-0.009189,False,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658742,0.138664,0.010034,0.00811964,3.36805e-08,1.19999,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
80,train,0,0,True,True,0.0740317,0.0617881,0.0122436,0.269836,0.250521,0.0729352,0.0846798,0.0446798,0.0430585,True,0.41148750000000006,0.0740317,0.0617881,0.0122436,True,0.676265,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.00892753,0.00670445,3.35955e-08,1.19999,1.2,0.000944102,0.00160152,-0.000657421,0.00160152,0.000944102,0.000657421,0.000657421,0.00160152
81,train,8,1,True,True,0.0656238,0.063989,0.0016348,0.249107,0.25168,0.0693607,0.079109,0.0418855,0.0434878,True,0.24862142500000003,0.0656238,0.063989,0.0016348,True,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.00998401,0.00758818,1.19999,3.36471e-08,1.2,0.000801242,0.000944475,-0.000143233,0.000944475,0.000801242,0.000143233,0.000143233,0.000944475
82,train,1,0,True,True,0.0728271,0.0605622,0.0122649,0.265698,0.246382,0.074167,0.0853262,0.0443813,0.0427551,True,0.406035125,0.0728271,0.0605622,0.0122649,True,0.739104,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.00861944,0.00661595,3.36076e-08,1.19999,1.2,0.000944475,0.000801242,0.000143233,0.000801242,0.000944475,-0.000143233,0.000143233,0.000944475
83,train,9,1,True,True,0.0517178,0.0687521,-0.0170343,0.246492,0.219969,0.0660222,0.0767742,0.0421592,0.0396434,False,0.21884825,0.0517178,0.0687521,-0.0170343,False,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.0112815,0.00803944,3.37165e-08,1.2,1.2,0.000401055,1.04435,-1.04395,1.04435,0.000401055,1.04395,1.04395,1.04435
84,train,2,0,True,True,0.0709102,0.0614135,0.00949668,0.262017,0.247061,0.0735117,0.0861881,0.0438666,0.0430325,True,0.40224437500000004,0.0709102,0.0614135,0.00949668,True,0.769845,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.00878031,0.00650174,3.36297e-08,1.19999,1.2,0.000944102,0.00160152,-0.000657421,0.00160152,0.000944102,0.000657421,0.000657421,0.00160152
85,train,10,1,True,True,0.0605715,0.0667176,-0.00614613,0.251089,0.241436,0.0766175,0.0887242,0.0429567,0.0429848,False,0.433850625,0.0605715,0.0667176,-0.00614613,False,0.570861,0.286918,0.151123,0.745713,0.587416,0.423773,0.323946,0.381055,0.00807186,0.00618873,3.36731e-08,1.19999,1.2,0.000401055,1.04435,-1.04395,1.04435,0.000401055,1.04395,1.04395,1.04435
86,train,3,0,True,True,0.0674363,0.0671717,0.000264507,0.259087,0.258669,0.0731191,0.0861073,0.0433206,0.0444741,True,0.5017733750000001,0.0674363,0.0671717,0.000264507,True,0.432994,0.769846,0.642077,0.551152,0.555077,0.08,0.410254,0.572787,0.00887998,0.00651227,1.19999,3.36038e-08,1.2,1.04435,0.000801629,1.04355,0.000801629,1.04435,-1.04355,1.04355,1.04435
87,train,11,1,True,True,0.0627982,0.0701117,-0.00731344,0.261488,0.24996,0.0699908,0.0796688,0.0437722,0.0431939,False,0.41236612500000003,0.0627982,0.0701117,-0.00731344,False,0.248555,0.648563,0.26177,0.516055,0.769845,0.300008,0.152067,0.402066,0.00977716,0.00748806,1.19999,3.36612e-08,1.2,0.00160152,0.000944102,0.000657421,0.000944102,0.00160152,-0.000657421,0.000657421,0.00160152
88,train,4,0,True,True,0.071521,0.0639513,0.00756962,0.266031,0.254079,0.0728027,0.0820372,0.0443726,0.0436899,True,0.6073778750000001,0.071521,0.0639513,0.00756962,True,0.608103,0.769845,0.769846,0.645065,0.08,0.769846,0.446472,0.769846,0.00896216,0.00709437,3.3608e-08,1.19999,1.2,0.000944475,0.000801242,0.000143233,0.000801242,0.000944475,-0.000143233,0.000143233,0.000944475
89,train,12,1,True,True,0.0588642,0.062982,-0.00411776,0.240357,0.233912,0.0690361,0.0793322,0.0417059,0.0421356,False,0.2552052,0.0588642,0.062982,-0.00411776,False,0.378788,0.261629,0.298443,0.334778,0.105769,0.343042,0.0995206,0.219672,0.0100946,0.00754792,3.37438e-08,1.19999,1.2,0.000401055,1.04435,-1.04395,1.04435,0.000401055,1.04395,1.04395,1.04435
90,train,5,0,True,True,0.0698341,0.0647276,0.00510642,0.262698,0.254637,0.0682198,0.0810535,0.0438456,0.0438769,True,0.545476,0.0698341,0.0647276,0.00510642,True,0.769846,0.769842,0.608496,0.769846,0.409298,0.234623,0.168272,0.633585,0.010386,0.00725233,3.36306e-08,1.19999,1.2,0.000944102,0.00160152,-0.000657421,0.00160152,0.000944102,0.000657421,0.000657421,0.00160152
91,train,13,1,True,True,0.0632345,0.0644296,-0.00119518,0.248033,0.246155,0.0664985,0.0780871,0.042123,0.0431938,False,0.339744875,0.0632345,0.0644296,-0.00119518,False,0.123025,0.60824,0.471227,0.161069,0.263738,0.119865,0.661443,0.309352,0.0110718,0.00777869,1.19999,3.36612e-08,1.2,0.000801242,0.000944475,-0.000143233,0.000944475,0.000801242,0.000143233,0.000143233,0.000944475
92,train,6,0,True,True,0.0686905,0.0636097,0.00508085,0.258836,0.250828,0.101984,0.115265,0.0462514,0.0463505,True,0.5985944999999999,0.0686905,0.0636097,0.00508085,True,0.541098,0.769844,0.769842,0.700954,0.34338,0.769844,0.123952,0.769842,0.00495866,0.00414572,1.19999,3.35359e-08,1.2,1.04435,0.000401055,1.04395,0.000401055,1.04435,-1.04395,1.04395,1.04435
93,train,14,1,True,True,0.0598974,0.0684239,-0.00852646,0.254526,0.241132,0.0859943,0.0979879,0.0448236,0.0449394,False,0.317506575,0.0598974,0.0684239,-0.00852646,False,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.769845,0.26136,0.00652705,0.00527229,1.19999,3.35854e-08,1.2,0.00160152,0.000944102,0.000657421,0.000944102,0.00160152,-0.000657421,0.000657421,0.00160152
94,train,7,0,True,True,0.0722136,0.0611734,0.0110403,0.26488,0.247486,0.0701398,0.0783415,0.0445121,0.0429577,True,0.472466125,0.0722136,0.0611734,0.0110403,True,0.699473,0.769843,0.606274,0.719964,0.405065,0.148888,0.112166,0.318056,0.00972968,0.00773029,3.36022e-08,1.19999,1.2,0.000944475,0.000801242,0.000143233,0.000801242,0.000944475,-0.000143233,0.000143233,0.000944475
95,train,15,1,True,True,0.0590199,0.0668905,-0.00787058,0.249962,0.237617,0.0622391,0.0718168,0.0419949,0.0418269,False,0.258585,0.0590199,0.0668905,-0.00787058,False,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658742,0.138664,0.013394,0.00922974,3.37261e-08,1.19999,1.2,0.000401055,1.04435,-1.04395,1.04435,0.000401055,1.04395,1.04395,1.04435
96,train,0,0,True,True,0.070858,0.0617916,0.0090664,0.262276,0.247992,0.0678046,0.0798232,0.0440599,0.0432377,True,0.41148750000000006,0.070858,0.0617916,0.0090664,True,0.676265,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.010542,0.00746096,3.36212e-08,1.19999,1.2,0.000944102,0.00160152,-0.000657421,0.00160152,0.000944102,0.000657421,0.000657421,0.00160152
97,train,8,1,True,True,0.0638661,0.0623966,0.0014695,0.243559,0.245866,0.0912069,0.104345,0.0437681,0.0461078,True,0.24862142500000003,0.0638661,0.0623966,0.0014695,True,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.00591168,0.0047908,1.19999,3.35438e-08,1.2,0.000801242,0.00094447,-0.000143228,0.00094447,0.000801242,0.000143228,0.000143228,0.00094447
98,train,1,0,True,True,0.0697152,0.0606953,0.00901994,0.258428,0.244239,0.0704941,0.0804433,0.0438209,0.0428803,True,0.406035125,0.0697152,0.0606953,0.00901994,True,0.739104,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.00961889,0.0073542,3.36318e-08,1.19999,1.2,0.000944475,0.000801242,0.000143233,0.000801242,0.000944475,-0.000143233,0.000143233,0.000944475
99,train,9,1,True,True,0.0546279,0.0636646,-0.00903677,0.237771,0.223677,0.0624873,0.0717716,0.0410372,0.0403297,False,0.21884825,0.0546279,0.0636646,-0.00903677,False,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.0132234,0.00924246,3.37881e-08,1.2,1.2,0.000401055,1.04435,-1.04395,1.04435,0.000401055,1.04395,1.04395,1.04435
100,train,2,0,True,True,0.0677628,0.0619723,0.00579049,0.254993,0.245883,0.0705619,0.0813487,0.0433452,0.0431833,True,0.40224437500000004,0.0677628,0.0619723,0.00579049,True,0.769845,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.00959804,0.00720413,3.36538e-08,1.19999,1.2,0.000944102,0.00160152,-0.000657421,0.00160152,0.000944102,0.000657421,0.000657421,0.00160152
101,train,10,1,True,True,0.0617155,0.063498,-0.00178254,0.244325,0.241528,0.0733957,0.0836523,0.0424403,0.0432478,False,0.433850625,0.0617155,0.063498,-0.00178254,False,0.570861,0.286918,0.151123,0.745713,0.587416,0.423773,0.323946,0.381055,0.00880949,0.00685048,1.19999,3.36586e-08,1.2,0.000801242,0.000944475,-0.000143233,0.000944475,0.000801242,0.000143233,0.000143233,0.000944475
102,train,3,0,True,True,0.0661275,0.062765,0.00336251,0.25177,0.246481,0.104942,0.114158,0.0458645,0.0458235,True,0.5017733750000001,0.0661275,0.062765,0.00336251,True,0.432994,0.769846,0.642077,0.551152,0.555077,0.08,0.410254,0.572787,0.00475023,0.00420291,1.19999,3.35533e-08,1.2,1.04435,0.000401055,1.04395,0.000401055,1.04435,-1.04395,1.04395,1.04435
103,train,11,1,True,True,0.0575944,0.0696144,-0.0120201,0.254975,0.236126,0.0709535,0.0777537,0.0436951,0.0420133,False,0.41236612500000003,0.0575944,0.0696144,-0.0120201,False,0.248555,0.648563,0.26177,0.516055,0.769845,0.300008,0.152067,0.402066,0.00947953,0.00784312,3.36374e-08,1.19999,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
104,train,4,0,True,True,0.0687459,0.0642303,0.00451565,0.259567,0.252446,0.0697028,0.0786116,0.0438305,0.0438406,True,0.6073778750000001,0.0687459,0.0642303,0.00451565,True,0.608103,0.769845,0.769846,0.645065,0.08,0.769846,0.446472,0.769846,0.00987045,0.00767961,3.36313e-08,1.19999,1.2,0.000944102,0.00160152,-0.000657421,0.00160152,0.000944102,0.000657421,0.000657421,0.00160152
105,train,12,1,True,True,0.0599486,0.0603452,-0.000396619,0.234905,0.234284,0.0656302,0.0747582,0.0412853,0.0424313,False,0.2552052,0.0599486,0.0603452,-0.000396619,False,0.378788,0.261629,0.298443,0.334778,0.105769,0.343042,0.0995206,0.219672,0.0114615,0.00847986,1.19999,3.3701e-08,1.2,0.000801242,0.000944475,-0.000143234,0.000944475,0.000801242,0.000143234,0.000143234,0.000944475
106,train,5,0,True,True,0.0682592,0.062017,0.00624226,0.25624,0.246416,0.0689954,0.0776673,0.0436848,0.0431438,True,0.545476,0.0682592,0.062017,0.00624226,True,0.769846,0.769842,0.608496,0.769846,0.409298,0.234623,0.168272,0.633585,0.0101087,0.00786003,1.19999,3.36637e-08,1.2,1.04435,0.000401055,1.04395,0.000401055,1.04435,-1.04395,1.04395,1.04435
107,train,13,1,True,True,0.059028,0.0681348,-0.00910683,0.252951,0.238658,0.0649888,0.0702148,0.0432969,0.0421541,False,0.339744875,0.059028,0.0681348,-0.00910683,False,0.123025,0.60824,0.471227,0.161069,0.263738,0.119865,0.661443,0.309352,0.0117721,0.00970597,3.36562e-08,1.19999,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
108,train,6,0,True,True,0.071392,0.0630117,0.00838034,0.264785,0.251565,0.0656009,0.0746398,0.0445916,0.0437098,True,0.5985944999999999,0.071392,0.0630117,0.00838034,True,0.541098,0.769844,0.769842,0.700954,0.34338,0.769844,0.123952,0.769842,0.0114753,0.00850741,3.3599e-08,1.19999,1.2,0.000944102,0.00160152,-0.000657421,0.00160152,0.000944102,0.000657421,0.000657421,0.00160152
109,train,14,1,True,True,0.0629899,0.0644413,-0.00145144,0.247836,0.245555,0.0809859,0.0937971,0.0436601,0.0459495,False,0.317506575,0.0629899,0.0644413,-0.00145144,False,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.769845,0.26136,0.00726346,0.0056491,1.19999,3.3549e-08,1.2,0.000801242,0.000944473,-0.000143231,0.000944473,0.000801242,0.000143231,0.000143231,0.000944473
110,train,7,0,True,True,0.0695933,0.0619224,0.00767088,0.259368,0.247289,0.0655474,0.0734106,0.0441046,0.0432368,True,0.472466125,0.0695933,0.0619224,0.00767088,True,0.699473,0.769843,0.606274,0.719964,0.405065,0.148888,0.112166,0.318056,0.0115005,0.00880573,3.36193e-08,1.19999,1.2,0.000944475,0.000801242,0.000143233,0.000801242,0.000944475,-0.000143233,0.000143233,0.000944475
111,train,15,1,True,True,0.0617652,0.0632335,-0.00146832,0.24372,0.241416,0.0585379,0.0663748,0.0412042,0.0425274,False,0.258585,0.0617652,0.0632335,-0.00146832,False,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658742,0.138664,0.0170324,0.0111253,1.2,3.36958e-08,1.2,0.000801242,0.000944475,-0.000143233,0.000944475,0.000801242,0.000143233,0.000143233,0.000944475
112,train,0,0,True,True,0.069051,0.059999,0.009052,0.25613,0.241905,0.0679392,0.0762714,0.0437511,0.0427834,True,0.41148750000000006,0.069051,0.059999,0.009052,True,0.676265,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.0104908,0.00814447,3.36349e-08,1.19999,1.2,0.000944475,0.000801242,0.000143233,0.000801242,0.000944475,-0.000143233,0.000143233,0.000944475
113,train,8,1,True,True,0.0618109,0.0613175,0.000493399,0.239018,0.239791,0.0912189,0.101074,0.0436109,0.0454231,True,0.24862142500000003,0.0618109,0.0613175,0.000493399,True,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.0059104,0.00502659,1.19999,3.35674e-08,1.2,0.000801242,0.000944474,-0.000143233,0.000944474,0.000801242,0.000143233,0.000143233,0.000944474
114,train,1,0,True,True,0.0678242,0.0589304,0.00889381,0.252109,0.238154,0.0706564,0.0791019,0.0433559,0.0424973,True,0.406035125,0.0678242,0.0589304,0.00889381,True,0.739104,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.00956911,0.00758946,3.36533e-08,1.19999,1.2,0.000944475,0.000801242,0.000143233,0.000801242,0.000944475,-0.000143233,0.000143233,0.000944475
115,train,9,1,True,True,0.0531123,0.0617205,-0.00860819,0.231578,0.218184,0.0627779,0.070346,0.040644,0.0398703,False,0.21884825,0.0531123,0.0617205,-0.00860819,False,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.0130308,0.00966486,3.38168e-08,1.2,1.2,0.000401055,1.04435,-1.04395,1.04435,0.000401055,1.04395,1.04395,1.04435
116,train,2,0,True,True,0.0658717,0.0603681,0.00550362,0.24884,0.240202,0.0707468,0.0804885,0.0428678,0.0428433,True,0.40224437500000004,0.0658717,0.0603681,0.00550362,True,0.769845,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.00954165,0.00734655,3.36777e-08,1.19999,1.2,0.000944102,0.00160152,-0.000657421,0.00160152,0.000944102,0.000657421,0.000657421,0.00160152
117,train,10,1,True,True,0.0606986,0.0617252,-0.00102659,0.239008,0.237401,0.0732962,0.082512,0.0419881,0.0430594,False,0.433850625,0.0606986,0.0617252,-0.00102659,False,0.570861,0.286918,0.151123,0.745713,0.587416,0.423773,0.323946,0.381055,0.0088347,0.00702075,1.19999,3.36679e-08,1.2,0.000801242,0.000944475,-0.000143233,0.000944475,0.000801242,0.000143233,0.000143233,0.000944475
118,train,3,0,True,True,0.0642823,0.0613086,0.00297372,0.245869,0.241203,0.0750023,0.0821741,0.0427824,0.0430294,True,0.5017733750000001,0.0642823,0.0613086,0.00297372,True,0.432994,0.769846,0.642077,0.551152,0.555077,0.08,0.410254,0.572787,0.0084237,0.00707298,1.19999,3.36694e-08,1.2,1.04435,0.000401055,1.04395,0.000401055,1.04435,-1.04395,1.04395,1.04435
119,train,11,1,True,True,0.0566048,0.0679063,-0.0113015,0.249894,0.232202,0.0708886,0.0765151,0.0432707,0.0417944,False,0.41236612500000003,0.0566048,0.0679063,-0.0113015,False,0.248555,0.648563,0.26177,0.516055,0.769845,0.300008,0.152067,0.402066,0.00949894,0.0080932,3.36575e-08,1.19999,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
120,train,4,0,True,True,0.0671276,0.0627009,0.0044267,0.254153,0.247187,0.0697969,0.0778824,0.04339,0.0435307,True,0.6073780000000001,0.0671276,0.0627009,0.0044267,True,0.608103,0.769846,0.769846,0.645065,0.08,0.769846,0.446472,0.769846,0.00983975,0.00781812,3.36517e-08,1.19999,1.2,0.000944102,0.00160152,-0.000657421,0.00160152,0.000944102,0.000657421,0.000657421,0.00160152
121,train,12,1,True,True,0.0583576,0.0595262,-0.0011686,0.231409,0.229585,0.0650919,0.0736461,0.0409773,0.0421297,False,0.2552052,0.0583576,0.0595262,-0.0011686,False,0.378788,0.261629,0.298443,0.334778,0.105769,0.343042,0.0995206,0.219672,0.0117207,0.00874678,1.2,3.37182e-08,1.2,0.000801242,0.000944475,-0.000143234,0.000944475,0.000801242,0.000143234,0.000143234,0.000944475
122,train,5,0,True,True,0.0665192,0.061034,0.00548517,0.251061,0.242444,0.102209,0.107223,0.0463297,0.0450649,True,0.545476,0.0665192,0.061034,0.00548517,True,0.769846,0.769842,0.608496,0.769846,0.409298,0.234623,0.168272,0.633585,0.00494211,0.00460149,3.35365e-08,1.19999,1.2,0.000944102,0.000801242,0.000142861,0.000801242,0.000944102,-0.000142861,0.000142861,0.000944102
123,train,13,1,True,True,0.0588639,0.061861,-0.00299703,0.23762,0.232932,0.0669642,0.0741899,0.041676,0.0421181,False,0.339744875,0.0588639,0.061861,-0.00299703,False,0.123025,0.60824,0.471227,0.161069,0.263738,0.119865,0.661443,0.309352,0.0108756,0.00861394,3.37456e-08,1.19999,1.2,0.000401055,1.04435,-1.04395,1.04435,0.000401055,1.04395,1.04395,1.04435
124,train,6,0,True,True,0.0642397,0.0635528,0.000686854,0.247857,0.246777,0.0691007,0.0785761,0.0428055,0.0437285,True,0.5985944999999999,0.0642397,0.0635528,0.000686854,True,0.541098,0.769844,0.769842,0.700954,0.34338,0.769844,0.123952,0.769842,0.0100724,0.00768624,1.19999,3.36359e-08,1.2,1.04435,0.000801629,1.04355,0.000801629,1.04435,-1.04355,1.04355,1.04435
125,train,14,1,True,True,0.0610483,0.0638257,-0.00277736,0.244504,0.240148,0.0597982,0.0648705,0.0418076,0.0423641,False,0.317506575,0.0610483,0.0638257,-0.00277736,False,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.769845,0.26136,0.0154816,0.0118316,1.19999,3.37048e-08,1.2,0.00160152,0.000944102,0.000657421,0.000944102,0.00160152,-0.000657421,0.000657421,0.00160152
126,train,7,0,True,True,0.0683491,0.0609513,0.00739779,0.255404,0.243772,0.0989721,0.103497,0.0467614,0.0452281,True,0.472466125,0.0683491,0.0609513,0.00739779,True,0.699473,0.769843,0.606274,0.719964,0.405065,0.148888,0.112166,0.318056,0.00519126,0.00484973,3.3523e-08,1.19999,1.2,0.000944102,0.000801242,0.000142861,0.000801242,0.000944102,-0.000142861,0.000142861,0.000944102
127,train,15,1,True,True,0.0600808,0.0624181,-0.00233736,0.240138,0.236477,0.0586259,0.0653216,0.0409809,0.0420981,False,0.258585,0.0600808,0.0624181,-0.00233736,False,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658742,0.138664,0.016907,0.0116084,1.2,3.372e-08,1.2,0.000801242,0.000944475,-0.000143234,0.000944475,0.000801242,0.000143234,0.000143234,0.000944475
128,train,0,0,True,True,0.0678823,0.0587533,0.00912905,0.252067,0.237745,0.068321,0.0752708,0.0435575,0.0424532,True,0.41148750000000006,0.0678823,0.0587533,0.00912905,True,0.676265,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.0103488,0.00836284,3.36438e-08,1.19999,1.2,0.000944475,0.000801242,0.000143233,0.000801242,0.000944475,-0.000143233,0.000143233,0.000944475
129,train,8,1,True,True,0.0603893,0.0606973,-0.000307932,0.236181,0.2357,0.0645521,0.0708291,0.0412629,0.042398,False,0.24862142500000003,0.0603893,0.0606973,-0.000307932,False,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.0119959,0.0095168,1.19999,3.37029e-08,1.2,0.000801242,0.000944475,-0.000143233,0.000944475,0.000801242,0.000143233,0.000143233,0.000944475
130,train,1,0,True,True,0.0666726,0.0576994,0.0089732,0.2481,0.234044,0.0709237,0.0780268,0.0431752,0.0421581,True,0.406035125,0.0666726,0.0576994,0.0089732,True,0.739104,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.0094884,0.00779023,3.36621e-08,1.19999,1.2,0.000944475,0.000801242,0.000143233,0.000801242,0.000944475,-0.000143233,0.000143233,0.000944475
131,train,9,1,True,True,0.052268,0.0598843,-0.00761631,0.226333,0.214501,0.0627711,0.0688949,0.0402896,0.0395208,False,0.21884825,0.052268,0.0598843,-0.00761631,False,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.0130352,0.0101436,3.38445e-08,1.2,1.2,0.000401055,1.04435,-1.04395,1.04435,0.000401055,1.04395,1.04395,1.04435
132,train,2,0,True,True,0.0647178,0.0592316,0.00548619,0.244931,0.236334,0.0710661,0.0795935,0.0426778,0.0425437,True,0.40224437500000004,0.0647178,0.0592316,0.00548619,True,0.769845,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.00944606,0.00750136,3.36876e-08,1.19999,1.2,0.000944102,0.00160152,-0.000657421,0.00160152,0.000944102,0.000657421,0.000657421,0.00160152
133,train,10,1,True,True,0.0600745,0.0604085,-0.000333989,0.235177,0.234655,0.0733783,0.0813801,0.0417502,0.0428837,False,0.433850625,0.0600745,0.0604085,-0.000333989,False,0.570861,0.286918,0.151123,0.745713,0.587416,0.423773,0.323946,0.381055,0.00881387,0.00719904,1.19999,3.36768e-08,1.2,0.000801242,0.000944475,-0.000143233,0.000944475,0.000801242,0.000143233,0.000143233,0.000944475
