cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,lose0,lose1,lead01,lead10,bwd_signal,max_abs_output_delta_signal,max_output_delta_node,max_abs_hidden_delta_signal,max_hidden_delta_node,max_abs_hidden_delta_update_signal,max_hidden_delta_update_node,max_abs_hidden_delta_gate_signal,max_hidden_delta_gate_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
71,final_eval,7,0,False,False,0.0870458,0.0853087,0.00173711,0.120244,0.118452,0.00487787,0.00650822,0.0870517,0.0853144,True,0.43275425,0.0870458,0.0853087,0.00173711,True,0.341263,0.434023,0.518626,0.437105,0.336129,0.336568,1.13986,1.13975,,,,,,,,,,,,,,,
72,final_eval,8,0,False,False,0.0928224,0.0804027,0.0124197,0.126196,0.113393,0.00392366,0.00656348,0.0928281,0.0804086,True,0.58055225,0.0928224,0.0804027,0.0124197,True,0.532436,0.498079,0.650461,0.641233,0.336002,0.336741,1.13973,1.13985,,,,,,,,,,,,,,,
73,final_eval,9,0,False,False,0.0893249,0.0805243,0.00880061,0.12259,0.113518,0.00405632,0.00653836,0.0893307,0.0805302,True,0.63268375,0.0893249,0.0805243,0.00880061,True,0.483452,0.71122,0.770219,0.565844,0.336049,0.336753,1.13982,1.13981,,,,,,,,,,,,,,,
74,final_eval,10,0,False,False,0.0925281,0.0824617,0.0100664,0.125893,0.115517,0.00407896,0.00667837,0.0925338,0.0824676,True,0.43758925,0.0925281,0.0824617,0.0100664,True,0.4312,0.376196,0.445481,0.49748,0.335925,0.336649,1.13975,1.13979,,,,,,,,,,,,,,,
75,final_eval,11,0,False,False,0.0950937,0.079173,0.0159207,0.128536,0.112124,0.00389358,0.00663387,0.0950992,0.0791789,True,0.58109,0.0950937,0.079173,0.0159207,True,0.668545,0.46683,0.481908,0.707077,0.335996,0.336769,1.13975,1.13984,,,,,,,,,,,,,,,
76,final_eval,12,0,False,False,0.0916123,0.0770821,0.0145302,0.124946,0.109963,0.00400612,0.00667463,0.0916179,0.0770878,True,0.71811975,0.0916123,0.0770821,0.0145302,True,0.72051,0.728817,0.652934,0.770218,0.336096,0.336876,1.13981,1.13984,,,,,,,,,,,,,,,
77,final_eval,13,0,False,False,0.0935562,0.0821813,0.0113749,0.126952,0.115228,0.0039058,0.00651947,0.0935618,0.0821871,True,0.5017512500000001,0.0935562,0.0821813,0.0113749,True,0.503241,0.525332,0.48996,0.488472,0.335948,0.336667,1.13976,1.13976,,,,,,,,,,,,,,,
78,final_eval,14,0,False,False,0.091495,0.0769247,0.0145703,0.124823,0.109797,0.00400647,0.00667288,0.0915005,0.0769303,True,0.74278975,0.091495,0.0769247,0.0145703,True,0.770219,0.660504,0.770217,0.770219,0.336103,0.336885,1.1398,1.13986,,,,,,,,,,,,,,,
79,final_eval,15,0,False,False,0.0945977,0.0790436,0.015554,0.128025,0.111991,0.00390638,0.00662596,0.0946032,0.0790496,True,0.6019215,0.0945977,0.0790436,0.015554,True,0.684605,0.467712,0.570865,0.684504,0.336012,0.336782,1.13975,1.13979,,,,,,,,,,,,,,,
80,final_eval,16,1,False,False,0.0980115,0.0847127,0.0132987,0.117838,0.13154,0.00842242,0.00842411,0.0847184,0.0980164,True,0.2865836,0.0980115,0.0847127,0.0132987,True,0.0999604,0.412792,0.449507,0.184075,0.337069,0.336935,1.13988,1.13959,,,,,,,,,,,,,,,
81,final_eval,17,1,False,False,0.0943487,0.0793695,0.0149792,0.112327,0.127766,0.00781613,0.00770125,0.0793754,0.0943539,True,0.426979525,0.0943487,0.0793695,0.0149792,True,0.0912421,0.667252,0.734518,0.214906,0.337133,0.336921,1.13986,1.13981,,,,,,,,,,,,,,,
82,final_eval,18,1,False,False,0.0982377,0.0840183,0.0142194,0.117122,0.131773,0.00737777,0.00731143,0.084024,0.0982427,True,0.30445275,0.0982377,0.0840183,0.0142194,True,0.08,0.474305,0.468278,0.195228,0.336956,0.33678,1.13976,1.13973,,,,,,,,,,,,,,,
83,final_eval,19,1,False,False,0.0843272,0.0780377,0.00628945,0.110958,0.11744,0.010516,0.0108299,0.0780436,0.0843327,True,0.2167635,0.0843272,0.0780377,0.00628945,True,0.175672,0.226022,0.238658,0.226702,0.337864,0.337904,1.13987,1.13992,,,,,,,,,,,,,,,
84,final_eval,20,1,False,False,0.0821119,0.0879565,-0.00584462,0.121182,0.115156,0.00810522,0.0098182,0.0879621,0.0821175,False,0.26045225,0.0821119,0.0879565,-0.00584462,False,0.299048,0.163159,0.184964,0.394638,0.336807,0.337514,1.1397,1.13982,,,,,,,,,,,,,,,
85,final_eval,21,1,False,False,0.104837,0.0872584,0.0175784,0.120459,0.13857,0.00821173,0.00791324,0.087264,0.104842,True,0.31174452500000005,0.104837,0.0872584,0.0175784,True,0.0914141,0.50706,0.535796,0.112708,0.337027,0.336769,1.1398,1.13954,,,,,,,,,,,,,,,
86,final_eval,22,1,False,False,0.0847776,0.0825504,0.00222711,0.11561,0.117904,0.00986483,0.0104417,0.0825562,0.0847831,True,0.22886525000000002,0.0847776,0.0825504,0.00222711,True,0.173149,0.240816,0.156831,0.344665,0.337484,0.337691,1.13985,1.13993,,,,,,,,,,,,,,,
87,final_eval,23,1,False,False,0.0848926,0.0838931,0.000999503,0.116994,0.118023,0.00927543,0.0102504,0.0838987,0.0848981,True,0.23050825000000003,0.0848926,0.0838931,0.000999503,True,0.264519,0.145354,0.235699,0.276461,0.337222,0.337623,1.13979,1.1398,,,,,,,,,,,,,,,
88,final_eval,24,1,False,False,0.102221,0.0840123,0.0182085,0.117112,0.135875,0.00890528,0.00857734,0.0840179,0.102226,True,0.37532475000000004,0.102221,0.0840123,0.0182085,True,0.101968,0.636781,0.649199,0.113351,0.33723,0.33694,1.1398,1.1396,,,,,,,,,,,,,,,
89,final_eval,25,1,False,False,0.106119,0.0952424,0.0108766,0.128688,0.139891,0.00680699,0.00741935,0.0952477,0.106124,True,0.22686699999999999,0.106119,0.0952424,0.0108766,True,0.100075,0.331969,0.395424,0.08,0.336614,0.33675,1.13967,1.13971,,,,,,,,,,,,,,,
90,final_eval,26,1,False,False,0.102915,0.0856694,0.0172458,0.118822,0.136591,0.00788761,0.00765715,0.085675,0.10292,True,0.31912349999999995,0.102915,0.0856694,0.0172458,True,0.08,0.524397,0.534778,0.137319,0.33707,0.33682,1.13988,1.13978,,,,,,,,,,,,,,,
91,final_eval,27,1,False,False,0.0986526,0.0965848,0.00206783,0.13007,0.1322,0.00792187,0.00843544,0.0965898,0.0986574,True,0.1551275,0.0986526,0.0965848,0.00206783,True,0.201368,0.08,0.08,0.259142,0.337259,0.337593,1.13967,1.1398,,,,,,,,,,,,,,,
92,final_eval,28,1,False,False,0.0869272,0.0826449,0.00428226,0.115708,0.12012,0.0083627,0.00868957,0.0826508,0.0869327,True,0.2961595,0.0869272,0.0826449,0.00428226,True,0.154622,0.361194,0.214988,0.453834,0.337013,0.337043,1.13992,1.1399,,,,,,,,,,,,,,,
93,final_eval,29,1,False,False,0.103049,0.0853147,0.0177347,0.118455,0.136729,0.00886349,0.00856053,0.0853203,0.103054,True,0.3406239999999999,0.103049,0.0853147,0.0177347,True,0.101853,0.563537,0.583379,0.113727,0.337175,0.336905,1.13977,1.1396,,,,,,,,,,,,,,,
94,final_eval,30,1,False,False,0.0987479,0.0870845,0.0116634,0.120282,0.132298,0.0106272,0.0104922,0.0870898,0.0987526,True,0.16665275000000002,0.0987479,0.0870845,0.0116634,True,0.08,0.214809,0.209604,0.162198,0.338172,0.337916,1.13978,1.1398,,,,,,,,,,,,,,,
95,final_eval,31,1,False,False,0.0972523,0.0832229,0.0140295,0.116302,0.130758,0.00885357,0.0087743,0.0832286,0.0972573,True,0.29591825,0.0972523,0.0832229,0.0140295,True,0.106901,0.507163,0.389555,0.180054,0.337169,0.337001,1.13984,1.13978,,,,,,,,,,,,,,,
