cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,lose0,lose1,lead01,lead10,bwd_signal,max_abs_output_delta_signal,max_output_delta_node,max_abs_hidden_delta_signal,max_hidden_delta_node,max_abs_hidden_delta_update_signal,max_hidden_delta_update_node,max_abs_hidden_delta_gate_signal,max_hidden_delta_gate_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
70,final_eval,6,0,False,False,0.0947355,0.0798474,0.0148882,0.128167,0.11282,0.00388762,0.00657108,0.094741,0.0798533,True,0.5992369999999999,0.0947355,0.0798474,0.0148882,True,0.674624,0.525695,0.662635,0.533994,0.336009,0.336759,1.13971,1.13986,,,,,,,,,,,,,,,
71,final_eval,7,0,False,False,0.0871127,0.0853298,0.00178284,0.120313,0.118474,0.00486381,0.00649752,0.0871185,0.0853356,True,0.43275399999999997,0.0871127,0.0853298,0.00178284,True,0.341263,0.434023,0.518626,0.437104,0.336125,0.336565,1.13986,1.13975,,,,,,,,,,,,,,,
72,final_eval,8,0,False,False,0.0928821,0.0804339,0.0124482,0.126258,0.113425,0.00391114,0.00655181,0.0928878,0.0804398,True,0.58055175,0.0928821,0.0804339,0.0124482,True,0.532435,0.498079,0.65046,0.641233,0.335999,0.336737,1.13973,1.13985,,,,,,,,,,,,,,,
73,final_eval,9,0,False,False,0.0893853,0.0805548,0.00883047,0.122652,0.113549,0.00404363,0.00652677,0.0893911,0.0805607,True,0.6326467499999999,0.0893853,0.0805548,0.00883047,True,0.483452,0.711219,0.770072,0.565844,0.336046,0.336749,1.13982,1.13981,,,,,,,,,,,,,,,
74,final_eval,10,0,False,False,0.0925955,0.082485,0.0101105,0.125962,0.115541,0.00406557,0.00666772,0.0926012,0.0824909,True,0.43758925,0.0925955,0.082485,0.0101105,True,0.4312,0.376196,0.445481,0.49748,0.335922,0.336646,1.13975,1.13979,,,,,,,,,,,,,,,
75,final_eval,11,0,False,False,0.095154,0.0792045,0.0159494,0.128598,0.112157,0.00388104,0.00662217,0.0951594,0.0792105,True,0.5810897500000001,0.095154,0.0792045,0.0159494,True,0.668544,0.46683,0.481908,0.707077,0.335993,0.336766,1.13975,1.13984,,,,,,,,,,,,,,,
76,final_eval,12,0,False,False,0.0916705,0.0771126,0.0145579,0.125006,0.109993,0.00399373,0.00666314,0.091676,0.0771183,True,0.71808225,0.0916705,0.0771126,0.0145579,True,0.720509,0.728816,0.652934,0.77007,0.336093,0.336873,1.13981,1.13984,,,,,,,,,,,,,,,
77,final_eval,13,0,False,False,0.0936188,0.0822154,0.0114035,0.127017,0.115263,0.00389304,0.00650762,0.0936245,0.0822213,True,0.50175075,0.0936188,0.0822154,0.0114035,True,0.50324,0.525332,0.489959,0.488472,0.335945,0.336664,1.13976,1.13976,,,,,,,,,,,,,,,
78,final_eval,14,0,False,False,0.091554,0.076957,0.014597,0.124882,0.109828,0.00399409,0.00666137,0.0915594,0.0769625,True,0.7426794999999999,0.091554,0.076957,0.014597,True,0.770072,0.660504,0.77007,0.770072,0.3361,0.336881,1.1398,1.13986,,,,,,,,,,,,,,,
79,final_eval,15,0,False,False,0.094657,0.0790751,0.0155819,0.128086,0.112023,0.00389389,0.00661429,0.0946626,0.079081,True,0.6019209999999999,0.094657,0.0790751,0.0155819,True,0.684604,0.467712,0.570865,0.684503,0.336009,0.336778,1.13975,1.13979,,,,,,,,,,,,,,,
80,final_eval,16,1,False,False,0.0980099,0.084738,0.0132719,0.117863,0.131538,0.00841509,0.0084169,0.0847437,0.0980149,True,0.2865836,0.0980099,0.084738,0.0132719,True,0.0999604,0.412792,0.449507,0.184075,0.337066,0.336933,1.13989,1.13959,,,,,,,,,,,,,,,
81,final_eval,17,1,False,False,0.0943536,0.079392,0.0149616,0.112348,0.12777,0.00780892,0.00769332,0.0793978,0.0943588,True,0.42697925000000003,0.0943536,0.079392,0.0149616,True,0.091242,0.667252,0.734517,0.214906,0.33713,0.336918,1.13986,1.13981,,,,,,,,,,,,,,,
82,final_eval,18,1,False,False,0.0982466,0.0840426,0.014204,0.117145,0.131782,0.00737055,0.00730331,0.0840484,0.0982517,True,0.30445275,0.0982466,0.0840426,0.014204,True,0.08,0.474305,0.468278,0.195228,0.336953,0.336778,1.13976,1.13973,,,,,,,,,,,,,,,
83,final_eval,19,1,False,False,0.0843183,0.0780343,0.00628396,0.110954,0.11743,0.010514,0.010827,0.0780402,0.0843239,True,0.21676325,0.0843183,0.0780343,0.00628396,True,0.175672,0.226021,0.238658,0.226702,0.337864,0.337904,1.13987,1.13992,,,,,,,,,,,,,,,
84,final_eval,20,1,False,False,0.0821188,0.0879965,-0.00587768,0.121223,0.115162,0.00809677,0.00981258,0.0880021,0.0821245,False,0.26045225,0.0821188,0.0879965,-0.00587768,False,0.299048,0.163159,0.184964,0.394638,0.336804,0.337512,1.1397,1.13982,,,,,,,,,,,,,,,
85,final_eval,21,1,False,False,0.104843,0.0872818,0.0175607,0.120483,0.138576,0.00820445,0.00790472,0.0872874,0.104847,True,0.31174452500000005,0.104843,0.0872818,0.0175607,True,0.0914141,0.50706,0.535796,0.112708,0.337024,0.336766,1.1398,1.13954,,,,,,,,,,,,,,,
86,final_eval,22,1,False,False,0.0847792,0.0825757,0.00220349,0.115636,0.117905,0.00985862,0.0104375,0.0825815,0.0847847,True,0.22886499999999999,0.0847792,0.0825757,0.00220349,True,0.173148,0.240816,0.156831,0.344665,0.337481,0.33769,1.13985,1.13993,,,,,,,,,,,,,,,
87,final_eval,23,1,False,False,0.0848905,0.0838917,0.000998704,0.116992,0.11802,0.00927313,0.0102465,0.0838975,0.084896,True,0.23050825000000003,0.0848905,0.0838917,0.000998704,True,0.264519,0.145354,0.235699,0.276461,0.337221,0.337622,1.13979,1.1398,,,,,,,,,,,,,,,
88,final_eval,24,1,False,False,0.102225,0.0840341,0.0181904,0.117133,0.135879,0.00889812,0.0085689,0.0840397,0.102229,True,0.37532475000000004,0.102225,0.0840341,0.0181904,True,0.101968,0.636781,0.649199,0.113351,0.337227,0.336937,1.1398,1.1396,,,,,,,,,,,,,,,
89,final_eval,25,1,False,False,0.106103,0.0952655,0.0108379,0.128711,0.139875,0.00680064,0.00741348,0.0952708,0.106108,True,0.22686699999999999,0.106103,0.0952655,0.0108379,True,0.100075,0.331969,0.395424,0.08,0.336612,0.336749,1.13967,1.13971,,,,,,,,,,,,,,,
90,final_eval,26,1,False,False,0.102921,0.0856931,0.0172281,0.118845,0.136597,0.00788039,0.00764881,0.0856987,0.102926,True,0.31912324999999997,0.102921,0.0856931,0.0172281,True,0.08,0.524397,0.534777,0.137319,0.337067,0.336818,1.13988,1.13978,,,,,,,,,,,,,,,
91,final_eval,27,1,False,False,0.0986417,0.0965848,0.00205683,0.13007,0.132188,0.0079197,0.00843395,0.09659,0.0986466,True,0.1551275,0.0986417,0.0965848,0.00205683,True,0.201368,0.08,0.08,0.259142,0.337258,0.337593,1.13967,1.1398,,,,,,,,,,,,,,,
92,final_eval,28,1,False,False,0.0869291,0.0827431,0.00418602,0.115808,0.120121,0.00834623,0.00868345,0.082749,0.0869347,True,0.2961595,0.0869291,0.0827431,0.00418602,True,0.154622,0.361194,0.214988,0.453834,0.337006,0.337041,1.13992,1.13989,,,,,,,,,,,,,,,
93,final_eval,29,1,False,False,0.103055,0.0853373,0.0177173,0.118478,0.136734,0.00885626,0.008552,0.0853429,0.103059,True,0.3406239999999999,0.103055,0.0853373,0.0177173,True,0.101853,0.563537,0.583379,0.113727,0.337172,0.336902,1.13977,1.1396,,,,,,,,,,,,,,,
94,final_eval,30,1,False,False,0.098727,0.0870771,0.01165,0.120273,0.132276,0.0106261,0.0104909,0.0870825,0.0987319,True,0.16665275000000002,0.098727,0.0870771,0.01165,True,0.08,0.214809,0.209604,0.162198,0.338172,0.337916,1.13978,1.1398,,,,,,,,,,,,,,,
95,final_eval,31,1,False,False,0.0972641,0.0832452,0.0140189,0.116324,0.13077,0.00884653,0.00876596,0.083251,0.0972692,True,0.29591825,0.0972641,0.0832452,0.0140189,True,0.106901,0.507163,0.389555,0.180054,0.337166,0.336999,1.13984,1.13978,,,,,,,,,,,,,,,
