cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,dp0,dn0,output_delta_net_0,dp1,dn1,output_delta_net_1,max_abs_output_delta_signal,max_output_delta_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta,sum_d_readout_out0_signed,sum_d_readout_out1_signed,d_output_bias_out0_signed,d_output_bias_out1_signed
54,train,3,0,True,True,0.220692,0.257872,-0.0371801,0.257756,0.295954,0.204906,0.292603,0.220698,0.257879,False,0.5017732500000001,0.220692,0.257872,-0.0371801,False,0.432994,0.769845,0.642077,0.551152,0.555077,0.08,0.410254,0.572787,0.00198687,0.00131991,0.0444759,0.050403,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0859592,0.123139,0.0730676,5.85788e-07,0.0730676,1.39902e-06,0.4587217,-0.4184158,-5.76516e-07,-5.85788e-07
55,train,11,1,True,True,0.178159,0.272525,-0.0943665,0.311001,0.21403,0.308044,0.1783,0.272532,0.178166,False,0.41236612500000003,0.178159,0.272525,-0.0943665,False,0.248555,0.648563,0.26177,0.516055,0.769845,0.300008,0.152067,0.402066,0.00124635,0.00234786,0.0487776,0.0370123,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0390672,0.133434,0.0781185,5.85785e-07,0.0781185,1.39901e-06,-0.4596171,0.47068419999999994,-5.76513e-07,-5.85785e-07
56,train,4,0,True,True,0.218497,0.239076,-0.0205792,0.2555,0.276645,0.20093,0.273116,0.218502,0.239083,False,0.6073775,0.218497,0.239076,-0.0205792,False,0.608103,0.769845,0.769845,0.645065,0.08,0.769845,0.446472,0.769845,0.00203354,0.00142618,0.0441535,0.053312,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0990184,0.119598,0.0789455,5.85783e-07,0.0789455,1.39901e-06,0.4880355,-0.44386050000000005,-5.76511e-07,-5.85783e-07
57,train,12,1,True,True,0.175362,0.271956,-0.0965936,0.310418,0.211154,0.306908,0.173397,0.271963,0.175369,False,0.2552052,0.175362,0.271956,-0.0965936,False,0.378788,0.261629,0.298443,0.334778,0.105769,0.343042,0.0995206,0.219672,0.00125148,0.00242933,0.0490487,0.0356192,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0194234,0.116017,0.0628293,5.85781e-07,0.0628293,1.399e-06,-0.4197808,0.37006609999999995,-5.76509e-07,-5.85781e-07
58,train,5,0,True,True,0.223348,0.231859,-0.00851135,0.260485,0.269231,0.215148,0.264514,0.223354,0.231867,False,0.54547575,0.223348,0.231859,-0.00851135,False,0.769845,0.769842,0.608496,0.769845,0.409298,0.234623,0.168272,0.633585,0.00187597,0.00147874,0.0477189,0.0539073,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.104569,0.11308,0.0671432,5.85778e-07,0.0671432,1.399e-06,0.4522499,-0.42062910000000003,-5.76506e-07,-5.85778e-07
59,train,13,1,True,True,0.167623,0.278865,-0.111242,0.31751,0.203194,0.314656,0.167022,0.278872,0.167632,False,0.339744875,0.167623,0.278865,-0.111242,False,0.123025,0.60824,0.471227,0.161069,0.263738,0.119865,0.661443,0.309352,0.0012173,0.00254419,0.0478277,0.0335565,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0215337,0.132775,0.0771676,5.85776e-07,0.0771676,1.39899e-06,-0.44159060000000006,0.4170472,-5.76504e-07,-5.85776e-07
60,train,6,0,True,True,0.226844,0.233335,-0.00649126,0.264077,0.270748,0.218096,0.266094,0.226849,0.233342,False,0.5985944999999999,0.226844,0.233335,-0.00649126,False,0.541098,0.769844,0.769842,0.700954,0.34338,0.769844,0.123952,0.769842,0.00184633,0.0014688,0.048252,0.053644,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.107886,0.114377,0.0717415,5.85774e-07,0.0717415,1.39898e-06,0.4670346,-0.4248623999999999,-5.76502e-07,-5.85774e-07
61,train,14,1,True,True,0.182111,0.275597,-0.0934864,0.314155,0.218094,0.311277,0.170962,0.275604,0.182117,False,0.31750670000000003,0.182111,0.275597,-0.0934864,False,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.769846,0.26136,0.00123198,0.00247195,0.048369,0.0348005,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0454847,0.138971,0.0707576,5.85771e-07,0.0707576,1.39898e-06,-0.42249659999999994,0.374139,-5.76499e-07,-5.85771e-07
62,train,7,0,True,True,0.234946,0.23911,-0.0041636,0.272403,0.276681,0.228345,0.270703,0.234951,0.239117,False,0.472466125,0.234946,0.23911,-0.0041636,False,0.699473,0.769843,0.606274,0.719964,0.405065,0.148888,0.112166,0.318056,0.0017502,0.00144054,0.0498868,0.0527622,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.113891,0.118055,0.0676322,5.85769e-07,0.0676322,1.39897e-06,0.3958056,-0.38483570000000006,-5.76497e-07,-5.85769e-07
63,train,15,1,True,True,0.200327,0.271272,-0.070945,0.309714,0.236823,0.306374,0.175331,0.271278,0.200332,False,0.258585,0.200327,0.271272,-0.070945,False,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658742,0.138664,0.0012539,0.00239652,0.0490994,0.0361965,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0587911,0.129736,0.0644682,5.85767e-07,0.0644682,1.39897e-06,-0.3958444,0.3384782,-5.76495e-07,-5.85767e-07
64,train,0,0,True,True,0.244117,0.237604,0.00651303,0.281824,0.275134,0.238523,0.2686,0.244122,0.237611,True,0.41148750000000006,0.244117,0.237604,0.00651303,True,0.676265,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.00166419,0.0014533,0.0513054,0.0526851,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.115494,0.108981,0.0566501,5.85764e-07,0.0566501,1.39896e-06,0.39165869999999997,-0.36506910000000004,-5.76492e-07,-5.85764e-07
65,train,8,1,True,True,0.209292,0.259886,-0.0505933,0.298022,0.24604,0.294474,0.178397,0.259892,0.209297,False,0.24862142500000003,0.209292,0.259886,-0.0505933,False,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.00131053,0.00234631,0.0509089,0.0373914,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0603598,0.110953,0.0627792,5.85762e-07,0.0627792,1.39896e-06,-0.4032909,0.3663296,-5.7649e-07,-5.85762e-07
66,train,1,0,True,True,0.244987,0.24084,0.00414712,0.282718,0.278458,0.249292,0.274219,0.244991,0.240846,True,0.406035125,0.244987,0.24084,0.00414712,True,0.739104,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.00158197,0.00141971,0.0519588,0.0516904,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.118081,0.113934,0.05925,5.8576e-07,0.05925,1.39895e-06,0.39214630000000006,-0.362699,-5.76488e-07,-5.8576e-07
67,train,9,1,True,True,0.157529,0.298981,-0.141451,0.338161,0.192811,0.335184,0.146948,0.298986,0.157537,False,0.21884825,0.157529,0.298981,-0.141451,False,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.00113518,0.0029903,0.0432379,0.0270882,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.0278453,0.113606,0.0812043,5.85757e-07,0.0812043,1.39895e-06,-0.39372110000000005,0.33886249999999996,-5.76485e-07,-5.85757e-07
68,train,2,0,True,True,0.231583,0.20654,0.0250427,0.268947,0.243211,0.227666,0.236983,0.231589,0.206549,True,0.40224437500000004,0.231583,0.20654,0.0250427,True,0.769845,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.00175625,0.00167666,0.0511862,0.0528732,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.126209,0.101166,0.0596592,5.85755e-07,0.0596592,1.39894e-06,0.38285969999999997,-0.355543,-5.76483e-07,-5.85755e-07
69,train,10,1,True,True,0.195463,0.287684,-0.0922211,0.326565,0.231825,0.323417,0.174168,0.28769,0.195469,False,0.433850625,0.195463,0.287684,-0.0922211,False,0.570861,0.286918,0.151123,0.745713,0.587416,0.423773,0.323946,0.381055,0.00118085,0.00241614,0.0463425,0.0354647,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0215131,0.113734,0.082943,5.85753e-07,0.082943,1.39893e-06,-0.4684482,0.512609,-5.76481e-07,-5.85753e-07
70,train,3,0,True,True,0.220702,0.257906,-0.0372036,0.257766,0.295989,0.204923,0.292646,0.220708,0.257913,False,0.5017732500000001,0.220702,0.257906,-0.0372036,False,0.432994,0.769845,0.642077,0.551152,0.555077,0.08,0.410254,0.572787,0.00198667,0.00131969,0.0444787,0.0503966,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0859506,0.123154,0.0730677,5.8575e-07,0.0730677,1.39893e-06,0.45870610000000006,-0.41842499999999994,-5.76479e-07,-5.8575e-07
71,train,11,1,True,True,0.178161,0.272534,-0.0943727,0.31101,0.214032,0.308059,0.178304,0.27254,0.178168,False,0.41236612500000003,0.178161,0.272534,-0.0943727,False,0.248555,0.648563,0.26177,0.516055,0.769845,0.300008,0.152067,0.402066,0.00124628,0.0023478,0.048775,0.037013,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0390662,0.133439,0.0781181,5.85748e-07,0.0781181,1.39892e-06,-0.45962810000000004,0.4706774999999999,-5.76476e-07,-5.85748e-07
72,train,4,0,True,True,0.218503,0.23908,-0.0205768,0.255506,0.276649,0.200944,0.273127,0.218509,0.239087,False,0.6073775,0.218503,0.23908,-0.0205768,False,0.608103,0.769845,0.769845,0.645065,0.08,0.769845,0.446472,0.769845,0.00203338,0.00142611,0.0441564,0.0533099,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0990221,0.119599,0.0789437,5.85746e-07,0.0789437,1.39892e-06,0.4880252,-0.4438667,-5.76474e-07,-5.85746e-07
73,train,12,1,True,True,0.175363,0.271968,-0.0966045,0.31043,0.211155,0.306927,0.1734,0.271974,0.17537,False,0.2552052,0.175363,0.271968,-0.0966045,False,0.378788,0.261629,0.298443,0.334778,0.105769,0.343042,0.0995206,0.219672,0.00125139,0.00242928,0.0490456,0.0356196,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0194218,0.116026,0.0628307,5.85743e-07,0.0628307,1.39891e-06,-0.4197863,0.3700623,-5.76472e-07,-5.85743e-07
74,train,5,0,True,True,0.223352,0.231862,-0.00851052,0.260489,0.269234,0.215697,0.264853,0.223358,0.23187,False,0.54547575,0.223352,0.231862,-0.00851052,False,0.769845,0.769842,0.608496,0.769845,0.409298,0.234623,0.168272,0.633585,0.00187039,0.0014766,0.0478187,0.053855,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.104573,0.113084,0.0671422,5.85741e-07,0.0671422,1.39891e-06,0.4522439,-0.42063219999999996,-5.76469e-07,-5.85741e-07
75,train,13,1,True,True,0.167624,0.27887,-0.111246,0.317516,0.203195,0.314668,0.167025,0.278877,0.167633,False,0.339744875,0.167624,0.27887,-0.111246,False,0.123025,0.60824,0.471227,0.161069,0.263738,0.119865,0.661443,0.309352,0.00121725,0.00254412,0.0478255,0.0335573,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.0215382,0.132784,0.0771648,5.85738e-07,0.0771648,1.3989e-06,-0.4415939,0.41704380000000013,-5.76467e-07,-5.85738e-07
76,train,6,0,True,True,0.226847,0.233339,-0.00649217,0.264081,0.270752,0.218106,0.266105,0.226853,0.233347,False,0.5985944999999999,0.226847,0.233339,-0.00649217,False,0.541098,0.769844,0.769842,0.700954,0.34338,0.769844,0.123952,0.769842,0.00184623,0.00146873,0.0482536,0.0536425,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.107891,0.114383,0.0717409,5.85736e-07,0.0717409,1.39889e-06,0.46703069999999997,-0.4248641999999999,-5.76465e-07,-5.85736e-07
77,train,14,1,True,True,0.182115,0.275602,-0.0934867,0.31416,0.218099,0.31089,0.15364,0.275608,0.182122,False,0.31750670000000003,0.182115,0.275602,-0.0934867,False,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.769846,0.26136,0.00123368,0.00282497,0.0484866,0.0295801,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.045491,0.138978,0.0707575,5.85734e-07,0.0707575,1.39889e-06,-0.4224984,0.3741369,-5.76462e-07,-5.85734e-07
78,train,7,0,True,True,0.234949,0.239113,-0.00416401,0.272406,0.276684,0.227828,0.270775,0.234954,0.23912,False,0.472466,0.234949,0.239113,-0.00416401,False,0.699473,0.769842,0.606274,0.719964,0.405065,0.148888,0.112166,0.318056,0.0017548,0.00144011,0.0498033,0.0527693,1.2,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.113896,0.11806,0.0676321,5.85731e-07,0.0676321,1.39888e-06,0.39580329999999997,-0.38483670000000003,-5.7646e-07,-5.85731e-07
79,train,15,1,True,True,0.200332,0.271276,-0.0709442,0.309718,0.236829,0.307447,0.192498,0.271283,0.200337,False,0.258585,0.200332,0.271276,-0.0709442,False,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658742,0.138664,0.00124904,0.00214024,0.0485701,0.0409423,1.2,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,0.058796,0.12974,0.0644682,5.85729e-07,0.0644682,1.39888e-06,-0.3958454,0.3384769,-5.76458e-07,-5.85729e-07
80,final_eval,0,0,False,False,0.24412,0.237607,0.00651277,0.281827,0.275136,0.238533,0.26861,0.244124,0.237614,True,0.41148750000000006,0.24412,0.237607,0.00651277,True,0.676265,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.00166411,0.00145324,4.58312e-51,3.82011e-51,,,,,,,,,,,,,,,,,,,
81,final_eval,1,0,False,False,0.244119,0.237608,0.00651052,0.281826,0.275138,0.238563,0.268668,0.244123,0.237615,True,0.406035125,0.244119,0.237608,0.00651052,True,0.739104,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.00166387,0.00145288,-3.09397e-55,-3.27901e-86,,,,,,,,,,,,,,,,,,,
82,final_eval,2,0,False,False,0.244142,0.237599,0.00654225,0.28185,0.275129,0.239135,0.268747,0.244146,0.237607,True,0.40224437500000004,0.244142,0.237599,0.00654225,True,0.769845,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.00165929,0.0014524,-2.89295e-78,-8.24079e-134,,,,,,,,,,,,,,,,,,,
83,final_eval,3,0,False,False,0.244073,0.268189,-0.0241161,0.281779,0.306549,0.238698,0.300791,0.244078,0.268195,False,0.5017732500000001,0.244073,0.268189,-0.0241161,False,0.432994,0.769845,0.642077,0.551152,0.555077,0.08,0.410254,0.572787,0.00166278,0.00127985,-2.95013e-96,2.78941e-85,,,,,,,,,,,,,,,,,,,
84,final_eval,4,0,False,False,0.244107,0.268195,-0.0240876,0.281814,0.306555,0.23875,0.300769,0.244112,0.2682,False,0.6073778750000001,0.244107,0.268195,-0.0240876,False,0.608103,0.769845,0.769846,0.645065,0.08,0.769846,0.446472,0.769846,0.00166237,0.00127996,9.52401e-70,9.27466e-74,,,,,,,,,,,,,,,,,,,
85,final_eval,5,0,False,False,0.244151,0.237636,0.0065151,0.28186,0.275167,0.239317,0.268802,0.244156,0.237643,True,0.54547575,0.244151,0.237636,0.0065151,True,0.769845,0.769842,0.608496,0.769845,0.409298,0.234623,0.168272,0.633585,0.00165784,0.00145207,2.54949e-117,-3.11524e-86,,,,,,,,,,,,,,,,,,,
86,final_eval,6,0,False,False,0.244109,0.237637,0.00647208,0.281816,0.275168,0.239358,0.268925,0.244114,0.237644,True,0.5985944999999999,0.244109,0.237637,0.00647208,True,0.541098,0.769844,0.769842,0.700954,0.34338,0.769844,0.123952,0.769842,0.00165751,0.00145131,5.94286e-69,-8.33921e-134,,,,,,,,,,,,,,,,,,,
87,final_eval,7,0,False,False,0.244137,0.237632,0.00650551,0.281845,0.275162,0.238469,0.268718,0.244142,0.237639,True,0.472466125,0.244137,0.237632,0.00650551,True,0.699473,0.769843,0.606274,0.719964,0.405065,0.148888,0.112166,0.318056,0.00166462,0.00145257,9.07627e-61,1.60248e-103,,,,,,,,,,,,,,,,,,,
88,final_eval,8,1,False,False,0.268193,0.211477,0.0567163,0.248285,0.306553,0.223737,0.30138,0.211483,0.268198,True,0.24862142500000003,0.268193,0.211477,0.0567163,True,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.00179214,0.00127706,2.42962e-108,4.28967e-151,,,,,,,,,,,,,,,,,,,
89,final_eval,9,1,False,False,0.178968,0.244079,-0.065111,0.281785,0.214863,0.23761,0.209888,0.244083,0.178977,False,0.21884825,0.178968,0.244079,-0.065111,False,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.00167156,0.00193133,6.61429e-78,-4.7185e-58,,,,,,,,,,,,,,,,,,,
90,final_eval,10,1,False,False,0.232701,0.244105,-0.0114042,0.281812,0.270098,0.238886,0.263398,0.24411,0.232708,False,0.433850625,0.232701,0.244105,-0.0114042,False,0.570861,0.286918,0.151123,0.745713,0.587416,0.423773,0.323946,0.381055,0.00166128,0.00148585,-7.85061e-78,-7.76397e-106,,,,,,,,,,,,,,,,,,,
91,final_eval,11,1,False,False,0.236316,0.235966,0.00034975,0.273451,0.273811,0.239385,0.268929,0.235971,0.236323,True,0.41236612500000003,0.236316,0.235966,0.00034975,True,0.248555,0.648563,0.26177,0.516055,0.769845,0.300008,0.152067,0.402066,0.0016573,0.00145129,1.01474e-79,-1.97875e-153,,,,,,,,,,,,,,,,,,,
92,final_eval,12,1,False,False,0.207828,0.239917,-0.032089,0.277509,0.244536,0.233455,0.236941,0.239921,0.207836,False,0.2552052,0.207828,0.239917,-0.032089,False,0.378788,0.261629,0.298443,0.334778,0.105769,0.343042,0.0995206,0.219672,0.00170593,0.001677,1.066e-77,-5.27302e-201,,,,,,,,,,,,,,,,,,,
93,final_eval,13,1,False,False,0.268232,0.213178,0.0550541,0.250034,0.306593,0.217675,0.300804,0.213184,0.268237,True,0.339744875,0.268232,0.213178,0.0550541,True,0.123025,0.60824,0.471227,0.161069,0.263738,0.119865,0.661443,0.309352,0.0018505,0.00127979,1.75403e-125,-8.6764e-249,,,,,,,,,,,,,,,,,,,
94,final_eval,14,1,False,False,0.268257,0.209887,0.0583704,0.24665,0.306618,0.202018,0.299296,0.209893,0.268263,True,0.317506575,0.268257,0.209887,0.0583704,True,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.769845,0.26136,0.00202055,0.00128698,1.82045e-95,6.53287e-61,,,,,,,,,,,,,,,,,,,
95,final_eval,15,1,False,False,0.268236,0.209856,0.0583802,0.246619,0.306597,0.215824,0.300888,0.209862,0.268242,True,0.258585,0.268236,0.209856,0.0583802,True,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658742,0.138664,0.0018691,0.00127939,4.87317e-143,1.74879e-108,,,,,,,,,,,,,,,,,,,
