cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,lose0,lose1,lead01,lead10,bwd_signal,max_abs_output_delta_signal,max_output_delta_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
82,final_eval,18,1,False,False,0.0982465,0.0840426,0.0142039,0.117145,0.131782,0.00737055,0.00730331,0.0840484,0.0982516,True,0.30445275,0.0982465,0.0840426,0.0142039,True,0.08,0.474305,0.468278,0.195228,0.336953,0.336778,1.13976,1.13973,,,,,,,,,
83,final_eval,19,1,False,False,0.0843182,0.0780343,0.00628394,0.110954,0.11743,0.010514,0.010827,0.0780402,0.0843238,True,0.21676325,0.0843182,0.0780343,0.00628394,True,0.175672,0.226021,0.238658,0.226702,0.337864,0.337904,1.13987,1.13992,,,,,,,,,
84,final_eval,20,1,False,False,0.0821188,0.0879965,-0.0058777,0.121223,0.115162,0.00809676,0.00981258,0.0880021,0.0821245,False,0.26045225,0.0821188,0.0879965,-0.0058777,False,0.299048,0.163159,0.184964,0.394638,0.336804,0.337512,1.1397,1.13982,,,,,,,,,
85,final_eval,21,1,False,False,0.104842,0.0872818,0.0175607,0.120483,0.138576,0.00820445,0.00790472,0.0872874,0.104847,True,0.31174452500000005,0.104842,0.0872818,0.0175607,True,0.0914141,0.50706,0.535796,0.112708,0.337024,0.336766,1.1398,1.13954,,,,,,,,,
86,final_eval,22,1,False,False,0.0847791,0.0825756,0.00220347,0.115636,0.117905,0.00985862,0.0104375,0.0825814,0.0847847,True,0.22886499999999999,0.0847791,0.0825756,0.00220347,True,0.173148,0.240816,0.156831,0.344665,0.337481,0.33769,1.13985,1.13993,,,,,,,,,
87,final_eval,23,1,False,False,0.0848904,0.0838917,0.000998686,0.116992,0.11802,0.00927313,0.0102465,0.0838975,0.084896,True,0.23050825000000003,0.0848904,0.0838917,0.000998686,True,0.264519,0.145354,0.235699,0.276461,0.337221,0.337622,1.13979,1.1398,,,,,,,,,
88,final_eval,24,1,False,False,0.102224,0.0840341,0.0181903,0.117133,0.135879,0.00889812,0.0085689,0.0840397,0.102229,True,0.37532475000000004,0.102224,0.0840341,0.0181903,True,0.101968,0.636781,0.649199,0.113351,0.337227,0.336937,1.1398,1.1396,,,,,,,,,
89,final_eval,25,1,False,False,0.106103,0.0952655,0.0108378,0.128711,0.139875,0.00680064,0.00741348,0.0952708,0.106108,True,0.22686699999999999,0.106103,0.0952655,0.0108378,True,0.100075,0.331969,0.395424,0.08,0.336612,0.336749,1.13967,1.13971,,,,,,,,,
90,final_eval,26,1,False,False,0.102921,0.0856931,0.017228,0.118845,0.136597,0.00788039,0.00764881,0.0856987,0.102926,True,0.31912324999999997,0.102921,0.0856931,0.017228,True,0.08,0.524397,0.534777,0.137319,0.337067,0.336818,1.13988,1.13978,,,,,,,,,
91,final_eval,27,1,False,False,0.0986416,0.0965848,0.00205681,0.13007,0.132188,0.0079197,0.00843395,0.0965899,0.0986465,True,0.1551275,0.0986416,0.0965848,0.00205681,True,0.201368,0.08,0.08,0.259142,0.337258,0.337593,1.13967,1.1398,,,,,,,,,
92,final_eval,28,1,False,False,0.0869291,0.0827431,0.00418598,0.115808,0.120121,0.00834622,0.00868345,0.082749,0.0869347,True,0.2961595,0.0869291,0.0827431,0.00418598,True,0.154622,0.361194,0.214988,0.453834,0.337006,0.337041,1.13992,1.13989,,,,,,,,,
93,final_eval,29,1,False,False,0.103055,0.0853373,0.0177173,0.118478,0.136734,0.00885625,0.008552,0.0853429,0.103059,True,0.3406239999999999,0.103055,0.0853373,0.0177173,True,0.101853,0.563537,0.583379,0.113727,0.337172,0.336902,1.13977,1.1396,,,,,,,,,
94,final_eval,30,1,False,False,0.098727,0.087077,0.0116499,0.120273,0.132276,0.0106261,0.0104909,0.0870825,0.0987318,True,0.16665275000000002,0.098727,0.087077,0.0116499,True,0.08,0.214809,0.209604,0.162198,0.338172,0.337916,1.13978,1.1398,,,,,,,,,
95,final_eval,31,1,False,False,0.097264,0.0832452,0.0140189,0.116324,0.13077,0.00884652,0.00876595,0.0832509,0.0972691,True,0.29591825,0.097264,0.0832452,0.0140189,True,0.106901,0.507163,0.389555,0.180054,0.337166,0.336999,1.13984,1.13978,,,,,,,,,
