cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,lose0,lose1,lead01,lead10,bwd_signal,max_abs_output_delta_signal,max_output_delta_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
86,final_eval,22,1,False,False,0.14764,0.127771,0.0198688,0.162185,0.182634,0.0443326,0.0494713,0.127775,0.147642,True,0.22886525000000002,0.14764,0.127771,0.0198688,True,0.173149,0.240816,0.156831,0.344665,0.231947,0.151142,1.13969,1.13965,,,,,,,,,
87,final_eval,23,1,False,False,0.147638,0.127769,0.0198688,0.162184,0.182633,0.0443332,0.0494719,0.127773,0.147641,True,0.23050825000000003,0.147638,0.127769,0.0198688,True,0.264519,0.145354,0.235699,0.276461,0.231939,0.15113,1.13969,1.13965,,,,,,,,,
88,final_eval,24,1,False,False,0.147636,0.127768,0.0198688,0.162182,0.182631,0.0443338,0.0494726,0.127772,0.147639,True,0.37532475000000004,0.147636,0.127768,0.0198688,True,0.101968,0.636781,0.649199,0.113351,0.231931,0.151119,1.13969,1.13965,,,,,,,,,
89,final_eval,25,1,False,False,0.147635,0.127766,0.0198688,0.16218,0.182629,0.0443344,0.0494733,0.12777,0.147638,True,0.22686699999999999,0.147635,0.127766,0.0198688,True,0.100075,0.331969,0.395424,0.08,0.231923,0.151107,1.13969,1.13965,,,,,,,,,
90,final_eval,26,1,False,False,0.147633,0.127764,0.0198688,0.162179,0.182628,0.0443349,0.0494739,0.127768,0.147636,True,0.31912349999999995,0.147633,0.127764,0.0198688,True,0.08,0.524397,0.534778,0.137319,0.231916,0.151095,1.13969,1.13965,,,,,,,,,
91,final_eval,27,1,False,False,0.147632,0.127763,0.0198688,0.162177,0.182626,0.0443355,0.0494746,0.127767,0.147634,True,0.1551275,0.147632,0.127763,0.0198688,True,0.201368,0.08,0.08,0.259142,0.231908,0.151083,1.13969,1.13965,,,,,,,,,
92,final_eval,28,1,False,False,0.14763,0.127761,0.0198688,0.162175,0.182624,0.0443361,0.0494753,0.127765,0.147633,True,0.2961595,0.14763,0.127761,0.0198688,True,0.154622,0.361194,0.214988,0.453834,0.2319,0.151071,1.13969,1.13965,,,,,,,,,
93,final_eval,29,1,False,False,0.147628,0.12776,0.0198688,0.162174,0.182623,0.0443367,0.0494759,0.127764,0.147631,True,0.3406239999999999,0.147628,0.12776,0.0198688,True,0.101853,0.563537,0.583379,0.113727,0.231892,0.15106,1.13969,1.13965,,,,,,,,,
94,final_eval,30,1,False,False,0.147627,0.127758,0.0198688,0.162172,0.182621,0.0315568,0.0332558,0.127762,0.14763,True,0.16665275000000002,0.147627,0.127758,0.0198688,True,0.08,0.214809,0.209604,0.162198,0.329361,0.324817,1.13969,1.13965,,,,,,,,,
95,final_eval,31,1,False,False,0.147625,0.127757,0.0198688,0.162171,0.182619,0.0305138,0.0321972,0.12776,0.147628,True,0.29591825,0.147625,0.127757,0.0198688,True,0.106901,0.507163,0.389555,0.180054,0.330325,0.327427,1.13969,1.13965,,,,,,,,,
