cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2550ps,other_out_2550ps,margin_2550ps,correct_2550ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3350ps,other_out_3350ps,margin_3350ps,correct_3350ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,max_abs_output_delta_signal,max_output_delta_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
62,initial_eval,62,1,False,False,0.0715382,0.0705506,0.000987574,0.270771,0.272338,-0.00735284,-0.00742368,0.0505727,0.050799,True,0.282842625,0.0715382,0.0705506,0.000987574,True,0.0715382,0.0705506,0.000987572,True,0.0507998,0.0505735,0.00022631,True,0.08203,0.405599,0.394167,0.173139,0.384138,0.142556,0.412841,0.268271,0.331324,0.331333,1.2,7.76472e-10,,,,,,,,,
63,initial_eval,63,1,False,False,0.068309,0.0653108,0.00299819,0.254791,0.259522,-0.0057891,-0.00599245,0.0479987,0.0486908,True,0.331628375,0.068309,0.0653108,0.00299819,True,0.068309,0.0653108,0.00299819,True,0.0486916,0.0479995,0.000692116,True,0.306762,0.236775,0.145135,0.56106,0.770111,0.239122,0.139169,0.254893,0.33157,0.331591,7.76472e-10,1.2,,,,,,,,,
64,train,0,0,True,True,0.0723499,0.073606,-0.001256,0.277104,0.279103,-0.00756898,-0.00765749,0.051236,0.0515252,False,0.44785987499999996,0.0723499,0.073606,-0.001256,False,0.0723499,0.0736059,-0.001256,False,0.0512368,0.051526,-0.000289176,False,0.741245,0.57729,0.633202,0.770111,0.107267,0.142146,0.109099,0.502519,0.331289,0.3313,7.76472e-10,1.2,1.04641,1.04306,1.04386,0.0232409,0.0244969,0.0401562,8.31196e-07,0.0401562,2.8361e-06
65,train,1,0,True,True,0.0833451,0.0551643,0.0281808,0.283623,0.239431,0.0567577,-0.0056635,0.0585002,0.0376375,True,0.383877,0.0833451,0.0551643,0.0281808,True,0.083345,0.0551643,0.0281808,True,0.0585011,0.0376381,0.020863,True,0.632611,0.475342,0.540965,0.624457,0.124163,0.08,0.282379,0.311099,0.020741,0.330495,7.76493e-10,1.19998,1.0464,1.04386,1.04386,0.0342394,0.00605855,0.0233433,8.31193e-07,0.0233433,2.83609e-06
66,train,2,0,True,True,0.0843737,0.0508127,0.033561,0.280171,0.227915,0.0826765,-0.00295818,0.0605197,0.0329879,True,0.29886775000000004,0.0843737,0.0508127,0.033561,True,0.0843736,0.0508127,0.0335609,True,0.0605207,0.0329884,0.0275323,True,0.460496,0.315118,0.428067,0.491527,0.139719,0.324761,0.106536,0.124718,0.00699562,0.330645,1.2,7.76427e-10,0.0145394,1.04386,1.04386,0.0335595,-1.48381e-06,1.8305e-06,8.3119e-07,1.8305e-06,2.83608e-06
67,train,3,0,True,True,0.0836934,0.0572034,0.0264899,0.286939,0.245272,0.0798314,-0.00520211,0.0604299,0.0354824,True,0.34778837500000004,0.0836934,0.0572034,0.0264899,True,0.0836933,0.0572034,0.0264899,True,0.0604308,0.035483,0.0249479,True,0.465983,0.392788,0.363332,0.423047,0.177356,0.430341,0.224457,0.305003,0.00745952,0.330695,1.2,7.76427e-10,0.00647447,1.04386,1.04386,0.0264892,-7.13699e-07,1.83049e-06,8.31186e-07,1.83049e-06,2.83607e-06
68,train,4,0,True,True,0.0851106,0.0533198,0.0317909,0.285143,0.235429,0.0805028,-0.00427518,0.0607762,0.0340608,True,0.383445,0.0851106,0.0533198,0.0317909,True,0.0851106,0.0533198,0.0317908,True,0.0607772,0.0340614,0.0267158,True,0.584164,0.47028,0.462056,0.628547,0.255224,0.176976,0.145681,0.344632,0.00734414,0.330768,1.2,7.76427e-10,0.00611496,1.04386,1.04386,0.0317897,-1.15113e-06,1.83047e-06,8.31183e-07,1.83047e-06,2.83606e-06
69,train,5,0,True,True,0.0851067,0.0557064,0.0294003,0.288227,0.242076,0.0791839,-0.00455939,0.060928,0.0344766,True,0.37133174999999996,0.0851067,0.0557064,0.0294003,True,0.0851066,0.0557064,0.0294003,True,0.060929,0.0344772,0.0264518,True,0.543454,0.493438,0.523504,0.44525,0.181826,0.385814,0.148522,0.248846,0.00757461,0.330839,7.76546e-10,1.19995,1.0464,1.04386,1.04386,0.0290264,-0.000373869,0.0117205,8.3118e-07,0.0117205,2.83605e-06
70,train,6,0,True,True,0.081883,0.0624589,0.0194241,0.288963,0.258216,0.101156,-0.00503166,0.0609899,0.0362134,True,0.54363975,0.081883,0.0624589,0.0194241,True,0.0818829,0.0624589,0.0194241,True,0.0609908,0.0362139,0.0247769,True,0.676339,0.66374,0.770113,0.650108,0.375466,0.351668,0.149631,0.712053,0.00502038,0.330267,1.2,7.76425e-10,0.0129346,1.04386,1.04386,0.0194231,-1.01203e-06,1.84486e-06,8.31176e-07,1.84486e-06,2.83603e-06
71,train,7,0,True,True,0.0823487,0.0620785,0.0202702,0.289613,0.257536,0.103059,-0.00456705,0.0610535,0.0360712,True,0.42723375,0.0823487,0.0620785,0.0202702,True,0.0823487,0.0620785,0.0202702,True,0.0610545,0.0360718,0.0249827,True,0.580763,0.423695,0.455836,0.753179,0.370996,0.391278,0.100993,0.34113,0.00488077,0.33015,1.2,7.76424e-10,0.00863983,1.04386,1.04386,0.0202691,-1.11834e-06,1.84484e-06,8.31173e-07,1.84484e-06,2.83602e-06
72,train,8,0,True,True,0.0824318,0.0611961,0.0212357,0.288801,0.255232,0.0868789,0.016486,0.0535175,0.0322647,True,0.41991187500000005,0.0824318,0.0611961,0.0212357,True,0.0824318,0.0611961,0.0212357,True,0.0535184,0.0322652,0.0212532,True,0.464831,0.474401,0.515151,0.632988,0.357854,0.426654,0.152887,0.334529,0.00641319,0.328131,1.2,7.76426e-10,0.00621554,1.04386,1.04386,0.0212347,-9.95101e-07,1.84483e-06,8.3117e-07,1.84483e-06,2.83601e-06
73,train,9,0,True,True,0.0828109,0.0579368,0.024874,0.28584,0.246681,0.105435,-0.00401471,0.0612672,0.0348134,True,0.512538975,0.0828109,0.0579368,0.024874,True,0.0828108,0.0579368,0.024874,True,0.0612682,0.034814,0.0264542,True,0.715184,0.569406,0.590993,0.770114,0.328889,0.269307,0.0863048,0.770114,0.00471725,0.330199,1.2,7.76424e-10,0.00613048,1.04386,1.04386,0.024873,-1.02455e-06,1.84482e-06,8.31166e-07,1.84482e-06,2.836e-06
74,train,10,0,True,True,0.0837748,0.0557567,0.0280181,0.285326,0.241348,0.10295,-0.00274181,0.0618462,0.0330883,True,0.34533500000000006,0.0837748,0.0557567,0.0280181,True,0.0837748,0.0557567,0.0280181,True,0.0618472,0.0330888,0.0287584,True,0.460057,0.36972,0.432466,0.52793,0.162337,0.257971,0.106189,0.44601,0.00488855,0.330413,1.2,7.76424e-10,0.00856613,1.04386,1.04386,0.0280173,-8.72676e-07,1.8448e-06,8.31163e-07,1.8448e-06,2.83599e-06
75,train,11,0,True,True,0.0831363,0.0570149,0.0261214,0.285455,0.244383,0.102582,-0.00353151,0.061394,0.0341669,True,0.40108024999999997,0.0831363,0.0570149,0.0261214,True,0.0831363,0.0570149,0.0261213,True,0.061395,0.0341675,0.0272275,True,0.521068,0.418723,0.488581,0.608506,0.171098,0.317522,0.128222,0.554922,0.00491496,0.330309,1.2,7.76425e-10,0.00621482,1.04386,1.04386,0.0261203,-1.01262e-06,1.84479e-06,8.3116e-07,1.84479e-06,2.83598e-06
76,train,12,0,True,True,0.0830231,0.0604289,0.0225942,0.289273,0.253584,0.109014,-0.0037883,0.0617584,0.0346935,True,0.49262754999999997,0.0830231,0.0604289,0.0225942,True,0.0830231,0.0604289,0.0225942,True,0.0617594,0.0346941,0.0270653,True,0.685667,0.646988,0.616585,0.599858,0.0876884,0.560507,0.109723,0.634004,0.0044913,0.330261,1.2,7.76424e-10,0.00613046,1.04386,1.04386,0.0225935,-7.36439e-07,1.84477e-06,8.31156e-07,1.84477e-06,2.83597e-06
77,train,13,0,True,True,0.0839681,0.0558398,0.0281283,0.285862,0.241704,0.105255,-0.00282268,0.0621638,0.0328505,True,0.41943698749999997,0.0839681,0.0558398,0.0281283,True,0.0839681,0.0558398,0.0281283,True,0.0621648,0.032851,0.0293138,True,0.599362,0.50374,0.580641,0.650401,0.0920689,0.244312,0.18933,0.495641,0.00472923,0.330493,1.2,7.76424e-10,0.00856613,1.04386,1.04386,0.0281274,-9.54735e-07,1.84476e-06,8.31153e-07,1.84476e-06,2.83596e-06
78,train,14,0,True,True,0.0814622,0.0647237,0.0167385,0.290473,0.263914,0.125564,0.0239493,0.0643077,0.0369357,True,0.5126675,0.0814622,0.0647237,0.0167385,True,0.0814622,0.0647237,0.0167385,True,0.0643087,0.0369363,0.0273725,True,0.423736,0.592923,0.632225,0.63737,0.432503,0.537697,0.160092,0.684794,0.00368139,0.327913,1.2,7.76423e-10,0.00621487,1.04386,1.04386,0.0167379,-5.90737e-07,1.84474e-06,8.3115e-07,1.84474e-06,2.83594e-06
79,train,15,0,True,True,0.0838299,0.0557913,0.0280387,0.285493,0.241479,0.119865,0.0185117,0.0671747,0.0329638,True,0.456683375,0.0838299,0.0557913,0.0280387,True,0.0838299,0.0557913,0.0280386,True,0.0671758,0.0329643,0.0342115,True,0.618181,0.572318,0.6045,0.673188,0.185134,0.114966,0.123926,0.761254,0.00392433,0.328354,1.2,7.76423e-10,0.00613042,1.04386,1.04386,0.0280377,-9.50529e-07,1.84473e-06,8.31146e-07,1.84473e-06,2.83593e-06
80,train,16,0,True,True,0.0823965,0.0532861,0.0291104,0.279125,0.233611,0.0995678,-0.00295915,0.0605583,0.0335163,True,0.30304525,0.0823965,0.0532861,0.0291104,True,0.0823965,0.0532861,0.0291104,True,0.0605592,0.0335168,0.0270424,True,0.22759,0.408197,0.427667,0.31717,0.305109,0.211941,0.203672,0.323016,0.00514347,0.330293,1.2,7.76425e-10,0.00613614,1.04386,1.04386,0.0291093,-1.16506e-06,1.84471e-06,8.31143e-07,1.84471e-06,2.83592e-06
81,train,17,0,True,True,0.0838295,0.0557949,0.0280347,0.285496,0.241489,0.104062,-0.00314167,0.0617852,0.0334987,True,0.4892795,0.0838295,0.0557949,0.0280347,True,0.0838295,0.0557949,0.0280346,True,0.0617862,0.0334992,0.028287,True,0.640951,0.717267,0.770112,0.685167,0.108697,0.284195,0.178522,0.529325,0.00481035,0.330349,1.2,7.76424e-10,0.00856618,1.04386,1.04386,0.0280337,-9.49786e-07,1.8447e-06,8.3114e-07,1.8447e-06,2.83591e-06
82,train,18,0,True,True,0.0807,0.0669785,0.0137215,0.29107,0.269254,0.0874854,0.0158858,0.0532591,0.033358,True,0.6504158750000001,0.0807,0.0669785,0.0137215,True,0.0807,0.0669785,0.0137215,True,0.0532599,0.0333586,0.0199014,True,0.396961,0.770113,0.770113,0.710292,0.629719,0.710614,0.445404,0.770111,0.00633753,0.328112,1.2,7.76426e-10,0.00621487,1.04386,1.04386,0.013721,-4.67625e-07,1.84468e-06,8.31136e-07,1.84468e-06,2.8359e-06
83,train,19,0,True,True,0.0837664,0.0559035,0.0278629,0.285491,0.241747,0.101603,-0.00333918,0.0617312,0.0336806,True,0.531151625,0.0837664,0.0559035,0.0278629,True,0.0837664,0.0559035,0.0278628,True,0.0617322,0.0336812,0.0280511,True,0.770115,0.613438,0.73708,0.770115,0.288301,0.178341,0.121709,0.770114,0.00498682,0.330372,1.2,7.76425e-10,0.00613046,1.04386,1.04386,0.0278619,-9.95161e-07,1.84467e-06,8.31133e-07,1.84467e-06,2.83589e-06
84,train,20,0,True,True,0.0828209,0.0603069,0.022514,0.288668,0.253113,0.10423,-0.00393475,0.0614832,0.0347783,True,0.5292487499999999,0.0828209,0.0603069,0.022514,True,0.0828209,0.0603069,0.022514,True,0.0614842,0.0347789,0.0267053,True,0.75562,0.482195,0.633557,0.770114,0.106731,0.619649,0.159538,0.706586,0.00479875,0.330341,1.2,7.76424e-10,0.00613514,1.04386,1.04386,0.0225133,-7.27391e-07,1.84465e-06,8.3113e-07,1.84465e-06,2.83588e-06
85,train,21,0,True,True,0.0832736,0.0585108,0.0247628,0.287578,0.248559,0.103983,-0.00356813,0.0615104,0.0344186,True,0.3978995,0.0832736,0.0585108,0.0247628,True,0.0832736,0.0585108,0.0247628,True,0.0615113,0.0344192,0.0270922,True,0.618181,0.473595,0.444862,0.551244,0.122733,0.505327,0.128291,0.338963,0.0048158,0.330283,1.2,7.76424e-10,0.00856617,1.04386,1.04386,0.0247619,-9.60317e-07,1.84464e-06,8.31126e-07,1.84464e-06,2.83586e-06
86,train,22,0,True,True,0.0825506,0.0597129,0.0228377,0.287357,0.25132,0.123789,0.0204662,0.0650955,0.0366285,True,0.5125205,0.0825506,0.0597129,0.0228377,True,0.0825506,0.0597129,0.0228377,True,0.0650965,0.0366291,0.0284674,True,0.572917,0.476237,0.588594,0.770112,0.330766,0.770113,0.260624,0.330801,0.00375369,0.328146,1.2,7.76423e-10,0.00859232,1.04386,1.04386,0.0228367,-1.03691e-06,1.84462e-06,8.31123e-07,1.84462e-06,2.83585e-06
87,train,23,0,True,True,0.0814985,0.0623065,0.019192,0.287901,0.25753,0.0863626,0.0171586,0.0536409,0.0316628,True,0.493214125,0.0814985,0.0623065,0.019192,True,0.0814985,0.0623065,0.019192,True,0.0536418,0.0316633,0.0219785,True,0.770112,0.473998,0.604056,0.755224,0.421596,0.138322,0.137644,0.644761,0.00647912,0.328166,1.2,7.76426e-10,0.006216,1.04386,1.04386,0.0191912,-7.54124e-07,1.84461e-06,8.3112e-07,1.84461e-06,2.83584e-06
88,train,24,0,True,True,0.0832555,0.0563136,0.0269419,0.28486,0.242538,0.101548,-0.00351504,0.0614315,0.0340594,True,0.35681999999999997,0.0832555,0.0563136,0.0269419,True,0.0832555,0.0563136,0.0269419,True,0.0614325,0.0340599,0.0273726,True,0.516789,0.262486,0.42709,0.516068,0.296973,0.399473,0.14388,0.291801,0.00499095,0.330289,1.2,7.76425e-10,0.00613047,1.04386,1.04386,0.0269406,-1.35334e-06,1.84459e-06,8.31116e-07,1.84459e-06,2.83583e-06
89,train,25,0,True,True,0.0828083,0.0603077,0.0225005,0.28864,0.253107,0.100779,-0.00490115,0.0611494,0.0358115,True,0.560572375,0.0828083,0.0603077,0.0225005,True,0.0828083,0.0603078,0.0225005,True,0.0611504,0.0358121,0.0253383,True,0.50609,0.566316,0.698648,0.753646,0.289464,0.770113,0.251963,0.648339,0.00504906,0.330249,1.2,7.76425e-10,0.00613614,1.04386,1.04386,0.0224998,-7.49568e-07,1.84458e-06,8.31113e-07,1.84458e-06,2.83582e-06
90,train,26,0,True,True,0.0814814,0.0623597,0.0191216,0.287921,0.257659,0.0990814,-0.00453341,0.0612264,0.0353044,True,0.5604003750000001,0.0814814,0.0623597,0.0191216,True,0.0814813,0.0623597,0.0191216,True,0.0612274,0.0353049,0.0259224,True,0.436849,0.770113,0.681453,0.713739,0.770114,0.151298,0.22418,0.735457,0.00518243,0.330471,1.2,7.76425e-10,0.00613442,1.04386,1.04386,0.0191209,-7.46728e-07,1.84456e-06,8.3111e-07,1.84456e-06,2.83581e-06
91,train,27,0,True,True,0.0838311,0.0557913,0.0280398,0.285495,0.24148,0.100817,-0.00275811,0.0619883,0.032923,True,0.5420535000000001,0.0838311,0.0557913,0.0280398,True,0.0838311,0.0557913,0.0280398,True,0.0619893,0.0329235,0.0290658,True,0.770114,0.770115,0.770115,0.770115,0.241903,0.12439,0.119561,0.770115,0.00504617,0.330512,1.2,7.76425e-10,0.00856616,1.04386,1.04386,0.0280388,-9.68417e-07,1.84455e-06,8.31106e-07,1.84455e-06,2.8358e-06
92,train,28,0,True,True,0.0826714,0.0583457,0.0243256,0.286015,0.247698,0.104117,-0.00348441,0.0613087,0.0344021,True,0.36707737499999993,0.0826714,0.0583457,0.0243256,True,0.0826713,0.0583457,0.0243256,True,0.0613097,0.0344026,0.0269071,True,0.52447,0.365733,0.453304,0.600734,0.118889,0.344019,0.136189,0.393281,0.00480652,0.330265,1.2,7.76424e-10,0.00621487,1.04386,1.04386,0.0243247,-9.31091e-07,1.84453e-06,8.31103e-07,1.84453e-06,2.83578e-06
93,train,29,0,True,True,0.0845928,0.0542769,0.0303159,0.285255,0.237775,0.120366,0.0184939,0.0675208,0.0326633,True,0.36093624999999996,0.0845928,0.0542769,0.0303159,True,0.0845927,0.0542769,0.0303158,True,0.0675219,0.0326638,0.0348581,True,0.531274,0.502889,0.534256,0.557204,0.152056,0.089561,0.157529,0.362721,0.00390165,0.328426,1.2,7.76423e-10,0.00856623,1.04386,1.04386,0.0303146,-1.28409e-06,1.84452e-06,8.311e-07,1.84452e-06,2.83577e-06
94,train,30,0,True,True,0.0838328,0.0557586,0.0280741,0.285458,0.241391,0.120166,0.018516,0.06717,0.0329556,True,0.4866560000000001,0.0838328,0.0557586,0.0280741,True,0.0838327,0.0557586,0.0280741,True,0.0671711,0.0329561,0.0342149,True,0.743989,0.637715,0.708511,0.703339,0.198008,0.152937,0.1903,0.558449,0.00391067,0.328352,1.2,7.76423e-10,0.00621533,1.04386,1.04386,0.0280732,-9.52335e-07,1.84451e-06,8.31096e-07,1.84451e-06,2.83576e-06
95,train,31,0,True,True,0.0795654,0.0620042,0.0175612,0.283072,0.255307,0.102143,-0.00383065,0.0604866,0.035136,True,0.315127875,0.0795654,0.0620042,0.0175612,True,0.0795654,0.0620042,0.0175612,True,0.0604876,0.0351366,0.025351,True,0.291619,0.360851,0.342939,0.426903,0.444661,0.192956,0.107367,0.353727,0.00494697,0.330302,1.2,7.76425e-10,0.00856704,1.04386,1.04386,0.0175607,-4.56312e-07,1.84449e-06,8.31093e-07,1.84449e-06,2.83575e-06
96,train,32,1,True,True,0.0627887,0.0800415,-0.0172529,0.285044,0.257739,0.0987124,-0.00418847,0.0600291,0.03617,False,0.3103241375,0.0627887,0.0800415,-0.0172529,False,0.0627887,0.0800415,-0.0172529,False,0.0361706,0.0600301,-0.0238595,False,0.0938811,0.456305,0.374484,0.163556,0.490971,0.26999,0.367252,0.266154,0.0052124,0.330125,1.2,7.76425e-10,1.0464,1.04306,1.04386,-0.00856566,0.00868722,0.00843516,8.3109e-07,0.00843516,2.83574e-06
97,train,33,1,True,True,0.060981,0.07632,-0.015339,0.274371,0.250172,0.105097,0.0143694,0.0550422,0.0356768,False,0.2686391125,0.060981,0.07632,-0.015339,False,0.060981,0.07632,-0.015339,False,0.0356774,0.0550431,-0.0193657,False,0.361298,0.0966629,0.122031,0.492813,0.349183,0.300039,0.218776,0.20831,0.00473984,0.326952,1.2,7.76424e-10,1.0464,1.04386,1.04386,-0.00706003,0.00827898,0.00896585,8.31086e-07,0.00896585,2.83573e-06
98,train,34,1,True,True,0.0669799,0.0758389,-0.008859,0.279449,0.265394,0.108283,0.0719379,0.047275,0.0407155,False,0.247402075,0.0669799,0.0758389,-0.008859,False,0.0669799,0.0758389,-0.00885897,False,0.0407162,0.0472757,-0.00655951,False,0.0838406,0.400537,0.39741,0.10904,0.266488,0.131902,0.385266,0.204733,0.00453559,0.0091959,1.19996,7.76458e-10,1.0464,1.04386,1.04386,-0.00537808,0.00348092,0.00419895,8.31083e-07,0.00419895,2.83572e-06
99,train,35,1,True,True,0.0701485,0.0719977,-0.00184921,0.273107,0.270172,0.113989,0.104415,0.0448393,0.0422632,False,0.28502317499999996,0.0701485,0.0719977,-0.00184921,False,0.0701485,0.0719977,-0.00184919,False,0.0422639,0.04484,-0.00257616,False,0.497202,0.08,0.0873754,0.571344,0.284368,0.089561,0.410277,0.260058,0.00421176,0.00478603,7.24457e-05,1.201,0.0158149,1.04386,1.04386,-0.00184864,5.65271e-07,1.82181e-06,8.3108e-07,1.82181e-06,2.83571e-06
100,train,36,1,True,True,0.0713944,0.0763654,-0.00497101,0.285012,0.277095,0.121044,0.107704,0.046073,0.043214,False,0.46690777499999997,0.0713944,0.0763654,-0.00497101,False,0.0713944,0.0763654,-0.004971,False,0.0432147,0.0460737,-0.00285902,False,0.16197,0.684524,0.770111,0.221052,0.0829502,0.459844,0.75628,0.598531,0.0038714,0.00457136,6.93997e-05,1.20098,0.00620391,1.04386,1.04386,-0.00497054,4.71762e-07,1.82179e-06,8.31076e-07,1.82179e-06,2.83569e-06
101,train,37,1,True,True,0.0706055,0.0750194,-0.00441389,0.28097,0.273949,0.116042,0.105406,0.0454416,0.0428655,False,0.335891,0.0706055,0.0750194,-0.00441389,False,0.0706055,0.0750194,-0.00441387,False,0.0428662,0.0454423,-0.00257613,False,0.102989,0.509698,0.564957,0.103372,0.107356,0.134907,0.770115,0.393734,0.00410656,0.00471919,7.13355e-05,1.20099,0.00856689,1.04386,1.04386,-0.00441339,4.94471e-07,1.82178e-06,8.31073e-07,1.82178e-06,2.83568e-06
102,train,38,1,True,True,0.0724568,0.0757918,-0.00333504,0.284601,0.279287,0.116256,0.108301,0.0459936,0.0435859,False,0.382305125,0.0724568,0.0757918,-0.00333504,False,0.0724568,0.0757918,-0.00333503,False,0.0435866,0.0459944,-0.0024078,False,0.370735,0.363315,0.391723,0.528047,0.377254,0.374888,0.202841,0.449638,0.0040959,0.00453453,6.91553e-05,1.20102,0.00859253,1.04386,1.04386,-0.00333455,4.88314e-07,1.82176e-06,8.3107e-07,1.82176e-06,2.83567e-06
103,train,39,1,True,True,0.07014,0.0720513,-0.0019114,0.273232,0.270198,0.0906116,0.0772426,0.0422766,0.0392986,False,0.20175882499999997,0.07014,0.0720513,-0.0019114,False,0.0701399,0.0720513,-0.00191139,False,0.0392992,0.0422773,-0.00297805,False,0.0808779,0.279686,0.34867,0.0841486,0.0901021,0.181483,0.39448,0.154623,0.0059757,0.00794423,1.96522e-08,1.19992,0.00613383,1.04386,1.04386,-0.00191119,2.03192e-07,1.82175e-06,8.31066e-07,1.82175e-06,2.83566e-06
104,train,40,1,True,True,0.0672608,0.073482,-0.00622116,0.274021,0.26416,0.112171,0.102829,0.0448798,0.0414093,False,0.21241474999999999,0.0672608,0.073482,-0.00622116,False,0.0672608,0.073482,-0.00622114,False,0.0414099,0.0448805,-0.00347059,False,0.133549,0.283897,0.37404,0.08,0.19023,0.105815,0.336074,0.195713,0.00430965,0.00489717,3.01829e-05,1.20011,0.00598753,1.04386,1.04386,-0.00622045,7.01807e-07,1.82173e-06,8.31063e-07,1.82173e-06,2.83565e-06
105,train,41,1,True,True,0.0721773,0.0709123,0.00126494,0.272243,0.274252,0.112875,0.105243,0.0442441,0.0430643,True,0.24675849999999996,0.0721773,0.0709123,0.00126494,True,0.0721773,0.0709123,0.00126496,True,0.043065,0.0442448,-0.00117981,False,0.105732,0.36215,0.325922,0.165835,0.384943,0.156351,0.267067,0.206068,0.00427122,0.00473002,6.83272e-05,1.20099,0.00856458,1.04386,1.04386,0.00126544,4.96616e-07,1.82172e-06,8.3106e-07,1.82172e-06,2.83564e-06
106,train,42,1,True,True,0.0670719,0.0662966,0.000775268,0.256162,0.257385,0.101099,0.0884724,0.0414673,0.03968,True,0.18587850000000003,0.0670719,0.0662966,0.000775268,True,0.0670719,0.0662966,0.000775279,True,0.0396807,0.041468,-0.00178731,False,0.212831,0.207436,0.26523,0.224674,0.113793,0.145288,0.128915,0.188861,0.00502469,0.00621838,1.19993,-5.47668e-10,1.0464,1.04386,1.04386,0.000791573,1.63047e-05,0.00239617,8.31056e-07,0.00239617,2.83563e-06
107,train,43,1,True,True,0.0730327,0.0686981,0.00433459,0.267424,0.2743,0.116511,0.107408,0.0433747,0.0427693,True,0.27282999999999996,0.0730327,0.0686981,0.00433459,True,0.0730327,0.0686981,0.0043346,True,0.0427699,0.0433754,-0.000605467,False,0.11078,0.257738,0.13034,0.399908,0.770115,0.240898,0.097806,0.175055,0.00408327,0.00458989,6.45743e-05,1.20101,0.0142107,1.04386,1.04386,0.00433486,2.66118e-07,1.81615e-06,8.31053e-07,1.81615e-06,2.83561e-06
108,train,44,1,True,True,0.0723007,0.0705318,0.00176889,0.2714,0.274209,0.119426,0.110343,0.0443776,0.0427902,True,0.32688025,0.0723007,0.0705318,0.00176889,True,0.0723007,0.0705318,0.00176888,True,0.0427908,0.0443783,-0.00158743,False,0.463514,0.106965,0.08,0.646135,0.52235,0.243356,0.304203,0.248519,0.00394442,0.00441292,7.26806e-05,1.20102,0.00865365,1.04386,1.04386,0.00176932,4.27723e-07,1.81613e-06,8.3105e-07,1.81613e-06,2.8356e-06
109,train,45,1,True,True,0.0676086,0.0670713,0.000537282,0.258574,0.259423,0.121042,0.113457,0.0442024,0.0432211,True,0.16899925000000002,0.0676086,0.0670713,0.000537282,True,0.0676086,0.0670713,0.000537296,True,0.0432217,0.0442031,-0.000981347,False,0.229949,0.132228,0.173526,0.267329,0.185581,0.149795,0.08,0.133586,0.0038715,0.00423993,9.55799e-05,1.20111,0.00613443,1.04386,1.04386,0.000537737,4.55097e-07,1.81612e-06,8.31047e-07,1.81612e-06,2.83559e-06
110,train,46,1,True,True,0.0721442,0.0742034,-0.00205923,0.280394,0.277116,0.120411,0.113198,0.0453632,0.0432991,False,0.31425375,0.0721442,0.0742034,-0.00205923,False,0.0721442,0.0742034,-0.00205922,False,0.0432998,0.0453639,-0.00206407,False,0.099258,0.348219,0.354446,0.303381,0.520741,0.456976,0.180046,0.250963,0.00389965,0.0042538,9.56261e-05,1.20113,0.005987,1.04386,1.04386,-0.00205902,2.06966e-07,1.81611e-06,8.31043e-07,1.81611e-06,2.83558e-06
111,train,47,1,True,True,0.0730351,0.0686961,0.00433901,0.267421,0.274304,0.135158,0.129498,0.0487934,0.0479254,True,0.268208325,0.0730351,0.0686961,0.00433901,True,0.0730351,0.0686961,0.00433903,True,0.0479262,0.0487942,-0.000867954,False,0.162354,0.228891,0.0978166,0.426085,0.770113,0.161678,0.13612,0.162609,0.00333494,0.00353083,9.2955e-05,1.20197,0.00599681,1.04386,1.04386,0.00433927,2.62015e-07,1.81609e-06,8.3104e-07,1.81609e-06,2.83557e-06
112,train,48,1,True,True,0.0724285,0.0702406,0.00218794,0.270783,0.274256,0.117297,0.110321,0.0439076,0.043006,True,0.253805,0.0724285,0.0702406,0.00218794,True,0.0724285,0.0702406,0.00218794,True,0.0430066,0.0439083,-0.000901672,False,0.08,0.351668,0.279981,0.202821,0.554981,0.115102,0.24642,0.199467,0.00404483,0.00441419,8.67361e-05,1.20104,0.00856469,1.04386,1.04386,0.00218815,2.1425e-07,1.81608e-06,8.31037e-07,1.81608e-06,2.83556e-06
113,train,49,1,True,True,0.0726252,0.0743111,-0.00168588,0.281101,0.278417,0.121814,0.115002,0.0455461,0.0436646,False,0.493244125,0.0726252,0.0743111,-0.00168588,False,0.0726252,0.0743111,-0.00168588,False,0.0436653,0.0455468,-0.00188157,False,0.437398,0.585711,0.328765,0.48025,0.766049,0.770114,0.148938,0.428728,0.00383763,0.00415916,9.56117e-05,1.20128,0.00613357,1.04386,1.04386,-0.00168561,2.70986e-07,1.81606e-06,8.31033e-07,1.81606e-06,2.83555e-06
114,train,50,1,True,True,0.0692755,0.0745115,-0.00523602,0.278466,0.270148,0.12577,0.111909,0.0455624,0.0421803,False,0.25741375,0.0692755,0.0745115,-0.00523602,False,0.0692755,0.0745115,-0.005236,False,0.0421809,0.0455631,-0.00338221,False,0.121863,0.439552,0.500355,0.112137,0.08,0.123707,0.406674,0.275022,0.00367318,0.00432418,6.13672e-05,1.20103,0.00598675,1.04386,1.04386,-0.00523527,7.54682e-07,1.81605e-06,8.3103e-07,1.81605e-06,2.83553e-06
