cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,dp0,dn0,output_delta_net_0,dp1,dn1,output_delta_net_1,max_abs_output_delta_signal,max_output_delta_node,max_abs_hidden_delta_signal,max_hidden_delta_node,max_abs_hidden_delta_update_signal,max_hidden_delta_update_node
68,train,14,0,True,True,0.100741,0.0847976,0.0159433,0.134355,0.117928,0.000875972,0.00271699,0.100748,0.0848053,True,0.32813312499999997,0.100741,0.0847976,0.0159433,True,0.532303,0.486761,0.462999,0.397812,0.08,0.310763,0.138346,0.216081,0.335929,0.336392,-9.41229e-06,1.19994,0.0124843,0.0529198,0.000836,0.0520838,0.000836,0.0529198,-0.0520838,0.0520838,0.0529198,2.11383e-57,2.21297e-57,2.11326e-57,2.21237e-57
69,train,34,1,True,True,0.099533,0.0797851,0.0197479,0.112759,0.133109,0.00510742,0.00475438,0.0797926,0.09954,True,0.29534748749999995,0.099533,0.0797851,0.0197479,True,0.146884,0.336786,0.156324,0.425586,0.770071,0.245176,0.0846769,0.197276,0.336913,0.336827,1.19995,3.31356e-08,0.0126634,0.000841554,0.0480584,-0.0472169,0.0480584,0.000841554,0.0472169,0.0472169,0.0480584,1.02278e-57,9.64111e-58,1.0225e-57,9.63848e-58
70,train,15,0,True,True,0.10116,0.086531,0.0146295,0.134787,0.119715,0.00029243,0.00209831,0.101168,0.0865388,True,0.35746849999999997,0.10116,0.086531,0.0146295,True,0.455622,0.445758,0.510799,0.48218,0.107503,0.326463,0.125082,0.406341,0.335738,0.336146,-4.17232e-05,1.19993,0.0125147,0.0546011,0.000837827,0.0537633,0.000837827,0.0546011,-0.0537633,0.0537633,0.0546011,1.88389e-57,1.62398e-57,1.88337e-57,1.62354e-57
71,train,35,1,True,True,0.0789373,0.0783062,0.000631104,0.111237,0.111886,0.00726852,0.00743645,0.0783137,0.0789448,True,0.1739980875,0.0789373,0.0783062,0.000631104,True,0.325031,0.08,0.08,0.311602,0.114058,0.139827,0.245455,0.0960117,0.33782,0.337947,3.31896e-08,1.19995,1.0464,0.000842843,0.0466243,-0.0457815,0.0466243,0.000842843,0.0457815,0.0457815,0.0466243,0.000114642,0.015668,5.78544e-06,0.0160393
72,train,16,0,True,True,0.104709,0.0844518,0.0202575,0.138442,0.117572,0.00182387,0.00312271,0.104716,0.0844595,True,0.44233574999999997,0.104709,0.0844518,0.0202575,True,0.719875,0.627597,0.676656,0.596214,0.160624,0.128865,0.203133,0.425722,0.336096,0.336433,-5.46036e-06,1.19994,0.0183232,0.0525844,0.0008359,0.0517485,0.0008359,0.0525844,-0.0517485,0.0517485,0.0525844,6.007e-36,6.46475e-32,6.00536e-36,6.46298e-32
73,train,36,1,True,True,0.0736322,0.0709687,0.00266351,0.103675,0.10642,0.00563104,0.00568781,0.0709766,0.07364,True,0.26857425,0.0736322,0.0709687,0.00266351,True,0.166267,0.344374,0.298002,0.288656,0.41169,0.244247,0.180208,0.21515,0.337027,0.33707,1.19996,3.32086e-08,0.0131095,0.000841295,0.0395101,-0.0386688,0.0395101,0.000841295,0.0386688,0.0386688,0.0395101,6.61282e-57,5.5691e-57,6.61101e-57,5.56758e-57
74,train,17,0,True,True,0.0980512,0.0842474,0.0138038,0.131585,0.117362,0.000944439,0.00207405,0.0980586,0.0842552,True,0.370984875,0.0980512,0.0842474,0.0138038,True,0.568791,0.520787,0.507744,0.551566,0.195436,0.08,0.256725,0.28683,0.336017,0.336308,-4.17208e-06,1.19994,0.012569,0.0523863,0.000831275,0.051555,0.000831275,0.0523863,-0.051555,0.051555,0.0523863,3.30138e-57,2.77676e-57,3.30048e-57,2.776e-57
75,train,37,1,True,True,0.107504,0.0806716,0.0268323,0.113671,0.141317,0.00477976,0.00389652,0.0806791,0.107511,True,0.271349,0.107504,0.0806716,0.0268323,True,0.08,0.391374,0.40724,0.08,0.114058,0.134997,0.770073,0.19305,0.336895,0.336654,1.19995,3.31229e-08,0.0126839,0.000841145,0.0489181,-0.0480769,0.0489181,0.000841145,0.0480769,0.0480769,0.0489181,1.76959e-57,2.0381e-57,1.76911e-57,2.03754e-57
76,train,18,0,True,True,0.108164,0.0878017,0.0203627,0.141992,0.121015,-0.00154805,-0.00018409,0.108171,0.0878093,True,0.654017,0.108164,0.0878017,0.0203627,True,0.582506,0.77007,0.770072,0.770071,0.465188,0.770072,0.334085,0.770072,0.335663,0.335928,-3.24676e-05,1.19993,0.0106741,0.0558335,0.000838486,0.054995,0.000838486,0.0558335,-0.054995,0.054995,0.0558335,4.64232e-57,3.88532e-57,4.64105e-57,3.88426e-57
77,train,38,1,True,True,0.108916,0.0829594,0.0259571,0.116029,0.142771,0.00666263,0.00567682,0.0829667,0.108923,True,0.2492727125,0.108916,0.0829594,0.0259571,True,0.122524,0.308635,0.113946,0.342114,0.770071,0.104711,0.0812267,0.150954,0.337268,0.336962,1.19994,-9.87185e-08,0.0126372,0.000843785,0.0511366,-0.0502929,0.0511366,0.000843785,0.0502929,0.0502929,0.0511366,2.04993e-57,2.5642e-57,2.04937e-57,2.5635e-57
78,train,19,0,True,True,0.0962494,0.086989,0.00926047,0.129727,0.120186,-0.000408283,0.000828814,0.0962569,0.0869968,True,0.47882674999999997,0.0962494,0.086989,0.00926047,True,0.394457,0.766377,0.76218,0.538326,0.431431,0.351267,0.190252,0.396324,0.335744,0.336017,-4.75208e-05,1.19993,0.012642,0.0550453,0.000840187,0.0542051,0.000840187,0.0550453,-0.0542051,0.0542051,0.0550453,4.13231e-57,6.75686e-57,4.13119e-57,6.75501e-57
79,train,39,1,True,True,0.0888117,0.0865844,0.00222726,0.11977,0.122064,0.00495336,0.0050214,0.086592,0.0888191,True,0.22413239999999995,0.0888117,0.0865844,0.00222726,True,0.106584,0.403124,0.414038,0.0929912,0.105694,0.100531,0.385071,0.185026,0.336752,0.33681,1.19993,-4.88727e-05,0.0127349,0.000843184,0.0546527,-0.0538095,0.0546527,0.000843184,0.0538095,0.0538095,0.0546527,1.99211e-57,2.56755e-57,1.99156e-57,2.56685e-57
80,final_eval,0,0,False,False,0.098516,0.0836043,0.0149117,0.132063,0.116699,7.39096e-05,0.00120656,0.0985233,0.0836122,True,0.36323862500000004,0.098516,0.0836043,0.0149117,True,0.664006,0.347312,0.420621,0.448334,0.374241,0.221486,0.08,0.349909,0.335798,0.336064,1.19721,1.15133,,,,,,,,,,,,,
81,final_eval,1,0,False,False,0.102362,0.0859365,0.0164251,0.136014,0.11909,0.000811086,0.00180254,0.102368,0.0859438,True,0.568407875,0.102362,0.0859365,0.0164251,True,0.770072,0.770072,0.77007,0.770072,0.38901,0.16426,0.143636,0.770071,0.335931,0.336174,1.18707,1.14197,,,,,,,,,,,,,
82,final_eval,2,0,False,False,0.100535,0.0887471,0.0117879,0.134143,0.121998,-0.000298608,0.00091326,0.100542,0.0887548,True,0.3669429,0.100535,0.0887471,0.0117879,True,0.433327,0.634002,0.607172,0.451917,0.272293,0.0885468,0.0878204,0.360465,0.335748,0.336031,1.17705,1.14021,,,,,,,,,,,,,
83,final_eval,3,0,False,False,0.112521,0.0849542,0.0275668,0.146487,0.118089,-0.000109633,0.00226779,0.112528,0.084962,True,0.45541850000000006,0.112521,0.0849542,0.0275668,True,0.548402,0.475704,0.594566,0.647233,0.133951,0.584446,0.111895,0.547151,0.335699,0.336214,1.16696,1.14028,,,,,,,,,,,,,
84,final_eval,4,0,False,False,0.0952821,0.0844817,0.0108004,0.128732,0.117603,0.00205273,0.00341554,0.0952896,0.0844895,True,0.33332387500000005,0.0952821,0.0844817,0.0108004,True,0.479241,0.427603,0.454394,0.476556,0.130635,0.194081,0.124699,0.379382,0.335985,0.336346,1.15716,1.14025,,,,,,,,,,,,,
85,final_eval,5,0,False,False,0.0767591,0.0729542,0.00380499,0.109644,0.105719,0.00527527,0.0061915,0.0767669,0.0729619,True,0.246162625,0.0767591,0.0729542,0.00380499,True,0.343936,0.323118,0.344081,0.347788,0.12845,0.190829,0.093264,0.197835,0.336823,0.337194,1.14756,1.14036,,,,,,,,,,,,,
86,final_eval,6,0,False,False,0.109694,0.0884912,0.0212028,0.143573,0.121733,-0.00126193,0.000394051,0.109701,0.088499,True,0.5786075,0.109694,0.0884912,0.0212028,True,0.633768,0.770071,0.723852,0.569535,0.488999,0.591506,0.233341,0.617788,0.335638,0.33597,1.13989,1.1401,,,,,,,,,,,,,
87,final_eval,7,0,False,False,0.0953267,0.0837674,0.0115593,0.128778,0.116867,0.00146751,0.0026195,0.0953341,0.0837751,True,0.40630837499999994,0.0953267,0.0837674,0.0115593,True,0.456787,0.651137,0.65153,0.499602,0.265059,0.193152,0.161731,0.371469,0.336001,0.336302,1.14035,1.14029,,,,,,,,,,,,,
88,final_eval,8,0,False,False,0.100421,0.0875573,0.012864,0.134026,0.120772,0.00100677,0.00252923,0.100429,0.087565,True,0.30411545,0.100421,0.0875573,0.012864,True,0.501218,0.453388,0.451211,0.438229,0.0945425,0.130259,0.0872071,0.276869,0.33588,0.33626,1.14017,1.14021,,,,,,,,,,,,,
89,final_eval,9,0,False,False,0.1032,0.0809564,0.0222435,0.136888,0.113969,0.000660786,0.0030846,0.103207,0.0809643,True,0.397299,0.1032,0.0809564,0.0222435,True,0.633768,0.382031,0.461924,0.677347,0.117374,0.417784,0.129989,0.358175,0.335772,0.336346,1.14018,1.14031,,,,,,,,,,,,,
90,final_eval,10,0,False,False,0.100167,0.0849173,0.0152497,0.133764,0.118052,-0.000783765,0.000630823,0.100174,0.0849253,True,0.49313112499999995,0.100167,0.0849173,0.0152497,True,0.359347,0.662439,0.734393,0.515778,0.30394,0.547472,0.325115,0.496565,0.335673,0.33597,1.14024,1.14021,,,,,,,,,,,,,
91,final_eval,11,0,False,False,0.0881301,0.078005,0.0101251,0.121363,0.110927,0.00248375,0.00402185,0.0881378,0.0780129,True,0.29748745,0.0881301,0.078005,0.0101251,True,0.403619,0.401778,0.463042,0.369689,0.0965016,0.204764,0.15483,0.285676,0.336142,0.336592,1.14034,1.14032,,,,,,,,,,,,,
92,final_eval,12,0,False,False,0.0929943,0.0818396,0.0111547,0.126375,0.11488,0.00165239,0.00313488,0.0930019,0.0818474,True,0.3282359625,0.0929943,0.0818396,0.0111547,True,0.507996,0.379869,0.429527,0.50881,0.0939397,0.258832,0.143253,0.303661,0.336,0.336398,1.14019,1.14022,,,,,,,,,,,,,
93,final_eval,13,0,False,False,0.0835238,0.0740448,0.00947896,0.116616,0.106844,0.00393045,0.00558741,0.0835314,0.0740525,True,0.2596300125,0.0835238,0.0740448,0.00947896,True,0.300618,0.403654,0.470055,0.271086,0.10803,0.212289,0.0883571,0.222951,0.336504,0.337091,1.14033,1.14034,,,,,,,,,,,,,
94,final_eval,14,0,False,False,0.0992748,0.0839456,0.0153292,0.132845,0.11705,0.000986165,0.00282824,0.0992821,0.0839533,True,0.32813312499999997,0.0992748,0.0839456,0.0153292,True,0.532303,0.486761,0.462999,0.397812,0.08,0.310763,0.138346,0.216081,0.335903,0.33637,1.14007,1.14016,,,,,,,,,,,,,
95,final_eval,15,0,False,False,0.0993764,0.0857518,0.0136246,0.132949,0.118912,0.000455664,0.00222324,0.0993838,0.0857596,True,0.35746849999999997,0.0993764,0.0857518,0.0136246,True,0.455622,0.445758,0.510799,0.48218,0.107503,0.326463,0.125082,0.406341,0.335721,0.336124,1.14022,1.14023,,,,,,,,,,,,,
96,final_eval,16,0,False,False,0.104671,0.0844197,0.0202518,0.138403,0.117539,0.00182571,0.0031258,0.104678,0.0844274,True,0.44233574999999997,0.104671,0.0844197,0.0202518,True,0.719875,0.627597,0.676656,0.596214,0.160624,0.128865,0.203133,0.425722,0.336054,0.336391,1.14016,1.14026,,,,,,,,,,,,,
97,final_eval,17,0,False,False,0.0980289,0.084221,0.0138079,0.131562,0.117334,0.000945853,0.00207672,0.0980363,0.0842288,True,0.370984875,0.0980289,0.084221,0.0138079,True,0.568791,0.520787,0.507744,0.551566,0.195436,0.08,0.256725,0.28683,0.335975,0.336266,1.14028,1.14025,,,,,,,,,,,,,
98,final_eval,18,0,False,False,0.108134,0.0877756,0.0203588,0.141961,0.120988,-0.00154636,-0.000181394,0.108141,0.0877832,True,0.6540163749999999,0.108134,0.0877756,0.0203588,True,0.582506,0.770069,0.770071,0.77007,0.465188,0.770071,0.334085,0.770071,0.335621,0.335886,1.14011,1.14021,,,,,,,,,,,,,
99,final_eval,19,0,False,False,0.0962269,0.0869669,0.00926,0.129704,0.120163,-0.00040679,0.000831085,0.0962344,0.0869747,True,0.47882674999999997,0.0962269,0.0869669,0.00926,True,0.394457,0.766377,0.76218,0.538326,0.431431,0.351267,0.190252,0.396324,0.335702,0.335976,1.14033,1.14025,,,,,,,,,,,,,
100,final_eval,20,1,False,False,0.100879,0.0836774,0.0172018,0.116772,0.134495,0.00360422,0.00314998,0.083685,0.100886,True,0.32801622500000005,0.100879,0.0836774,0.0172018,True,0.113786,0.504182,0.321666,0.329471,0.770071,0.0996948,0.237788,0.247471,0.33642,0.336338,1.14036,1.14008,,,,,,,,,,,,,
101,final_eval,21,1,False,False,0.0999441,0.090577,0.00936712,0.123884,0.133534,0.00109868,0.00105955,0.0905847,0.0999514,True,0.41985174999999997,0.0999441,0.090577,0.00936712,True,0.107908,0.617438,0.606871,0.247791,0.396243,0.315501,0.674424,0.392638,0.33595,0.335968,1.14017,1.14022,,,,,,,,,,,,,
102,final_eval,22,1,False,False,0.102079,0.0881073,0.0139713,0.121336,0.135731,0.00405775,0.00374728,0.0881148,0.102086,True,0.371706125,0.102079,0.0881073,0.0139713,True,0.112462,0.626863,0.584413,0.120865,0.25436,0.148003,0.770072,0.356611,0.336473,0.336422,1.14026,1.14019,,,,,,,,,,,,,
103,final_eval,23,1,False,False,0.102363,0.0826032,0.0197594,0.115667,0.136026,0.0038121,0.00318541,0.082611,0.10237,True,0.3154834875,0.102363,0.0826032,0.0197594,True,0.0837599,0.479907,0.444972,0.140128,0.297158,0.120504,0.702409,0.25503,0.336489,0.336353,1.1403,1.14021,,,,,,,,,,,,,
104,final_eval,24,1,False,False,0.0690819,0.0644272,0.00465469,0.0969218,0.101723,0.0112023,0.0110539,0.0644347,0.0690894,True,0.180859625,0.0690819,0.0644272,0.00465469,True,0.125702,0.245846,0.263411,0.131666,0.110366,0.172064,0.29023,0.107592,0.33923,0.339103,1.14036,1.14036,,,,,,,,,,,,,
105,final_eval,25,1,False,False,0.0811114,0.0824746,-0.00136314,0.115536,0.11413,0.00515517,0.00555849,0.0824823,0.0811191,False,0.280322125,0.0811114,0.0824746,-0.00136314,False,0.116752,0.453388,0.482446,0.151576,0.152939,0.225295,0.405542,0.254639,0.336715,0.336871,1.14008,1.14014,,,,,,,,,,,,,
106,final_eval,26,1,False,False,0.0947647,0.084867,0.00989773,0.118001,0.128199,0.00302959,0.00270244,0.0848747,0.0947721,True,0.334385875,0.0947647,0.084867,0.00989773,True,0.117705,0.534373,0.376994,0.193935,0.549957,0.258089,0.383921,0.260113,0.336276,0.336216,1.14022,1.1401,,,,,,,,,,,,,
107,final_eval,27,1,False,False,0.0949832,0.0780113,0.0169719,0.110933,0.128422,0.00448285,0.00409514,0.0780191,0.0949904,True,0.3358445,0.0949832,0.0780113,0.0169719,True,0.139576,0.419892,0.233553,0.432655,0.770072,0.248706,0.189562,0.25274,0.336662,0.336567,1.14032,1.14022,,,,,,,,,,,,,
108,final_eval,28,1,False,False,0.109673,0.0853207,0.0243528,0.118467,0.143555,0.0057553,0.00470397,0.0853282,0.10968,True,0.2000757875,0.109673,0.0853207,0.0243528,True,0.0969991,0.224223,0.0812477,0.267701,0.636232,0.13221,0.0819935,0.08,0.337404,0.337026,1.14018,1.14006,,,,,,,,,,,,,
109,final_eval,29,1,False,False,0.059394,0.0566216,0.00277245,0.0887758,0.0916466,0.0130879,0.0131361,0.0566256,0.0593983,True,0.17063225,0.059394,0.0566216,0.00277245,True,0.167326,0.220959,0.201242,0.192989,0.206889,0.135926,0.120405,0.119322,0.340756,0.340815,1.14036,1.14036,,,,,,,,,,,,,
110,final_eval,30,1,False,False,0.0877986,0.0832554,0.00454321,0.11634,0.121021,0.00415567,0.00392225,0.0832631,0.0878061,True,0.29701243750000006,0.0877986,0.0832554,0.00454321,True,0.0976875,0.493411,0.47311,0.15735,0.279074,0.158222,0.463965,0.25328,0.336553,0.336504,1.14,1.14004,,,,,,,,,,,,,
111,final_eval,31,1,False,False,0.0869328,0.0773014,0.0096314,0.110204,0.12013,0.0052728,0.00532183,0.0773092,0.0869404,True,0.288042875,0.0869328,0.0773014,0.0096314,True,0.161394,0.322873,0.237898,0.359386,0.591248,0.303981,0.124776,0.202787,0.336809,0.336844,1.14032,1.14025,,,,,,,,,,,,,
112,final_eval,32,1,False,False,0.077777,0.0771088,0.000668161,0.110005,0.110692,0.00320843,0.00343703,0.0771167,0.0777848,True,0.280516375,0.077777,0.0771088,0.000668161,True,0.28902,0.349148,0.302907,0.375364,0.368515,0.190458,0.087437,0.281282,0.336394,0.336491,1.14026,1.14034,,,,,,,,,,,,,
113,final_eval,33,1,False,False,0.0830151,0.076383,0.0066321,0.109256,0.116091,0.0055308,0.0049419,0.0763908,0.0830226,True,0.2437802875,0.0830151,0.076383,0.0066321,True,0.0857193,0.399819,0.309748,0.125395,0.360979,0.168719,0.336155,0.163708,0.336921,0.336737,1.14027,1.1402,,,,,,,,,,,,,
114,final_eval,34,1,False,False,0.0985138,0.0782759,0.020238,0.111204,0.132058,0.00527741,0.00479557,0.0782834,0.0985208,True,0.29534761249999997,0.0985138,0.0782759,0.020238,True,0.146884,0.336786,0.156324,0.425586,0.770072,0.245176,0.0846769,0.197276,0.336923,0.336786,1.14024,1.14008,,,,,,,,,,,,,
115,final_eval,35,1,False,False,0.0784443,0.077049,0.00139534,0.109941,0.111378,0.00739269,0.00745474,0.0770566,0.0784519,True,0.1739980875,0.0784443,0.077049,0.00139534,True,0.325031,0.08,0.08,0.311602,0.114058,0.139827,0.245455,0.0960117,0.337832,0.337896,1.14027,1.14036,,,,,,,,,,,,,
116,final_eval,36,1,False,False,0.0736075,0.070945,0.00266245,0.10365,0.106394,0.00563261,0.00568933,0.070953,0.0736153,True,0.26857425,0.0736075,0.070945,0.00266245,True,0.166267,0.344374,0.298002,0.288656,0.41169,0.244247,0.180208,0.21515,0.336985,0.337028,1.14033,1.14031,,,,,,,,,,,,,
117,final_eval,37,1,False,False,0.10744,0.0806317,0.0268081,0.113629,0.141251,0.0047832,0.00389948,0.0806392,0.107446,True,0.27134875,0.10744,0.0806317,0.0268081,True,0.08,0.391374,0.40724,0.08,0.114058,0.134997,0.770071,0.19305,0.336854,0.336612,1.14017,1.13989,,,,,,,,,,,,,
118,final_eval,38,1,False,False,0.108856,0.08291,0.0259465,0.115978,0.142709,0.00666576,0.00567808,0.0829173,0.108863,True,0.24927246249999999,0.108856,0.08291,0.0259465,True,0.122524,0.308635,0.113946,0.342114,0.770069,0.104711,0.0812267,0.150954,0.337227,0.33692,1.14023,1.14018,,,,,,,,,,,,,
119,final_eval,39,1,False,False,0.0887717,0.086548,0.00222366,0.119733,0.122023,0.00495613,0.00502451,0.0865556,0.0887791,True,0.22413239999999995,0.0887717,0.086548,0.00222366,True,0.106584,0.403124,0.414038,0.0929912,0.105694,0.100531,0.385071,0.185026,0.336711,0.336769,1.14021,1.14036,,,,,,,,,,,,,
