cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2550ps,other_out_2550ps,margin_2550ps,correct_2550ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3350ps,other_out_3350ps,margin_3350ps,correct_3350ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,merr0,merr1,merr0_bar,merr1_bar
68,train,2,0,True,True,0.221905,0.160892,0.0610127,0.259112,0.196374,0.258851,0.175047,0.222046,0.161003,True,0.29886775000000004,0.221905,0.160892,0.0610127,True,0.222009,0.160994,0.0610146,True,0.222037,0.161005,0.0610318,True,0.460496,0.315118,0.428067,0.491527,0.139719,0.324761,0.106536,0.124718,0.00151553,0.00240129,9.33306e-05,1.20113,1.14754,0.192708,0.0347502,9.22708e-08,1.02118
69,train,34,1,True,True,0.156227,0.189313,-0.0330856,0.225611,0.191575,0.225256,0.149102,0.189437,0.156337,False,0.247402075,0.156227,0.189313,-0.0330856,False,0.156329,0.189417,-0.0330879,False,0.15634,0.189436,-0.0330962,False,0.0838406,0.400537,0.39741,0.10904,0.266488,0.131902,0.385266,0.204733,0.00177809,0.00293498,6.9925e-05,1.20101,1.14754,0.0329602,0.209173,1.02118,7.57889e-08
70,train,3,0,True,True,0.218179,0.156984,0.0611941,0.255279,0.192354,0.254213,0.151357,0.21829,0.157095,True,0.34778837500000004,0.218179,0.156984,0.0611941,True,0.218281,0.157086,0.0611951,True,0.218294,0.157097,0.0611966,True,0.465983,0.392788,0.363332,0.423047,0.177356,0.430341,0.224457,0.305003,0.00154705,0.00287925,6.3974e-05,1.20101,1.14754,0.186739,0.0337966,1.00255e-07,1.02118
71,train,35,1,True,True,0.153724,0.216672,-0.0629477,0.25373,0.188999,0.252297,0.136297,0.216783,0.153834,False,0.28502317499999996,0.153724,0.216672,-0.0629477,False,0.153826,0.216775,-0.0629488,False,0.153836,0.216787,-0.0629506,False,0.497202,0.08,0.0873754,0.571344,0.284368,0.089561,0.410277,0.260058,0.00156046,0.00329818,6.68495e-05,1.20097,1.14754,0.0328867,0.214271,1.02118,7.18527e-08
72,train,4,0,True,True,0.209873,0.156144,0.0537292,0.246742,0.191489,0.233849,0.135126,0.209983,0.156254,True,0.383445,0.209873,0.156144,0.0537292,True,0.209975,0.156246,0.0537298,True,0.209987,0.156256,0.0537306,True,0.584164,0.47028,0.462056,0.628547,0.255224,0.176976,0.145681,0.344632,0.00170261,0.003336,6.61785e-05,1.20097,1.14754,0.185424,0.034457,1.0221e-07,1.02118
73,train,36,1,True,True,0.147206,0.174808,-0.0276023,0.21069,0.182293,0.203536,0.103547,0.174919,0.147315,False,0.46690777499999997,0.147206,0.174808,-0.0276023,False,0.147308,0.17491,-0.0276028,False,0.147318,0.174922,-0.0276043,False,0.16197,0.684524,0.770111,0.221052,0.0829502,0.459844,0.75628,0.598531,0.00200271,0.00484623,1.19991,1.07023e-05,1.14754,0.0328458,0.208261,1.02118,7.65409e-08
74,train,5,0,True,True,0.202609,0.176685,0.0259235,0.239275,0.21262,0.181714,0.118706,0.202718,0.176794,True,0.37133174999999996,0.202609,0.176685,0.0259235,True,0.202711,0.176788,0.0259238,True,0.202721,0.176796,0.0259244,True,0.543454,0.493438,0.523504,0.44525,0.181826,0.385814,0.148522,0.248846,0.00229432,0.00397778,7.06284e-05,1.20101,1.14754,0.208696,0.0331619,7.61807e-08,1.02118
75,train,37,1,True,True,0.181592,0.162142,0.0194501,0.19766,0.217666,0.166131,0.11236,0.162251,0.1817,True,0.335891,0.181592,0.162142,0.0194501,True,0.181694,0.162244,0.0194504,True,0.181703,0.162254,0.0194494,True,0.102989,0.509698,0.564957,0.103372,0.107356,0.134907,0.770115,0.393734,0.00256111,0.00429928,7.38969e-05,1.20108,1.14754,0.0334042,0.194548,1.02118,9.0068e-08
76,train,6,0,True,True,0.193638,0.17305,0.0205876,0.230052,0.208882,0.166522,0.109446,0.193746,0.173159,True,0.543639875,0.193638,0.17305,0.0205876,True,0.193741,0.173153,0.0205876,True,0.193749,0.173162,0.0205876,True,0.676339,0.66374,0.770114,0.650108,0.375466,0.351668,0.149631,0.712053,0.00255366,0.00446549,1.19996,1.51922e-05,1.14754,0.207313,0.0329355,7.73394e-08,1.02118
77,train,38,1,True,True,0.168058,0.211262,-0.0432036,0.248169,0.203747,0.152891,0.073483,0.21137,0.168167,False,0.382305125,0.168058,0.211262,-0.0432036,False,0.16816,0.211364,-0.0432039,False,0.168169,0.211373,-0.043204,False,0.370735,0.363315,0.391723,0.528047,0.377254,0.374888,0.202841,0.449638,0.00284256,0.0087875,1.19996,7.76457e-10,1.14754,0.0332767,0.209997,1.02118,7.51226e-08
78,train,7,0,True,True,0.207078,0.167564,0.039514,0.243869,0.203238,0.128496,0.0727767,0.207185,0.167672,True,0.42723375,0.207078,0.167564,0.039514,True,0.20718,0.167666,0.0395143,True,0.207189,0.167675,0.039514,True,0.580763,0.423695,0.455836,0.753179,0.370996,0.391278,0.100993,0.34113,0.00356797,0.00896899,1.19996,7.76457e-10,1.14754,0.201908,0.0343401,8.22451e-08,1.02118
79,train,39,1,True,True,0.192885,0.184652,0.0082331,0.220813,0.229279,0.114105,0.0756173,0.18476,0.192993,True,0.20175882499999997,0.192885,0.184652,0.0082331,True,0.192988,0.184755,0.00823306,True,0.192996,0.184763,0.00823258,True,0.0808779,0.279686,0.34867,0.0841486,0.0901021,0.181483,0.39448,0.154623,0.0042057,0.00828579,1.19995,7.76462e-10,1.14754,0.0331907,0.208997,1.02118,7.59331e-08
80,train,8,0,True,True,0.218764,0.164262,0.0545018,0.25588,0.199842,0.125952,0.0600862,0.218871,0.164371,True,0.41991187500000005,0.218764,0.164262,0.0545018,True,0.218867,0.164364,0.0545021,True,0.218875,0.164373,0.0545012,True,0.464831,0.474401,0.515151,0.632988,0.357854,0.426654,0.152887,0.334529,0.00366598,0.0151854,1.19998,7.76441e-10,1.14754,0.19757,0.0336938,8.66764e-08,1.02118
81,train,40,1,True,True,0.179751,0.184571,-0.00481955,0.220729,0.215773,0.112923,0.0617196,0.184679,0.179859,False,0.21241474999999999,0.179751,0.184571,-0.00481955,False,0.179853,0.184673,-0.00481959,False,0.179862,0.184682,-0.00481954,False,0.133549,0.283897,0.37404,0.08,0.19023,0.105815,0.336074,0.195713,0.00426861,0.0137714,1.19998,7.76443e-10,1.14754,0.0331132,0.208994,1.02118,7.59356e-08
82,train,9,0,True,True,0.218547,0.161588,0.0569595,0.255657,0.19709,0.127892,0.0490077,0.218654,0.161696,True,0.5125387250000001,0.218547,0.161588,0.0569595,True,0.21865,0.16169,0.05696,True,0.218658,0.161699,0.0569591,True,0.715184,0.569406,0.590993,0.770113,0.328889,0.269307,0.0863048,0.770113,0.00359073,0.157849,1.19999,7.76428e-10,1.14754,0.193735,0.0336999,9.10282e-08,1.02118
83,train,41,1,True,True,0.159772,0.17818,-0.0184082,0.214158,0.195223,0.114227,0.0403221,0.178288,0.159881,False,0.24675849999999996,0.159772,0.17818,-0.0184082,False,0.159874,0.178283,-0.0184083,False,0.159883,0.178291,-0.0184081,False,0.105732,0.36215,0.325922,0.165835,0.384943,0.156351,0.267067,0.206068,0.00419928,0.275535,1.2,7.76425e-10,1.14754,0.0330322,0.208747,1.02118,7.61382e-08
84,train,10,0,True,True,0.238033,0.158915,0.0791178,0.275679,0.194341,0.121876,0.0350425,0.238139,0.159024,True,0.34533500000000006,0.238033,0.158915,0.0791178,True,0.238136,0.159017,0.0791184,True,0.238143,0.159026,0.0791169,True,0.460057,0.36972,0.432466,0.52793,0.162337,0.257971,0.106189,0.44601,0.00383494,0.313532,1.2,7.76424e-10,1.14754,0.189719,0.0335054,9.60986e-08,1.02118
85,train,42,1,True,True,0.125287,0.140751,-0.0154634,0.175651,0.159735,0.0890228,0.0182274,0.14086,0.125397,False,0.18587850000000003,0.125287,0.140751,-0.0154634,False,0.125389,0.140853,-0.0154635,False,0.125399,0.140862,-0.0154636,False,0.212831,0.207436,0.26523,0.224674,0.113793,0.145288,0.128915,0.188861,0.00615396,0.328559,1.2,7.76426e-10,1.14754,0.0329949,0.160328,1.02118,1.63943e-07
86,train,11,0,True,True,0.23738,0.157331,0.080049,0.275009,0.192712,0.126628,0.0326931,0.237487,0.15744,True,0.40108024999999997,0.23738,0.157331,0.080049,True,0.237483,0.157434,0.0800494,True,0.237491,0.157443,0.080048,True,0.521068,0.418723,0.488581,0.608506,0.171098,0.317522,0.128222,0.554922,0.0036394,0.322185,1.2,7.76423e-10,1.14754,0.187448,0.0325247,9.92327e-08,1.02118
87,train,43,1,True,True,0.133283,0.230982,-0.0976996,0.268436,0.167964,0.117287,0.0201071,0.231089,0.133392,False,0.2728295,0.133283,0.230982,-0.0976996,False,0.133385,0.231085,-0.0977006,False,0.133394,0.231093,-0.0976988,False,0.11078,0.257738,0.13034,0.399908,0.770111,0.240898,0.097806,0.175055,0.00404531,0.3277,1.2,7.76424e-10,1.14754,0.0329437,0.233992,1.02118,5.99422e-08
88,train,12,0,True,True,0.232785,0.155651,0.0771347,0.270288,0.190983,0.112716,0.0275622,0.232892,0.155759,True,0.49262754999999997,0.232785,0.155651,0.0771347,True,0.232888,0.155753,0.0771352,True,0.232896,0.155762,0.0771338,True,0.685667,0.646988,0.616585,0.599858,0.0876884,0.560507,0.109723,0.634004,0.00427981,0.326033,1.2,7.76424e-10,1.14754,0.18466,0.0348819,1.03383e-07,1.02118
89,train,44,1,True,True,0.162568,0.234614,-0.0720458,0.272167,0.1981,0.109506,0.0326974,0.234721,0.162677,False,0.32688025,0.162568,0.234614,-0.0720458,False,0.162671,0.234717,-0.072046,False,0.162679,0.234724,-0.0720449,False,0.463514,0.106965,0.08,0.646135,0.52235,0.243356,0.304203,0.248519,0.00446195,0.32214,1.2,7.76424e-10,1.14754,0.0328775,0.239218,1.02118,5.74459e-08
90,train,13,0,True,True,0.231582,0.157352,0.0742301,0.269052,0.192733,0.134656,0.0435471,0.231689,0.157461,True,0.41943698749999997,0.231582,0.157352,0.0742301,True,0.231685,0.157454,0.0742306,True,0.231693,0.157463,0.0742293,True,0.599362,0.50374,0.580641,0.650401,0.0920689,0.244312,0.18933,0.495641,0.00335141,0.241458,1.19999,7.76425e-10,1.14754,0.187307,0.0349933,9.94343e-08,1.02118
91,train,45,1,True,True,0.119439,0.13934,-0.0199006,0.174199,0.153713,0.0630788,0.0159466,0.139449,0.119548,False,0.16899925000000002,0.119439,0.13934,-0.0199006,False,0.119541,0.139442,-0.0199009,False,0.11955,0.139451,-0.0199009,False,0.229949,0.132228,0.173526,0.267329,0.185581,0.149795,0.08,0.133586,0.012839,0.329744,1.2,7.7643e-10,1.14754,0.0329513,0.158017,1.02118,1.7373e-07
92,train,14,0,True,True,0.232502,0.164723,0.0677788,0.269996,0.200316,0.100009,0.0242337,0.232608,0.164831,True,0.5126675,0.232502,0.164723,0.0677788,True,0.232604,0.164825,0.0677792,True,0.232612,0.164834,0.067778,True,0.423736,0.592923,0.632225,0.63737,0.432503,0.537697,0.160092,0.684794,0.00510866,0.326108,1.2,7.76425e-10,1.14754,0.198344,0.0324862,8.58492e-08,1.02118
93,train,46,1,True,True,0.163678,0.193465,-0.0297877,0.229875,0.199241,0.0977266,0.0194096,0.193573,0.163786,False,0.31425375,0.163678,0.193465,-0.0297877,False,0.16378,0.193568,-0.0297879,False,0.163789,0.193576,-0.0297875,False,0.099258,0.348219,0.354446,0.303381,0.520741,0.456976,0.180046,0.250963,0.00529425,0.326668,1.2,7.76425e-10,1.14754,0.0331331,0.209323,1.02118,7.56666e-08
94,train,15,0,True,True,0.231818,0.154196,0.077622,0.269294,0.189486,0.0884705,0.011819,0.231924,0.154304,True,0.456683375,0.231818,0.154196,0.077622,True,0.23192,0.154298,0.0776224,True,0.231928,0.154307,0.0776211,True,0.618181,0.572318,0.6045,0.673188,0.185134,0.114966,0.123926,0.761254,0.00621861,0.328,1.2,7.76426e-10,1.14754,0.182339,0.0339005,1.07119e-07,1.02118
95,train,47,1,True,True,0.149632,0.223908,-0.0742758,0.261166,0.184791,0.0696953,0.0137269,0.224014,0.149741,False,0.268208325,0.149632,0.223908,-0.0742758,False,0.149735,0.224011,-0.0742762,False,0.149743,0.224018,-0.0742747,False,0.162354,0.228891,0.0978166,0.426085,0.770113,0.161678,0.13612,0.162609,0.00987291,0.328269,1.2,7.76429e-10,1.14754,0.0328637,0.223985,1.02118,6.54216e-08
96,train,16,0,True,True,0.202855,0.162142,0.040713,0.239528,0.197661,0.0857287,0.0143993,0.202963,0.162251,True,0.30304525,0.202855,0.162142,0.040713,True,0.202958,0.162244,0.0407133,True,0.202966,0.162253,0.0407128,True,0.22759,0.408197,0.427667,0.31717,0.305109,0.211941,0.203672,0.323016,0.00656208,0.327291,-4.10624e-09,1.19994,1.14754,0.194548,0.03475,9.00682e-08,1.02118
97,train,48,1,True,True,0.177009,0.162911,0.0140978,0.198452,0.212953,0.0706579,0.0207495,0.163019,0.177116,True,0.253805,0.177009,0.162911,0.0140978,True,0.177111,0.163013,0.0140979,True,0.177119,0.163022,0.014097,True,0.08,0.351668,0.279981,0.202821,0.554981,0.115102,0.24642,0.199467,0.00956868,0.326597,1.2,7.76429e-10,1.14754,0.0331015,0.19566,1.02118,8.8788e-08
98,train,17,0,True,True,0.237103,0.152212,0.0848909,0.274724,0.187445,0.0885506,0.0121158,0.237209,0.152321,True,0.4892795,0.237103,0.152212,0.0848909,True,0.237206,0.152314,0.0848914,True,0.237213,0.152323,0.08489,True,0.640951,0.717267,0.770112,0.685167,0.108697,0.284195,0.178522,0.529325,0.00620914,0.328029,1.2,7.76426e-10,1.14754,0.179165,0.0331063,1.12705e-07,1.02118
99,train,49,1,True,True,0.176542,0.239246,-0.0627042,0.276926,0.212473,0.0847141,0.0141632,0.239352,0.176649,False,0.493244125,0.176542,0.239246,-0.0627042,False,0.176644,0.239349,-0.0627044,False,0.176652,0.239356,-0.0627039,False,0.437398,0.585711,0.328765,0.48025,0.766049,0.770114,0.148938,0.428728,0.0066997,0.327231,-3.09845e-09,1.19994,1.14754,0.0328098,0.245943,1.02118,5.45392e-08
100,train,18,0,True,True,0.238383,0.20032,0.0380625,0.276039,0.236922,0.050772,0.0191583,0.238489,0.200427,True,0.65041625,0.238383,0.20032,0.0380625,True,0.238485,0.200423,0.0380626,True,0.238493,0.20043,0.0380627,True,0.396961,0.770114,0.770114,0.710292,0.629719,0.710614,0.445404,0.770112,0.126224,0.326264,7.76485e-10,1.19999,1.14754,0.209586,0.0351014,7.54537e-08,1.02118
101,train,50,1,True,True,0.163049,0.234129,-0.07108,0.271668,0.198594,0.0543414,0.0101657,0.234235,0.163157,False,0.25741375,0.163049,0.234129,-0.07108,False,0.163151,0.234231,-0.0710803,False,0.16316,0.234239,-0.071079,False,0.121863,0.439552,0.500355,0.112137,0.08,0.123707,0.406674,0.275022,0.0564029,0.32818,7.7649e-10,1.19999,1.14754,0.034071,0.238517,1.02118,5.7768e-08
102,train,19,0,True,True,0.253398,0.157872,0.0955266,0.291464,0.193268,0.0413127,0.00801822,0.253504,0.157981,True,0.53115125,0.253398,0.157872,0.0955266,True,0.253501,0.157974,0.0955271,True,0.253508,0.157983,0.0955254,True,0.770114,0.613438,0.73708,0.770114,0.288301,0.178341,0.121709,0.770113,0.265018,0.328433,1.2,7.76443e-10,1.14754,0.188122,0.0350274,9.82808e-08,1.02118
103,train,51,1,True,True,0.192306,0.140641,0.0516653,0.175538,0.228684,0.0444599,0.0261372,0.14075,0.192413,True,0.208235925,0.192306,0.140641,0.0516653,True,0.192409,0.140743,0.0516657,True,0.192417,0.140752,0.0516641,True,0.0934422,0.186428,0.10577,0.280885,0.673256,0.147746,0.0947575,0.0836027,0.228005,0.327625,1.2,7.7644e-10,1.14754,0.0329691,0.159993,1.02118,1.65294e-07
104,train,20,0,True,True,0.267783,0.156721,0.111061,0.306236,0.192085,0.0500628,0.0080429,0.267888,0.15683,True,0.5292487499999999,0.267783,0.156721,0.111061,True,0.267885,0.156824,0.111062,True,0.267892,0.156833,0.11106,True,0.75562,0.482195,0.633557,0.770114,0.106731,0.619649,0.159538,0.706586,0.13907,0.328486,1.2,7.76436e-10,1.14754,0.186324,0.0325121,1.00864e-07,1.02118
105,train,52,1,True,True,0.146829,0.144596,0.00223326,0.179608,0.181907,0.0304056,0.011515,0.144705,0.146938,True,0.19452275,0.146829,0.144596,0.00223326,True,0.146931,0.144698,0.00223336,True,0.146941,0.144707,0.00223311,True,0.08,0.25617,0.274205,0.152513,0.299029,0.186263,0.182402,0.1256,0.326004,0.328687,7.76472e-10,1.2,1.14754,0.0329316,0.166491,1.02118,1.42611e-07
106,train,21,0,True,True,0.268161,0.155481,0.11268,0.306624,0.190808,0.0554147,0.00788871,0.268266,0.155589,True,0.3978995,0.268161,0.155481,0.11268,True,0.268264,0.155583,0.112681,True,0.26827,0.155592,0.112678,True,0.618181,0.473595,0.444862,0.551244,0.122733,0.505327,0.128291,0.338963,0.0347,0.328579,1.2,7.76433e-10,1.14754,0.184416,0.0326282,1.03762e-07,1.02118
107,train,53,1,True,True,0.15727,0.26992,-0.112649,0.30843,0.19265,0.0517775,0.00852896,0.270025,0.157379,False,0.36896112499999995,0.15727,0.26992,-0.112649,False,0.157373,0.270022,-0.11265,False,0.157382,0.270029,-0.112647,False,0.490344,0.306697,0.332631,0.596352,0.292771,0.227785,0.206721,0.498388,0.107325,0.328357,7.76487e-10,1.19999,1.14754,0.032908,0.291247,1.02118,4.09055e-08
108,train,22,0,True,True,0.264079,0.170256,0.0938236,0.302434,0.206008,0.0376901,0.00800186,0.264185,0.170364,True,0.512520375,0.264079,0.170256,0.0938236,True,0.264182,0.170358,0.0938239,True,0.264189,0.170367,0.093822,True,0.572917,0.476237,0.588594,0.770112,0.330766,0.770112,0.260624,0.330801,0.297104,0.327948,1.2,7.76448e-10,1.14754,0.204935,0.035997,7.94211e-08,1.02118
109,train,54,1,True,True,0.157566,0.230934,-0.0733677,0.268386,0.192954,0.0294756,0.0106914,0.23104,0.157675,False,0.2491034375,0.157566,0.230934,-0.0733677,False,0.157669,0.231037,-0.0733681,False,0.157677,0.231044,-0.0733666,False,0.0908635,0.402777,0.436154,0.113948,0.189068,0.119883,0.402171,0.237963,0.325466,0.328299,1.2,7.76472e-10,1.14754,0.033299,0.233922,1.02118,5.9977e-08
110,train,23,0,True,True,0.273342,0.185289,0.0880526,0.311945,0.221469,0.0296374,0.00619935,0.273447,0.185397,True,0.49321425,0.273342,0.185289,0.0880526,True,0.273445,0.185392,0.0880527,True,0.273451,0.1854,0.0880515,True,0.770113,0.473998,0.604056,0.755224,0.421596,0.138322,0.137644,0.644761,0.325062,0.328558,7.76472e-10,1.2,1.14754,0.209021,0.0349546,7.59134e-08,1.02118
111,train,55,1,True,True,0.157498,0.228488,-0.0709905,0.265873,0.192884,0.0300257,0.00897786,0.228595,0.157606,False,0.288436375,0.157498,0.228488,-0.0709905,False,0.1576,0.228591,-0.0709909,False,0.157609,0.228598,-0.0709892,False,0.10672,0.473012,0.469743,0.127738,0.256922,0.143785,0.435427,0.294144,0.325328,0.32844,7.76472e-10,1.2,1.14754,0.0337109,0.230432,1.02118,6.17776e-08
112,train,24,0,True,True,0.273694,0.159802,0.113892,0.312306,0.195253,0.0272153,0.0069435,0.273799,0.15991,True,0.35681999999999997,0.273694,0.159802,0.113892,True,0.273797,0.159904,0.113893,True,0.273803,0.159913,0.11389,True,0.516789,0.262486,0.42709,0.516068,0.296973,0.399473,0.14388,0.291801,0.32523,0.328498,1.2,7.76472e-10,1.14754,0.191068,0.0348861,9.4331e-08,1.02118
113,train,56,1,True,True,0.189456,0.227195,-0.0377388,0.264543,0.225753,0.024155,0.00809577,0.227301,0.189563,False,0.3319903,0.189456,0.227195,-0.0377388,False,0.189558,0.227297,-0.0377389,False,0.189566,0.227305,-0.0377385,False,0.0835114,0.48009,0.460324,0.210826,0.454942,0.2032,0.440416,0.322613,0.325796,0.328059,7.76472e-10,1.2,1.14754,0.0330324,0.228598,1.02118,6.27703e-08
114,train,25,0,True,True,0.274387,0.159914,0.114473,0.313018,0.195369,0.02172,0.00705203,0.274492,0.160023,True,0.560572375,0.274387,0.159914,0.114473,True,0.274489,0.160016,0.114473,True,0.274496,0.160025,0.114471,True,0.50609,0.566316,0.698648,0.753646,0.289464,0.770113,0.251963,0.648339,0.325627,0.328359,1.2,7.76472e-10,1.14754,0.191237,0.0348462,9.41151e-08,1.02118
115,train,57,1,True,True,0.187513,0.234939,-0.0474255,0.2725,0.223755,0.0222477,0.008005,0.235045,0.18762,False,0.36300319999999997,0.187513,0.234939,-0.0474255,False,0.187616,0.235041,-0.0474256,False,0.187623,0.235049,-0.0474252,False,0.0818106,0.48645,0.483783,0.251085,0.484802,0.354263,0.420878,0.340954,0.325828,0.3279,7.76472e-10,1.2,1.14754,0.0330168,0.239688,1.02118,5.72323e-08
116,train,26,0,True,True,0.275139,0.181215,0.0939242,0.31379,0.217279,0.0108067,0.00572774,0.275244,0.181323,True,0.5604003750000001,0.275139,0.181215,0.0939242,True,0.275242,0.181318,0.0939241,True,0.275248,0.181325,0.0939227,True,0.436849,0.770113,0.681453,0.713739,0.770114,0.151298,0.22418,0.735457,0.326732,0.32876,7.76472e-10,1.2,1.14754,0.208868,0.0350541,7.60391e-08,1.02118
117,train,58,1,True,True,0.177425,0.236417,-0.0589924,0.274019,0.213381,0.0135843,0.0066944,0.236523,0.177533,False,0.30504495000000004,0.177425,0.236417,-0.0589924,False,0.177527,0.23652,-0.0589926,False,0.177536,0.236527,-0.0589915,False,0.0908086,0.483583,0.467344,0.172846,0.377791,0.10718,0.425727,0.31508,0.326721,0.328519,1.2,7.76472e-10,1.14754,0.0335807,0.241829,1.02118,5.62792e-08
118,train,27,0,True,True,0.276476,0.146492,0.129984,0.315163,0.181559,0.0275672,0.0251875,0.27658,0.1466,True,0.5420527500000001,0.276476,0.146492,0.129984,True,0.276578,0.146594,0.129985,True,0.276585,0.146603,0.129982,True,0.770112,0.770114,0.770114,0.770114,0.241903,0.12439,0.119561,0.770114,0.326721,0.327426,7.76472e-10,1.2,1.14754,0.169876,0.0351161,1.33135e-07,1.02118
119,train,59,1,True,True,0.178928,0.160215,0.0187137,0.195679,0.214928,0.0128407,0.00754323,0.160323,0.179036,True,0.235791625,0.178928,0.160215,0.0187137,True,0.179031,0.160317,0.0187139,True,0.179039,0.160326,0.0187131,True,0.082853,0.247884,0.142691,0.288773,0.750944,0.118654,0.138684,0.11585,0.327859,0.329105,7.76472e-10,1.2,1.14754,0.0326573,0.191418,1.02118,9.38842e-08
120,train,28,0,True,True,0.284484,0.149545,0.134938,0.323384,0.184701,0.0201503,0.00623897,0.284588,0.149654,True,0.36707737499999993,0.284484,0.149545,0.134938,True,0.284586,0.149647,0.134939,True,0.284593,0.149657,0.134936,True,0.52447,0.365733,0.453304,0.600734,0.118889,0.344019,0.136189,0.393281,0.32574,0.329269,1.2,7.76472e-10,1.14754,0.174853,0.033047,1.21329e-07,1.02118
121,train,60,1,True,True,0.118785,0.129615,-0.0108304,0.16419,0.15304,0.0174959,0.0111612,0.129725,0.118894,False,0.1511760125,0.118785,0.129615,-0.0108304,False,0.118887,0.129717,-0.0108306,False,0.118896,0.129727,-0.0108306,False,0.209429,0.0830459,0.168639,0.236886,0.0841124,0.264663,0.0826328,0.08,0.328454,0.331007,1.2,7.76472e-10,1.14754,0.0327516,0.141559,1.02118,3.04062e-07
122,train,29,0,True,True,0.282482,0.144091,0.138392,0.321329,0.179088,0.0223646,0.00765338,0.282587,0.1442,True,0.36093624999999996,0.282482,0.144091,0.138392,True,0.282585,0.144193,0.138392,True,0.282591,0.144202,0.138389,True,0.531274,0.502889,0.534256,0.557204,0.152056,0.089561,0.157529,0.362721,0.325582,0.329423,7.76472e-10,1.2,1.14754,0.166173,0.0322124,1.43572e-07,1.02118
123,train,61,1,True,True,0.129489,0.139697,-0.0102089,0.174567,0.164059,0.0145838,0.0107263,0.139807,0.129598,False,0.19387995,0.129489,0.139697,-0.0102089,False,0.12959,0.1398,-0.0102092,False,0.1296,0.139809,-0.010209,False,0.0863096,0.241792,0.27736,0.148773,0.247982,0.215356,0.199654,0.133813,0.328293,0.329832,1.2,7.76472e-10,1.14754,0.0326015,0.158351,1.02118,1.7224e-07
124,train,30,0,True,True,0.285218,0.143326,0.141892,0.324138,0.178301,0.0276387,0.00746348,0.285323,0.143435,True,0.4866560000000001,0.285218,0.143326,0.141892,True,0.285321,0.143428,0.141893,True,0.285327,0.143437,0.14189,True,0.743989,0.637715,0.708511,0.703339,0.198008,0.152937,0.1903,0.558449,0.32516,0.32951,1.2,7.76472e-10,1.14754,0.164844,0.0324949,1.47738e-07,1.02118
125,train,62,1,True,True,0.181887,0.239547,-0.0576609,0.277235,0.217969,0.0467978,0.0234963,0.239653,0.181994,False,0.282842625,0.181887,0.239547,-0.0576609,False,0.181989,0.23965,-0.057661,False,0.181997,0.239657,-0.0576603,False,0.08203,0.405599,0.394167,0.173139,0.384138,0.142556,0.412841,0.268271,0.194181,0.327765,1.2,7.76438e-10,1.14754,0.0325722,0.246383,1.02118,5.43599e-08
126,train,31,0,True,True,0.251093,0.189918,0.0611755,0.289096,0.226228,0.0356033,0.00531951,0.251199,0.190025,True,0.315127875,0.251093,0.189918,0.0611755,True,0.251196,0.190021,0.0611755,True,0.251203,0.190028,0.0611749,True,0.291619,0.360851,0.342939,0.426903,0.444661,0.192956,0.107367,0.353727,0.310153,0.328933,7.76473e-10,1.2,1.14754,0.209195,0.0352079,7.57713e-08,1.02118
127,train,63,1,True,True,0.191048,0.260925,-0.0698772,0.299194,0.227391,0.0278655,0.00581409,0.26103,0.191156,False,0.331628375,0.191048,0.260925,-0.0698772,False,0.191151,0.261028,-0.069877,False,0.191159,0.261034,-0.0698758,False,0.306762,0.236775,0.145135,0.56106,0.770111,0.239122,0.139169,0.254893,0.325378,0.329173,7.76472e-10,1.2,1.14754,0.0338677,0.277888,1.02118,4.41123e-08
128,train,0,0,True,True,0.283046,0.142829,0.140217,0.321909,0.17779,0.0284868,0.00800369,0.283151,0.142938,True,0.44786,0.283046,0.142829,0.140217,True,0.283149,0.142931,0.140218,True,0.283156,0.142941,0.140215,True,0.741245,0.57729,0.633202,0.770112,0.107267,0.142146,0.109099,0.502519,0.325128,0.329427,1.2,7.76472e-10,1.14754,0.163852,0.0357743,1.51012e-07,1.02118
129,train,32,1,True,True,0.211299,0.233098,-0.0217992,0.270609,0.248208,0.0418988,0.0189875,0.233204,0.211405,False,0.3103241375,0.211299,0.233098,-0.0217992,False,0.211402,0.233201,-0.0217992,False,0.211409,0.233208,-0.0217992,False,0.0938811,0.456305,0.374484,0.163556,0.490971,0.26999,0.367252,0.266154,0.259478,0.327775,1.2,7.76442e-10,1.14754,0.0325542,0.237031,1.02118,5.84633e-08
130,train,1,0,True,True,0.283867,0.147552,0.136315,0.322751,0.18265,0.0268959,0.00814426,0.283971,0.14766,True,0.383877,0.283867,0.147552,0.136315,True,0.283969,0.147654,0.136315,True,0.283976,0.147663,0.136313,True,0.632611,0.475342,0.540965,0.624457,0.124163,0.08,0.282379,0.311099,0.325241,0.328961,1.2,7.76472e-10,1.14754,0.171611,0.0350319,1.28761e-07,1.02118
