cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_0500ps,other_out_0500ps,margin_0500ps,correct_0500ps,target_out_0750ps,other_out_0750ps,margin_0750ps,correct_0750ps,target_out_1000ps,other_out_1000ps,margin_1000ps,correct_1000ps,target_out_1250ps,other_out_1250ps,margin_1250ps,correct_1250ps,target_out_1500ps,other_out_1500ps,margin_1500ps,correct_1500ps,target_out_1750ps,other_out_1750ps,margin_1750ps,correct_1750ps,target_out_2000ps,other_out_2000ps,margin_2000ps,correct_2000ps,target_out_2500ps,other_out_2500ps,margin_2500ps,correct_2500ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3500ps,other_out_3500ps,margin_3500ps,correct_3500ps,target_out_4050ps,other_out_4050ps,margin_4050ps,correct_4050ps,target_out_4500ps,other_out_4500ps,margin_4500ps,correct_4500ps,target_out_5000ps,other_out_5000ps,margin_5000ps,correct_5000ps,target_out_5500ps,other_out_5500ps,margin_5500ps,correct_5500ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10
29,train,5,0,True,True,9.38158e-25,7.84878e-25,1.5328e-25,-4.79622e-32,2.71153e-31,-0.00620892,0.0379957,0.139544,0.116888,True,3.8867762500000004e-25,9.38158e-25,7.84878e-25,1.5328e-25,True,0.118415,0.0886263,0.0297892,True,0.139482,0.113738,0.0257439,True,0.139564,0.11541,0.0241533,True,0.139562,0.116025,0.0235373,True,0.13956,0.116344,0.0232165,True,0.139559,0.116539,0.0230194,True,0.139555,0.116766,0.0227892,True,0.139552,0.116883,0.0226689,True,0.139548,0.116891,0.0226571,True,0.139544,0.116888,0.0226565,True,0.139541,0.116885,0.022656,True,0.139538,0.116882,0.0226554,True,0.139534,0.116879,0.0226548,True,4.60891e-25,2.65175e-25,6.29718e-25,2.06527e-25,2.81907e-25,3.29002e-25,4.94103e-25,4.42098e-25,0.33626,0.298933,0.154177,1.2
30,train,6,1,True,True,7.59366e-25,9.76533e-25,-2.17167e-25,-4.46866e-32,2.73779e-31,-0.00219259,0.0904257,0.102883,0.133519,False,3.5202337499999993e-25,7.59366e-25,9.76533e-25,-2.17167e-25,False,0.088638,0.1029,-0.0142619,False,0.127907,0.102899,0.0250082,True,0.130924,0.102897,0.0280264,True,0.132007,0.102896,0.0291105,True,0.132564,0.102895,0.029669,True,0.132903,0.102893,0.0300097,True,0.133296,0.102891,0.0304047,True,0.133498,0.102889,0.0306092,True,0.133523,0.102886,0.0306374,True,0.133519,0.102883,0.0306366,True,0.133516,0.102881,0.0306359,True,0.133513,0.102878,0.0306351,True,0.13351,0.102875,0.0306343,True,4.31316e-25,4.01097e-25,4.27456e-25,1.80885e-25,1.93551e-25,3.03094e-25,4.10577e-25,4.68211e-25,0.641732,0.00599561,1.2,0.106718
31,train,7,1,True,True,9.17314e-25,6.61705e-25,2.55608e-25,-1.56703e-32,6.20182e-31,-0.00217667,0.0906614,0.102242,0.132982,True,2.1672175000000005e-24,9.17314e-25,6.61705e-25,2.55608e-25,True,0.0875939,0.102259,-0.0146648,False,0.127344,0.102257,0.0250869,True,0.130376,0.102256,0.0281195,True,0.131463,0.102255,0.029208,True,0.132022,0.102254,0.0297686,True,0.132363,0.102252,0.0301105,True,0.132756,0.10225,0.0305067,True,0.132959,0.102247,0.0307119,True,0.132986,0.102245,0.0307412,True,0.132982,0.102242,0.0307403,True,0.132979,0.102239,0.0307396,True,0.132976,0.102237,0.0307388,True,0.132972,0.102234,0.0307381,True,2.31407e-24,2.24451e-24,1.70417e-24,2.59237e-24,1.99499e-24,1.92905e-24,2.31407e-24,2.24451e-24,0.676072,0.0059699,1.2,0.0926623
32,train,8,1,True,True,9.16825e-25,6.54547e-25,2.62278e-25,-1.54737e-32,6.21455e-31,-0.00654876,0.0393182,0.121211,0.112545,True,2.16549125e-24,9.16825e-25,6.54547e-25,2.62278e-25,True,0.084888,0.113725,-0.0288373,False,0.109404,0.12123,-0.0118261,False,0.11107,0.121228,-0.0101586,False,0.111683,0.121227,-0.00954428,False,0.112001,0.121225,-0.00922427,False,0.112196,0.121224,-0.00902769,False,0.112423,0.121221,-0.00879818,False,0.11254,0.121218,-0.00867835,False,0.112548,0.121215,-0.00866691,False,0.112545,0.121211,-0.00866667,False,0.112542,0.121209,-0.00866647,False,0.112539,0.121206,-0.00866625,False,0.112537,0.121203,-0.00866604,False,2.31249e-24,2.24252e-24,1.7029e-24,2.59016e-24,1.99356e-24,1.92728e-24,2.3125e-24,2.24252e-24,0.340205,0.288072,0.180362,1.2
33,train,9,1,True,True,7.5228e-25,7.92519e-25,-4.02394e-26,-4.61694e-32,2.82273e-31,-0.00209925,0.0911753,0.0894025,0.133109,False,5.40207375e-25,7.5228e-25,7.92519e-25,-4.02394e-26,False,0.0852043,0.0894173,-0.00421297,False,0.127458,0.0894162,0.0380421,True,0.1305,0.089415,0.0410848,True,0.13159,0.0894139,0.0421756,True,0.13215,0.0894128,0.0427372,True,0.132491,0.0894117,0.0430797,True,0.132886,0.0894094,0.0434764,True,0.133089,0.0894074,0.0436816,True,0.133113,0.089405,0.043708,True,0.133109,0.0894025,0.0437068,True,0.133106,0.0894005,0.0437058,True,0.133103,0.0893982,0.0437047,True,0.1331,0.089396,0.0437036,True,5.43504e-25,7.71399e-25,5.81711e-25,3.0194e-25,3.91226e-25,3.51471e-25,7.66647e-25,6.13761e-25,0.779961,0.00591467,1.2,4.91362e-05
34,train,10,1,True,True,9.1729e-25,6.28705e-25,2.88585e-25,-1.49091e-32,6.24389e-31,-0.00207092,0.0913346,0.096316,0.132955,True,2.1630962500000003e-24,9.1729e-25,6.28705e-25,2.88585e-25,True,0.0873959,0.0963319,-0.00893599,False,0.127298,0.0963307,0.0309673,True,0.130342,0.0963295,0.0340128,True,0.131434,0.0963283,0.0351053,True,0.131995,0.0963271,0.0356679,True,0.132337,0.0963259,0.0360109,True,0.132732,0.0963235,0.0364084,True,0.132935,0.0963213,0.0366141,True,0.132959,0.0963186,0.0366404,True,0.132955,0.096316,0.0366393,True,0.132952,0.0963138,0.0366385,True,0.132949,0.0963114,0.0366376,True,0.132946,0.096309,0.0366367,True,2.31054e-24,2.23967e-24,1.70098e-24,2.58721e-24,1.99159e-24,1.92457e-24,2.31054e-24,2.23967e-24,0.809031,0.00589776,1.2,0.0227296
35,train,11,1,True,True,9.16303e-25,6.08015e-25,3.08287e-25,-1.46817e-32,6.25498e-31,-0.00203933,0.0915109,0.0957127,0.132838,True,2.1613412500000003e-24,9.16303e-25,6.08015e-25,3.08287e-25,True,0.087281,0.0957285,-0.00844751,False,0.127166,0.0957273,0.031439,True,0.13022,0.0957261,0.0344934,True,0.131313,0.0957249,0.0355885,True,0.131876,0.0957237,0.0361522,True,0.132218,0.0957225,0.0364959,True,0.132614,0.0957201,0.036894,True,0.132818,0.0957179,0.0371001,True,0.132841,0.0957153,0.0371259,True,0.132838,0.0957127,0.0371249,True,0.132835,0.0957105,0.0371241,True,0.132831,0.0957081,0.0371231,True,0.132828,0.0957057,0.0371222,True,2.30893e-24,2.23765e-24,1.69968e-24,2.58496e-24,1.99014e-24,1.92278e-24,2.30894e-24,2.23765e-24,0.83745,0.00587917,1.2,0.0174975
36,train,0,0,True,True,6.13681e-25,9.1531e-25,-3.01629e-25,-1.44168e-32,6.26684e-31,0.00621426,0.040631,0.128134,0.112057,False,2.15841625e-24,6.13681e-25,9.1531e-25,-3.01629e-25,False,0.106147,0.0848795,0.0212673,True,0.126997,0.108923,0.0180739,True,0.127679,0.110584,0.0170956,True,0.127893,0.111195,0.016698,True,0.127994,0.111513,0.0164804,True,0.128051,0.111708,0.0163423,True,0.128111,0.111935,0.0161763,True,0.128139,0.112052,0.0160871,True,0.128138,0.11206,0.0160782,True,0.128134,0.112057,0.0160777,True,0.128131,0.112054,0.0160774,True,0.128128,0.112051,0.016077,True,0.128125,0.112048,0.0160766,True,2.30601e-24,2.2344e-24,1.69767e-24,2.58106e-24,1.9877e-24,1.92008e-24,2.30601e-24,2.2344e-24,0.335899,0.275646,0.159205,1.2
37,train,1,0,True,True,8.76462e-25,7.28867e-25,1.47595e-25,4.54936e-32,2.92196e-31,0.00259452,0.0393714,0.111451,0.10957,True,2.1782112499999998e-25,8.76462e-25,7.28867e-25,1.47595e-25,True,0.105787,0.0845673,0.0212197,True,0.111468,0.10647,0.00499818,True,0.111467,0.108106,0.00336067,True,0.111465,0.108712,0.00275297,True,0.111464,0.109029,0.00243552,True,0.111463,0.109222,0.00224024,True,0.11146,0.109448,0.00201202,True,0.111457,0.109565,0.00189281,True,0.111454,0.109573,0.00188161,True,0.111451,0.10957,0.00188156,True,0.111449,0.109567,0.00188152,True,0.111446,0.109564,0.00188147,True,0.111443,0.109562,0.00188143,True,1.54694e-25,5.10327e-25,1.705e-62,5.23894e-25,-8.36842e-61,2.41655e-25,1.39742e-25,1.72257e-25,0.33958,0.288158,0.24715,1.2
38,train,2,0,True,True,7.51836e-25,7.05827e-25,4.60088e-26,1.63402e-32,2.27873e-31,0.000654955,0.0513619,0.0992089,0.106835,True,4.1088369987500002e-25,7.51836e-25,7.05827e-25,4.60088e-26,True,0.0992165,0.0800095,0.019207,True,0.0992241,0.103706,-0.00448208,False,0.0992229,0.105363,-0.00614017,False,0.0992216,0.105974,-0.00675219,False,0.0992204,0.106292,-0.00707114,False,0.0992191,0.106486,-0.00726706,False,0.0992167,0.106712,-0.00749568,False,0.0992144,0.106829,-0.0076149,False,0.0992117,0.106838,-0.00762589,False,0.0992089,0.106835,-0.00762568,False,0.0992067,0.106832,-0.0076255,False,0.0992042,0.10683,-0.00762531,False,0.0992017,0.106827,-0.00762512,False,5.61084e-25,5.81643e-25,1.65499e-28,1.13343e-24,7.44821e-26,4.87849e-25,2.59354e-25,1.89062e-25,0.359679,0.116978,1.2,0.0797809
39,train,3,0,True,True,6.69102e-25,6.86097e-25,-1.69954e-26,-2.02405e-32,3.14961e-31,0.0036491,0.0420786,0.130915,0.104276,False,1.0523556250000001e-24,6.69102e-25,6.86097e-25,-1.69954e-26,False,0.106662,0.0778749,0.0287871,True,0.129921,0.101154,0.028767,True,0.130584,0.102806,0.0277783,True,0.130764,0.103416,0.0273481,True,0.130838,0.103733,0.0271051,True,0.130876,0.103928,0.0269479,True,0.130909,0.104154,0.0267554,True,0.130921,0.10427,0.0266502,True,0.130918,0.104279,0.0266394,True,0.130915,0.104276,0.0266386,True,0.130912,0.104274,0.026638,True,0.130908,0.104271,0.0266374,True,0.130905,0.104268,0.0266367,True,1.4983e-24,9.45632e-25,9.72238e-25,1.17176e-24,7.59116e-25,9.48629e-25,1.01888e-24,1.10429e-24,0.335677,0.260209,0.12352,1.2
40,train,4,0,True,True,9.04011e-25,6.69214e-25,2.34797e-25,2.748e-32,3.01689e-31,-0.00307811,0.0425204,0.12326,0.101873,True,2.91485125e-25,9.04011e-25,6.69214e-25,2.34797e-25,True,0.106513,0.0757248,0.0307886,True,0.123256,0.0987551,0.0245005,True,0.123277,0.100404,0.0228733,True,0.123276,0.101013,0.0222628,True,0.123274,0.10133,0.0219442,True,0.123273,0.101524,0.0217483,True,0.12327,0.10175,0.0215194,True,0.123267,0.101867,0.0213997,True,0.123264,0.101876,0.0213879,True,0.12326,0.101873,0.0213873,True,0.123257,0.101871,0.0213868,True,0.123254,0.101868,0.0213863,True,0.123251,0.101865,0.0213857,True,2.41827e-25,4.36918e-25,2.4907e-25,3.9993e-25,1.00758e-25,3.47414e-25,2.68544e-25,2.8742e-25,0.336409,0.255115,0.0983363,1.2
41,train,5,0,True,True,8.37545e-25,6.50607e-25,1.86937e-25,-2.1868e-32,3.04352e-31,-0.00230749,0.0429013,0.127622,0.0996081,True,3.802252499999999e-25,8.37545e-25,6.50607e-25,1.86937e-25,True,0.106996,0.0737726,0.0332235,True,0.127442,0.0964956,0.0309461,True,0.127628,0.0981408,0.0294873,True,0.127639,0.0987489,0.0288896,True,0.127637,0.0990656,0.0285714,True,0.127635,0.0992598,0.0283756,True,0.127632,0.0994855,0.0281467,True,0.127629,0.0996024,0.028027,True,0.127626,0.0996109,0.0280149,True,0.127622,0.0996081,0.0280142,True,0.127619,0.0996059,0.0280135,True,0.127616,0.0996034,0.0280128,True,0.127613,0.0996009,0.0280121,True,4.58928e-25,2.50055e-25,6.21183e-25,1.94949e-25,2.72998e-25,3.21706e-25,4.86851e-25,4.35132e-25,0.33596,0.250582,0.0577623,1.2
42,train,6,1,True,True,6.34452e-25,8.73176e-25,-2.38724e-25,-1.63143e-32,3.06118e-31,-0.0019163,0.0923893,0.0931543,0.124349,False,3.4323825e-25,6.34452e-25,8.73176e-25,-2.38724e-25,False,0.0742518,0.0931697,-0.0189179,False,0.118496,0.0931685,0.0253276,True,0.121638,0.0931674,0.0284702,True,0.122758,0.0931662,0.0295914,True,0.123333,0.093165,0.0301675,True,0.123682,0.0931638,0.0305186,True,0.124086,0.0931615,0.0309249,True,0.124295,0.0931594,0.0311351,True,0.124352,0.0931568,0.0311955,True,0.124349,0.0931543,0.0311946,True,0.124346,0.0931522,0.0311939,True,0.124343,0.0931498,0.0311931,True,0.12434,0.0931475,0.0311924,True,4.25495e-25,3.88289e-25,4.18159e-25,1.73494e-25,1.82965e-25,2.96074e-25,4.00299e-25,4.61131e-25,0.602798,0.00578833,1.2,0.000800556
43,train,7,1,True,True,8.41947e-25,5.92938e-25,2.49009e-25,-1.35252e-32,6.32025e-31,-0.0018787,0.0925507,0.0938056,0.123869,True,2.14698875e-24,8.41947e-25,5.92938e-25,2.49009e-25,True,0.073436,0.0938211,-0.0203851,False,0.117992,0.0938199,0.0241718,True,0.121148,0.0938187,0.0273291,True,0.122272,0.0938176,0.0284544,True,0.122849,0.0938164,0.0290323,True,0.1232,0.0938152,0.0293844,True,0.123605,0.0938129,0.0297918,True,0.123813,0.0938107,0.0300025,True,0.123873,0.0938082,0.0300644,True,0.123869,0.0938056,0.0300635,True,0.123866,0.0938034,0.0300629,True,0.123863,0.0938011,0.0300621,True,0.12386,0.0937987,0.0300613,True,2.29572e-24,2.22123e-24,1.68902e-24,2.56657e-24,1.97821e-24,1.90821e-24,2.29572e-24,2.22123e-24,0.629799,0.00577197,1.2,0.00115216
44,train,8,1,True,True,8.4117e-25,6.01789e-25,2.39381e-25,-1.31491e-32,6.33072e-31,-0.00538626,0.0436861,0.111071,0.0963497,True,2.1451612500000004e-24,8.4117e-25,6.01789e-25,2.39381e-25,True,0.073142,0.105601,-0.0324588,False,0.0932845,0.111088,-0.0178035,False,0.0948955,0.111087,-0.0161911,False,0.0954962,0.111085,-0.0155891,False,0.09581,0.111084,-0.0152738,False,0.0960029,0.111082,-0.0150796,False,0.0962274,0.11108,-0.0148523,False,0.0963437,0.111077,-0.0147334,False,0.0963523,0.111074,-0.0147218,False,0.0963497,0.111071,-0.0147214,False,0.0963475,0.111069,-0.014721,False,0.0963451,0.111066,-0.0147207,False,0.0963426,0.111063,-0.0147203,False,2.29403e-24,2.21915e-24,1.68766e-24,2.56423e-24,1.97668e-24,1.90636e-24,2.29403e-24,2.21915e-24,0.339259,0.240812,0.037006,1.2
45,train,9,1,True,True,6.26678e-25,7.07364e-25,-8.06855e-26,-3.75581e-32,3.12532e-31,-0.00174519,0.0929924,0.0811967,0.123879,False,5.28866e-25,6.26678e-25,7.07364e-25,-8.06855e-26,False,0.0710982,0.0812101,-0.0101119,False,0.117998,0.0812091,0.0367891,True,0.12116,0.0812081,0.0399523,True,0.122286,0.0812071,0.0410786,True,0.122863,0.0812061,0.041657,True,0.123214,0.0812051,0.0420092,True,0.12362,0.081203,0.0424168,True,0.123829,0.0812012,0.0426274,True,0.123882,0.0811989,0.0426834,True,0.123879,0.0811967,0.0426822,True,0.123876,0.0811949,0.0426813,True,0.123873,0.0811928,0.0426802,True,0.12387,0.0811908,0.0426791,True,5.37581e-25,7.47242e-25,5.7575e-25,2.87819e-25,3.78031e-25,3.42513e-25,7.53659e-25,6.08333e-25,0.724611,0.00572767,1.2,4.82169e-07
46,train,10,1,True,True,8.40668e-25,5.6937e-25,2.71298e-25,-1.21929e-32,6.35595e-31,-0.00169362,0.0931201,0.0896317,0.123712,True,2.14146875e-24,8.40668e-25,5.6937e-25,2.71298e-25,True,0.073366,0.0896465,-0.0162805,False,0.117856,0.0896454,0.0282107,True,0.121,0.0896443,0.0313557,True,0.122122,0.0896431,0.0324787,True,0.122698,0.089642,0.0330561,True,0.123049,0.0896409,0.0334079,True,0.123454,0.0896386,0.0338153,True,0.123663,0.0896366,0.034026,True,0.123715,0.0896342,0.0340812,True,0.123712,0.0896317,0.0340803,True,0.123709,0.0896297,0.0340795,True,0.123706,0.0896274,0.0340787,True,0.123703,0.0896252,0.0340778,True,2.2906e-24,2.21494e-24,1.68491e-24,2.55952e-24,1.9736e-24,1.90264e-24,2.2906e-24,2.21494e-24,0.753384,0.00571498,1.2,6.93756e-05
47,train,11,1,True,True,8.39241e-25,5.59593e-25,2.79647e-25,-1.18515e-32,6.36378e-31,-0.0016462,0.0932447,0.088399,0.123536,True,2.139615e-24,8.39241e-25,5.59593e-25,2.79647e-25,True,0.0730639,0.0884136,-0.0153497,False,0.11764,0.0884125,0.0292276,True,0.120812,0.0884114,0.0324005,True,0.121941,0.0884103,0.0335305,True,0.12252,0.0884092,0.0341106,True,0.122872,0.0884081,0.0344639,True,0.123278,0.0884058,0.0348726,True,0.123488,0.0884038,0.0350838,True,0.12354,0.0884014,0.0351383,True,0.123536,0.088399,0.0351373,True,0.123533,0.088397,0.0351365,True,0.12353,0.0883948,0.0351356,True,0.123527,0.0883925,0.0351348,True,2.28888e-24,2.21283e-24,1.68353e-24,2.55715e-24,1.97205e-24,1.90077e-24,2.28888e-24,2.21283e-24,0.778117,0.00570268,1.2,-8.62429e-06
48,train,0,0,True,True,5.54147e-25,8.38037e-25,-2.8389e-25,-1.14735e-32,6.37246e-31,0.0142011,0.0447392,0.120622,0.0955341,False,2.1377475000000003e-24,5.54147e-25,8.38037e-25,-2.8389e-25,False,0.0997022,0.0723885,0.0273137,True,0.118804,0.0924699,0.0263342,True,0.119802,0.0940803,0.0257218,True,0.120153,0.0946808,0.0254727,True,0.120332,0.0949946,0.025337,True,0.120439,0.0951874,0.0252514,True,0.120561,0.0954118,0.0251491,True,0.120623,0.0955282,0.0250947,True,0.120625,0.0955368,0.0250886,True,0.120622,0.0955341,0.0250879,True,0.120619,0.095532,0.0250874,True,0.120616,0.0955296,0.0250867,True,0.120613,0.0955272,0.0250861,True,2.28714e-24,2.21071e-24,1.68214e-24,2.55477e-24,1.97048e-24,1.89889e-24,2.28714e-24,2.21071e-24,0.334886,0.226774,0.0197575,1.2
49,train,1,0,True,True,8.11219e-25,6.09509e-25,2.01711e-25,1.04786e-31,3.1735e-31,0.00392288,0.0447907,0.114572,0.0941466,True,2.1293325e-25,8.11219e-25,6.09509e-25,2.01711e-25,True,0.0982141,0.0710379,0.0271762,True,0.114016,0.0910832,0.0229326,True,0.11441,0.092693,0.0217171,True,0.11451,0.0932933,0.0212164,True,0.114547,0.093607,0.0209404,True,0.114564,0.0937998,0.0207646,True,0.114576,0.0940242,0.0205522,True,0.114578,0.0941405,0.0204378,True,0.114575,0.0941492,0.0204263,True,0.114572,0.0941466,0.0204257,True,0.11457,0.0941444,0.0204252,True,0.114567,0.0941421,0.0204247,True,0.114564,0.0941397,0.0204242,True,1.46173e-25,5.09776e-25,-1.0938e-70,5.17636e-25,1.23968e-70,2.31854e-25,1.3454e-25,1.63487e-25,0.335996,0.226081,0.0109393,1.2
50,train,2,0,True,True,7.73034e-25,5.95721e-25,1.77313e-25,4.88267e-32,3.16751e-31,-0.00154875,0.0457586,0.0928447,0.0922877,True,4.0118951250000003e-25,7.73034e-25,5.95721e-25,1.77313e-25,True,0.0924548,0.0674147,0.02504,True,0.0928589,0.0891914,0.00366751,True,0.0928578,0.0908248,0.00203296,True,0.0928566,0.0914303,0.00142634,True,0.0928554,0.0917459,0.0011095,True,0.0928543,0.0919396,0.00091465,True,0.0928519,0.0921649,0.000687063,True,0.0928498,0.0922815,0.000568292,True,0.0928473,0.0922902,0.000557034,True,0.0928447,0.0922877,0.000557018,True,0.0928426,0.0922856,0.000557006,True,0.0928403,0.0922833,0.000556992,True,0.092838,0.092281,0.000556978,True,5.42945e-25,5.73447e-25,-1.63834e-99,1.13381e-24,6.50031e-26,4.68889e-25,2.50332e-25,1.7509e-25,0.350159,0.212186,0.000653684,1.2
51,train,3,0,True,True,6.01732e-25,5.83013e-25,1.87191e-26,-5.86845e-33,4.66378e-31,0.0108035,0.0445639,0.120918,0.0905545,True,1.027421375e-24,6.01732e-25,5.83013e-25,1.87191e-26,True,0.0970266,0.0661499,0.0308767,True,0.119757,0.087467,0.0322905,True,0.120506,0.089094,0.031412,True,0.120718,0.089698,0.0310201,True,0.12081,0.0900131,0.0307967,True,0.120858,0.0902066,0.0306515,True,0.120904,0.0904316,0.0304729,True,0.120923,0.0905482,0.030375,True,0.120922,0.090557,0.0303646,True,0.120918,0.0905545,0.0303638,True,0.120916,0.0905524,0.0303631,True,0.120912,0.0905502,0.0303623,True,0.120909,0.0905479,0.0303616,True,1.48042e-24,9.16695e-25,9.53364e-25,1.13606e-24,7.28757e-25,9.32308e-25,9.88437e-25,1.08333e-24,0.335225,0.229263,0.00017315,1.2
52,train,4,0,True,True,8.19256e-25,5.72304e-25,2.46952e-25,7.91551e-32,3.14542e-31,-0.00135632,0.0443884,0.111912,0.0889568,True,2.838504625e-25,8.19256e-25,5.72304e-25,2.46952e-25,True,0.0965653,0.0645418,0.0320235,True,0.111919,0.0858678,0.0260509,True,0.111928,0.0874958,0.0244319,True,0.111926,0.0881001,0.0238263,True,0.111925,0.0884153,0.0235097,True,0.111924,0.0886087,0.0233148,True,0.111921,0.0888338,0.0230869,True,0.111918,0.0889504,0.0229678,True,0.111915,0.0889593,0.0229558,True,0.111912,0.0889568,0.0229552,True,0.11191,0.0889548,0.0229547,True,0.111907,0.0889526,0.0229541,True,0.111904,0.0889503,0.0229535,True,2.37063e-25,4.31297e-25,2.42534e-25,3.88285e-25,9.47017e-26,3.33955e-25,2.64811e-25,2.78157e-25,0.336298,0.231677,1.9439e-05,1.2
53,train,5,0,True,True,7.4485e-25,5.60472e-25,1.84379e-25,-9.37704e-33,3.13204e-31,-0.000476943,0.0441877,0.116287,0.087478,True,3.71170875e-25,7.4485e-25,5.60472e-25,1.84379e-25,True,0.0970712,0.0634686,0.0336026,True,0.116144,0.0843972,0.0317467,True,0.116297,0.0860193,0.0302781,True,0.116302,0.0866222,0.0296794,True,0.1163,0.0869369,0.0293632,True,0.116299,0.0871301,0.0291685,True,0.116296,0.087355,0.0289408,True,0.116293,0.0874715,0.0288216,True,0.11629,0.0874804,0.0288095,True,0.116287,0.087478,0.0288087,True,0.116284,0.0874761,0.028808,True,0.116281,0.0874739,0.0288073,True,0.116278,0.0874717,0.0288066,True,4.55608e-25,2.34723e-25,6.11451e-25,1.82531e-25,2.64181e-25,3.14304e-25,4.79262e-25,4.27307e-25,0.335852,0.234399,-3.5262e-05,1.2
54,train,6,1,True,True,5.50466e-25,7.79468e-25,-2.29002e-25,-2.96265e-33,3.11705e-31,-0.00124008,0.0928881,0.0863757,0.117308,False,3.3398550000000005e-25,5.50466e-25,7.79468e-25,-2.29002e-25,False,0.0647558,0.08639,-0.0216342,False,0.111451,0.0863889,0.0250623,True,0.114594,0.0863878,0.0282057,True,0.11571,0.0863868,0.0293231,True,0.116282,0.0863857,0.0298965,True,0.11663,0.0863846,0.0302455,True,0.117032,0.0863824,0.0306493,True,0.117238,0.0863805,0.030858,True,0.117311,0.0863781,0.0309332,True,0.117308,0.0863757,0.0309324,True,0.117305,0.0863738,0.0309317,True,0.117302,0.0863716,0.0309309,True,0.1173,0.0863694,0.0309301,True,4.19431e-25,3.74674e-25,4.07874e-25,1.65558e-25,1.72469e-25,2.89036e-25,3.89673e-25,4.53169e-25,0.813205,0.00573805,1.2,-3.31664e-05
55,train,7,1,True,True,7.85687e-25,5.44706e-25,2.40981e-25,-8.65889e-33,6.34422e-31,-0.00120271,0.0929362,0.0858822,0.116911,True,2.12445875e-24,7.85687e-25,5.44706e-25,2.40981e-25,True,0.0640564,0.0858964,-0.02184,False,0.111067,0.0858953,0.0251712,True,0.114201,0.0858942,0.0283068,True,0.115315,0.0858932,0.029422,True,0.115886,0.0858921,0.0299943,True,0.116234,0.085891,0.0303428,True,0.116635,0.0858888,0.0307461,True,0.116841,0.0858869,0.0309545,True,0.116914,0.0858845,0.0310296,True,0.116911,0.0858822,0.0310288,True,0.116908,0.0858802,0.0310281,True,0.116905,0.0858781,0.0310273,True,0.116902,0.0858759,0.0310265,True,2.27471e-24,2.19565e-24,1.67222e-24,2.53783e-24,1.95933e-24,1.88557e-24,2.27471e-24,2.19565e-24,0.830601,0.00573325,1.2,-2.35867e-05
56,train,8,1,True,True,7.84093e-25,5.3613e-25,2.47963e-25,-8.31871e-33,6.34887e-31,-0.00423546,0.0440023,0.100967,0.0851471,True,2.1225262499999998e-24,7.84093e-25,5.3613e-25,2.47963e-25,True,0.0633456,0.0961353,-0.0327897,False,0.0821119,0.100982,-0.0188705,False,0.0837012,0.100981,-0.0172799,False,0.0842969,0.10098,-0.016683,False,0.0846088,0.100979,-0.0163697,False,0.0848007,0.100977,-0.0161766,False,0.0850244,0.100975,-0.0159504,False,0.0851405,0.100972,-0.015832,False,0.0851494,0.10097,-0.0158203,False,0.0851471,0.100967,-0.0158198,False,0.0851452,0.100965,-0.0158195,False,0.085143,0.100962,-0.0158191,False,0.0851409,0.10096,-0.0158187,False,2.2729e-24,2.19347e-24,1.67077e-24,2.53537e-24,1.9577e-24,1.88364e-24,2.2729e-24,2.19346e-24,0.339344,0.236907,-1.36253e-05,1.2
57,train,9,1,True,True,5.4314e-25,6.34008e-25,-9.08675e-26,-2.93447e-32,3.13277e-31,-0.00108068,0.0932034,0.0736494,0.116703,False,5.169825e-25,5.4314e-25,6.34008e-25,-9.08675e-26,False,0.061428,0.0736616,-0.0122336,False,0.110835,0.0736606,0.0371743,True,0.113991,0.0736597,0.0403317,True,0.11511,0.0736588,0.0414508,True,0.115682,0.0736579,0.0420244,True,0.11603,0.0736569,0.0423733,True,0.116432,0.0736551,0.0427767,True,0.116638,0.0736534,0.0429849,True,0.116706,0.0736514,0.0430547,True,0.116703,0.0736494,0.0430535,True,0.1167,0.0736477,0.0430525,True,0.116697,0.0736459,0.0430515,True,0.116694,0.073644,0.0430504,True,5.32092e-25,7.21652e-25,5.69032e-25,2.73547e-25,3.65038e-25,3.33508e-25,7.38911e-25,6.0208e-25,0.886928,0.00570674,1.2,4.82177e-07
58,train,10,1,True,True,7.82239e-25,5.14016e-25,2.68223e-25,-3.56921e-34,4.70936e-31,-0.00103093,0.0932589,0.0754745,0.116484,True,2.1186399999999998e-24,7.82239e-25,5.14016e-25,2.68223e-25,True,0.0614519,0.075487,-0.0140351,False,0.110623,0.075486,0.0351375,True,0.113777,0.0754851,0.0382916,True,0.114894,0.0754841,0.0394096,True,0.115466,0.0754832,0.0399827,True,0.115814,0.0754822,0.0403313,True,0.116215,0.0754803,0.0407343,True,0.116421,0.0754786,0.0409424,True,0.116487,0.0754765,0.0410107,True,0.116484,0.0754745,0.0410096,True,0.116481,0.0754728,0.0410086,True,0.116478,0.0754709,0.0410076,True,0.116476,0.075469,0.0410066,True,2.26924e-24,2.18908e-24,1.66786e-24,2.53043e-24,1.95443e-24,1.87976e-24,2.26924e-24,2.18908e-24,0.907249,0.00570128,1.2,4.82177e-07
