cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2550ps,other_out_2550ps,margin_2550ps,correct_2550ps,target_out_2750ps,other_out_2750ps,margin_2750ps,correct_2750ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3150ps,other_out_3150ps,margin_3150ps,correct_3150ps,target_out_3350ps,other_out_3350ps,margin_3350ps,correct_3350ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,dp0,dn0,output_delta_net_0,dp1,dn1,output_delta_net_1,max_abs_output_delta_signal,max_output_delta_node
99,train,35,1,True,True,0.102305,0.104967,-0.00266216,0.138812,0.13607,0.000353713,0.000459298,0.105076,0.102414,False,0.28502317499999996,0.102305,0.104967,-0.00266216,False,0.102361,0.105023,-0.0026623,False,0.102406,0.105069,-0.0026624,False,0.102416,0.105079,-0.0026624,False,0.102415,0.105078,-0.00266238,False,0.497202,0.08,0.0873754,0.571344,0.284368,0.089561,0.410277,0.260058,0.33603,0.336085,0.198017,1.20223,1.04641,8.78982e-14,1.04386,-1.04386,1.04386,8.78982e-14,1.04386,1.04386,1.04386
100,train,36,1,True,True,0.125351,0.136364,-0.0110139,0.171154,0.159798,-0.000271975,-3.55043e-05,0.136479,0.125458,False,0.466908025,0.125351,0.136364,-0.0110139,False,0.125406,0.136424,-0.0110178,False,0.125452,0.136473,-0.011021,False,0.125461,0.136483,-0.0110216,False,0.12546,0.136482,-0.0110215,False,0.16197,0.684524,0.770113,0.221052,0.0829502,0.459844,0.75628,0.598531,0.33594,0.335993,0.179246,1.20191,1.04536,4.20718e-17,1.04386,-1.04386,1.04386,4.20718e-17,1.04386,1.04386,1.04386
101,train,37,1,True,True,0.121558,0.114651,0.00690707,0.148781,0.155893,0.00186001,0.00179816,0.114759,0.121666,True,0.335891,0.121558,0.114651,0.00690707,True,0.121614,0.114707,0.00690724,True,0.121659,0.114752,0.00690736,True,0.121669,0.114762,0.00690718,True,0.121668,0.11476,0.00690711,True,0.102989,0.509698,0.564957,0.103372,0.107356,0.134907,0.770115,0.393734,0.336105,0.336112,1.20211,0.190133,0.0329714,2.01373e-20,1.04386,-1.04386,1.04386,2.01373e-20,1.04386,1.04386,1.04386
102,train,38,1,True,True,0.0962758,0.096901,-0.000625231,0.130504,0.12986,-0.00081249,-0.000623969,0.0970103,0.0963848,False,0.382305125,0.0962758,0.096901,-0.000625231,False,0.0963315,0.0969568,-0.00062532,False,0.0963772,0.0970026,-0.000625385,False,0.0963874,0.0970128,-0.00062544,False,0.0963864,0.0970118,-0.000625434,False,0.370735,0.363315,0.391723,0.528047,0.377254,0.374888,0.202841,0.449638,0.335712,0.335759,1.2018,0.182828,0.0399704,9.64402e-24,1.04386,-1.04386,1.04386,9.64402e-24,1.04386,1.04386,1.04386
103,train,39,1,True,True,0.0872744,0.0840144,0.00325998,0.117224,0.120583,0.00480744,0.00475328,0.0841218,0.0873817,True,0.20175882499999997,0.0872744,0.0840144,0.00325998,True,0.0873293,0.0840693,0.00326004,True,0.0873744,0.0841144,0.00326009,True,0.087384,0.084124,0.00326003,True,0.0873831,0.0841231,0.00325999,True,0.0808779,0.279686,0.34867,0.0841486,0.0901021,0.181483,0.39448,0.154623,0.337092,0.337084,1.19994,-3.81338e-06,0.00474526,4.61865e-27,1.04386,-1.04386,1.04386,4.61865e-27,1.04386,1.04386,1.04386
104,train,40,1,True,True,0.0796226,0.0784228,0.00119974,0.11146,0.112696,0.0064162,0.0064896,0.0785296,0.079729,True,0.21241474999999999,0.0796226,0.0784228,0.00119974,True,0.0796769,0.0784773,0.00119959,True,0.0797216,0.0785221,0.00119948,True,0.0797311,0.0785317,0.0011994,True,0.0797303,0.0785309,0.00119939,True,0.133549,0.283897,0.37404,0.08,0.19023,0.105815,0.336074,0.195713,0.337406,0.337467,1.19995,3.31846e-08,0.00370548,2.21193e-30,1.04386,-1.04386,1.04386,2.21193e-30,1.04386,1.04386,1.04386
105,train,41,1,True,True,0.0803904,0.0781121,0.00227839,0.111141,0.113489,0.00556946,0.0055413,0.0782193,0.0804975,True,0.24675849999999996,0.0803904,0.0781121,0.00227839,True,0.0804451,0.0781667,0.00227839,True,0.08049,0.0782116,0.00227839,True,0.0804996,0.0782213,0.00227834,True,0.0804988,0.0782205,0.00227831,True,0.105732,0.36215,0.325922,0.165835,0.384943,0.156351,0.267067,0.206068,0.337041,0.337047,1.19995,3.3182e-08,0.0031566,1.05932e-33,1.04386,-1.04386,1.04386,1.05932e-33,1.04386,1.04386,1.04386
106,train,42,1,True,True,0.0643387,0.06229,0.00204861,0.0948018,0.0969113,0.0113046,0.0114174,0.0623865,0.0644343,True,0.18587850000000003,0.0643387,0.06229,0.00204861,True,0.0643871,0.0623389,0.00204825,True,0.0644274,0.0623794,0.00204797,True,0.0644359,0.0623881,0.00204783,True,0.0644353,0.0623875,0.00204781,True,0.212831,0.207436,0.26523,0.224674,0.113793,0.145288,0.128915,0.188861,0.33969,0.339795,1.19998,3.3261e-08,0.00318358,5.07324e-37,1.04386,-1.04386,1.04386,5.07324e-37,1.04386,1.04386,1.04386
107,train,43,1,True,True,0.110918,0.102007,0.00891143,0.135772,0.144968,0.00561529,0.00554108,0.102119,0.111037,True,0.27282975,0.110918,0.102007,0.00891143,True,0.11098,0.102064,0.00891506,True,0.11103,0.102112,0.00891803,True,0.11104,0.102122,0.00891861,True,0.111039,0.102121,0.00891852,True,0.11078,0.257738,0.13034,0.399908,0.770113,0.240898,0.097806,0.175055,0.33704,0.337021,1.20121,0.142579,0.0277451,2.42964e-40,1.04386,-1.04386,1.04386,2.42964e-40,1.04386,1.04386,1.04386
108,train,44,1,True,True,0.103514,0.103262,0.000251505,0.137057,0.137315,0.00133497,0.00137486,0.103371,0.103623,True,0.32688025,0.103514,0.103262,0.000251505,True,0.10357,0.103318,0.000251449,True,0.103616,0.103364,0.000251407,True,0.103625,0.103374,0.000251377,True,0.103624,0.103373,0.000251374,True,0.463514,0.106965,0.08,0.646135,0.52235,0.243356,0.304203,0.248519,0.336143,0.336169,1.20696,0.361325,0.033833,1.16359e-43,1.04386,-1.04386,1.04386,1.16359e-43,1.04386,1.04386,1.04386
109,train,45,1,True,True,0.0674616,0.0645393,0.00292233,0.097126,0.10014,0.0114801,0.0115278,0.0646374,0.0675604,True,0.16899925000000002,0.0674616,0.0645393,0.00292233,True,0.0675118,0.0645891,0.00292274,True,0.0675534,0.0646304,0.00292305,True,0.0675621,0.0646391,0.00292302,True,0.0675615,0.0646385,0.00292299,True,0.229949,0.132228,0.173526,0.267329,0.185581,0.149795,0.08,0.133586,0.34007,0.340125,1.19997,3.32403e-08,0.00869798,5.57257e-47,1.04386,-1.04386,1.04386,5.57257e-47,1.04386,1.04386,1.04386
110,train,46,1,True,True,0.0948868,0.0941457,0.000741145,0.127666,0.128429,0.00178963,0.00188558,0.0942546,0.0949955,True,0.31425375,0.0948868,0.0941457,0.000741145,True,0.0949425,0.0942014,0.000741094,True,0.0949882,0.0942471,0.000741055,True,0.094998,0.094257,0.000740973,True,0.0949971,0.0942561,0.000740966,True,0.099258,0.348219,0.354446,0.303381,0.520741,0.456976,0.180046,0.250963,0.336169,0.336201,1.20002,0.0312594,0.00871294,2.66878e-50,1.04386,-1.04386,1.04386,2.66878e-50,1.04386,1.04386,1.04386
111,train,47,1,True,True,0.11318,0.103771,0.00940959,0.13759,0.1473,0.00664037,0.00652896,0.103883,0.1133,True,0.268208075,0.11318,0.103771,0.00940959,True,0.113242,0.103829,0.00941362,True,0.113293,0.103876,0.00941691,True,0.113303,0.103886,0.00941757,True,0.113302,0.103885,0.00941748,True,0.162354,0.228891,0.0978166,0.426085,0.770111,0.161678,0.13612,0.162609,0.337341,0.33732,1.20144,0.15569,0.0260569,1.27811e-53,1.04386,-1.04386,1.04386,1.27811e-53,1.04386,1.04386,1.04386
112,train,48,1,True,True,0.0918732,0.0881486,0.00372459,0.121486,0.125324,0.00477318,0.00474112,0.0882571,0.0919817,True,0.253805,0.0918732,0.0881486,0.00372459,True,0.0919287,0.0882041,0.00372467,True,0.0919743,0.0882496,0.00372473,True,0.0919841,0.0882594,0.00372469,True,0.0919832,0.0882585,0.00372465,True,0.08,0.351668,0.279981,0.202821,0.554981,0.115102,0.24642,0.199467,0.336919,0.336926,1.19993,-2.29589e-05,0.00412175,6.12105e-57,1.04386,-1.04386,1.04386,6.12105e-57,1.04386,1.04386,1.04386
113,train,49,1,True,True,0.123439,0.126592,-0.00315287,0.16109,0.157834,-0.00122703,-0.00109893,0.126705,0.123548,False,0.49324425,0.123439,0.126592,-0.00315287,False,0.123496,0.12665,-0.00315492,False,0.123542,0.126698,-0.00315663,False,0.123551,0.126708,-0.00315699,False,0.12355,0.126707,-0.00315696,False,0.437398,0.585711,0.328765,0.48025,0.766049,0.770115,0.148938,0.428728,0.33572,0.335748,1.2077,0.465747,0.0258103,2.93145e-60,1.04386,-1.04386,1.04386,2.93145e-60,1.04386,1.04386,1.04386
114,train,50,1,True,True,0.10132,0.101649,-0.000329197,0.135394,0.135055,0.00311519,0.00300243,0.101758,0.101428,False,0.25741375,0.10132,0.101649,-0.000329197,False,0.101375,0.101705,-0.000329298,False,0.101421,0.10175,-0.000329372,False,0.101431,0.10176,-0.000329422,False,0.10143,0.101759,-0.000329419,False,0.121863,0.439552,0.500355,0.112137,0.08,0.123707,0.406674,0.275022,0.336331,0.336315,0.333859,1.20607,1.04641,1.40391e-63,1.04386,-1.04386,1.04386,1.40391e-63,1.04386,1.04386,1.04386
115,train,51,1,True,True,0.117661,0.109368,0.00829277,0.143346,0.151885,0.00642847,0.00629541,0.109477,0.11777,True,0.208235925,0.117661,0.109368,0.00829277,True,0.117717,0.109424,0.0082929,True,0.117763,0.10947,0.00829299,True,0.117773,0.10948,0.00829293,True,0.117772,0.109479,0.00829285,True,0.0934422,0.186428,0.10577,0.280885,0.673256,0.147746,0.0947575,0.0836027,0.337523,0.33749,1.20185,0.177814,0.0336183,6.72351e-67,1.04386,-1.04386,1.04386,6.72351e-67,1.04386,1.04386,1.04386
116,train,52,1,True,True,0.070994,0.0683356,0.00265833,0.101054,0.103794,0.00889194,0.00890844,0.0684388,0.0710972,True,0.19452275,0.070994,0.0683356,0.00265833,True,0.0710465,0.0683881,0.00265843,True,0.0710898,0.0684313,0.0026585,True,0.071099,0.0684406,0.00265843,True,0.0710983,0.0684399,0.00265841,True,0.08,0.25617,0.274205,0.152513,0.299029,0.186263,0.182402,0.1256,0.338497,0.338512,1.19997,3.32207e-08,0.00774017,3.21998e-70,1.04386,-1.04386,1.04386,3.21998e-70,1.04386,1.04386,1.04386
117,train,53,1,True,True,0.0949707,0.0958467,-0.000876017,0.129418,0.128515,0.00112916,0.00127096,0.0959559,0.0950797,False,0.36896112499999995,0.0949707,0.0958467,-0.000876017,False,0.0950265,0.0959026,-0.000876122,False,0.0950722,0.0959484,-0.000876199,False,0.0950822,0.0959584,-0.000876219,False,0.0950812,0.0959574,-0.00087621,False,0.490344,0.306697,0.332631,0.596352,0.292771,0.227785,0.206721,0.498388,0.336073,0.33612,0.0483481,1.20012,1.04641,1.54209e-73,1.04386,-1.04386,1.04386,1.54209e-73,1.04386,1.04386,1.04386
118,train,54,1,True,True,0.0920796,0.0908973,0.00118229,0.124318,0.125536,0.00410979,0.00411109,0.0910057,0.0921878,True,0.2491034375,0.0920796,0.0908973,0.00118229,True,0.092135,0.0909528,0.00118223,True,0.0921805,0.0909984,0.00118218,True,0.0921902,0.0910081,0.00118212,True,0.0921893,0.0910072,0.00118211,True,0.0908635,0.402777,0.436154,0.113948,0.189068,0.119883,0.402171,0.237963,0.336569,0.336587,0.000630216,1.19992,1.04641,7.38527e-77,1.04386,-1.04386,1.04386,7.38527e-77,1.04386,1.04386,1.04386
119,train,55,1,True,True,0.0967666,0.0956366,0.00113,0.129201,0.130365,0.00318925,0.00315844,0.0957454,0.0968752,True,0.288436375,0.0967666,0.0956366,0.00113,True,0.0968223,0.0956923,0.00112996,True,0.096868,0.0957381,0.00112992,True,0.0968777,0.0957479,0.00112986,True,0.0968768,0.0957469,0.00112985,True,0.10672,0.473012,0.469743,0.127738,0.256922,0.143785,0.435427,0.294144,0.336337,0.336344,1.20017,0.0550151,0.0240163,3.5369e-80,1.04386,-1.04386,1.04386,3.5369e-80,1.04386,1.04386,1.04386
120,train,56,1,True,True,0.100247,0.0983182,0.00192897,0.131964,0.133951,0.000525182,0.000494881,0.0984273,0.100356,True,0.3319903,0.100247,0.0983182,0.00192897,True,0.100303,0.0983741,0.00192896,True,0.100349,0.0984199,0.00192895,True,0.100359,0.0984299,0.00192888,True,0.100358,0.0984289,0.00192886,True,0.0835114,0.48009,0.460324,0.210826,0.454942,0.2032,0.440416,0.322613,0.335967,0.335972,1.20049,0.0903889,0.0306635,1.69387e-83,1.04386,-1.04386,1.04386,1.69387e-83,1.04386,1.04386,1.04386
121,train,57,1,True,True,0.103195,0.102161,0.00103358,0.135923,0.136987,-0.000904894,-0.000926636,0.102271,0.103304,True,0.36300319999999997,0.103195,0.102161,0.00103358,True,0.103251,0.102217,0.00103355,True,0.103297,0.102263,0.00103352,True,0.103307,0.102273,0.00103344,True,0.103306,0.102272,0.00103343,True,0.0818106,0.48645,0.483783,0.251085,0.484802,0.354263,0.420878,0.340954,0.335746,0.335749,1.20381,0.261322,0.0338529,8.11216e-87,1.04386,-1.04386,1.04386,8.11216e-87,1.04386,1.04386,1.04386
122,train,58,1,True,True,0.100776,0.099622,0.00115378,0.133307,0.134495,0.00109753,0.00102296,0.099731,0.100885,True,0.30504495000000004,0.100776,0.099622,0.00115378,True,0.100832,0.0996779,0.00115374,True,0.100877,0.0997237,0.00115372,True,0.100887,0.0997336,0.00115365,True,0.100886,0.0997326,0.00115364,True,0.0908086,0.483583,0.467344,0.172846,0.377791,0.10718,0.425727,0.31508,0.335998,0.335997,1.20109,0.137405,0.0344075,3.88502e-90,1.04386,-1.04386,1.04386,3.88502e-90,1.04386,1.04386,1.04386
123,train,59,1,True,True,0.114953,0.104926,0.010027,0.138772,0.149099,0.00751623,0.00732185,0.105036,0.115063,True,0.235791625,0.114953,0.104926,0.010027,True,0.11501,0.104983,0.0100274,True,0.115056,0.105029,0.0100276,True,0.115066,0.105038,0.0100276,True,0.115065,0.105037,0.0100275,True,0.082853,0.247884,0.142691,0.288773,0.750944,0.118654,0.138684,0.11585,0.337614,0.337549,1.2015,0.158947,0.0310851,1.86059e-93,1.04386,-1.04386,1.04386,1.86059e-93,1.04386,1.04386,1.04386
124,train,60,1,True,True,0.0796108,0.0758606,0.00375016,0.108813,0.112679,0.00789072,0.00799182,0.075965,0.0797154,True,0.1511760125,0.0796108,0.0758606,0.00375016,True,0.0796643,0.0759139,0.00375039,True,0.0797083,0.0759578,0.00375056,True,0.0797175,0.075967,0.00375048,True,0.0797167,0.0759663,0.00375044,True,0.209429,0.0830459,0.168639,0.236886,0.0841124,0.264663,0.0826328,0.08,0.338779,0.338847,1.19995,3.31846e-08,0.00483816,8.9106e-97,1.04386,-1.04386,1.04386,8.9106e-97,1.04386,1.04386,1.04386
125,train,61,1,True,True,0.0679261,0.0654786,0.00244744,0.0981022,0.100625,0.00942002,0.00947907,0.0655796,0.0680269,True,0.19387995,0.0679261,0.0654786,0.00244744,True,0.0679773,0.0655298,0.00244748,True,0.0680197,0.0655722,0.0024475,True,0.0680287,0.0655813,0.00244743,True,0.068028,0.0655806,0.0024474,True,0.0863096,0.241792,0.27736,0.148773,0.247982,0.215356,0.199654,0.133813,0.338795,0.338831,1.19997,3.32375e-08,0.00625443,4.2674e-100,1.04386,-1.04386,1.04386,4.2674e-100,1.04386,1.04386,1.04386
126,train,62,1,True,True,0.09219,0.0899417,0.00224829,0.123334,0.12565,0.00212244,0.0020655,0.0900502,0.0922984,True,0.282842625,0.09219,0.0899417,0.00224829,True,0.0922455,0.0899972,0.00224829,True,0.092291,0.0900427,0.00224829,True,0.0923008,0.0900526,0.00224822,True,0.0922999,0.0900517,0.0022482,True,0.08203,0.405599,0.394167,0.173139,0.384138,0.142556,0.412841,0.268271,0.336223,0.336222,1.19993,0.000135274,0.00328923,2.04372e-103,1.04386,-1.04386,1.04386,2.04372e-103,1.04386,1.04386,1.04386
127,train,63,1,True,True,0.104847,0.0981436,0.00670356,0.131788,0.138708,0.00433112,0.00428646,0.098254,0.104963,True,0.331628125,0.104847,0.0981436,0.00670356,True,0.104907,0.0982002,0.00670654,True,0.104956,0.0982467,0.00670897,True,0.104966,0.0982565,0.00670945,True,0.104965,0.0982555,0.00670938,True,0.306762,0.236775,0.145135,0.56106,0.770109,0.239122,0.139169,0.254893,0.336724,0.336728,1.20029,0.068462,0.027743,9.78762e-107,1.04386,-1.04386,1.04386,9.78762e-107,1.04386,1.04386,1.04386
128,train,0,0,True,True,0.125531,0.118468,0.00706277,0.159983,0.152712,0.00048394,0.000691042,0.125638,0.118575,True,0.447860125,0.125531,0.118468,0.00706277,True,0.125586,0.118523,0.0070628,True,0.125632,0.118569,0.00706281,True,0.125641,0.118579,0.00706271,True,0.12564,0.118577,0.00706264,True,0.741245,0.57729,0.633202,0.770113,0.107267,0.142146,0.109099,0.502519,0.335918,0.33596,0.190789,1.20213,0.0259948,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386
129,train,1,0,True,True,0.112505,0.108459,0.0040458,0.146576,0.142409,2.71099e-05,0.000118687,0.112614,0.108568,True,0.383877,0.112505,0.108459,0.0040458,True,0.112561,0.108515,0.00404593,True,0.112607,0.108561,0.00404602,True,0.112617,0.108571,0.00404602,True,0.112616,0.10857,0.00404598,True,0.632611,0.475342,0.540965,0.624457,0.124163,0.08,0.282379,0.311099,0.33589,0.335918,0.206895,1.20246,0.0315504,1.04386,3.83671e-07,1.04386,3.83671e-07,1.04386,-1.04386,1.04386,1.04386
130,train,2,0,True,True,0.0973378,0.0961166,0.00122118,0.130954,0.129695,0.00221857,0.00250495,0.0974466,0.0962252,True,0.29886775000000004,0.0973378,0.0961166,0.00122118,True,0.0973936,0.0961723,0.00122131,True,0.0974393,0.0962179,0.0012214,True,0.0974492,0.0962278,0.00122145,True,0.0974482,0.0962268,0.00122144,True,0.460496,0.315118,0.428067,0.491527,0.139719,0.324761,0.106536,0.124718,0.336117,0.336191,0.060319,1.20021,0.026434,1.04386,1.83641e-10,1.04386,1.83641e-10,1.04386,-1.04386,1.04386,1.04386
131,train,3,0,True,True,0.0921575,0.0912971,0.000860336,0.125617,0.12473,0.000674945,0.000829809,0.0922664,0.0914058,True,0.34778837500000004,0.0921575,0.0912971,0.000860336,True,0.0922131,0.0913527,0.000860467,True,0.0922588,0.0913982,0.000860565,True,0.0922688,0.0914082,0.000860631,True,0.0922679,0.0914073,0.000860623,True,0.465983,0.392788,0.363332,0.423047,0.177356,0.430341,0.224457,0.305003,0.335942,0.335985,0.000390819,1.19992,0.00484065,1.04386,8.78982e-14,1.04386,8.78982e-14,1.04386,-1.04386,1.04386,1.04386
132,train,4,0,True,True,0.104216,0.102736,0.00147935,0.138039,0.136515,0.00108359,0.00121025,0.104325,0.102845,True,0.383445,0.104216,0.102736,0.00147935,True,0.104272,0.102792,0.00147943,True,0.104318,0.102838,0.00147949,True,0.104328,0.102848,0.0014795,True,0.104327,0.102847,0.00147949,True,0.584164,0.47028,0.462056,0.628547,0.255224,0.176976,0.145681,0.344632,0.336025,0.336065,0.242762,1.2033,0.0282122,1.04386,4.20718e-17,1.04386,4.20718e-17,1.04386,-1.04386,1.04386,1.04386
133,train,5,0,True,True,0.104995,0.101608,0.00338732,0.138842,0.135353,0.000861516,0.00102746,0.105105,0.101717,True,0.37133174999999996,0.104995,0.101608,0.00338732,True,0.105051,0.101664,0.00338746,True,0.105097,0.10171,0.00338757,True,0.105107,0.10172,0.00338759,True,0.105106,0.101719,0.00338755,True,0.543454,0.493438,0.523504,0.44525,0.181826,0.385814,0.148522,0.248846,0.335979,0.33602,0.177146,1.2018,0.0332555,1.04386,2.01373e-20,1.04386,2.01373e-20,1.04386,-1.04386,1.04386,1.04386
134,train,6,0,True,True,0.124632,0.119187,0.00544476,0.159062,0.153454,-0.0011262,-0.000956645,0.124741,0.119295,True,0.543639875,0.124632,0.119187,0.00544476,True,0.124689,0.119243,0.00544538,True,0.124735,0.119289,0.00544586,True,0.124744,0.119299,0.00544582,True,0.124743,0.119297,0.00544576,True,0.676339,0.66374,0.770114,0.650108,0.375466,0.351668,0.149631,0.712053,0.335752,0.335787,0.199576,1.20232,0.0294643,1.04386,9.64402e-24,1.04386,9.64402e-24,1.04386,-1.04386,1.04386,1.04386
135,train,7,0,True,True,0.106447,0.104863,0.00158403,0.140336,0.138704,-0.00140809,-0.00127741,0.106556,0.104972,True,0.42723375,0.106447,0.104863,0.00158403,True,0.106503,0.104919,0.00158411,True,0.106549,0.104964,0.00158416,True,0.106559,0.104975,0.00158421,True,0.106558,0.104973,0.00158419,True,0.580763,0.423695,0.455836,0.753179,0.370996,0.391278,0.100993,0.34113,0.335638,0.335667,0.25283,1.20359,0.0330597,1.04386,4.61865e-27,1.04386,4.61865e-27,1.04386,-1.04386,1.04386,1.04386
136,train,8,0,True,True,0.106672,0.104588,0.0020841,0.140569,0.138422,-0.000931076,-0.000852786,0.106782,0.104697,True,0.41991187500000005,0.106672,0.104588,0.0020841,True,0.106728,0.104644,0.00208419,True,0.106774,0.10469,0.00208425,True,0.106784,0.1047,0.0020843,True,0.106783,0.104699,0.00208428,True,0.464831,0.474401,0.515151,0.632988,0.357854,0.426654,0.152887,0.334529,0.335701,0.335721,0.234437,1.2031,0.0329854,1.04386,2.21193e-30,1.04386,2.21193e-30,1.04386,-1.04386,1.04386,1.04386
137,train,9,0,True,True,0.119227,0.1168,0.0024273,0.153491,0.150992,-0.00125035,-0.00111703,0.119334,0.116907,True,0.5125391,0.119227,0.1168,0.0024273,True,0.119282,0.116855,0.00242729,True,0.119327,0.1169,0.00242728,True,0.119337,0.11691,0.00242729,True,0.119336,0.116909,0.00242726,True,0.715184,0.569406,0.590993,0.770114,0.328889,0.269307,0.0863048,0.770115,0.335777,0.335809,0.229599,1.20302,0.0303445,1.04386,1.05932e-33,1.04386,1.05932e-33,1.04386,-1.04386,1.04386,1.04386
138,train,10,0,True,True,0.099522,0.0989011,0.000620886,0.133204,0.132564,0.000593918,0.000775814,0.099631,0.09901,True,0.34533500000000006,0.099522,0.0989011,0.000620886,True,0.0995778,0.0989569,0.000620968,True,0.0996237,0.0990026,0.000621028,True,0.0996337,0.0990126,0.000621064,True,0.0996327,0.0990116,0.000621058,True,0.460057,0.36972,0.432466,0.52793,0.162337,0.257971,0.106189,0.44601,0.335897,0.335944,0.119472,1.20083,0.0340498,1.04386,5.07324e-37,1.04386,5.07324e-37,1.04386,-1.04386,1.04386,1.04386
139,train,11,0,True,True,0.109291,0.108117,0.00117416,0.143266,0.142056,0.000206566,0.000333275,0.1094,0.108226,True,0.40108024999999997,0.109291,0.108117,0.00117416,True,0.109347,0.108173,0.00117421,True,0.109393,0.108219,0.00117425,True,0.109403,0.108229,0.00117426,True,0.109402,0.108227,0.00117425,True,0.521068,0.418723,0.488581,0.608506,0.171098,0.317522,0.128222,0.554922,0.335857,0.335892,0.270152,1.20411,0.0325251,1.04386,2.42964e-40,1.04386,2.42964e-40,1.04386,-1.04386,1.04386,1.04386
140,train,12,0,True,True,0.133274,0.12729,0.00598397,0.167958,0.161798,-0.00158482,-0.00145331,0.133383,0.127399,True,0.49262754999999997,0.133274,0.12729,0.00598397,True,0.13333,0.127346,0.00598406,True,0.133376,0.127392,0.00598412,True,0.133386,0.127402,0.00598407,True,0.133385,0.127401,0.00598401,True,0.685667,0.646988,0.616585,0.599858,0.0876884,0.560507,0.109723,0.634004,0.335701,0.335721,0.689572,0.950336,0.0282491,1.04386,1.16359e-43,1.04386,1.16359e-43,1.04386,-1.04386,1.04386,1.04386
141,train,13,0,True,True,0.115463,0.111438,0.00402475,0.149621,0.145476,-0.000170381,-2.11956e-05,0.115572,0.111547,True,0.41943698749999997,0.115463,0.111438,0.00402475,True,0.115519,0.111494,0.00402487,True,0.115565,0.11154,0.00402495,True,0.115575,0.11155,0.00402496,True,0.115574,0.111549,0.00402492,True,0.599362,0.50374,0.580641,0.650401,0.0920689,0.244312,0.18933,0.495641,0.335883,0.335916,0.211007,1.20256,0.0309615,1.04386,5.57257e-47,1.04386,5.57257e-47,1.04386,-1.04386,1.04386,1.04386
142,train,14,0,True,True,0.12349,0.119829,0.00366092,0.157886,0.154117,-0.0016,-0.00150139,0.123599,0.119938,True,0.5126675,0.12349,0.119829,0.00366092,True,0.123546,0.119885,0.00366098,True,0.123593,0.119932,0.00366103,True,0.123603,0.119942,0.00366103,True,0.123601,0.11994,0.00366099,True,0.423736,0.592923,0.632225,0.63737,0.432503,0.537697,0.160092,0.684794,0.335667,0.335688,0.21342,1.20263,0.0296581,1.04386,2.66878e-50,1.04386,2.66878e-50,1.04386,-1.04386,1.04386,1.04386
143,train,15,0,True,True,0.124411,0.121541,0.00287046,0.158834,0.155879,0.000855467,0.00100403,0.12452,0.12165,True,0.456683375,0.124411,0.121541,0.00287046,True,0.124468,0.121597,0.00287048,True,0.124514,0.121643,0.00287049,True,0.124524,0.121653,0.00287053,True,0.124522,0.121652,0.0028705,True,0.618181,0.572318,0.6045,0.673188,0.185134,0.114966,0.123926,0.761254,0.335979,0.336022,1.20811,0.45184,1.04641,1.04386,1.27811e-53,1.04386,1.27811e-53,1.04386,-1.04386,1.04386,1.04386
144,train,16,0,True,True,0.0817156,0.0801105,0.00160514,0.114856,0.113201,0.00293136,0.00325842,0.0818236,0.0802179,True,0.30304525,0.0817156,0.0801105,0.00160514,True,0.0817707,0.0801652,0.00160548,True,0.0818159,0.0802102,0.00160572,True,0.0818258,0.08022,0.0016058,True,0.081825,0.0802192,0.00160578,True,0.22759,0.408197,0.427667,0.31717,0.305109,0.211941,0.203672,0.323016,0.336398,0.336517,1.19994,3.61668e-08,1.04641,1.04386,6.12105e-57,1.04386,6.12105e-57,1.04386,-1.04386,1.04386,1.04386
145,train,17,0,True,True,0.123578,0.108979,0.014599,0.157975,0.142941,3.88831e-05,0.00053694,0.123686,0.109087,True,0.489279625,0.123578,0.108979,0.014599,True,0.123634,0.109034,0.0145995,True,0.12368,0.10908,0.0145998,True,0.123689,0.10909,0.0145996,True,0.123688,0.109089,0.0145994,True,0.640951,0.717267,0.770113,0.685167,0.108697,0.284195,0.178522,0.529325,0.335891,0.335996,0.157425,1.20149,0.0335545,1.04386,2.93145e-60,1.04386,2.93145e-60,1.04386,-1.04386,1.04386,1.04386
146,train,18,0,True,True,0.131092,0.119445,0.0116469,0.165705,0.153715,-0.00260533,-0.00230516,0.131199,0.119552,True,0.6504166250000001,0.131092,0.119445,0.0116469,True,0.131147,0.1195,0.011647,True,0.131193,0.119546,0.011647,True,0.131202,0.119555,0.0116468,True,0.131201,0.119554,0.0116467,True,0.396961,0.770115,0.770115,0.710292,0.629719,0.710614,0.445404,0.770113,0.335582,0.335635,0.175839,1.20184,0.0283617,1.04386,1.40391e-63,1.04386,1.40391e-63,1.04386,-1.04386,1.04386,1.04386
