channels,lr_spice,equivalent_lr_torch_mse_tanh,update_noise_std,epoch,test_accuracy,test_correct,trial_wall_time_s
16,0.3,1.5,0.003,47,0.921,921,0.27561666600000034
16,0.3,1.5,0.003,48,0.916,916,0.2815358330000004
16,0.3,1.5,0.003,49,0.917,917,0.28724458300000055
16,0.3,1.5,0.003,50,0.922,922,0.29291208300000005
16,0.3,1.5,0.003,51,0.92,920,0.2985595410000004
16,0.3,1.5,0.003,52,0.922,922,0.3041114580000004
16,0.3,1.5,0.003,53,0.926,926,0.3108042910000002
16,0.3,1.5,0.003,54,0.923,923,0.3162192080000006
16,0.3,1.5,0.003,55,0.921,921,0.32161783300000035
16,0.3,1.5,0.003,56,0.918,918,0.327301458
16,0.3,1.5,0.003,57,0.921,921,0.33311183300000025
16,0.3,1.5,0.003,58,0.921,921,0.3386653750000006
16,0.3,1.5,0.003,59,0.922,922,0.3443548750000005
16,0.3,1.5,0.003,60,0.917,917,0.35004100000000005
16,0.8,4.0,0.0,1,0.624,624,0.006272291000000152
16,0.8,4.0,0.0,2,0.761,761,0.011652040999999613
16,0.8,4.0,0.0,3,0.835,835,0.01670804100000023
16,0.8,4.0,0.0,4,0.864,864,0.021739874999999742
16,0.8,4.0,0.0,5,0.859,859,0.026163083000000142
16,0.8,4.0,0.0,6,0.872,872,0.03116387499999984
16,0.8,4.0,0.0,7,0.879,879,0.03614283299999954
16,0.8,4.0,0.0,8,0.892,892,0.04111641600000038
16,0.8,4.0,0.0,9,0.891,891,0.04553454100000032
16,0.8,4.0,0.0,10,0.871,871,0.049858791000000124
16,0.8,4.0,0.0,11,0.887,887,0.054279874999999755
16,0.8,4.0,0.0,12,0.901,901,0.05946516599999985
16,0.8,4.0,0.0,13,0.906,906,0.06458033300000032
16,0.8,4.0,0.0,14,0.87,870,0.06904341599999952
16,0.8,4.0,0.0,15,0.887,887,0.07363695799999981
16,0.8,4.0,0.0,16,0.909,909,0.07900933300000013
16,0.8,4.0,0.0,17,0.914,914,0.0843774159999997
16,0.8,4.0,0.0,18,0.906,906,0.08882845800000005
16,0.8,4.0,0.0,19,0.914,914,0.09347129100000018
16,0.8,4.0,0.0,20,0.916,916,0.09861470800000038
16,0.8,4.0,0.0,21,0.92,920,0.10376258299999996
16,0.8,4.0,0.0,22,0.903,903,0.10831425000000028
16,0.8,4.0,0.0,23,0.913,913,0.11275091599999953
16,0.8,4.0,0.0,24,0.908,908,0.11731770799999985
16,0.8,4.0,0.0,25,0.918,918,0.12228141599999987
16,0.8,4.0,0.0,26,0.9,900,0.12713383300000025
16,0.8,4.0,0.0,27,0.917,917,0.13193295800000016
16,0.8,4.0,0.0,28,0.92,920,0.13675104100000013
16,0.8,4.0,0.0,29,0.916,916,0.14138295800000034
16,0.8,4.0,0.0,30,0.911,911,0.14630183299999988
16,0.8,4.0,0.0,31,0.909,909,0.1510415829999996
16,0.8,4.0,0.0,32,0.924,924,0.15665337500000032
16,0.8,4.0,0.0,33,0.924,924,0.16114116600000017
16,0.8,4.0,0.0,34,0.927,927,0.16613270800000013
16,0.8,4.0,0.0,35,0.912,912,0.17094587500000014
16,0.8,4.0,0.0,36,0.926,926,0.17543299999999995
16,0.8,4.0,0.0,37,0.918,918,0.1801742500000003
16,0.8,4.0,0.0,38,0.908,908,0.18491716599999997
16,0.8,4.0,0.0,39,0.921,921,0.18974966599999998
16,0.8,4.0,0.0,40,0.929,929,0.19528049999999997
16,0.8,4.0,0.0,41,0.931,931,0.20025650000000006
16,0.8,4.0,0.0,42,0.929,929,0.20499445799999982
16,0.8,4.0,0.0,43,0.928,928,0.20938104100000032
16,0.8,4.0,0.0,44,0.925,925,0.21442337499999997
16,0.8,4.0,0.0,45,0.925,925,0.21878295800000025
16,0.8,4.0,0.0,46,0.928,928,0.22326770799999984
16,0.8,4.0,0.0,47,0.927,927,0.2278492080000003
16,0.8,4.0,0.0,48,0.929,929,0.23258033299999958
16,0.8,4.0,0.0,49,0.929,929,0.23742383300000025
16,0.8,4.0,0.0,50,0.928,928,0.24240729100000014
16,0.8,4.0,0.0,51,0.924,924,0.2471245409999998
16,0.8,4.0,0.0,52,0.931,931,0.2520631250000003
16,0.8,4.0,0.0,53,0.93,930,0.25678283299999993
16,0.8,4.0,0.0,54,0.927,927,0.2616953329999996
16,0.8,4.0,0.0,55,0.931,931,0.26650283299999966
16,0.8,4.0,0.0,56,0.932,932,0.2720008749999998
16,0.8,4.0,0.0,57,0.933,933,0.2771233329999996
16,0.8,4.0,0.0,58,0.928,928,0.2818883330000004
16,0.8,4.0,0.0,59,0.934,934,0.28718020799999966
16,0.8,4.0,0.0,60,0.932,932,0.2917931249999999
16,0.8,4.0,0.0001,1,0.554,554,0.006326041999999532
16,0.8,4.0,0.0001,2,0.757,757,0.013009416999999246
16,0.8,4.0,0.0001,3,0.821,821,0.01939012499999926
16,0.8,4.0,0.0001,4,0.852,852,0.02594408299999973
16,0.8,4.0,0.0001,5,0.843,843,0.03166433299999927
16,0.8,4.0,0.0001,6,0.864,864,0.0383522919999999
16,0.8,4.0,0.0001,7,0.886,886,0.04501333299999999
16,0.8,4.0,0.0001,8,0.894,894,0.051341166999999466
16,0.8,4.0,0.0001,9,0.885,885,0.056710332999999835
16,0.8,4.0,0.0001,10,0.897,897,0.06265791699999923
16,0.8,4.0,0.0001,11,0.903,903,0.0685909579999997
16,0.8,4.0,0.0001,12,0.881,881,0.07396120800000006
16,0.8,4.0,0.0001,13,0.899,899,0.07943179199999939
16,0.8,4.0,0.0001,14,0.913,913,0.08564533299999955
16,0.8,4.0,0.0001,15,0.904,904,0.09121820799999991
16,0.8,4.0,0.0001,16,0.906,906,0.09659437499999957
16,0.8,4.0,0.0001,17,0.892,892,0.10217941699999944
16,0.8,4.0,0.0001,18,0.904,904,0.10805820799999921
16,0.8,4.0,0.0001,19,0.902,902,0.11386962499999953
16,0.8,4.0,0.0001,20,0.915,915,0.12035154199999987
16,0.8,4.0,0.0001,21,0.913,913,0.12593204199999963
16,0.8,4.0,0.0001,22,0.922,922,0.1318728329999992
16,0.8,4.0,0.0001,23,0.916,916,0.13712774999999944
16,0.8,4.0,0.0001,24,0.917,917,0.14254112499999927
16,0.8,4.0,0.0001,25,0.915,915,0.14805224999999922
16,0.8,4.0,0.0001,26,0.907,907,0.1537777499999997
16,0.8,4.0,0.0001,27,0.921,921,0.15942395799999964
16,0.8,4.0,0.0001,28,0.914,914,0.1652488329999997
16,0.8,4.0,0.0001,29,0.921,921,0.1709729169999994
16,0.8,4.0,0.0001,30,0.924,924,0.17738054199999986
16,0.8,4.0,0.0001,31,0.927,927,0.1835711249999994
16,0.8,4.0,0.0001,32,0.927,927,0.188956417
16,0.8,4.0,0.0001,33,0.925,925,0.19426349999999992
16,0.8,4.0,0.0001,34,0.922,922,0.19969145799999932
16,0.8,4.0,0.0001,35,0.919,919,0.20545399999999958
16,0.8,4.0,0.0001,36,0.925,925,0.21104341699999996
16,0.8,4.0,0.0001,37,0.926,926,0.2169109579999997
16,0.8,4.0,0.0001,38,0.927,927,0.22266283299999934
16,0.8,4.0,0.0001,39,0.92,920,0.22831170799999967
16,0.8,4.0,0.0001,40,0.927,927,0.23386029199999925
16,0.8,4.0,0.0001,41,0.928,928,0.24036504199999964
16,0.8,4.0,0.0001,42,0.92,920,0.24572225000000003
16,0.8,4.0,0.0001,43,0.934,934,0.25184862500000005
16,0.8,4.0,0.0001,44,0.926,926,0.2573152919999995
16,0.8,4.0,0.0001,45,0.933,933,0.2627165419999997
16,0.8,4.0,0.0001,46,0.927,927,0.2681906249999999
16,0.8,4.0,0.0001,47,0.935,935,0.2746442919999996
16,0.8,4.0,0.0001,48,0.928,928,0.2801800419999996
16,0.8,4.0,0.0001,49,0.924,924,0.28541754199999936
16,0.8,4.0,0.0001,50,0.928,928,0.29106958299999963
16,0.8,4.0,0.0001,51,0.93,930,0.29679354199999963
16,0.8,4.0,0.0001,52,0.928,928,0.3024922919999993
16,0.8,4.0,0.0001,53,0.933,933,0.30814324999999965
16,0.8,4.0,0.0001,54,0.928,928,0.3137774999999996
16,0.8,4.0,0.0001,55,0.936,936,0.3200397919999993
16,0.8,4.0,0.0001,56,0.932,932,0.32551520799999967
16,0.8,4.0,0.0001,57,0.928,928,0.3309634579999994
16,0.8,4.0,0.0001,58,0.934,934,0.3368784999999992
16,0.8,4.0,0.0001,59,0.932,932,0.3424717079999997
16,0.8,4.0,0.0001,60,0.932,932,0.34824341699999994
16,0.8,4.0,0.0003,1,0.494,494,0.006780833999999736
16,0.8,4.0,0.0003,2,0.783,783,0.01291816700000048
16,0.8,4.0,0.0003,3,0.816,816,0.01889400000000041
16,0.8,4.0,0.0003,4,0.83,830,0.02494758400000041
16,0.8,4.0,0.0003,5,0.867,867,0.03080824999999976
16,0.8,4.0,0.0003,6,0.885,885,0.03670254200000045
16,0.8,4.0,0.0003,7,0.881,881,0.041976041999999936
16,0.8,4.0,0.0003,8,0.887,887,0.047876666999999706
16,0.8,4.0,0.0003,9,0.889,889,0.053935833999999794
16,0.8,4.0,0.0003,10,0.887,887,0.059571791999999846
16,0.8,4.0,0.0003,11,0.897,897,0.06567654200000028
16,0.8,4.0,0.0003,12,0.906,906,0.07149225000000037
16,0.8,4.0,0.0003,13,0.897,897,0.07676529200000015
16,0.8,4.0,0.0003,14,0.906,906,0.08206924999999998
16,0.8,4.0,0.0003,15,0.904,904,0.08737112499999977
16,0.8,4.0,0.0003,16,0.914,914,0.09363666700000017
16,0.8,4.0,0.0003,17,0.914,914,0.09926812500000004
16,0.8,4.0,0.0003,18,0.911,911,0.10480270900000033
16,0.8,4.0,0.0003,19,0.889,889,0.11025008400000047
16,0.8,4.0,0.0003,20,0.917,917,0.11653841700000012
16,0.8,4.0,0.0003,21,0.91,910,0.12203045900000031
16,0.8,4.0,0.0003,22,0.906,906,0.12734329199999994
16,0.8,4.0,0.0003,23,0.917,917,0.13283224999999987
16,0.8,4.0,0.0003,24,0.924,924,0.13897504200000022
16,0.8,4.0,0.0003,25,0.916,916,0.14444408400000075
16,0.8,4.0,0.0003,26,0.918,918,0.14993783400000016
16,0.8,4.0,0.0003,27,0.923,923,0.15542204200000054
16,0.8,4.0,0.0003,28,0.913,913,0.1608152089999999
16,0.8,4.0,0.0003,29,0.916,916,0.16665083399999947
16,0.8,4.0,0.0003,30,0.914,914,0.17207954199999964
16,0.8,4.0,0.0003,31,0.915,915,0.17732491700000086
16,0.8,4.0,0.0003,32,0.92,920,0.18264483400000042
16,0.8,4.0,0.0003,33,0.911,911,0.18837112500000064
16,0.8,4.0,0.0003,34,0.922,922,0.19405950000000072
16,0.8,4.0,0.0003,35,0.923,923,0.19984245900000008
16,0.8,4.0,0.0003,36,0.926,926,0.20593404199999998
16,0.8,4.0,0.0003,37,0.924,924,0.21120316699999986
16,0.8,4.0,0.0003,38,0.923,923,0.2164522920000005
16,0.8,4.0,0.0003,39,0.921,921,0.22184954200000018
16,0.8,4.0,0.0003,40,0.925,925,0.22752104200000023
16,0.8,4.0,0.0003,41,0.927,927,0.23402695900000037
16,0.8,4.0,0.0003,42,0.927,927,0.23932612500000072
16,0.8,4.0,0.0003,43,0.93,930,0.2453734170000006
16,0.8,4.0,0.0003,44,0.924,924,0.25086737499999945
16,0.8,4.0,0.0003,45,0.924,924,0.25615387499999986
16,0.8,4.0,0.0003,46,0.928,928,0.2616470420000008
16,0.8,4.0,0.0003,47,0.926,926,0.26712774999999933
16,0.8,4.0,0.0003,48,0.928,928,0.27308487499999945
16,0.8,4.0,0.0003,49,0.93,930,0.27876066699999935
16,0.8,4.0,0.0003,50,0.927,927,0.2844332920000001
16,0.8,4.0,0.0003,51,0.935,935,0.29096833399999955
16,0.8,4.0,0.0003,52,0.93,930,0.29641300000000026
16,0.8,4.0,0.0003,53,0.927,927,0.3016936249999995
16,0.8,4.0,0.0003,54,0.929,929,0.30737583399999924
16,0.8,4.0,0.0003,55,0.931,931,0.31286133399999994
16,0.8,4.0,0.0003,56,0.922,922,0.3183287090000002
16,0.8,4.0,0.0003,57,0.925,925,0.32384262500000016
16,0.8,4.0,0.0003,58,0.929,929,0.32935558400000087
16,0.8,4.0,0.0003,59,0.936,936,0.33589333400000054
16,0.8,4.0,0.0003,60,0.933,933,0.34135387500000025
16,0.8,4.0,0.001,1,0.594,594,0.006034832999999296
16,0.8,4.0,0.001,2,0.751,751,0.011791624999998973
16,0.8,4.0,0.001,3,0.814,814,0.017578625000000514
16,0.8,4.0,0.001,4,0.837,837,0.023656250000000156
16,0.8,4.0,0.001,5,0.813,813,0.029072250000000466
16,0.8,4.0,0.001,6,0.87,870,0.035149125000000225
16,0.8,4.0,0.001,7,0.894,894,0.04106929099999945
16,0.8,4.0,0.001,8,0.873,873,0.04632666600000057
16,0.8,4.0,0.001,9,0.899,899,0.05232550000000025
16,0.8,4.0,0.001,10,0.902,902,0.05839124999999967
16,0.8,4.0,0.001,11,0.901,901,0.06362020799999968
16,0.8,4.0,0.001,12,0.911,911,0.06954983299999995
16,0.8,4.0,0.001,13,0.903,903,0.07490179100000027
16,0.8,4.0,0.001,14,0.898,898,0.08042266600000048
16,0.8,4.0,0.001,15,0.895,895,0.08617491599999916
16,0.8,4.0,0.001,16,0.905,905,0.09178412500000022
16,0.8,4.0,0.001,17,0.908,908,0.09748004099999896
16,0.8,4.0,0.001,18,0.919,919,0.10444504099999996
16,0.8,4.0,0.001,19,0.918,918,0.11026804099999943
16,0.8,4.0,0.001,20,0.913,913,0.11560441600000004
16,0.8,4.0,0.001,21,0.894,894,0.12090720800000021
16,0.8,4.0,0.001,22,0.91,910,0.12631204100000026
16,0.8,4.0,0.001,23,0.917,917,0.13225308300000016
16,0.8,4.0,0.001,24,0.905,905,0.1379145830000006
16,0.8,4.0,0.001,25,0.907,907,0.14354491599999974
16,0.8,4.0,0.001,26,0.91,910,0.1490764579999997
16,0.8,4.0,0.001,27,0.91,910,0.154425625
16,0.8,4.0,0.001,28,0.916,916,0.16009449999999958
16,0.8,4.0,0.001,29,0.921,921,0.16615037499999907
16,0.8,4.0,0.001,30,0.918,918,0.17175149999999917
16,0.8,4.0,0.001,31,0.923,923,0.1776964999999997
16,0.8,4.0,0.001,32,0.907,907,0.1830671249999991
16,0.8,4.0,0.001,33,0.915,915,0.18844499999999975
16,0.8,4.0,0.001,34,0.923,923,0.19379391600000062
16,0.8,4.0,0.001,35,0.925,925,0.20007537499999906
16,0.8,4.0,0.001,36,0.928,928,0.20630833299999907
16,0.8,4.0,0.001,37,0.916,916,0.21158779099999947
16,0.8,4.0,0.001,38,0.926,926,0.21692999999999962
16,0.8,4.0,0.001,39,0.924,924,0.2221121660000005
16,0.8,4.0,0.001,40,0.924,924,0.22760812499999972
16,0.8,4.0,0.001,41,0.932,932,0.2335491249999997
16,0.8,4.0,0.001,42,0.923,923,0.23919770799999895
16,0.8,4.0,0.001,43,0.928,928,0.24488641599999994
16,0.8,4.0,0.001,44,0.923,923,0.25053583299999893
16,0.8,4.0,0.001,45,0.907,907,0.2562932910000004
16,0.8,4.0,0.001,46,0.928,928,0.2617542499999992
16,0.8,4.0,0.001,47,0.926,926,0.2675083330000003
16,0.8,4.0,0.001,48,0.932,932,0.2732571249999989
16,0.8,4.0,0.001,49,0.93,930,0.2789006660000002
16,0.8,4.0,0.001,50,0.924,924,0.2843277079999993
16,0.8,4.0,0.001,51,0.931,931,0.2899027079999996
16,0.8,4.0,0.001,52,0.932,932,0.2951405410000003
16,0.8,4.0,0.001,53,0.929,929,0.3007604579999992
16,0.8,4.0,0.001,54,0.92,920,0.30594979099999975
16,0.8,4.0,0.001,55,0.927,927,0.31133412500000013
16,0.8,4.0,0.001,56,0.929,929,0.3170499160000002
16,0.8,4.0,0.001,57,0.93,930,0.32266899999999943
16,0.8,4.0,0.001,58,0.935,935,0.3289522500000004
16,0.8,4.0,0.001,59,0.932,932,0.3343783330000001
16,0.8,4.0,0.001,60,0.931,931,0.33984383299999976
16,0.8,4.0,0.003,1,0.571,571,0.006215542000001406
16,0.8,4.0,0.003,2,0.801,801,0.01221829200000002
16,0.8,4.0,0.003,3,0.825,825,0.018374500000000182
16,0.8,4.0,0.003,4,0.829,829,0.02435279200000018
16,0.8,4.0,0.003,5,0.856,856,0.030583375000000856
16,0.8,4.0,0.003,6,0.867,867,0.03657416700000127
16,0.8,4.0,0.003,7,0.87,870,0.04279191700000062
16,0.8,4.0,0.003,8,0.886,886,0.04889445800000125
16,0.8,4.0,0.003,9,0.889,889,0.0552022920000006
16,0.8,4.0,0.003,10,0.901,901,0.06137091700000141
16,0.8,4.0,0.003,11,0.9,900,0.06697295800000092
16,0.8,4.0,0.003,12,0.903,903,0.07308629200000105
16,0.8,4.0,0.003,13,0.897,897,0.07869216700000159
16,0.8,4.0,0.003,14,0.901,901,0.08428929200000113
16,0.8,4.0,0.003,15,0.897,897,0.09006404200000162
16,0.8,4.0,0.003,16,0.914,914,0.09663379200000044
16,0.8,4.0,0.003,17,0.915,915,0.10265904200000087
16,0.8,4.0,0.003,18,0.905,905,0.10813350000000099
16,0.8,4.0,0.003,19,0.914,914,0.11367912500000088
16,0.8,4.0,0.003,20,0.914,914,0.12101166700000121
16,0.8,4.0,0.003,21,0.911,911,0.12689191700000002
16,0.8,4.0,0.003,22,0.913,913,0.13281379200000032
16,0.8,4.0,0.003,23,0.917,917,0.13907916700000023
16,0.8,4.0,0.003,24,0.916,916,0.14432283300000037
16,0.8,4.0,0.003,25,0.917,917,0.1498987500000002
16,0.8,4.0,0.003,26,0.915,915,0.1557222920000001
16,0.8,4.0,0.003,27,0.914,914,0.16109395800000037
16,0.8,4.0,0.003,28,0.914,914,0.16680041700000103
16,0.8,4.0,0.003,29,0.927,927,0.17312537500000147
16,0.8,4.0,0.003,30,0.922,922,0.17879579200000073
16,0.8,4.0,0.003,31,0.914,914,0.18429454200000173
16,0.8,4.0,0.003,32,0.917,917,0.19006150000000055
16,0.8,4.0,0.003,33,0.922,922,0.19591187500000018
16,0.8,4.0,0.003,34,0.919,919,0.20153233300000117
16,0.8,4.0,0.003,35,0.914,914,0.20731462500000042
16,0.8,4.0,0.003,36,0.927,927,0.21299566700000128
16,0.8,4.0,0.003,37,0.916,916,0.21870758300000048
16,0.8,4.0,0.003,38,0.916,916,0.22445220800000065
16,0.8,4.0,0.003,39,0.915,915,0.230521125000001
16,0.8,4.0,0.003,40,0.922,922,0.23669950000000028
16,0.8,4.0,0.003,41,0.925,925,0.24261900000000125
16,0.8,4.0,0.003,42,0.931,931,0.24913725000000042
16,0.8,4.0,0.003,43,0.925,925,0.25450170800000116
16,0.8,4.0,0.003,44,0.928,928,0.26021616700000116
16,0.8,4.0,0.003,45,0.928,928,0.2659326670000013
16,0.8,4.0,0.003,46,0.923,923,0.27189712500000063
16,0.8,4.0,0.003,47,0.928,928,0.2776528330000012
16,0.8,4.0,0.003,48,0.925,925,0.2832977920000008
16,0.8,4.0,0.003,49,0.928,928,0.2892601670000001
16,0.8,4.0,0.003,50,0.924,924,0.29511600000000016
16,0.8,4.0,0.003,51,0.927,927,0.3007398330000015
16,0.8,4.0,0.003,52,0.927,927,0.30646166700000066
16,0.8,4.0,0.003,53,0.93,930,0.31234879200000165
16,0.8,4.0,0.003,54,0.931,931,0.3178465420000016
16,0.8,4.0,0.003,55,0.923,923,0.32379041700000144
16,0.8,4.0,0.003,56,0.921,921,0.3296523750000002
16,0.8,4.0,0.003,57,0.921,921,0.3352382080000016
16,0.8,4.0,0.003,58,0.925,925,0.34081387500000027
16,0.8,4.0,0.003,59,0.927,927,0.34630154200000085
16,0.8,4.0,0.003,60,0.924,924,0.35182395800000066
