cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2550ps,other_out_2550ps,margin_2550ps,correct_2550ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3350ps,other_out_3350ps,margin_3350ps,correct_3350ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,dp0,dn0,output_delta_net_0,dp1,dn1,output_delta_net_1,max_abs_output_delta_signal,max_output_delta_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta,sum_d_readout_out0_signed,sum_d_readout_out1_signed,d_output_bias_out0_signed,d_output_bias_out1_signed
62,initial_eval,62,1,False,False,0.269334,0.269784,-0.000449833,0.308291,0.307829,0.244021,0.22868,0.26989,0.26944,False,0.282842625,0.269334,0.269784,-0.000449833,False,0.269437,0.269887,-0.000449839,False,0.269444,0.269894,-0.00045002,False,0.08203,0.405599,0.394167,0.173139,0.384138,0.142556,0.412841,0.268271,0.00162117,0.00174723,1.2,7.76471e-10,,,,,,,,,,,,,,,,,,,
63,initial_eval,63,1,False,False,0.264926,0.262052,0.00287449,0.30035,0.303302,0.248109,0.236603,0.262158,0.265032,True,0.3316285,0.264926,0.262052,0.00287449,True,0.265029,0.262154,0.00287456,True,0.265037,0.262162,0.00287466,True,0.306762,0.236775,0.145135,0.56106,0.770112,0.239122,0.139169,0.254893,0.0015906,0.00167976,1.2,7.76471e-10,,,,,,,,,,,,,,,,,,,
64,train,0,0,True,True,0.27032,0.270792,-0.000472837,0.30884,0.309326,0.245512,0.230279,0.270426,0.270898,False,0.44785987499999996,0.27032,0.270792,-0.000472837,False,0.270422,0.270895,-0.000472848,False,0.27043,0.270903,-0.000472592,False,0.741245,0.57729,0.633202,0.770111,0.107267,0.142146,0.109099,0.502519,0.00160988,0.00173318,-0.000443157,1.20442,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0173339,0.0178068,0.0405844,8.95554e-07,0.0405844,2.8361e-06,0.00843409,-0.14555827,-8.95554e-07,-8.92282e-07
65,train,32,1,True,True,0.263988,0.273779,-0.00979081,0.312392,0.302338,0.298383,0.238144,0.273887,0.264094,False,0.3103241375,0.263988,0.273779,-0.00979081,False,0.26409,0.273881,-0.00979082,False,0.264098,0.273891,-0.00979317,False,0.0938811,0.456305,0.374484,0.163556,0.490971,0.26999,0.367252,0.266154,0.00129138,0.00166724,8.94574e-05,1.20211,0.0194708,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.00979006,7.54722e-07,1.882e-06,8.9555e-07,1.882e-06,2.83609e-06,-1.448668e-05,-1.300553e-05,-8.9555e-07,-8.92278e-07
66,train,1,0,True,True,0.273135,0.249778,0.0233566,0.31173,0.287742,0.297019,0.221823,0.273242,0.249883,True,0.383877,0.273135,0.249778,0.0233566,True,0.273237,0.24988,0.023357,True,0.273247,0.249887,0.0233594,True,0.632611,0.475342,0.540965,0.624457,0.124163,0.08,0.282379,0.311099,0.001298,0.00181017,9.26884e-05,1.20175,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0194902,-0.0038664,0.0230534,8.95547e-07,0.0230534,2.83608e-06,6.706199999999979e-05,-0.07290039000000001,-8.95547e-07,-8.92274e-07
67,train,33,1,True,True,0.255678,0.267344,-0.011666,0.305783,0.293802,0.292998,0.237143,0.267451,0.255784,False,0.2686391125,0.255678,0.267344,-0.011666,False,0.25578,0.267446,-0.011666,False,0.255788,0.267455,-0.0116673,False,0.361298,0.0966629,0.122031,0.492813,0.349183,0.300039,0.218776,0.20831,0.00131792,0.00167536,8.83448e-05,1.20218,0.0198592,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.0116647,1.28363e-06,1.89167e-06,8.95543e-07,1.89167e-06,2.83607e-06,-1.452992e-05,-1.23394e-05,-8.95543e-07,-8.92271e-07
68,train,2,0,True,True,0.270825,0.252238,0.0185867,0.309359,0.290269,0.296607,0.232546,0.270933,0.252344,True,0.29886775000000004,0.270825,0.252238,0.0185867,True,0.270927,0.25234,0.0185871,True,0.270937,0.252348,0.0185893,True,0.460496,0.315118,0.428067,0.491527,0.139719,0.324761,0.106536,0.124718,0.00130001,0.00171364,9.10087e-05,1.20199,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0172966,-0.00129011,0.0080458,8.9554e-07,0.0080458,2.83606e-06,-0.006645074,-0.021296207,-8.9554e-07,-8.92267e-07
69,train,34,1,True,True,0.258704,0.271775,-0.0130705,0.310334,0.296911,0.302875,0.247785,0.271883,0.25881,False,0.247402075,0.258704,0.271775,-0.0130705,False,0.258806,0.271877,-0.0130707,False,0.258814,0.271887,-0.0130728,False,0.0838406,0.400537,0.39741,0.10904,0.266488,0.131902,0.385266,0.204733,0.00127004,0.00159298,8.50291e-05,1.20233,0.0229367,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.01307,5.52958e-07,1.88903e-06,8.95536e-07,1.88903e-06,2.83605e-06,-1.4508200000000001e-05,-1.2153149999999999e-05,-8.95536e-07,-8.92264e-07
70,train,3,0,True,True,0.273129,0.256806,0.0163233,0.311725,0.294961,0.304831,0.245955,0.273238,0.256912,True,0.34778837500000004,0.273129,0.256806,0.0163233,True,0.273232,0.256908,0.0163236,True,0.273242,0.256916,0.0163261,True,0.465983,0.392788,0.363332,0.423047,0.177356,0.430341,0.224457,0.305003,0.00126097,0.00160656,8.71894e-05,1.20223,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0156647,-0.000658675,0.00498407,8.95532e-07,0.00498407,2.83603e-06,-0.0066328459999999995,-0.014524996,-8.95532e-07,-8.9226e-07
71,train,35,1,True,True,0.259357,0.272186,-0.0128288,0.310756,0.297581,0.304934,0.255715,0.272294,0.259463,False,0.28502317499999996,0.259357,0.272186,-0.0128288,False,0.259459,0.272288,-0.0128291,False,0.259467,0.272298,-0.0128313,False,0.497202,0.08,0.0873754,0.571344,0.284368,0.089561,0.410277,0.260058,0.0012605,0.0015367,7.85056e-05,1.20252,0.0229367,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.0128285,2.86042e-07,1.88202e-06,8.95529e-07,1.88202e-06,2.83602e-06,-1.4487980000000001e-05,-1.2027439999999999e-05,-8.95529e-07,-8.92257e-07
72,train,4,0,True,True,0.272346,0.257001,0.0153447,0.31092,0.295161,0.306398,0.261586,0.272454,0.257106,True,0.383445,0.272346,0.257001,0.0153447,True,0.272448,0.257103,0.015345,True,0.272458,0.257111,0.0153474,True,0.584164,0.47028,0.462056,0.628547,0.255224,0.176976,0.145681,0.344632,0.00125379,0.00149754,4.05505e-05,1.20277,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0136078,-0.00173688,0.0149165,8.95525e-07,0.0149165,2.83601e-06,-0.012155709999999998,-0.044280586999999996,-8.95525e-07,-8.92253e-07
73,train,36,1,True,True,0.260231,0.272407,-0.0121753,0.310982,0.298479,0.305181,0.262963,0.272514,0.260337,False,0.4669079,0.260231,0.272407,-0.0121753,False,0.260333,0.272508,-0.0121755,False,0.260341,0.272519,-0.0121775,False,0.16197,0.684524,0.770112,0.221052,0.0829502,0.459844,0.75628,0.598531,0.00125936,0.00148864,-1.11424e-05,1.203,0.0229367,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.0121746,6.7891e-07,1.87129e-06,8.95522e-07,1.87129e-06,2.836e-06,-1.4421340000000001e-05,-1.1628147e-05,-8.95522e-07,-8.92249e-07
74,train,5,0,True,True,0.272405,0.258915,0.0134894,0.31098,0.297127,0.30518,0.261237,0.272513,0.259021,True,0.37133174999999996,0.272405,0.258915,0.0134894,True,0.272507,0.259017,0.0134897,True,0.272517,0.259025,0.013492,True,0.543454,0.493438,0.523504,0.44525,0.181826,0.385814,0.148522,0.248846,0.00125937,0.00149981,2.9996e-05,1.20282,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.0116988,-0.00179059,0.0112916,8.95518e-07,0.0112916,2.83599e-06,-0.012751910999999998,-0.037067332999999994,-8.95518e-07,-8.92246e-07
75,train,37,1,True,True,0.261195,0.272379,-0.0111844,0.310954,0.299468,0.305144,0.269042,0.272487,0.2613,False,0.335891,0.261195,0.272379,-0.0111844,False,0.261297,0.272481,-0.0111845,False,0.261305,0.272492,-0.0111869,False,0.102989,0.509698,0.564957,0.103372,0.107356,0.134907,0.770115,0.393734,0.00125953,0.0014506,-0.00028979,1.20389,0.0229367,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.0111833,1.03289e-06,1.85667e-06,8.95515e-07,1.85667e-06,2.83598e-06,-1.4347210000000001e-05,-1.1289747e-05,-8.95515e-07,-8.92242e-07
76,train,6,0,True,True,0.272378,0.263243,0.00913474,0.310953,0.301572,0.305144,0.272167,0.272486,0.263348,True,0.543639625,0.272378,0.263243,0.00913474,True,0.27248,0.263345,0.00913495,True,0.27249,0.263353,0.00913741,True,0.676339,0.66374,0.770112,0.650108,0.375466,0.351668,0.149631,0.712053,0.00125953,0.00143179,-0.000371537,1.20422,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.00835597,-0.000778767,0.0333904,8.95511e-07,0.0333904,2.83597e-06,-0.013977072,-0.10065537499999999,-8.95511e-07,-8.92239e-07
77,train,38,1,True,True,0.264086,0.272376,-0.00829059,0.310952,0.302438,0.305143,0.278401,0.272484,0.264191,False,0.382305125,0.264086,0.272376,-0.00829059,False,0.264188,0.272478,-0.00829084,False,0.264196,0.272489,-0.00829326,False,0.370735,0.363315,0.391723,0.528047,0.377254,0.374888,0.202841,0.449638,0.00125953,0.00139569,-0.000443646,1.20444,0.0198619,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.00829044,1.4943e-07,1.8374e-06,8.95507e-07,1.8374e-06,2.83596e-06,-1.42718e-05,-1.037862e-05,-8.95507e-07,-8.92235e-07
78,train,7,0,True,True,0.272376,0.264087,0.0082887,0.310951,0.302439,0.305143,0.278203,0.272484,0.264193,True,0.42723375,0.272376,0.264087,0.0082887,True,0.272478,0.264189,0.0082889,True,0.272488,0.264197,0.00829131,True,0.580763,0.423695,0.455836,0.753179,0.370996,0.391278,0.100993,0.34113,0.00125954,0.00139681,-0.000443919,1.20445,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.00741737,-0.000871335,0.00853277,8.95504e-07,0.00853277,2.83594e-06,-0.014802223999999998,-0.022933000000000002,-8.95504e-07,-8.92232e-07
79,train,39,1,True,True,0.264693,0.272375,-0.00768206,0.31095,0.30306,0.305838,0.285138,0.272483,0.264798,False,0.20175882499999997,0.264693,0.272375,-0.00768206,False,0.264795,0.272477,-0.00768232,False,0.264803,0.272487,-0.00768452,False,0.0808779,0.279686,0.34867,0.0841486,0.0901021,0.181483,0.39448,0.154623,0.00125635,0.00135868,-0.000460683,1.20451,0.0198548,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.00768082,1.24302e-06,1.82026e-06,8.955e-07,1.82026e-06,2.83593e-06,-1.4181220000000002e-05,-1.0173499e-05,-8.955e-07,-8.92228e-07
80,train,8,0,True,True,0.272373,0.265038,0.00733479,0.310948,0.303415,0.306409,0.288101,0.272481,0.265144,True,0.41991187500000005,0.272373,0.265038,0.00733479,True,0.272475,0.26514,0.00733509,True,0.272485,0.265148,0.00733734,True,0.464831,0.474401,0.515151,0.632988,0.357854,0.426654,0.152887,0.334529,0.00125375,0.00134303,-0.000466615,1.20459,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.00604355,-0.00129124,0.00605859,8.95497e-07,0.00605859,2.83592e-06,-0.016891067,-0.023039094999999996,-8.95497e-07,-8.92224e-07
81,train,40,1,True,True,0.266459,0.272373,-0.00591395,0.310947,0.304874,0.306406,0.291151,0.27248,0.266564,False,0.21241474999999999,0.266459,0.272373,-0.00591395,False,0.26656,0.272475,-0.00591407,False,0.266568,0.272485,-0.00591628,False,0.133549,0.283897,0.37404,0.08,0.19023,0.105815,0.336074,0.195713,0.00125376,0.00132727,-0.000477512,1.20472,0.0198549,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.00591257,1.38259e-06,1.80681e-06,8.95493e-07,1.80681e-06,2.83591e-06,-1.4073820000000002e-05,-9.960434e-06,-8.95493e-07,-8.92221e-07
82,train,9,0,True,True,0.27237,0.266443,0.00592686,0.310945,0.304858,0.305139,0.28837,0.272478,0.266549,True,0.512538475,0.27237,0.266443,0.00592686,True,0.272472,0.266545,0.00592713,True,0.272482,0.266553,0.0059295,True,0.715184,0.569406,0.590993,0.770112,0.328889,0.269307,0.0863048,0.770112,0.00125955,0.00134162,-0.000471171,1.20465,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.00447223,-0.00145462,0.0263155,8.95489e-07,0.0263155,2.8359e-06,-0.02036239,-0.055601975,-8.95489e-07,-8.92217e-07
83,train,41,1,True,True,0.268008,0.27237,-0.00436191,0.310944,0.306465,0.305138,0.291813,0.272478,0.268114,False,0.24675849999999996,0.268008,0.27237,-0.00436191,False,0.26811,0.272472,-0.00436196,False,0.268118,0.272482,-0.00436402,False,0.105732,0.36215,0.325922,0.165835,0.384943,0.156351,0.267067,0.206068,0.00125956,0.00132391,-0.000100064,1.20499,0.0198549,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.0043607,1.20298e-06,1.79667e-06,8.95486e-07,1.79667e-06,2.83589e-06,-1.394028e-05,-9.460338e-06,-8.95486e-07,-8.92214e-07
84,train,10,0,True,True,0.272368,0.268,0.00436887,0.310943,0.306456,0.305138,0.292507,0.272476,0.268105,True,0.34533500000000006,0.272368,0.268,0.00436887,True,0.27247,0.268101,0.0043691,True,0.272481,0.268109,0.00437118,True,0.460057,0.36972,0.432466,0.52793,0.162337,0.257971,0.106189,0.44601,0.00125956,0.00132039,-0.000492343,1.20486,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.00327493,-0.00109393,0.00315732,8.95482e-07,0.00315732,2.83588e-06,-0.01772664,-0.010558522,-8.95482e-07,-8.9221e-07
85,train,42,1,True,True,0.269177,0.272369,-0.00319129,0.310942,0.307665,0.306402,0.297305,0.272476,0.269283,False,0.18587850000000003,0.269177,0.272369,-0.00319129,False,0.269279,0.27247,-0.0031913,False,0.269287,0.27248,-0.00319307,False,0.212831,0.207436,0.26523,0.224674,0.113793,0.145288,0.128915,0.188861,0.00125378,0.0012966,1.20941,-0.00258785,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.00265174,0.000539541,0.000856914,8.95479e-07,0.000856914,2.83586e-06,-0.006012227,-0.0038205049999999996,-8.95479e-07,-8.92207e-07
86,train,11,0,True,True,0.272365,0.269758,0.00260693,0.31094,0.308263,0.305136,0.296062,0.272473,0.269864,True,0.40108024999999997,0.272365,0.269758,0.00260693,True,0.272467,0.26986,0.00260716,True,0.272478,0.269869,0.00260882,True,0.521068,0.418723,0.488581,0.608506,0.171098,0.317522,0.128222,0.554922,0.00125957,0.00130268,1.20941,-0.00257261,0.0194705,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.00260663,-3.06101e-07,1.77941e-06,8.95475e-07,1.77941e-06,2.83585e-06,-1.377409e-05,-9.338025999999999e-06,-8.95475e-07,-8.92203e-07
87,train,43,1,True,True,0.269765,0.272366,-0.0026005,0.31094,0.308269,0.30562,0.296599,0.272473,0.269871,False,0.272829875,0.269765,0.272366,-0.0026005,False,0.269867,0.272467,-0.00260053,False,0.269875,0.272477,-0.00260202,False,0.11078,0.257738,0.13034,0.399908,0.770114,0.240898,0.097806,0.175055,0.00125735,0.00130005,1.20941,-0.00259473,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.0019273,0.000673201,0.0362296,8.95472e-07,0.0362296,2.83584e-06,-0.047309880000000006,-0.0008581000000000001,-8.95472e-07,-8.92199e-07
88,train,12,0,True,True,0.272364,0.270456,0.00190845,0.310939,0.308978,0.305136,0.297085,0.272472,0.270562,True,0.49262754999999997,0.272364,0.270456,0.00190845,True,0.272466,0.270557,0.00190858,True,0.272476,0.270566,0.00191005,True,0.685667,0.646988,0.616585,0.599858,0.0876884,0.560507,0.109723,0.634004,0.00125957,0.00129768,1.20947,-0.00283569,0.0229366,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.00190831,-1.44496e-07,1.76938e-06,8.95468e-07,1.76938e-06,2.83583e-06,-1.337178e-05,-9.347214999999999e-06,-8.95468e-07,-8.92196e-07
89,train,44,1,True,True,0.270456,0.272363,-0.00190631,0.310937,0.308979,0.3064,0.299251,0.27247,0.270562,False,0.32688025,0.270456,0.272363,-0.00190631,False,0.270558,0.272465,-0.00190636,False,0.270567,0.272475,-0.00190788,False,0.463514,0.106965,0.08,0.646135,0.52235,0.243356,0.304203,0.248519,0.00125379,0.0012872,1.20948,-0.0030827,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.00127667,0.00062964,0.0253292,8.95464e-07,0.0253292,2.83582e-06,-0.050339189,0.0008750529999999996,-8.95464e-07,-8.92192e-07
90,train,13,0,True,True,0.27236,0.271111,0.0012492,0.310936,0.309652,0.305134,0.297874,0.272469,0.271218,True,0.41943698749999997,0.27236,0.271111,0.0012492,True,0.272463,0.271213,0.00124948,True,0.272473,0.271222,0.00125079,True,0.599362,0.50374,0.580641,0.650401,0.0920689,0.244312,0.18933,0.495641,0.00125957,0.00129384,1.20948,-0.00303647,0.0198614,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.00124936,1.59446e-07,1.75942e-06,8.95461e-07,1.75942e-06,2.83581e-06,-1.292531e-05,-9.37452e-06,-8.95461e-07,-8.92189e-07
91,train,45,1,True,True,0.271114,0.272362,-0.00124755,0.310935,0.309654,0.305133,0.297816,0.272469,0.271221,False,0.16899925000000002,0.271114,0.272362,-0.00124755,False,0.271216,0.272463,-0.00124744,False,0.271225,0.272474,-0.0012487,False,0.229949,0.132228,0.173526,0.267329,0.185581,0.149795,0.08,0.133586,0.00125958,0.00129412,1.20948,-0.0030221,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.00112675,0.000120801,0.00178278,8.95457e-07,0.00178278,2.8358e-06,-0.0121324,-0.006198820000000001,-8.95457e-07,-8.92185e-07
92,train,14,0,True,True,0.272358,0.271237,0.00112102,0.310933,0.309781,0.3064,0.300288,0.272466,0.271344,True,0.5126675,0.272358,0.271237,0.00112102,True,0.27246,0.271339,0.00112122,True,0.272471,0.271348,0.00112259,True,0.423736,0.592923,0.632225,0.63737,0.432503,0.537697,0.160092,0.684794,0.00125379,0.00128224,1.21159,-0.00144546,0.0229366,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.00112128,2.60572e-07,1.74844e-06,8.95454e-07,1.74844e-06,2.83578e-06,-1.284616e-05,-9.330632999999999e-06,-8.95454e-07,-8.92182e-07
93,train,46,1,True,True,0.271237,0.272358,-0.00112061,0.310932,0.309781,0.305132,0.298014,0.272466,0.271344,False,0.31425375,0.271237,0.272358,-0.00112061,False,0.271339,0.27246,-0.00112068,False,0.271348,0.27247,-0.00112191,False,0.099258,0.348219,0.354446,0.303381,0.520741,0.456976,0.180046,0.250963,0.00125959,0.00129316,1.20948,-0.0030746,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.00100147,0.000119142,0.0103754,8.9545e-07,0.0103754,2.83577e-06,-0.023149402,-0.002974243,-8.9545e-07,-8.92178e-07
94,train,15,0,True,True,0.272357,0.271369,0.000988324,0.310931,0.309916,0.305132,0.29816,0.272465,0.271475,True,0.456683375,0.272357,0.271369,0.000988324,True,0.272459,0.27147,0.000988541,True,0.272469,0.271479,0.000989767,True,0.618181,0.572318,0.6045,0.673188,0.185134,0.114966,0.123926,0.761254,0.00125959,0.00129246,1.20948,-0.00311115,0.0229366,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000988455,1.30697e-07,1.72247e-06,8.95446e-07,1.72247e-06,2.83576e-06,-1.265112e-05,-9.324118e-06,-8.95446e-07,-8.92174e-07
95,train,47,1,True,True,0.271368,0.272355,-0.000987022,0.310929,0.309915,0.30513,0.298159,0.272463,0.271475,False,0.26820845,0.271368,0.272355,-0.000987022,False,0.27147,0.272457,-0.000987183,False,0.271479,0.272467,-0.000988412,False,0.162354,0.228891,0.0978166,0.426085,0.770114,0.161678,0.13612,0.162609,0.00125959,0.00129246,1.20948,-0.00311137,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000949742,3.72804e-05,0.0176206,8.95443e-07,0.0176206,2.83575e-06,-0.029420090000000003,-0.007073927,-8.95443e-07,-8.92171e-07
96,train,16,0,True,True,0.272354,0.271406,0.000948753,0.310928,0.309954,0.305129,0.2982,0.272462,0.271512,True,0.30304525,0.272354,0.271406,0.000948753,True,0.272456,0.271507,0.000948859,True,0.272466,0.271516,0.000950056,True,0.22759,0.408197,0.427667,0.31717,0.305109,0.211941,0.203672,0.323016,0.0012596,0.00129226,1.20948,-0.00312009,0.0198614,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000948808,5.42245e-08,1.71002e-06,8.95439e-07,1.71002e-06,2.83574e-06,-1.240979e-05,-9.277002000000002e-06,-8.95439e-07,-8.92167e-07
97,train,48,1,True,True,0.271404,0.272353,-0.000948697,0.310927,0.309953,0.305129,0.298201,0.272461,0.271511,False,0.253805,0.271404,0.272353,-0.000948697,False,0.271506,0.272455,-0.000948603,False,0.271515,0.272465,-0.00094978,False,0.08,0.351668,0.279981,0.202821,0.554981,0.115102,0.24642,0.199467,0.0012596,0.00129226,1.20948,-0.0031221,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940526,8.17113e-06,0.00734671,8.95436e-07,0.00734671,2.83573e-06,-0.01711707,-0.007399101199999999,-8.95436e-07,-8.92164e-07
98,train,17,0,True,True,0.272351,0.27141,0.000940667,0.310925,0.309959,0.305614,0.298973,0.272459,0.271517,True,0.489279625,0.272351,0.27141,0.000940667,True,0.272453,0.271512,0.000940935,True,0.272463,0.271521,0.000942104,True,0.640951,0.717267,0.770113,0.685167,0.108697,0.284195,0.178522,0.529325,0.00125737,0.00128853,1.20947,-0.00320001,0.0229366,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.00094133,6.63344e-07,1.69238e-06,8.95432e-07,1.69238e-06,2.83572e-06,-1.2278227e-05,-9.231921999999999e-06,-8.95432e-07,-8.9216e-07
99,train,49,1,True,True,0.271409,0.27235,-0.00094087,0.310924,0.309958,0.305829,0.300279,0.272458,0.271516,False,0.49324425,0.271409,0.27235,-0.00094087,False,0.271511,0.272452,-0.000941038,False,0.27152,0.272462,-0.000942204,False,0.437398,0.585711,0.328765,0.48025,0.766049,0.770115,0.148938,0.428728,0.00125639,0.00128228,-0.00540448,1.21051,0.0122788,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.00094106,-1.90179e-07,1.69237e-06,8.95428e-07,1.69237e-06,2.83571e-06,-1.2278139e-05,-9.231843999999999e-06,-8.95428e-07,-8.92157e-07
100,train,18,0,True,True,0.272349,0.271408,0.000940739,0.310923,0.309956,0.306395,0.300495,0.272457,0.271514,True,0.6504165000000001,0.272349,0.271408,0.000940739,True,0.272451,0.27151,0.00094094,True,0.272461,0.271519,0.000942261,True,0.396961,0.770114,0.770115,0.710292,0.629719,0.710614,0.445404,0.770113,0.00125381,0.00128126,-0.00566306,1.21045,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000941043,3.03999e-07,0.0293256,8.95425e-07,0.0293256,2.83569e-06,-0.02512077,-0.087241608,-8.95425e-07,-8.92153e-07
101,train,50,1,True,True,0.271408,0.272349,-0.000940837,0.310922,0.309957,0.305127,0.298208,0.272457,0.271515,False,0.25741375,0.271408,0.272349,-0.000940837,False,0.27151,0.272451,-0.000940852,False,0.271519,0.272461,-0.000942047,False,0.121863,0.439552,0.500355,0.112137,0.08,0.123707,0.406674,0.275022,0.00125961,0.00129222,1.20948,-0.00312459,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940826,1.13847e-08,0.0100854,8.95421e-07,0.0100854,2.83568e-06,-0.018217774,-0.0004948860000000002,-8.95421e-07,-8.92149e-07
102,train,19,0,True,True,0.272347,0.271406,0.000940894,0.310921,0.309954,0.305126,0.298208,0.272455,0.271512,True,0.531151625,0.272347,0.271406,0.000940894,True,0.272449,0.271508,0.000940962,True,0.272459,0.271517,0.000942154,True,0.770115,0.613438,0.73708,0.770115,0.288301,0.178341,0.121709,0.770114,0.00125961,0.00129222,1.20948,-0.00312279,0.0194704,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000941005,1.11045e-07,1.65316e-06,8.95418e-07,1.65316e-06,2.83567e-06,-1.1935289e-05,-8.44064e-06,-8.95418e-07,-8.92146e-07
103,train,51,1,True,True,0.271406,0.272347,-0.000940698,0.31092,0.309954,0.305125,0.298207,0.272454,0.271513,False,0.208235925,0.271406,0.272347,-0.000940698,False,0.271508,0.272449,-0.000940636,False,0.271517,0.272459,-0.000941814,False,0.0934422,0.186428,0.10577,0.280885,0.673256,0.147746,0.0947575,0.0836027,0.00125962,0.00129223,1.20948,-0.00312472,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940531,1.67425e-07,0.00706518,8.95414e-07,0.00706518,2.83566e-06,-0.017376933,-0.006972323999999999,-8.95414e-07,-8.92142e-07
104,train,20,0,True,True,0.272344,0.271404,0.000940861,0.310919,0.309952,0.305125,0.298207,0.272452,0.27151,True,0.529248625,0.272344,0.271404,0.000940861,True,0.272446,0.271505,0.000941056,True,0.272457,0.271514,0.000942276,True,0.75562,0.482195,0.633557,0.770113,0.106731,0.619649,0.159538,0.706586,0.00125962,0.00129223,1.20948,-0.00312476,0.0229366,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.00094125,3.89653e-07,1.64374e-06,8.95411e-07,1.64374e-06,2.83565e-06,-1.1803692000000002e-05,-8.390315000000001e-06,-8.95411e-07,-8.92139e-07
